"","watering.x","RRZn","RRFe","RRN","RRP","RRK","RRS","RRB","RRCa","RRMg","RRMn","RRCu","Znlow","Znhi","Felow","Fehi","Nlow","Nhi","Plow","Phi","Klow","Khi","Slow","Shi","Blow","Bhi","Calow","Cahi","Mglow","Mghi","Mnlow","Mnhi","Culow","Cuhi"
"1","Dry",0.946524266936299,0.953065274683139,0.960822497812861,0.966589612270248,0.998290285156011,0.958590478691586,0.968795384071908,0.989842403348929,0.957769726247987,0.976550829643544,0.934637655729075,0.695194509452561,1.19785402442004,0.883741294321241,1.02238925504504,0.916392063524794,1.00525293210093,0.92292820184251,1.01025102269799,0.896653060973384,1.09992750933864,0.590469995260371,1.3267109621228,0.746360744501553,1.19123002364226,0.245961542470935,1.73372326422692,0.835515985026338,1.08002346746964,0.807146132123366,1.14595552716372,0.8354226863029,1.03385262515525
"2","Wet",1.03656656874479,1.09336748364463,1.04567135887636,1.04472140170775,1.06335200746965,1.04149555446147,1.04037511741357,1.26754385964912,1.04828204014299,1.06716899491825,1.02698740653286,0.851201506723015,1.22193163076656,0.818868140721443,1.36786682656782,0.753986552659983,1.33735616509273,0.872314038765728,1.21712876464976,0.298725588005174,1.82797842693414,0.897171261909476,1.18581984701346,-0.289997590093376,2.37074782492051,-0.0142224075965697,2.54931012689482,0.881044342261619,1.21551973802436,0.44977755696828,1.68456043286821,0.774838499086341,1.27913631397938
