YEAR,COUNTRY,SEX,Numeric
2003,COM,FMLE,22.1
1988,COG,FMLE,21
1989,COG,FMLE,21.1
1990,COG,FMLE,21.2
1991,COG,FMLE,21.2
1992,COG,FMLE,21.3
2005,COG,FMLE,22.7
2006,COG,FMLE,22.9
2007,COG,FMLE,23
1980,COD,FMLE,19.8
1994,COD,FMLE,20.6
1995,COD,FMLE,20.6
1996,COD,FMLE,20.7
1997,COD,FMLE,20.7
1983,COK,FMLE,27.3
1984,COK,FMLE,27.6
1985,COK,FMLE,28
1986,COK,FMLE,28.3
1999,COK,FMLE,31.6
2000,COK,FMLE,31.8
2001,COK,FMLE,32.1
2002,COK,FMLE,32.3
2003,COK,FMLE,32.6
1988,CRI,FMLE,24.2
1989,CRI,FMLE,24.4
1990,CRI,FMLE,24.5
1991,CRI,FMLE,24.7
2005,CRI,FMLE,26.7
2006,CRI,FMLE,26.8
2007,CRI,FMLE,26.9
1980,CIV,FMLE,21.2
1993,CIV,FMLE,22.3
1994,CIV,FMLE,22.3
1995,CIV,FMLE,22.4
1996,CIV,FMLE,22.5
1997,CIV,FMLE,22.6
1982,HRV,FMLE,25.2
1983,HRV,FMLE,25.2
1984,HRV,FMLE,25.2
1985,HRV,FMLE,25.2
1999,HRV,FMLE,24.6
2000,HRV,FMLE,24.6
2001,HRV,FMLE,24.7
2002,HRV,FMLE,24.8
1988,CUB,FMLE,24.7
1989,CUB,FMLE,24.8
1990,CUB,FMLE,24.9
1991,CUB,FMLE,25
2004,CUB,FMLE,26.2
2009,TUV,MLE,
1981,MCO,FMLE,
1983,MCO,FMLE,
1990,MCO,FMLE,
1992,MCO,FMLE,
1999,MCO,FMLE,
2001,MCO,FMLE,
2006,MCO,FMLE,
2008,MCO,FMLE,
1985,NIU,FMLE,
1987,NIU,FMLE,
1994,NIU,FMLE,
1996,NIU,FMLE,
2001,NIU,FMLE,
2003,NIU,FMLE,
1980,SMR,FMLE,
1982,SMR,FMLE,
1989,SMR,FMLE,
1991,SMR,FMLE,
1996,SMR,FMLE,
1998,SMR,FMLE,
2005,SMR,FMLE,
2007,SMR,FMLE,
1984,TUV,FMLE,
1986,TUV,FMLE,
1991,TUV,FMLE,
1993,TUV,FMLE,
2000,TUV,FMLE,
2002,TUV,FMLE,
2009,TUV,FMLE,
2000,CUB,FMLE,25.5
2002,CUB,FMLE,25.8
1981,CYP,FMLE,23.9
1983,CYP,FMLE,24.1
1990,CYP,FMLE,24.7
1992,CYP,FMLE,24.9
1997,CYP,FMLE,25.3
1999,CYP,FMLE,25.5
2006,CYP,FMLE,25.8
1980,CZE,FMLE,26.7
1987,CZE,FMLE,26.7
1989,CZE,FMLE,26.7
1994,CZE,FMLE,26.4
1996,CZE,FMLE,26.4
2003,CZE,FMLE,26.5
2005,CZE,FMLE,26.5
1984,DNK,FMLE,23.6
1986,DNK,FMLE,23.7
1991,DNK,FMLE,24
1993,DNK,FMLE,24.2
1995,DNK,FMLE,24.3
2000,DNK,FMLE,24.6
2002,DNK,FMLE,24.7
1981,DJI,FMLE,21.9
1983,DJI,FMLE,22.1
1988,DJI,FMLE,22.6
1990,DJI,FMLE,22.8
1992,DJI,FMLE,22.9
1997,DJI,FMLE,23.3
1999,DJI,FMLE,23.4
2006,DJI,FMLE,24.1
1980,DMA,FMLE,24.5
1985,DMA,FMLE,25.3
1987,DMA,FMLE,25.6
1989,DMA,FMLE,25.9
1994,DMA,FMLE,26.7
1996,DMA,FMLE,27
2003,DMA,FMLE,28.1
2005,DMA,FMLE,28.4
1984,DOM,FMLE,23.1
1986,DOM,FMLE,23.4
1991,DOM,FMLE,24
1993,DOM,FMLE,24.3
2000,DOM,FMLE,25.7
2002,DOM,FMLE,26.1
1981,TLS,FMLE,19.6
1983,TLS,FMLE,19.8
1988,TLS,FMLE,20.2
1990,TLS,FMLE,20.4
1997,TLS,FMLE,21
1999,TLS,FMLE,21.1
2006,TLS,FMLE,21.4
1980,ECU,FMLE,24.7
1985,ECU,FMLE,25.2
1987,ECU,FMLE,25.3
1994,ECU,FMLE,25.9
1996,ECU,FMLE,26.1
2003,ECU,FMLE,26.6
2005,ECU,FMLE,26.8
1982,EGY,FMLE,25.9
1984,EGY,FMLE,26.3
1991,EGY,FMLE,27.3
1993,EGY,FMLE,27.6
2000,EGY,FMLE,28.9
2002,EGY,FMLE,29.2
2007,EGY,FMLE,30
1981,SLV,FMLE,23.8
1988,SLV,FMLE,24.6
1990,SLV,FMLE,24.9
1997,SLV,FMLE,26
1999,SLV,FMLE,26.4
2004,SLV,FMLE,27.2
2006,SLV,FMLE,27.5
1985,GNQ,FMLE,20.5
1987,GNQ,FMLE,20.7
1994,GNQ,FMLE,21.4
1996,GNQ,FMLE,21.7
2001,GNQ,FMLE,22.9
2003,GNQ,FMLE,23.4
1982,ERI,FMLE,18.8
1984,ERI,FMLE,18.9
1991,ERI,FMLE,19.5
1993,ERI,FMLE,19.7
1998,ERI,FMLE,20.2
2000,ERI,FMLE,20.4
2002,ERI,FMLE,20.6
2007,ERI,FMLE,21
1981,EST,FMLE,25.9
1988,EST,FMLE,25.4
1990,EST,FMLE,25.2
1995,EST,FMLE,24.7
1997,EST,FMLE,24.7
1999,EST,FMLE,24.8
2004,EST,FMLE,25.1
2006,EST,FMLE,25.2
1985,ETH,FMLE,19
1987,ETH,FMLE,19.1
1994,ETH,FMLE,19.5
1996,ETH,FMLE,19.7
2001,ETH,FMLE,20.1
2003,ETH,FMLE,20.3
1982,FJI,FMLE,23.9
1984,FJI,FMLE,24.3
1991,FJI,FMLE,25.7
1993,FJI,FMLE,26.1
1998,FJI,FMLE,27.2
2000,FJI,FMLE,27.6
2007,FJI,FMLE,29.2
1981,FIN,FMLE,25
1988,FIN,FMLE,25.1
1990,FIN,FMLE,25.2
1995,FIN,FMLE,25.3
1997,FIN,FMLE,25.3
2004,FIN,FMLE,25.5
2006,FIN,FMLE,25.6
1985,FRA,FMLE,24.2
1987,FRA,FMLE,24.3
1992,FRA,FMLE,24.4
1994,FRA,FMLE,24.5
2001,FRA,FMLE,24.7
2003,FRA,FMLE,24.7
1982,GAB,FMLE,22.2
1984,GAB,FMLE,22.4
1989,GAB,FMLE,22.9
1991,GAB,FMLE,23.2
1998,GAB,FMLE,24.3
2000,GAB,FMLE,24.6
2007,GAB,FMLE,25.8
1981,GEO,FMLE,25.9
1986,GEO,FMLE,26.1
1988,GEO,FMLE,26.1
1995,GEO,FMLE,25.5
1997,GEO,FMLE,25.5
2004,GEO,FMLE,26.1
2006,GEO,FMLE,26.3
1983,DEU,FMLE,24.8
1985,DEU,FMLE,24.9
1992,DEU,FMLE,25.2
1994,DEU,FMLE,25.3
2001,DEU,FMLE,25.5
2003,DEU,FMLE,25.6
1980,GHA,FMLE,20.9
1982,GHA,FMLE,20.9
1984,GHA,FMLE,21
1989,GHA,FMLE,21.6
1991,GHA,FMLE,21.8
1998,GHA,FMLE,22.9
2000,GHA,FMLE,23.2
2005,GHA,FMLE,23.9
2007,GHA,FMLE,24.2
1981,GRC,FMLE,24.1
1986,GRC,FMLE,24.3
1988,GRC,FMLE,24.3
1995,GRC,FMLE,24.5
1997,GRC,FMLE,24.6
2002,GRC,FMLE,24.8
2004,GRC,FMLE,24.9
2006,GRC,FMLE,24.9
1983,GRD,FMLE,24
1985,GRD,FMLE,24.2
1992,GRD,FMLE,25.3
1994,GRD,FMLE,25.6
2001,GRD,FMLE,26.5
2003,GRD,FMLE,26.8
1980,GTM,FMLE,22.9
1982,GTM,FMLE,23.2
1989,GTM,FMLE,24
1991,GTM,FMLE,24.3
1998,GTM,FMLE,25.4
2000,GTM,FMLE,25.7
2005,GTM,FMLE,26.4
2007,GTM,FMLE,26.7
1986,GIN,FMLE,20.8
1988,GIN,FMLE,20.9
1995,GIN,FMLE,21.4
1997,GIN,FMLE,21.5
2002,GIN,FMLE,21.9
2004,GIN,FMLE,22.1
1983,GNB,FMLE,20.7
1985,GNB,FMLE,20.9
1992,GNB,FMLE,21.7
1994,GNB,FMLE,21.8
1999,GNB,FMLE,22.2
2001,GNB,FMLE,22.4
1980,GUY,FMLE,23.3
1982,GUY,FMLE,23.5
1989,GUY,FMLE,24
1991,GUY,FMLE,24.2
1996,GUY,FMLE,24.9
1998,GUY,FMLE,25.3
2005,GUY,FMLE,26.4
2007,GUY,FMLE,26.7
1986,HTI,FMLE,21
1988,HTI,FMLE,21.1
1993,HTI,FMLE,21.4
1995,HTI,FMLE,21.6
2002,HTI,FMLE,22.6
2004,HTI,FMLE,22.9
1983,HND,FMLE,23.4
1985,HND,FMLE,23.6
1990,HND,FMLE,24.3
1992,HND,FMLE,24.6
1994,HND,FMLE,24.8
1999,HND,FMLE,25.6
2001,HND,FMLE,25.8
1980,HUN,FMLE,25.1
1982,HUN,FMLE,25.2
1987,HUN,FMLE,25.4
1989,HUN,FMLE,25.4
1991,HUN,FMLE,25.5
1996,HUN,FMLE,25.4
1998,HUN,FMLE,25.4
2005,HUN,FMLE,25.7
2007,HUN,FMLE,25.9
1984,ISL,FMLE,24.6
1986,ISL,FMLE,24.8
1988,ISL,FMLE,24.8
1993,ISL,FMLE,24.9
1995,ISL,FMLE,25
2002,ISL,FMLE,25.5
2004,ISL,FMLE,25.6
1983,IND,FMLE,20.5
1985,IND,FMLE,20.6
1990,IND,FMLE,20.6
1992,IND,FMLE,20.7
1999,IND,FMLE,20.9
2001,IND,FMLE,21
1980,IDN,FMLE,20.1
1982,IDN,FMLE,20.3
1987,IDN,FMLE,20.8
1989,IDN,FMLE,21
1996,IDN,FMLE,21.8
1998,IDN,FMLE,22
2005,IDN,FMLE,22.7
2007,IDN,FMLE,22.9
1984,IRN,FMLE,23.8
1986,IRN,FMLE,23.9
1993,IRN,FMLE,24.7
1995,IRN,FMLE,25
2002,IRN,FMLE,26.2
2004,IRN,FMLE,26.5
1981,IRQ,FMLE,26.4
1983,IRQ,FMLE,26.6
1990,IRQ,FMLE,27.1
1992,IRQ,FMLE,27.1
1999,IRQ,FMLE,27.5
2001,IRQ,FMLE,27.8
2006,IRQ,FMLE,28.2
1980,IRL,FMLE,24.7
1987,IRL,FMLE,25
1989,IRL,FMLE,25.1
1996,IRL,FMLE,25.6
1998,IRL,FMLE,25.8
2003,IRL,FMLE,26.2
2005,IRL,FMLE,26.4
1984,ISR,FMLE,24.8
1986,ISR,FMLE,25
1993,ISR,FMLE,25.8
1995,ISR,FMLE,26
2000,ISR,FMLE,26.5
2002,ISR,FMLE,26.7
1981,ITA,FMLE,25.2
1983,ITA,FMLE,25.1
1990,ITA,FMLE,24.9
1992,ITA,FMLE,24.8
1997,ITA,FMLE,24.8
1999,ITA,FMLE,24.8
2001,ITA,FMLE,24.8
2006,ITA,FMLE,24.8
1980,JAM,FMLE,24.2
1987,JAM,FMLE,24.9
1989,JAM,FMLE,25.2
1994,JAM,FMLE,26
1996,JAM,FMLE,26.3
1998,JAM,FMLE,26.7
2003,JAM,FMLE,27.7
2005,JAM,FMLE,28.1
1984,JPN,FMLE,21.4
1986,JPN,FMLE,21.4
1993,JPN,FMLE,21.8
1995,JPN,FMLE,21.8
2000,JPN,FMLE,21.9
2002,JPN,FMLE,21.9
1981,JOR,FMLE,27.5
1983,JOR,FMLE,27.8
1990,JOR,FMLE,28.5
1992,JOR,FMLE,28.6
1997,JOR,FMLE,29
1999,JOR,FMLE,29
2006,JOR,FMLE,29.2
1980,KAZ,FMLE,25.3
1987,KAZ,FMLE,25.7
1989,KAZ,FMLE,25.7
1994,KAZ,FMLE,25.8
1996,KAZ,FMLE,25.8
2003,KAZ,FMLE,26
2005,KAZ,FMLE,26.3
1984,KEN,FMLE,21.1
1986,KEN,FMLE,21.3
1991,KEN,FMLE,21.7
1993,KEN,FMLE,21.9
2000,KEN,FMLE,22.4
2002,KEN,FMLE,22.6
1981,KIR,FMLE,25.9
1983,KIR,FMLE,26.2
1988,KIR,FMLE,26.9
1990,KIR,FMLE,27.3
1997,KIR,FMLE,28.8
1999,KIR,FMLE,29.3
2006,KIR,FMLE,30.9
1980,KWT,FMLE,28.1
1985,KWT,FMLE,28.4
1987,KWT,FMLE,28.5
1994,KWT,FMLE,29.2
1996,KWT,FMLE,29.6
2003,KWT,FMLE,30.4
2005,KWT,FMLE,30.7
1982,KGZ,FMLE,25.3
1984,KGZ,FMLE,25.4
1991,KGZ,FMLE,25.5
1993,KGZ,FMLE,25.5
2000,KGZ,FMLE,25.3
2002,KGZ,FMLE,25.3
2007,KGZ,FMLE,25.7
1981,LAO,FMLE,19.7
1983,LAO,FMLE,19.9
1988,LAO,FMLE,20.2
1990,LAO,FMLE,20.3
1997,LAO,FMLE,20.9
1999,LAO,FMLE,21.1
2004,LAO,FMLE,21.6
2006,LAO,FMLE,21.8
1980,LVA,FMLE,25.6
1985,LVA,FMLE,25.5
1987,LVA,FMLE,25.4
1994,LVA,FMLE,25.2
1996,LVA,FMLE,25.1
2001,LVA,FMLE,25.1
2003,LVA,FMLE,25.2
2005,LVA,FMLE,25.4
1982,LBN,FMLE,24.4
1984,LBN,FMLE,24.6
1991,LBN,FMLE,25.3
1993,LBN,FMLE,25.6
2000,LBN,FMLE,26.6
2002,LBN,FMLE,26.8
2007,LBN,FMLE,27.2
1981,LSO,FMLE,25.2
1988,LSO,FMLE,25.5
1990,LSO,FMLE,25.6
1997,LSO,FMLE,26
1999,LSO,FMLE,26.1
2004,LSO,FMLE,26.5
2006,LSO,FMLE,26.6
1985,LBR,FMLE,21.8
1987,LBR,FMLE,21.9
1994,LBR,FMLE,22.1
1996,LBR,FMLE,22.1
2001,LBR,FMLE,22.6
2003,LBR,FMLE,22.8
1982,LBY,FMLE,27
1984,LBY,FMLE,27.1
1991,LBY,FMLE,27.6
1993,LBY,FMLE,27.7
1998,LBY,FMLE,28.2
2000,LBY,FMLE,28.3
2007,LBY,FMLE,29.1
1981,LTU,FMLE,26.9
1988,LTU,FMLE,26.4
1990,LTU,FMLE,26.3
1995,LTU,FMLE,25.7
1997,LTU,FMLE,25.6
2004,LTU,FMLE,25.9
2006,LTU,FMLE,26
1985,LUX,FMLE,24.5
1987,LUX,FMLE,24.6
1992,LUX,FMLE,25
1994,LUX,FMLE,25.2
2001,LUX,FMLE,25.7
2003,LUX,FMLE,25.8
1982,MKD,FMLE,25.4
1984,MKD,FMLE,25.4
1989,MKD,FMLE,25.3
1991,MKD,FMLE,25.2
1993,MKD,FMLE,25.1
1998,MKD,FMLE,25.1
2000,MKD,FMLE,25.1
2007,MKD,FMLE,25.3
1981,MDG,FMLE,20.2
1986,MDG,FMLE,20.3
1988,MDG,FMLE,20.4
1990,MDG,FMLE,20.4
1995,MDG,FMLE,20.5
1997,MDG,FMLE,20.5
2004,MDG,FMLE,20.7
2006,MDG,FMLE,20.7
1983,MWI,FMLE,20.8
1985,MWI,FMLE,20.9
1987,MWI,FMLE,21
1992,MWI,FMLE,21.3
1994,MWI,FMLE,21.4
2001,MWI,FMLE,22.1
2003,MWI,FMLE,22.4
1982,MYS,FMLE,22.5
1984,MYS,FMLE,22.8
1989,MYS,FMLE,23.3
1991,MYS,FMLE,23.5
1998,MYS,FMLE,24.5
2000,MYS,FMLE,24.7
2007,MYS,FMLE,25.3
1981,MDV,FMLE,21.9
1986,MDV,FMLE,23
1988,MDV,FMLE,23.4
1995,MDV,FMLE,24.4
1997,MDV,FMLE,24.7
2004,MDV,FMLE,25.8
2006,MDV,FMLE,26.1
1983,MLI,FMLE,19.4
1985,MLI,FMLE,19.6
1992,MLI,FMLE,20.5
1994,MLI,FMLE,20.7
2001,MLI,FMLE,21.7
2003,MLI,FMLE,22.1
1980,MLT,FMLE,25.9
1982,MLT,FMLE,25.9
1989,MLT,FMLE,26.1
1991,MLT,FMLE,26.2
1998,MLT,FMLE,26.7
2000,MLT,FMLE,26.8
2005,MLT,FMLE,27
2007,MLT,FMLE,27
1986,MHL,FMLE,26.6
1988,MHL,FMLE,27.1
1995,MHL,FMLE,28.8
1997,MHL,FMLE,29.2
2002,MHL,FMLE,30.2
2004,MHL,FMLE,30.6
1983,MRT,FMLE,22.8
1985,MRT,FMLE,23.1
1992,MRT,FMLE,24.1
1994,MRT,FMLE,24.3
1999,MRT,FMLE,25
2001,MRT,FMLE,25.3
1980,MUS,FMLE,23.2
1982,MUS,FMLE,23.4
1989,MUS,FMLE,24.1
1991,MUS,FMLE,24.4
1996,MUS,FMLE,25
1998,MUS,FMLE,25.2
2000,MUS,FMLE,25.4
2005,MUS,FMLE,25.8
2007,MUS,FMLE,26
1986,MEX,FMLE,25.6
1988,MEX,FMLE,25.9
1993,MEX,FMLE,26.7
1995,MEX,FMLE,27
1997,MEX,FMLE,27.3
2002,MEX,FMLE,28
2004,MEX,FMLE,28.3
1983,FSM,FMLE,26.3
1985,FSM,FMLE,26.8
1992,FSM,FMLE,28.3
1994,FSM,FMLE,28.7
1999,FSM,FMLE,29.7
2001,FSM,FMLE,30.1
1980,MDA,FMLE,27
1982,MDA,FMLE,27
1989,MDA,FMLE,27
1991,MDA,FMLE,27
1996,MDA,FMLE,26.6
1998,MDA,FMLE,26.5
2005,MDA,FMLE,26.7
2007,MDA,FMLE,27
1986,MNG,FMLE,24.8
1988,MNG,FMLE,24.9
1993,MNG,FMLE,24.9
1995,MNG,FMLE,24.9
2002,MNG,FMLE,25.2
2004,MNG,FMLE,25.4
1983,MNE,FMLE,26
1985,MNE,FMLE,26
1990,MNE,FMLE,25.8
1992,MNE,FMLE,25.7
1999,MNE,FMLE,25.4
2001,MNE,FMLE,25.4
1980,MAR,FMLE,23.4
1982,MAR,FMLE,23.6
1987,MAR,FMLE,24.1
1989,MAR,FMLE,24.3
1996,MAR,FMLE,25.1
1998,MAR,FMLE,25.3
2005,MAR,FMLE,25.9
2007,MAR,FMLE,26.1
1984,MOZ,FMLE,20.7
1986,MOZ,FMLE,20.8
1993,MOZ,FMLE,21.4
1995,MOZ,FMLE,21.6
2002,MOZ,FMLE,22.5
2004,MOZ,FMLE,22.7
1981,MMR,FMLE,20
1983,MMR,FMLE,20.2
1990,MMR,FMLE,20.7
1992,MMR,FMLE,20.8
1999,MMR,FMLE,21.5
2001,MMR,FMLE,21.7
2006,MMR,FMLE,22.5
1980,NAM,FMLE,23.1
1982,NAM,FMLE,23.2
1987,NAM,FMLE,23.3
1989,NAM,FMLE,23.3
1996,NAM,FMLE,23.7
1998,NAM,FMLE,23.9
2003,NAM,FMLE,24.5
2005,NAM,FMLE,24.8
2007,NAM,FMLE,25
1984,NRU,FMLE,29.4
1986,NRU,FMLE,30
1993,NRU,FMLE,31.7
1995,NRU,FMLE,32.1
2000,NRU,FMLE,33.2
2002,NRU,FMLE,33.6
2004,NRU,FMLE,34.1
1981,NPL,FMLE,18.9
1983,NPL,FMLE,18.9
1990,NPL,FMLE,19.3
1992,NPL,FMLE,19.5
1999,NPL,FMLE,19.9
2001,NPL,FMLE,20.1
2006,NPL,FMLE,20.5
1980,NLD,FMLE,24
1987,NLD,FMLE,24.1
1989,NLD,FMLE,24.2
1996,NLD,FMLE,24.6
1998,NLD,FMLE,24.7
2003,NLD,FMLE,25
2005,NLD,FMLE,25.1
1984,NZL,FMLE,24.6
1986,NZL,FMLE,24.8
1993,NZL,FMLE,25.6
1995,NZL,FMLE,25.9
2000,NZL,FMLE,26.5
2002,NZL,FMLE,26.7
1981,NIC,FMLE,24.5
1983,NIC,FMLE,24.7
1990,NIC,FMLE,25.4
1992,NIC,FMLE,25.5
1997,NIC,FMLE,26.1
1999,NIC,FMLE,26.4
2006,NIC,FMLE,27.3
1980,NER,FMLE,19.9
1987,NER,FMLE,20.4
1989,NER,FMLE,20.5
1994,NER,FMLE,20.8
1996,NER,FMLE,20.9
2003,NER,FMLE,21.6
2005,NER,FMLE,21.8
1984,NGA,FMLE,22
1986,NGA,FMLE,22.1
1991,NGA,FMLE,22.4
1993,NGA,FMLE,22.6
2000,NGA,FMLE,23.1
2002,NGA,FMLE,23.2
1981,PRK,FMLE,22
1983,PRK,FMLE,22
1988,PRK,FMLE,22.1
1990,PRK,FMLE,22.1
1997,PRK,FMLE,21.7
1999,PRK,FMLE,21.5
2006,PRK,FMLE,21.3
1980,NOR,FMLE,23.7
1985,NOR,FMLE,24.1
1987,NOR,FMLE,24.2
1989,NOR,FMLE,24.4
1994,NOR,FMLE,24.7
1996,NOR,FMLE,24.8
2003,NOR,FMLE,25.4
2005,NOR,FMLE,25.6
1982,OMN,FMLE,25
1984,OMN,FMLE,25.2
1986,OMN,FMLE,25.4
1991,OMN,FMLE,25.8
1993,OMN,FMLE,25.9
2000,OMN,FMLE,26.3
2002,OMN,FMLE,26.4
1981,PAK,FMLE,21.9
1983,PAK,FMLE,22
1988,PAK,FMLE,22.3
1990,PAK,FMLE,22.4
1997,PAK,FMLE,22.8
1999,PAK,FMLE,22.9
2006,PAK,FMLE,23.3
1980,PLW,FMLE,26.2
1985,PLW,FMLE,26.9
1987,PLW,FMLE,27.2
1994,PLW,FMLE,28.8
1996,PLW,FMLE,29.3
2003,PLW,FMLE,30.7
2005,PLW,FMLE,31.2
1982,PAN,FMLE,24.2
1984,PAN,FMLE,24.4
1991,PAN,FMLE,25.2
1993,PAN,FMLE,25.5
2000,PAN,FMLE,26.5
2002,PAN,FMLE,26.8
2007,PAN,FMLE,27.5
1981,PNG,FMLE,21
1988,PNG,FMLE,22.3
1990,PNG,FMLE,22.6
1997,PNG,FMLE,24
1999,PNG,FMLE,24.4
2004,PNG,FMLE,25.2
2006,PNG,FMLE,25.5
1985,PRY,FMLE,24
1987,PRY,FMLE,24.2
1994,PRY,FMLE,24.7
1996,PRY,FMLE,24.8
2001,PRY,FMLE,25.3
2003,PRY,FMLE,25.5
1982,PER,FMLE,25.1
1984,PER,FMLE,25.2
1991,PER,FMLE,25.5
1993,PER,FMLE,25.5
1998,PER,FMLE,25.7
2000,PER,FMLE,25.8
2007,PER,FMLE,26
1981,PHL,FMLE,21.3
1988,PHL,FMLE,21.8
1990,PHL,FMLE,22
1995,PHL,FMLE,22.5
1997,PHL,FMLE,22.6
1999,PHL,FMLE,22.8
2004,PHL,FMLE,23.1
2006,PHL,FMLE,23.3
1985,POL,FMLE,25.7
1987,POL,FMLE,25.7
1992,POL,FMLE,25.6
1994,POL,FMLE,25.5
1996,POL,FMLE,25.5
2001,POL,FMLE,25.7
2003,POL,FMLE,25.8
1982,PRT,FMLE,24.8
1984,PRT,FMLE,24.8
1989,PRT,FMLE,25.1
1991,PRT,FMLE,25.3
1993,PRT,FMLE,25.5
1998,PRT,FMLE,25.8
2000,PRT,FMLE,25.9
2007,PRT,FMLE,26.2
1981,QAT,FMLE,27.2
1988,QAT,FMLE,27.2
1990,QAT,FMLE,27.3
1995,QAT,FMLE,27.6
1997,QAT,FMLE,27.8
2004,QAT,FMLE,28.5
2006,QAT,FMLE,28.7
1985,ROU,FMLE,25.4
1987,ROU,FMLE,25.4
1992,ROU,FMLE,25.1
1994,ROU,FMLE,25
2001,ROU,FMLE,24.9
2003,ROU,FMLE,25
1982,RUS,FMLE,26.7
1984,RUS,FMLE,26.7
1989,RUS,FMLE,26.6
1991,RUS,FMLE,26.6
1998,RUS,FMLE,26.4
2000,RUS,FMLE,26.5
2007,RUS,FMLE,27.1
1981,RWA,FMLE,20.5
1986,RWA,FMLE,20.9
1988,RWA,FMLE,20.9
1995,RWA,FMLE,21.1
1997,RWA,FMLE,21.2
2004,RWA,FMLE,21.7
2006,RWA,FMLE,21.9
1983,KNA,FMLE,26.5
1985,KNA,FMLE,26.8
1992,KNA,FMLE,27.9
1994,KNA,FMLE,28.2
2001,KNA,FMLE,29.4
2003,KNA,FMLE,29.7
1980,LCA,FMLE,23.7
1982,LCA,FMLE,23.9
1989,LCA,FMLE,24.9
1991,LCA,FMLE,25.2
1998,LCA,FMLE,26.2
2000,LCA,FMLE,26.5
2005,LCA,FMLE,27.2
2007,LCA,FMLE,27.5
1981,VCT,FMLE,23.8
1986,VCT,FMLE,24.4
1988,VCT,FMLE,24.7
1995,VCT,FMLE,25.7
1997,VCT,FMLE,26
2002,VCT,FMLE,26.8
2004,VCT,FMLE,27.2
2006,VCT,FMLE,27.5
1983,WSM,FMLE,27.6
1985,WSM,FMLE,28.1
1992,WSM,FMLE,29.8
1994,WSM,FMLE,30.2
1999,WSM,FMLE,31.3
2001,WSM,FMLE,31.9
2003,WSM,FMLE,32.4
1980,STP,FMLE,21.4
1982,STP,FMLE,21.6
1989,STP,FMLE,22.5
1991,STP,FMLE,22.7
1998,STP,FMLE,23.4
2000,STP,FMLE,23.7
2005,STP,FMLE,24.4
2007,STP,FMLE,24.7
1986,SAU,FMLE,27.1
1988,SAU,FMLE,27.2
1995,SAU,FMLE,27.9
1997,SAU,FMLE,28.1
2002,SAU,FMLE,28.7
2004,SAU,FMLE,29
1983,SEN,FMLE,21.6
1985,SEN,FMLE,21.8
1992,SEN,FMLE,22.5
1994,SEN,FMLE,22.7
1999,SEN,FMLE,23.2
2001,SEN,FMLE,23.4
1980,SRB,FMLE,26.1
1982,SRB,FMLE,26.1
1989,SRB,FMLE,26
1991,SRB,FMLE,25.9
1996,SRB,FMLE,25.4
1998,SRB,FMLE,25.3
2005,SRB,FMLE,25.2
2007,SRB,FMLE,25.3
1986,SYC,FMLE,25.3
1988,SYC,FMLE,25.5
1993,SYC,FMLE,26.2
1995,SYC,FMLE,26.5
2002,SYC,FMLE,27.3
2004,SYC,FMLE,27.5
1983,SLE,FMLE,21.5
1985,SLE,FMLE,21.7
1990,SLE,FMLE,22.1
1992,SLE,FMLE,22.2
1999,SLE,FMLE,22.7
2001,SLE,FMLE,22.9
1980,SGP,FMLE,23.5
1982,SGP,FMLE,23.5
1987,SGP,FMLE,23.5
1989,SGP,FMLE,23.5
1996,SGP,FMLE,23.4
1998,SGP,FMLE,23.4
2005,SGP,FMLE,23.1
2007,SGP,FMLE,22.9
1984,SVK,FMLE,26.2
1986,SVK,FMLE,26.2
1988,SVK,FMLE,26.2
1993,SVK,FMLE,26.1
1995,SVK,FMLE,26
2002,SVK,FMLE,26.1
2004,SVK,FMLE,26.1
1981,SVN,FMLE,26.4
1983,SVN,FMLE,26.4
1985,SVN,FMLE,26.4
1990,SVN,FMLE,26.3
1992,SVN,FMLE,26.2
1999,SVN,FMLE,26.3
2001,SVN,FMLE,26.4
1980,SLB,FMLE,23.7
1982,SLB,FMLE,24.1
1987,SLB,FMLE,25
1989,SLB,FMLE,25.4
1996,SLB,FMLE,26.8
1998,SLB,FMLE,27.3
2005,SLB,FMLE,28.4
2007,SLB,FMLE,28.7
1984,SOM,FMLE,21
1986,SOM,FMLE,21.1
1993,SOM,FMLE,21.6
1995,SOM,FMLE,21.7
2002,SOM,FMLE,22.2
2004,SOM,FMLE,22.3
1981,ZAF,FMLE,27.1
1983,ZAF,FMLE,27.2
1990,ZAF,FMLE,27.5
1992,ZAF,FMLE,27.6
1999,ZAF,FMLE,28.1
2001,ZAF,FMLE,28.4
2006,ZAF,FMLE,29.1
1980,KOR,FMLE,21.3
1987,KOR,FMLE,22.1
1989,KOR,FMLE,22.4
1996,KOR,FMLE,23.1
1998,KOR,FMLE,23.2
2003,KOR,FMLE,23.1
2005,KOR,FMLE,23.2
1984,ESP,FMLE,25.2
1986,ESP,FMLE,25.2
1993,ESP,FMLE,25.6
1995,ESP,FMLE,25.7
2000,ESP,FMLE,26
2002,ESP,FMLE,26.1
1981,LKA,FMLE,21
1983,LKA,FMLE,21.3
1990,LKA,FMLE,21.8
1992,LKA,FMLE,22
1997,LKA,FMLE,22.3
1999,LKA,FMLE,22.5
2006,LKA,FMLE,23
1980,SDN,FMLE,20.8
1987,SDN,FMLE,21.2
1989,SDN,FMLE,21.3
1994,SDN,FMLE,21.7
1996,SDN,FMLE,21.9
