YEAR _code,Year,REGION _code,Region,COUNTRY _code,Country,AGEGROUP _code,Sex,Numeric,Low,High,CountryYear,Comments
1980,1980,EMR,Eastern Mediterranean,AFG,Afghanistan,AGE25-PLUS,Male,123.5,113.6,133.8,Afghanistan 1980,
1981,1981,EMR,Eastern Mediterranean,AFG,Afghanistan,AGE25-PLUS,Male,123.5,114.2,133.1,Afghanistan 1981,
1982,1982,EMR,Eastern Mediterranean,AFG,Afghanistan,AGE25-PLUS,Male,123.6,114.8,132.4,Afghanistan 1982,
1983,1983,EMR,Eastern Mediterranean,AFG,Afghanistan,AGE25-PLUS,Male,123.6,115.3,131.9,Afghanistan 1983,
1988,1988,EMR,Eastern Mediterranean,AFG,Afghanistan,AGE25-PLUS,Male,123.7,116.2,131.1,Afghanistan 1988,
1989,1989,EMR,Eastern Mediterranean,AFG,Afghanistan,AGE25-PLUS,Male,123.6,116.1,131.1,Afghanistan 1989,
1990,1990,EMR,Eastern Mediterranean,AFG,Afghanistan,AGE25-PLUS,Male,123.5,116.2,130.9,Afghanistan 1990,
1991,1991,EMR,Eastern Mediterranean,AFG,Afghanistan,AGE25-PLUS,Male,123.4,116.1,131,Afghanistan 1991,
1996,1996,EMR,Eastern Mediterranean,AFG,Afghanistan,AGE25-PLUS,Male,122.8,115.4,130.4,Afghanistan 1996,
1997,1997,EMR,Eastern Mediterranean,AFG,Afghanistan,AGE25-PLUS,Male,122.9,115.3,130.4,Afghanistan 1997,
1998,1998,EMR,Eastern Mediterranean,AFG,Afghanistan,AGE25-PLUS,Male,122.9,115.4,130.4,Afghanistan 1998,
1999,1999,EMR,Eastern Mediterranean,AFG,Afghanistan,AGE25-PLUS,Male,123,115.6,130.4,Afghanistan 1999,
2004,2004,EMR,Eastern Mediterranean,AFG,Afghanistan,AGE25-PLUS,Male,123.6,116.2,130.8,Afghanistan 2004,
2005,2005,EMR,Eastern Mediterranean,AFG,Afghanistan,AGE25-PLUS,Male,123.7,116.2,131,Afghanistan 2005,
2006,2006,EMR,Eastern Mediterranean,AFG,Afghanistan,AGE25-PLUS,Male,123.9,116.2,131.4,Afghanistan 2006,
2007,2007,EMR,Eastern Mediterranean,AFG,Afghanistan,AGE25-PLUS,Male,124,116.2,131.7,Afghanistan 2007,
2008,2008,EMR,Eastern Mediterranean,AFG,Afghanistan,AGE25-PLUS,Male,124.2,116,132.2,Afghanistan 2008,
1983,1983,EUR,Europe,ALB,Albania,AGE25-PLUS,Male,132.5,125.3,139.6,Albania 1983,
1984,1984,EUR,Europe,ALB,Albania,AGE25-PLUS,Male,132.5,125.7,139.3,Albania 1984,
1985,1985,EUR,Europe,ALB,Albania,AGE25-PLUS,Male,132.6,125.9,139.2,Albania 1985,
1986,1986,EUR,Europe,ALB,Albania,AGE25-PLUS,Male,132.5,126.1,139.1,Albania 1986,
1991,1991,EUR,Europe,ALB,Albania,AGE25-PLUS,Male,132.1,125.7,138.6,Albania 1991,
1992,1992,EUR,Europe,ALB,Albania,AGE25-PLUS,Male,131.8,125.4,138.3,Albania 1992,
1993,1993,EUR,Europe,ALB,Albania,AGE25-PLUS,Male,131.6,125.2,138.1,Albania 1993,
1994,1994,EUR,Europe,ALB,Albania,AGE25-PLUS,Male,131.5,125,138,Albania 1994,
2000,2000,EUR,Europe,ALB,Albania,AGE25-PLUS,Male,132,125.8,138,Albania 2000,
2001,2001,EUR,Europe,ALB,Albania,AGE25-PLUS,Male,132.2,126.1,138.1,Albania 2001,
2002,2002,EUR,Europe,ALB,Albania,AGE25-PLUS,Male,132.5,126.4,138.3,Albania 2002,
2003,2003,EUR,Europe,ALB,Albania,AGE25-PLUS,Male,132.7,126.7,138.6,Albania 2003,
2008,2008,EUR,Europe,ALB,Albania,AGE25-PLUS,Male,134,126.3,141.5,Albania 2008,
2009,2009,EMR,Eastern Mediterranean,AFG,Afghanistan,AGE25-PLUS,Male,124.3,115.5,132.8,Afghanistan 2009,
1980,1980,AFR,Africa,DZA,Algeria,AGE25-PLUS,Male,131,121.8,140.5,Algeria 1980,
1981,1981,AFR,Africa,DZA,Algeria,AGE25-PLUS,Male,130.8,122.2,139.5,Algeria 1981,
1986,1986,AFR,Africa,DZA,Algeria,AGE25-PLUS,Male,129.8,123.6,135.9,Algeria 1986,
1987,1987,AFR,Africa,DZA,Algeria,AGE25-PLUS,Male,129.6,123.6,135.6,Algeria 1987,
1988,1988,AFR,Africa,DZA,Algeria,AGE25-PLUS,Male,129.4,123.5,135.2,Algeria 1988,
1989,1989,AFR,Africa,DZA,Algeria,AGE25-PLUS,Male,129.1,123.2,134.9,Algeria 1989,
1995,1995,AFR,Africa,DZA,Algeria,AGE25-PLUS,Male,127.8,122.1,133.5,Algeria 1995,
1996,1996,AFR,Africa,DZA,Algeria,AGE25-PLUS,Male,127.7,122.1,133.3,Algeria 1996,
1997,1997,AFR,Africa,DZA,Algeria,AGE25-PLUS,Male,127.7,122.2,133.1,Algeria 1997,
1998,1998,AFR,Africa,DZA,Algeria,AGE25-PLUS,Male,127.6,122.3,132.9,Algeria 1998,
2003,2003,AFR,Africa,DZA,Algeria,AGE25-PLUS,Male,128,123.2,132.8,Algeria 2003,
2004,2004,AFR,Africa,DZA,Algeria,AGE25-PLUS,Male,128,123.3,132.9,Algeria 2004,
2005,2005,AFR,Africa,DZA,Algeria,AGE25-PLUS,Male,128.1,123.2,133.2,Algeria 2005,
2006,2006,AFR,Africa,DZA,Algeria,AGE25-PLUS,Male,128.2,123,133.7,Algeria 2006,
1981,1981,AFR,Africa,AGO,Angola,AGE25-PLUS,Male,132.7,123.2,142.5,Angola 1981,
1982,1982,AFR,Africa,AGO,Angola,AGE25-PLUS,Male,132.4,123.4,141.3,Angola 1982,
1983,1983,AFR,Africa,AGO,Angola,AGE25-PLUS,Male,132.1,123.6,140.6,Angola 1983,
1984,1984,AFR,Africa,AGO,Angola,AGE25-PLUS,Male,131.8,123.7,140,Angola 1984,
1985,1985,AFR,Africa,AGO,Angola,AGE25-PLUS,Male,131.6,123.8,139.6,Angola 1985,
1990,1990,AFR,Africa,AGO,Angola,AGE25-PLUS,Male,131,123.6,138.7,Angola 1990,
1991,1991,AFR,Africa,AGO,Angola,AGE25-PLUS,Male,130.9,123.3,138.6,Angola 1991,
1992,1992,AFR,Africa,AGO,Angola,AGE25-PLUS,Male,130.7,123.1,138.5,Angola 1992,
1993,1993,AFR,Africa,AGO,Angola,AGE25-PLUS,Male,130.5,122.7,138.4,Angola 1993,
1998,1998,AFR,Africa,AGO,Angola,AGE25-PLUS,Male,129.9,122.2,137.7,Angola 1998,
1999,1999,AFR,Africa,AGO,Angola,AGE25-PLUS,Male,129.9,122.4,137.4,Angola 1999,
2000,2000,AFR,Africa,AGO,Angola,AGE25-PLUS,Male,129.9,122.5,137.3,Angola 2000,
2001,2001,AFR,Africa,AGO,Angola,AGE25-PLUS,Male,130,122.7,137.3,Angola 2001,
2006,2006,AFR,Africa,AGO,Angola,AGE25-PLUS,Male,130.6,123,137.9,Angola 2006,
2007,2007,AFR,Africa,AGO,Angola,AGE25-PLUS,Male,130.8,122.9,138.4,Angola 2007,
2008,2008,AFR,Africa,AGO,Angola,AGE25-PLUS,Male,131,122.7,139,Angola 2008,
2009,2009,EMR,Eastern Mediterranean,AFG,Afghanistan,AGE25-PLUS,Female,122.5,113.1,131.8,Afghanistan 2009,
1980,1980,AMR,Americas,ARG,Argentina,AGE25-PLUS,Male,131.7,121.6,142.4,Argentina 1980,
1985,1985,AMR,Americas,ARG,Argentina,AGE25-PLUS,Male,129.8,123.1,136.4,Argentina 1985,
1986,1986,AMR,Americas,ARG,Argentina,AGE25-PLUS,Male,129.4,123.1,135.8,Argentina 1986,
1987,1987,AMR,Americas,ARG,Argentina,AGE25-PLUS,Male,129.1,123,135.3,Argentina 1987,
1988,1988,AMR,Americas,ARG,Argentina,AGE25-PLUS,Male,128.8,122.8,134.8,Argentina 1988,
1993,1993,AMR,Americas,ARG,Argentina,AGE25-PLUS,Male,127.4,121.5,133.2,Argentina 1993,
1994,1994,AMR,Americas,ARG,Argentina,AGE25-PLUS,Male,127.3,121.3,133,Argentina 1994,
1995,1995,AMR,Americas,ARG,Argentina,AGE25-PLUS,Male,127.2,121.3,132.9,Argentina 1995,
1996,1996,AMR,Americas,ARG,Argentina,AGE25-PLUS,Male,127.1,121.2,132.7,Argentina 1996,
2001,2001,AMR,Americas,ARG,Argentina,AGE25-PLUS,Male,127.4,121.7,133.1,Argentina 2001,
2002,2002,AMR,Americas,ARG,Argentina,AGE25-PLUS,Male,127.5,121.7,133.1,Argentina 2002,
2003,2003,AMR,Americas,ARG,Argentina,AGE25-PLUS,Male,127.6,121.7,133.4,Argentina 2003,
2004,2004,AMR,Americas,ARG,Argentina,AGE25-PLUS,Male,127.7,121.6,133.8,Argentina 2004,
2005,2005,AMR,Americas,ARG,Argentina,AGE25-PLUS,Male,128,121.5,134.4,Argentina 2005,
1980,1980,EUR,Europe,ARM,Armenia,AGE25-PLUS,Male,135.6,126.3,145.5,Armenia 1980,
1981,1981,EUR,Europe,ARM,Armenia,AGE25-PLUS,Male,135.6,127,144.7,Armenia 1981,
1982,1982,EUR,Europe,ARM,Armenia,AGE25-PLUS,Male,135.6,127.7,143.9,Armenia 1982,
1983,1983,EUR,Europe,ARM,Armenia,AGE25-PLUS,Male,135.6,128,143.4,Armenia 1983,
1988,1988,EUR,Europe,ARM,Armenia,AGE25-PLUS,Male,135,128.6,141.7,Armenia 1988,
1989,1989,EUR,Europe,ARM,Armenia,AGE25-PLUS,Male,134.9,128.4,141.5,Armenia 1989,
1990,1990,EUR,Europe,ARM,Armenia,AGE25-PLUS,Male,134.8,128.3,141.5,Armenia 1990,
1991,1991,EUR,Europe,ARM,Armenia,AGE25-PLUS,Male,134.7,128.1,141.4,Armenia 1991,
1997,1997,EUR,Europe,ARM,Armenia,AGE25-PLUS,Male,134,127.2,140.6,Armenia 1997,
1998,1998,EUR,Europe,ARM,Armenia,AGE25-PLUS,Male,133.9,127.4,140.3,Armenia 1998,
1999,1999,EUR,Europe,ARM,Armenia,AGE25-PLUS,Male,133.9,127.7,140.1,Armenia 1999,
2000,2000,EUR,Europe,ARM,Armenia,AGE25-PLUS,Male,134,128.1,139.9,Armenia 2000,
2005,2005,EUR,Europe,ARM,Armenia,AGE25-PLUS,Male,135.3,130.3,140.2,Armenia 2005,
2006,2006,EUR,Europe,ARM,Armenia,AGE25-PLUS,Male,135.6,130.4,140.7,Armenia 2006,
2007,2007,EUR,Europe,ARM,Armenia,AGE25-PLUS,Male,135.8,130.3,141.4,Armenia 2007,
2008,2008,EUR,Europe,ARM,Armenia,AGE25-PLUS,Male,136,129.9,142.1,Armenia 2008,
1983,1983,WPR,Western Pacific,AUS,Australia,AGE25-PLUS,Male,134.1,129.6,138.5,Australia 1983,
1984,1984,WPR,Western Pacific,AUS,Australia,AGE25-PLUS,Male,133.9,129.8,137.9,Australia 1984,
1985,1985,WPR,Western Pacific,AUS,Australia,AGE25-PLUS,Male,133.7,130,137.4,Australia 1985,
1986,1986,WPR,Western Pacific,AUS,Australia,AGE25-PLUS,Male,133.5,130.1,137,Australia 1986,
1992,1992,WPR,Western Pacific,AUS,Australia,AGE25-PLUS,Male,133.2,130.5,135.9,Australia 1992,
1993,1993,WPR,Western Pacific,AUS,Australia,AGE25-PLUS,Male,133.1,130.5,135.8,Australia 1993,
1994,1994,WPR,Western Pacific,AUS,Australia,AGE25-PLUS,Male,133,130.4,135.7,Australia 1994,
1995,1995,WPR,Western Pacific,AUS,Australia,AGE25-PLUS,Male,132.9,130.3,135.6,Australia 1995,
2000,2000,WPR,Western Pacific,AUS,Australia,AGE25-PLUS,Male,131.7,128.9,134.7,Australia 2000,
2001,2001,WPR,Western Pacific,AUS,Australia,AGE25-PLUS,Male,131.4,128.5,134.4,Australia 2001,
2002,2002,WPR,Western Pacific,AUS,Australia,AGE25-PLUS,Male,131,128,134.1,Australia 2002,
2003,2003,WPR,Western Pacific,AUS,Australia,AGE25-PLUS,Male,130.6,127.4,133.9,Australia 2003,
2008,2008,WPR,Western Pacific,AUS,Australia,AGE25-PLUS,Male,128.8,122.6,134.4,Australia 2008,
2009,2009,EUR,Europe,ALB,Albania,AGE25-PLUS,Male,134.2,125.7,142.5,Albania 2009,
1980,1980,EUR,Europe,AUT,Austria,AGE25-PLUS,Male,140.6,131.8,149.5,Austria 1980,
1981,1981,EUR,Europe,AUT,Austria,AGE25-PLUS,Male,140,132,148.1,Austria 1981,
1987,1987,EUR,Europe,AUT,Austria,AGE25-PLUS,Male,137.2,130.6,143.5,Austria 1987,
1988,1988,EUR,Europe,AUT,Austria,AGE25-PLUS,Male,136.9,130.3,143.4,Austria 1988,
1989,1989,EUR,Europe,AUT,Austria,AGE25-PLUS,Male,136.7,130.1,143.3,Austria 1989,
1990,1990,EUR,Europe,AUT,Austria,AGE25-PLUS,Male,136.4,129.8,143.2,Austria 1990,
1995,1995,EUR,Europe,AUT,Austria,AGE25-PLUS,Male,135.2,128.2,142.2,Austria 1995,
1996,1996,EUR,Europe,AUT,Austria,AGE25-PLUS,Male,134.9,128,142,Austria 1996,
1997,1997,EUR,Europe,AUT,Austria,AGE25-PLUS,Male,134.8,127.9,141.8,Austria 1997,
1998,1998,EUR,Europe,AUT,Austria,AGE25-PLUS,Male,134.5,127.7,141.5,Austria 1998,
2003,2003,EUR,Europe,AUT,Austria,AGE25-PLUS,Male,133.7,127.2,140.2,Austria 2003,
2004,2004,EUR,Europe,AUT,Austria,AGE25-PLUS,Male,133.5,127,140.2,Austria 2004,
2005,2005,EUR,Europe,AUT,Austria,AGE25-PLUS,Male,133.4,126.8,140.2,Austria 2005,
2006,2006,EUR,Europe,AUT,Austria,AGE25-PLUS,Male,133.3,126.4,140.3,Austria 2006,
2007,2007,EUR,Europe,AUT,Austria,AGE25-PLUS,Male,133.2,126,140.4,Austria 2007,
1982,1982,EUR,Europe,AZE,Azerbaijan,AGE25-PLUS,Male,134,126.2,141.9,Azerbaijan 1982,
1983,1983,EUR,Europe,AZE,Azerbaijan,AGE25-PLUS,Male,134,126.7,141.3,Azerbaijan 1983,
1984,1984,EUR,Europe,AZE,Azerbaijan,AGE25-PLUS,Male,134,127.1,140.9,Azerbaijan 1984,
1985,1985,EUR,Europe,AZE,Azerbaijan,AGE25-PLUS,Male,133.8,127.2,140.5,Azerbaijan 1985,
1990,1990,EUR,Europe,AZE,Azerbaijan,AGE25-PLUS,Male,132.9,126.2,139.5,Azerbaijan 1990,
1991,1991,EUR,Europe,AZE,Azerbaijan,AGE25-PLUS,Male,132.6,125.9,139.4,Azerbaijan 1991,
1992,1992,EUR,Europe,AZE,Azerbaijan,AGE25-PLUS,Male,132.3,125.4,139.1,Azerbaijan 1992,
1993,1993,EUR,Europe,AZE,Azerbaijan,AGE25-PLUS,Male,131.8,125,138.7,Azerbaijan 1993,
1998,1998,EUR,Europe,AZE,Azerbaijan,AGE25-PLUS,Male,130.2,123.9,136.5,Azerbaijan 1998,
1999,1999,EUR,Europe,AZE,Azerbaijan,AGE25-PLUS,Male,130.1,124,136.2,Azerbaijan 1999,
2000,2000,EUR,Europe,AZE,Azerbaijan,AGE25-PLUS,Male,130.1,124.3,135.9,Azerbaijan 2000,
2001,2001,EUR,Europe,AZE,Azerbaijan,AGE25-PLUS,Male,130.1,124.7,135.6,Azerbaijan 2001,
2002,2002,EUR,Europe,AZE,Azerbaijan,AGE25-PLUS,Male,130.2,125.2,135.4,Azerbaijan 2002,
2007,2007,EUR,Europe,AZE,Azerbaijan,AGE25-PLUS,Male,131.2,126.3,135.9,Azerbaijan 2007,
2008,2008,EUR,Europe,AZE,Azerbaijan,AGE25-PLUS,Male,131.4,126.1,136.7,Azerbaijan 2008,
2009,2009,EUR,Europe,ALB,Albania,AGE25-PLUS,Female,130,121.3,139.1,Albania 2009,
1980,1980,AMR,Americas,BHS,Bahamas,AGE25-PLUS,Male,134.6,123.6,145.4,Bahamas 1980,
1985,1985,AMR,Americas,BHS,Bahamas,AGE25-PLUS,Male,133.1,125.1,141,Bahamas 1985,
1986,1986,AMR,Americas,BHS,Bahamas,AGE25-PLUS,Male,132.8,125,140.6,Bahamas 1986,
1987,1987,AMR,Americas,BHS,Bahamas,AGE25-PLUS,Male,132.5,124.8,140.1,Bahamas 1987,
1988,1988,AMR,Americas,BHS,Bahamas,AGE25-PLUS,Male,132.2,124.6,139.7,Bahamas 1988,
1994,1994,AMR,Americas,BHS,Bahamas,AGE25-PLUS,Male,130.5,122.8,138.1,Bahamas 1994,
1995,1995,AMR,Americas,BHS,Bahamas,AGE25-PLUS,Male,130.2,122.5,137.8,Bahamas 1995,
1996,1996,AMR,Americas,BHS,Bahamas,AGE25-PLUS,Male,130,122.3,137.6,Bahamas 1996,
1997,1997,AMR,Americas,BHS,Bahamas,AGE25-PLUS,Male,129.9,122.2,137.4,Bahamas 1997,
2002,2002,AMR,Americas,BHS,Bahamas,AGE25-PLUS,Male,130.2,123.1,137.5,Bahamas 2002,
2003,2003,AMR,Americas,BHS,Bahamas,AGE25-PLUS,Male,130.4,123.5,137.6,Bahamas 2003,
2004,2004,AMR,Americas,BHS,Bahamas,AGE25-PLUS,Male,130.7,123.7,137.7,Bahamas 2004,
2005,2005,AMR,Americas,BHS,Bahamas,AGE25-PLUS,Male,131,123.7,137.9,Bahamas 2005,
1980,1980,EMR,Eastern Mediterranean,BHR,Bahrain,AGE25-PLUS,Male,131.3,121.9,140.6,Bahrain 1980,
1981,1981,EMR,Eastern Mediterranean,BHR,Bahrain,AGE25-PLUS,Male,130.9,122.4,139.4,Bahrain 1981,
1982,1982,EMR,Eastern Mediterranean,BHR,Bahrain,AGE25-PLUS,Male,130.6,122.7,138.5,Bahrain 1982,
1983,1983,EMR,Eastern Mediterranean,BHR,Bahrain,AGE25-PLUS,Male,130.2,122.9,137.4,Bahrain 1983,
1989,1989,EMR,Eastern Mediterranean,BHR,Bahrain,AGE25-PLUS,Male,128.5,123.4,133.8,Bahrain 1989,
1990,1990,EMR,Eastern Mediterranean,BHR,Bahrain,AGE25-PLUS,Male,128.3,123.3,133.4,Bahrain 1990,
1991,1991,EMR,Eastern Mediterranean,BHR,Bahrain,AGE25-PLUS,Male,128.2,123.2,133.2,Bahrain 1991,
1992,1992,EMR,Eastern Mediterranean,BHR,Bahrain,AGE25-PLUS,Male,128.1,123.2,132.9,Bahrain 1992,
1997,1997,EMR,Eastern Mediterranean,BHR,Bahrain,AGE25-PLUS,Male,127.6,122.9,132.2,Bahrain 1997,
1998,1998,EMR,Eastern Mediterranean,BHR,Bahrain,AGE25-PLUS,Male,127.6,122.8,132.2,Bahrain 1998,
1999,1999,EMR,Eastern Mediterranean,BHR,Bahrain,AGE25-PLUS,Male,127.6,122.8,132.2,Bahrain 1999,
2000,2000,EMR,Eastern Mediterranean,BHR,Bahrain,AGE25-PLUS,Male,127.6,122.8,132.4,Bahrain 2000,
2005,2005,EMR,Eastern Mediterranean,BHR,Bahrain,AGE25-PLUS,Male,128.1,122.6,133.5,Bahrain 2005,
2006,2006,EMR,Eastern Mediterranean,BHR,Bahrain,AGE25-PLUS,Male,128.1,122.4,133.9,Bahrain 2006,
2007,2007,EMR,Eastern Mediterranean,BHR,Bahrain,AGE25-PLUS,Male,128.3,122.2,134.4,Bahrain 2007,
2008,2008,EMR,Eastern Mediterranean,BHR,Bahrain,AGE25-PLUS,Male,128.4,121.7,134.9,Bahrain 2008,
1984,1984,SEAR,South-East Asia,BGD,Bangladesh,AGE25-PLUS,Male,122.6,114.4,130.7,Bangladesh 1984,
1985,1985,SEAR,South-East Asia,BGD,Bangladesh,AGE25-PLUS,Male,122.6,114.7,130.4,Bangladesh 1985,
1986,1986,SEAR,South-East Asia,BGD,Bangladesh,AGE25-PLUS,Male,122.6,114.8,130.3,Bangladesh 1986,
1987,1987,SEAR,South-East Asia,BGD,Bangladesh,AGE25-PLUS,Male,122.6,115,130.2,Bangladesh 1987,
1992,1992,SEAR,South-East Asia,BGD,Bangladesh,AGE25-PLUS,Male,122.9,115.3,130.3,Bangladesh 1992,
1993,1993,SEAR,South-East Asia,BGD,Bangladesh,AGE25-PLUS,Male,123,115.4,130.5,Bangladesh 1993,
1994,1994,SEAR,South-East Asia,BGD,Bangladesh,AGE25-PLUS,Male,123.1,115.5,130.7,Bangladesh 1994,
1995,1995,SEAR,South-East Asia,BGD,Bangladesh,AGE25-PLUS,Male,123.2,115.6,130.9,Bangladesh 1995,
2000,2000,SEAR,South-East Asia,BGD,Bangladesh,AGE25-PLUS,Male,123.8,116.2,131.4,Bangladesh 2000,
2001,2001,SEAR,South-East Asia,BGD,Bangladesh,AGE25-PLUS,Male,123.9,116.4,131.5,Bangladesh 2001,
2002,2002,SEAR,South-East Asia,BGD,Bangladesh,AGE25-PLUS,Male,124.1,116.8,131.6,Bangladesh 2002,
2003,2003,SEAR,South-East Asia,BGD,Bangladesh,AGE25-PLUS,Male,124.2,116.9,131.4,Bangladesh 2003,
2004,2004,SEAR,South-East Asia,BGD,Bangladesh,AGE25-PLUS,Male,124.3,117.1,131.5,Bangladesh 2004,
2009,2009,AFR,Africa,DZA,Algeria,AGE25-PLUS,Female,127.2,120.2,134.3,Algeria 2009,
1980,1980,AMR,Americas,BRB,Barbados,AGE25-PLUS,Male,135.2,123.9,146.5,Barbados 1980,
1981,1981,AMR,Americas,BRB,Barbados,AGE25-PLUS,Male,134.7,124.3,144.9,Barbados 1981,
1982,1982,AMR,Americas,BRB,Barbados,AGE25-PLUS,Male,134.1,124.6,143.5,Barbados 1982,
1987,1987,AMR,Americas,BRB,Barbados,AGE25-PLUS,Male,131.6,124.8,138.3,Barbados 1987,
1988,1988,AMR,Americas,BRB,Barbados,AGE25-PLUS,Male,131.2,124.6,137.7,Barbados 1988,
1989,1989,AMR,Americas,BRB,Barbados,AGE25-PLUS,Male,130.8,124.5,137.2,Barbados 1989,
1990,1990,AMR,Americas,BRB,Barbados,AGE25-PLUS,Male,130.5,124.3,136.7,Barbados 1990,
1995,1995,AMR,Americas,BRB,Barbados,AGE25-PLUS,Male,129.1,123.6,134.7,Barbados 1995,
1996,1996,AMR,Americas,BRB,Barbados,AGE25-PLUS,Male,128.9,123.6,134.3,Barbados 1996,
1997,1997,AMR,Americas,BRB,Barbados,AGE25-PLUS,Male,128.8,123.6,134,Barbados 1997,
1998,1998,AMR,Americas,BRB,Barbados,AGE25-PLUS,Male,128.7,123.7,133.8,Barbados 1998,
1999,1999,AMR,Americas,BRB,Barbados,AGE25-PLUS,Male,128.7,123.9,133.7,Barbados 1999,
2004,2004,AMR,Americas,BRB,Barbados,AGE25-PLUS,Male,129.7,124.7,134.8,Barbados 2004,
2005,2005,AMR,Americas,BRB,Barbados,AGE25-PLUS,Male,130.1,124.7,135.5,Barbados 2005,
2006,2006,AMR,Americas,BRB,Barbados,AGE25-PLUS,Male,130.5,124.7,136.4,Barbados 2006,
2007,2007,AMR,Americas,BRB,Barbados,AGE25-PLUS,Male,131,124.6,137.5,Barbados 2007,
1982,1982,EUR,Europe,BLR,Belarus,AGE25-PLUS,Male,138.8,131.3,146.4,Belarus 1982,
1983,1983,EUR,Europe,BLR,Belarus,AGE25-PLUS,Male,138.8,131.8,145.9,Belarus 1983,
1984,1984,EUR,Europe,BLR,Belarus,AGE25-PLUS,Male,138.7,132.2,145.6,Belarus 1984,
1985,1985,EUR,Europe,BLR,Belarus,AGE25-PLUS,Male,138.6,132.3,145.3,Belarus 1985,
1991,1991,EUR,Europe,BLR,Belarus,AGE25-PLUS,Male,137.7,130.7,144.8,Belarus 1991,
1992,1992,EUR,Europe,BLR,Belarus,AGE25-PLUS,Male,137.5,130.4,144.8,Belarus 1992,
1993,1993,EUR,Europe,BLR,Belarus,AGE25-PLUS,Male,137.3,130,144.6,Belarus 1993,
1994,1994,EUR,Europe,BLR,Belarus,AGE25-PLUS,Male,137.1,129.7,144.5,Belarus 1994,
1999,1999,EUR,Europe,BLR,Belarus,AGE25-PLUS,Male,136.3,128.9,143.6,Belarus 1999,
2000,2000,EUR,Europe,BLR,Belarus,AGE25-PLUS,Male,136.4,129.1,143.6,Belarus 2000,
2001,2001,EUR,Europe,BLR,Belarus,AGE25-PLUS,Male,136.4,129.3,143.6,Belarus 2001,
2002,2002,EUR,Europe,BLR,Belarus,AGE25-PLUS,Male,136.6,129.6,143.7,Belarus 2002,
2007,2007,EUR,Europe,BLR,Belarus,AGE25-PLUS,Male,137.7,129.9,145.5,Belarus 2007,
2008,2008,EUR,Europe,BLR,Belarus,AGE25-PLUS,Male,137.8,129.6,146.1,Belarus 2008,
2009,2009,AFR,Africa,DZA,Algeria,AGE25-PLUS,Male,128.5,121.9,135.4,Algeria 2009,
1980,1980,EUR,Europe,BEL,Belgium,AGE25-PLUS,Male,138.2,130.6,145.7,Belgium 1980,
1986,1986,EUR,Europe,BEL,Belgium,AGE25-PLUS,Male,135.4,131.6,139.2,Belgium 1986,
1987,1987,EUR,Europe,BEL,Belgium,AGE25-PLUS,Male,135.2,131.6,138.9,Belgium 1987,
1988,1988,EUR,Europe,BEL,Belgium,AGE25-PLUS,Male,135.1,131.5,138.7,Belgium 1988,
1989,1989,EUR,Europe,BEL,Belgium,AGE25-PLUS,Male,135,131.5,138.6,Belgium 1989,
1994,1994,EUR,Europe,BEL,Belgium,AGE25-PLUS,Male,134.6,130.6,138.5,Belgium 1994,
1995,1995,EUR,Europe,BEL,Belgium,AGE25-PLUS,Male,134.4,130.3,138.5,Belgium 1995,
1996,1996,EUR,Europe,BEL,Belgium,AGE25-PLUS,Male,134.2,130,138.3,Belgium 1996,
1997,1997,EUR,Europe,BEL,Belgium,AGE25-PLUS,Male,133.9,129.6,138.2,Belgium 1997,
2002,2002,EUR,Europe,BEL,Belgium,AGE25-PLUS,Male,132.5,128,137.2,Belgium 2002,
2003,2003,EUR,Europe,BEL,Belgium,AGE25-PLUS,Male,132.1,127.5,137,Belgium 2003,
2004,2004,EUR,Europe,BEL,Belgium,AGE25-PLUS,Male,131.8,127,137,Belgium 2004,
2005,2005,EUR,Europe,BEL,Belgium,AGE25-PLUS,Male,131.5,126.5,137.1,Belgium 2005,
1981,1981,AMR,Americas,BLZ,Belize,AGE25-PLUS,Male,127,117.3,136,Belize 1981,
1982,1982,AMR,Americas,BLZ,Belize,AGE25-PLUS,Male,126.8,117.9,135.1,Belize 1982,
1983,1983,AMR,Americas,BLZ,Belize,AGE25-PLUS,Male,126.5,118.3,134.1,Belize 1983,
1984,1984,AMR,Americas,BLZ,Belize,AGE25-PLUS,Male,126.2,118.5,133.3,Belize 1984,
1989,1989,AMR,Americas,BLZ,Belize,AGE25-PLUS,Male,125,118.5,131.2,Belize 1989,
1990,1990,AMR,Americas,BLZ,Belize,AGE25-PLUS,Male,124.9,118.4,131,Belize 1990,
1991,1991,AMR,Americas,BLZ,Belize,AGE25-PLUS,Male,124.7,118.2,130.9,Belize 1991,
1992,1992,AMR,Americas,BLZ,Belize,AGE25-PLUS,Male,124.6,118.1,130.8,Belize 1992,
1997,1997,AMR,Americas,BLZ,Belize,AGE25-PLUS,Male,124.2,118,129.8,Belize 1997,
1998,1998,AMR,Americas,BLZ,Belize,AGE25-PLUS,Male,124.1,118.3,129.6,Belize 1998,
1999,1999,AMR,Americas,BLZ,Belize,AGE25-PLUS,Male,124.1,118.5,129.4,Belize 1999,
2000,2000,AMR,Americas,BLZ,Belize,AGE25-PLUS,Male,124.1,118.9,129.2,Belize 2000,
2001,2001,AMR,Americas,BLZ,Belize,AGE25-PLUS,Male,124.2,119.2,129.1,Belize 2001,
2006,2006,AMR,Americas,BLZ,Belize,AGE25-PLUS,Male,125.3,120.5,130.1,Belize 2006,
