YEAR _code,Year,REGION _code,Region,COUNTRY _code,Country,AGEGROUP _code,Sex,Numeric,Low,High,CountryYear,Comments
1992,1992,EUR,Europe,POL,Poland,AGE25-PLUS,Female,133.2,129.4,136.8,Poland 1992,
1993,1993,EUR,Europe,POL,Poland,AGE25-PLUS,Female,133,129.1,136.7,Poland 1993,
1994,1994,EUR,Europe,POL,Poland,AGE25-PLUS,Female,132.8,128.8,136.5,Poland 1994,
1999,1999,EUR,Europe,POL,Poland,AGE25-PLUS,Female,132.2,128.2,135.9,Poland 1999,
2000,2000,EUR,Europe,POL,Poland,AGE25-PLUS,Female,132.1,128.2,135.9,Poland 2000,
2001,2001,EUR,Europe,POL,Poland,AGE25-PLUS,Female,132.1,128.3,135.8,Poland 2001,
2002,2002,EUR,Europe,POL,Poland,AGE25-PLUS,Female,132.1,128.4,135.7,Poland 2002,
2007,2007,EUR,Europe,POL,Poland,AGE25-PLUS,Female,132.1,127.1,137.1,Poland 2007,
2008,2008,EUR,Europe,POL,Poland,AGE25-PLUS,Female,132.1,126.4,137.8,Poland 2008,
2009,2009,AMR,Americas,LCA,Saint Lucia,AGE25-PLUS,Male,131.8,123,140.4,Saint Lucia 2009,
1980,1980,EUR,Europe,PRT,Portugal,AGE25-PLUS,Female,137.2,129,145.2,Portugal 1980,
1986,1986,EUR,Europe,PRT,Portugal,AGE25-PLUS,Female,136,130.6,141.5,Portugal 1986,
1987,1987,EUR,Europe,PRT,Portugal,AGE25-PLUS,Female,135.9,130.6,141.2,Portugal 1987,
1988,1988,EUR,Europe,PRT,Portugal,AGE25-PLUS,Female,135.8,130.6,141,Portugal 1988,
1989,1989,EUR,Europe,PRT,Portugal,AGE25-PLUS,Female,135.7,130.6,140.8,Portugal 1989,
1994,1994,EUR,Europe,PRT,Portugal,AGE25-PLUS,Female,135,129.9,140.1,Portugal 1994,
1995,1995,EUR,Europe,PRT,Portugal,AGE25-PLUS,Female,134.8,129.7,139.8,Portugal 1995,
1996,1996,EUR,Europe,PRT,Portugal,AGE25-PLUS,Female,134.5,129.5,139.4,Portugal 1996,
1997,1997,EUR,Europe,PRT,Portugal,AGE25-PLUS,Female,134.1,129.3,139,Portugal 1997,
2002,2002,EUR,Europe,PRT,Portugal,AGE25-PLUS,Female,132.2,128,136.6,Portugal 2002,
2003,2003,EUR,Europe,PRT,Portugal,AGE25-PLUS,Female,131.9,127.6,136.3,Portugal 2003,
2004,2004,EUR,Europe,PRT,Portugal,AGE25-PLUS,Female,131.6,127.1,136.2,Portugal 2004,
2005,2005,EUR,Europe,PRT,Portugal,AGE25-PLUS,Female,131.3,126.6,136.2,Portugal 2005,
1981,1981,EMR,Eastern Mediterranean,QAT,Qatar,AGE25-PLUS,Female,130.5,122,139,Qatar 1981,
1982,1982,EMR,Eastern Mediterranean,QAT,Qatar,AGE25-PLUS,Female,129.7,121.9,137.7,Qatar 1982,
1983,1983,EMR,Eastern Mediterranean,QAT,Qatar,AGE25-PLUS,Female,129,121.6,136.5,Qatar 1983,
1984,1984,EMR,Eastern Mediterranean,QAT,Qatar,AGE25-PLUS,Female,128.5,121.4,135.5,Qatar 1984,
1989,1989,EMR,Eastern Mediterranean,QAT,Qatar,AGE25-PLUS,Female,127,121,132.9,Qatar 1989,
1990,1990,EMR,Eastern Mediterranean,QAT,Qatar,AGE25-PLUS,Female,126.7,120.9,132.6,Qatar 1990,
1991,1991,EMR,Eastern Mediterranean,QAT,Qatar,AGE25-PLUS,Female,126.4,120.6,132.2,Qatar 1991,
1992,1992,EMR,Eastern Mediterranean,QAT,Qatar,AGE25-PLUS,Female,126,120.4,131.7,Qatar 1992,
1997,1997,EMR,Eastern Mediterranean,QAT,Qatar,AGE25-PLUS,Female,124.8,119.5,130,Qatar 1997,
1998,1998,EMR,Eastern Mediterranean,QAT,Qatar,AGE25-PLUS,Female,124.7,119.5,129.8,Qatar 1998,
1999,1999,EMR,Eastern Mediterranean,QAT,Qatar,AGE25-PLUS,Female,124.5,119.5,129.5,Qatar 1999,
2000,2000,EMR,Eastern Mediterranean,QAT,Qatar,AGE25-PLUS,Female,124.4,119.4,129.1,Qatar 2000,
2001,2001,EMR,Eastern Mediterranean,QAT,Qatar,AGE25-PLUS,Female,124.1,119.4,128.7,Qatar 2001,
2006,2006,EMR,Eastern Mediterranean,QAT,Qatar,AGE25-PLUS,Female,122.4,118.1,126.6,Qatar 2006,
2007,2007,EMR,Eastern Mediterranean,QAT,Qatar,AGE25-PLUS,Female,122,117.6,126.4,Qatar 2007,
2008,2008,EMR,Eastern Mediterranean,QAT,Qatar,AGE25-PLUS,Female,121.7,116.9,126.4,Qatar 2008,
2009,2009,AMR,Americas,LCA,Saint Lucia,AGE25-PLUS,Female,124.8,115.1,134.4,Saint Lucia 2009,
1984,1984,EUR,Europe,ROU,Romania,AGE25-PLUS,Female,135.4,128,142.6,Romania 1984,
1985,1985,EUR,Europe,ROU,Romania,AGE25-PLUS,Female,135.3,128.2,142.4,Romania 1985,
1986,1986,EUR,Europe,ROU,Romania,AGE25-PLUS,Female,135.3,128.3,142.2,Romania 1986,
1987,1987,EUR,Europe,ROU,Romania,AGE25-PLUS,Female,135.3,128.5,142.1,Romania 1987,
1992,1992,EUR,Europe,ROU,Romania,AGE25-PLUS,Female,134.3,127.4,141.4,Romania 1992,
1993,1993,EUR,Europe,ROU,Romania,AGE25-PLUS,Female,134,126.9,141.2,Romania 1993,
1994,1994,EUR,Europe,ROU,Romania,AGE25-PLUS,Female,133.7,126.5,140.9,Romania 1994,
1995,1995,EUR,Europe,ROU,Romania,AGE25-PLUS,Female,133.4,126.2,140.6,Romania 1995,
1996,1996,EUR,Europe,ROU,Romania,AGE25-PLUS,Female,133.1,125.9,140.4,Romania 1996,
2001,2001,EUR,Europe,ROU,Romania,AGE25-PLUS,Female,132.1,124.8,139.3,Romania 2001,
2002,2002,EUR,Europe,ROU,Romania,AGE25-PLUS,Female,132,124.7,139.2,Romania 2002,
2003,2003,EUR,Europe,ROU,Romania,AGE25-PLUS,Female,132,124.6,139.2,Romania 2003,
2004,2004,EUR,Europe,ROU,Romania,AGE25-PLUS,Female,131.9,124.5,139.3,Romania 2004,
2009,2009,AMR,Americas,VCT,Saint Vincent and the Grenadines,AGE25-PLUS,Male,130.4,122,139.1,Saint Vincent and the Grenadines 2009,
1980,1980,EUR,Europe,RUS,Russian Federation,AGE25-PLUS,Female,134.6,128.9,140.1,Russian Federation 1980,
1981,1981,EUR,Europe,RUS,Russian Federation,AGE25-PLUS,Female,134.7,129.7,139.5,Russian Federation 1981,
1982,1982,EUR,Europe,RUS,Russian Federation,AGE25-PLUS,Female,134.8,130.4,139,Russian Federation 1982,
1987,1987,EUR,Europe,RUS,Russian Federation,AGE25-PLUS,Female,134.3,131.3,137.2,Russian Federation 1987,
1988,1988,EUR,Europe,RUS,Russian Federation,AGE25-PLUS,Female,134,131,136.9,Russian Federation 1988,
1989,1989,EUR,Europe,RUS,Russian Federation,AGE25-PLUS,Female,133.6,130.8,136.5,Russian Federation 1989,
1990,1990,EUR,Europe,RUS,Russian Federation,AGE25-PLUS,Female,133.3,130.4,136.1,Russian Federation 1990,
1991,1991,EUR,Europe,RUS,Russian Federation,AGE25-PLUS,Female,132.9,130.1,135.8,Russian Federation 1991,
1996,1996,EUR,Europe,RUS,Russian Federation,AGE25-PLUS,Female,131.2,127.7,134.7,Russian Federation 1996,
1997,1997,EUR,Europe,RUS,Russian Federation,AGE25-PLUS,Female,130.9,127.2,134.5,Russian Federation 1997,
1998,1998,EUR,Europe,RUS,Russian Federation,AGE25-PLUS,Female,130.6,126.8,134.3,Russian Federation 1998,
1999,1999,EUR,Europe,RUS,Russian Federation,AGE25-PLUS,Female,130.4,126.4,134.3,Russian Federation 1999,
2004,2004,EUR,Europe,RUS,Russian Federation,AGE25-PLUS,Female,130.5,126,135.2,Russian Federation 2004,
2005,2005,EUR,Europe,RUS,Russian Federation,AGE25-PLUS,Female,130.6,125.9,135.5,Russian Federation 2005,
2006,2006,EUR,Europe,RUS,Russian Federation,AGE25-PLUS,Female,130.6,125.7,135.6,Russian Federation 2006,
2007,2007,EUR,Europe,RUS,Russian Federation,AGE25-PLUS,Female,130.6,125.4,135.9,Russian Federation 2007,
1983,1983,AFR,Africa,RWA,Rwanda,AGE25-PLUS,Female,125.8,114.9,136.5,Rwanda 1983,
1984,1984,AFR,Africa,RWA,Rwanda,AGE25-PLUS,Female,125.8,115.2,136.2,Rwanda 1984,
1985,1985,AFR,Africa,RWA,Rwanda,AGE25-PLUS,Female,125.9,115.6,136,Rwanda 1985,
1986,1986,AFR,Africa,RWA,Rwanda,AGE25-PLUS,Female,126,115.9,135.9,Rwanda 1986,
1991,1991,AFR,Africa,RWA,Rwanda,AGE25-PLUS,Female,126.2,117,135.7,Rwanda 1991,
1992,1992,AFR,Africa,RWA,Rwanda,AGE25-PLUS,Female,126.2,117.1,135.7,Rwanda 1992,
1993,1993,AFR,Africa,RWA,Rwanda,AGE25-PLUS,Female,126.3,117.1,135.7,Rwanda 1993,
1994,1994,AFR,Africa,RWA,Rwanda,AGE25-PLUS,Female,126.2,117.2,135.5,Rwanda 1994,
1999,1999,AFR,Africa,RWA,Rwanda,AGE25-PLUS,Female,127.5,118.5,136.6,Rwanda 1999,
2000,2000,AFR,Africa,RWA,Rwanda,AGE25-PLUS,Female,127.8,118.8,136.9,Rwanda 2000,
2001,2001,AFR,Africa,RWA,Rwanda,AGE25-PLUS,Female,128.1,119.1,137.1,Rwanda 2001,
2002,2002,AFR,Africa,RWA,Rwanda,AGE25-PLUS,Female,128.5,119.6,137.5,Rwanda 2002,
2008,2008,AFR,Africa,RWA,Rwanda,AGE25-PLUS,Female,129.9,120.4,139.6,Rwanda 2008,
2009,2009,AMR,Americas,VCT,Saint Vincent and the Grenadines,AGE25-PLUS,Female,124.1,115.1,133.2,Saint Vincent and the Grenadines 2009,
1980,1980,AMR,Americas,LCA,Saint Lucia,AGE25-PLUS,Female,125,113,136.7,Saint Lucia 1980,
1981,1981,AMR,Americas,LCA,Saint Lucia,AGE25-PLUS,Female,124.9,113.6,135.9,Saint Lucia 1981,
1986,1986,AMR,Americas,LCA,Saint Lucia,AGE25-PLUS,Female,124.4,115.4,133.7,Saint Lucia 1986,
1987,1987,AMR,Americas,LCA,Saint Lucia,AGE25-PLUS,Female,124.6,115.6,133.7,Saint Lucia 1987,
1988,1988,AMR,Americas,LCA,Saint Lucia,AGE25-PLUS,Female,124.7,115.8,133.7,Saint Lucia 1988,
1989,1989,AMR,Americas,LCA,Saint Lucia,AGE25-PLUS,Female,124.9,116,133.8,Saint Lucia 1989,
1994,1994,AMR,Americas,LCA,Saint Lucia,AGE25-PLUS,Female,124.5,115.8,133.1,Saint Lucia 1994,
1995,1995,AMR,Americas,LCA,Saint Lucia,AGE25-PLUS,Female,124.3,115.6,132.9,Saint Lucia 1995,
1996,1996,AMR,Americas,LCA,Saint Lucia,AGE25-PLUS,Female,124.2,115.6,132.8,Saint Lucia 1996,
1997,1997,AMR,Americas,LCA,Saint Lucia,AGE25-PLUS,Female,124.2,115.6,132.7,Saint Lucia 1997,
1998,1998,AMR,Americas,LCA,Saint Lucia,AGE25-PLUS,Female,124.1,115.7,132.4,Saint Lucia 1998,
2003,2003,AMR,Americas,LCA,Saint Lucia,AGE25-PLUS,Female,124,115.9,132,Saint Lucia 2003,
2004,2004,AMR,Americas,LCA,Saint Lucia,AGE25-PLUS,Female,124.1,115.8,132,Saint Lucia 2004,
2005,2005,AMR,Americas,LCA,Saint Lucia,AGE25-PLUS,Female,124.2,115.9,132.3,Saint Lucia 2005,
2006,2006,AMR,Americas,LCA,Saint Lucia,AGE25-PLUS,Female,124.3,115.8,132.7,Saint Lucia 2006,
1981,1981,AMR,Americas,VCT,Saint Vincent and the Grenadines,AGE25-PLUS,Female,124.6,113.6,135.6,Saint Vincent and the Grenadines 1981,
1982,1982,AMR,Americas,VCT,Saint Vincent and the Grenadines,AGE25-PLUS,Female,124.6,114.1,134.9,Saint Vincent and the Grenadines 1982,
1983,1983,AMR,Americas,VCT,Saint Vincent and the Grenadines,AGE25-PLUS,Female,124.6,114.7,134.4,Saint Vincent and the Grenadines 1983,
1984,1984,AMR,Americas,VCT,Saint Vincent and the Grenadines,AGE25-PLUS,Female,124.5,115.1,134,Saint Vincent and the Grenadines 1984,
1989,1989,AMR,Americas,VCT,Saint Vincent and the Grenadines,AGE25-PLUS,Female,123.7,115.2,132.1,Saint Vincent and the Grenadines 1989,
1990,1990,AMR,Americas,VCT,Saint Vincent and the Grenadines,AGE25-PLUS,Female,123.6,115.1,131.9,Saint Vincent and the Grenadines 1990,
1991,1991,AMR,Americas,VCT,Saint Vincent and the Grenadines,AGE25-PLUS,Female,123.6,115.3,131.8,Saint Vincent and the Grenadines 1991,
1992,1992,AMR,Americas,VCT,Saint Vincent and the Grenadines,AGE25-PLUS,Female,123.6,115.3,131.8,Saint Vincent and the Grenadines 1992,
1993,1993,AMR,Americas,VCT,Saint Vincent and the Grenadines,AGE25-PLUS,Female,123.6,115.4,131.8,Saint Vincent and the Grenadines 1993,
1998,1998,AMR,Americas,VCT,Saint Vincent and the Grenadines,AGE25-PLUS,Female,123.3,115.4,131.4,Saint Vincent and the Grenadines 1998,
1999,1999,AMR,Americas,VCT,Saint Vincent and the Grenadines,AGE25-PLUS,Female,123.2,115.4,131.2,Saint Vincent and the Grenadines 1999,
2000,2000,AMR,Americas,VCT,Saint Vincent and the Grenadines,AGE25-PLUS,Female,123.2,115.5,131.1,Saint Vincent and the Grenadines 2000,
2001,2001,AMR,Americas,VCT,Saint Vincent and the Grenadines,AGE25-PLUS,Female,123.2,115.5,131.1,Saint Vincent and the Grenadines 2001,
2006,2006,AMR,Americas,VCT,Saint Vincent and the Grenadines,AGE25-PLUS,Female,123.7,115.6,131.7,Saint Vincent and the Grenadines 2006,
2007,2007,AMR,Americas,VCT,Saint Vincent and the Grenadines,AGE25-PLUS,Female,123.8,115.5,132.2,Saint Vincent and the Grenadines 2007,
2008,2008,AMR,Americas,VCT,Saint Vincent and the Grenadines,AGE25-PLUS,Female,124,115.3,132.7,Saint Vincent and the Grenadines 2008,
2009,2009,WPR,Western Pacific,WSM,Samoa,AGE25-PLUS,Male,131.7,123.8,139.6,Samoa 2009,
1984,1984,WPR,Western Pacific,WSM,Samoa,AGE25-PLUS,Female,118.6,111.2,126.1,Samoa 1984,
1985,1985,WPR,Western Pacific,WSM,Samoa,AGE25-PLUS,Female,118.7,111.7,126,Samoa 1985,
1986,1986,WPR,Western Pacific,WSM,Samoa,AGE25-PLUS,Female,119.2,112.3,126.2,Samoa 1986,
1987,1987,WPR,Western Pacific,WSM,Samoa,AGE25-PLUS,Female,119.7,113,126.6,Samoa 1987,
1988,1988,WPR,Western Pacific,WSM,Samoa,AGE25-PLUS,Female,120.3,113.6,127.2,Samoa 1988,
1993,1993,WPR,Western Pacific,WSM,Samoa,AGE25-PLUS,Female,120.9,114.7,127.2,Samoa 1993,
1994,1994,WPR,Western Pacific,WSM,Samoa,AGE25-PLUS,Female,120.8,114.8,126.9,Samoa 1994,
1995,1995,WPR,Western Pacific,WSM,Samoa,AGE25-PLUS,Female,120.7,115,126.7,Samoa 1995,
1996,1996,WPR,Western Pacific,WSM,Samoa,AGE25-PLUS,Female,120.8,115.2,126.7,Samoa 1996,
2001,2001,WPR,Western Pacific,WSM,Samoa,AGE25-PLUS,Female,122.4,117.3,127.3,Samoa 2001,
2002,2002,WPR,Western Pacific,WSM,Samoa,AGE25-PLUS,Female,122.7,117.7,127.6,Samoa 2002,
2003,2003,WPR,Western Pacific,WSM,Samoa,AGE25-PLUS,Female,123.1,117.9,128,Samoa 2003,
2004,2004,WPR,Western Pacific,WSM,Samoa,AGE25-PLUS,Female,123.5,118.2,128.5,Samoa 2004,
1980,1980,AFR,Africa,STP,Sao Tome and Principe,AGE25-PLUS,Female,131.5,120.7,142,Sao Tome and Principe 1980,
1981,1981,AFR,Africa,STP,Sao Tome and Principe,AGE25-PLUS,Female,131.6,121.4,141.4,Sao Tome and Principe 1981,
1982,1982,AFR,Africa,STP,Sao Tome and Principe,AGE25-PLUS,Female,131.7,121.9,140.9,Sao Tome and Principe 1982,
1983,1983,AFR,Africa,STP,Sao Tome and Principe,AGE25-PLUS,Female,131.6,122.4,140.4,Sao Tome and Principe 1983,
1988,1988,AFR,Africa,STP,Sao Tome and Principe,AGE25-PLUS,Female,130.6,122.7,138.2,Sao Tome and Principe 1988,
1989,1989,AFR,Africa,STP,Sao Tome and Principe,AGE25-PLUS,Female,130.4,122.7,138,Sao Tome and Principe 1989,
1990,1990,AFR,Africa,STP,Sao Tome and Principe,AGE25-PLUS,Female,130.3,122.6,137.9,Sao Tome and Principe 1990,
1991,1991,AFR,Africa,STP,Sao Tome and Principe,AGE25-PLUS,Female,130.3,122.7,137.8,Sao Tome and Principe 1991,
1996,1996,AFR,Africa,STP,Sao Tome and Principe,AGE25-PLUS,Female,130.6,123.6,137.7,Sao Tome and Principe 1996,
1997,1997,AFR,Africa,STP,Sao Tome and Principe,AGE25-PLUS,Female,130.8,123.8,137.8,Sao Tome and Principe 1997,
1998,1998,AFR,Africa,STP,Sao Tome and Principe,AGE25-PLUS,Female,130.9,124,137.7,Sao Tome and Principe 1998,
1999,1999,AFR,Africa,STP,Sao Tome and Principe,AGE25-PLUS,Female,131,124.3,137.7,Sao Tome and Principe 1999,
2005,2005,AFR,Africa,STP,Sao Tome and Principe,AGE25-PLUS,Female,131.7,126.2,137.1,Sao Tome and Principe 2005,
2006,2006,AFR,Africa,STP,Sao Tome and Principe,AGE25-PLUS,Female,131.8,126.5,137,Sao Tome and Principe 2006,
2007,2007,AFR,Africa,STP,Sao Tome and Principe,AGE25-PLUS,Female,131.9,126.7,137,Sao Tome and Principe 2007,
2008,2008,AFR,Africa,STP,Sao Tome and Principe,AGE25-PLUS,Female,132,126.8,137.2,Sao Tome and Principe 2008,
1983,1983,EMR,Eastern Mediterranean,SAU,Saudi Arabia,AGE25-PLUS,Female,128.6,121.7,135.8,Saudi Arabia 1983,
1984,1984,EMR,Eastern Mediterranean,SAU,Saudi Arabia,AGE25-PLUS,Female,127.9,121.7,134.4,Saudi Arabia 1984,
1985,1985,EMR,Eastern Mediterranean,SAU,Saudi Arabia,AGE25-PLUS,Female,127.2,121.6,133.1,Saudi Arabia 1985,
1986,1986,EMR,Eastern Mediterranean,SAU,Saudi Arabia,AGE25-PLUS,Female,126.5,121.3,131.9,Saudi Arabia 1986,
1991,1991,EMR,Eastern Mediterranean,SAU,Saudi Arabia,AGE25-PLUS,Female,124.4,120.3,128.7,Saudi Arabia 1991,
1992,1992,EMR,Eastern Mediterranean,SAU,Saudi Arabia,AGE25-PLUS,Female,124.1,120.1,128.3,Saudi Arabia 1992,
1993,1993,EMR,Eastern Mediterranean,SAU,Saudi Arabia,AGE25-PLUS,Female,123.9,120,128,Saudi Arabia 1993,
1994,1994,EMR,Eastern Mediterranean,SAU,Saudi Arabia,AGE25-PLUS,Female,123.7,119.9,127.7,Saudi Arabia 1994,
1995,1995,EMR,Eastern Mediterranean,SAU,Saudi Arabia,AGE25-PLUS,Female,123.5,119.8,127.3,Saudi Arabia 1995,
2000,2000,EMR,Eastern Mediterranean,SAU,Saudi Arabia,AGE25-PLUS,Female,122.6,119.2,126.1,Saudi Arabia 2000,
2001,2001,EMR,Eastern Mediterranean,SAU,Saudi Arabia,AGE25-PLUS,Female,122.5,119.1,126,Saudi Arabia 2001,
2002,2002,EMR,Eastern Mediterranean,SAU,Saudi Arabia,AGE25-PLUS,Female,122.4,119,125.8,Saudi Arabia 2002,
2003,2003,EMR,Eastern Mediterranean,SAU,Saudi Arabia,AGE25-PLUS,Female,122.3,118.9,125.7,Saudi Arabia 2003,
2008,2008,EMR,Eastern Mediterranean,SAU,Saudi Arabia,AGE25-PLUS,Female,122.2,117.2,127.1,Saudi Arabia 2008,
2009,2009,WPR,Western Pacific,WSM,Samoa,AGE25-PLUS,Female,125.2,117.6,133,Samoa 2009,
1980,1980,AFR,Africa,SEN,Senegal,AGE25-PLUS,Female,125.5,114.4,136.7,Senegal 1980,
1981,1981,AFR,Africa,SEN,Senegal,AGE25-PLUS,Female,125.6,115.3,136.1,Senegal 1981,
1986,1986,AFR,Africa,SEN,Senegal,AGE25-PLUS,Female,126.3,117.8,135,Senegal 1986,
1987,1987,AFR,Africa,SEN,Senegal,AGE25-PLUS,Female,126.4,118.1,134.9,Senegal 1987,
1988,1988,AFR,Africa,SEN,Senegal,AGE25-PLUS,Female,126.5,118.3,134.8,Senegal 1988,
1989,1989,AFR,Africa,SEN,Senegal,AGE25-PLUS,Female,126.5,118.5,134.9,Senegal 1989,
1990,1990,AFR,Africa,SEN,Senegal,AGE25-PLUS,Female,126.6,118.5,134.8,Senegal 1990,
1995,1995,AFR,Africa,SEN,Senegal,AGE25-PLUS,Female,126.9,119.1,134.9,Senegal 1995,
1996,1996,AFR,Africa,SEN,Senegal,AGE25-PLUS,Female,126.9,119.1,134.9,Senegal 1996,
1997,1997,AFR,Africa,SEN,Senegal,AGE25-PLUS,Female,127,119.3,134.9,Senegal 1997,
1998,1998,AFR,Africa,SEN,Senegal,AGE25-PLUS,Female,127,119.4,134.9,Senegal 1998,
2003,2003,AFR,Africa,SEN,Senegal,AGE25-PLUS,Female,127.4,119.9,135,Senegal 2003,
2004,2004,AFR,Africa,SEN,Senegal,AGE25-PLUS,Female,127.5,119.9,135.2,Senegal 2004,
2005,2005,AFR,Africa,SEN,Senegal,AGE25-PLUS,Female,127.6,120,135.5,Senegal 2005,
2006,2006,AFR,Africa,SEN,Senegal,AGE25-PLUS,Female,127.7,120,135.7,Senegal 2006,
1981,1981,EUR,Europe,SRB,Serbia,AGE25-PLUS,Female,137.2,130.2,144.3,Serbia 1981,
1982,1982,EUR,Europe,SRB,Serbia,AGE25-PLUS,Female,137,130.8,143.5,Serbia 1982,
1983,1983,EUR,Europe,SRB,Serbia,AGE25-PLUS,Female,136.9,131.2,142.9,Serbia 1983,
1984,1984,EUR,Europe,SRB,Serbia,AGE25-PLUS,Female,136.8,131.5,142.2,Serbia 1984,
1985,1985,EUR,Europe,SRB,Serbia,AGE25-PLUS,Female,136.6,131.6,141.7,Serbia 1985,
1990,1990,EUR,Europe,SRB,Serbia,AGE25-PLUS,Female,136.1,131.3,140.9,Serbia 1990,
1991,1991,EUR,Europe,SRB,Serbia,AGE25-PLUS,Female,135.9,131.1,140.8,Serbia 1991,
1992,1992,EUR,Europe,SRB,Serbia,AGE25-PLUS,Female,135.6,130.8,140.6,Serbia 1992,
1993,1993,EUR,Europe,SRB,Serbia,AGE25-PLUS,Female,135.3,130.3,140.3,Serbia 1993,
1998,1998,EUR,Europe,SRB,Serbia,AGE25-PLUS,Female,134,129,139.1,Serbia 1998,
1999,1999,EUR,Europe,SRB,Serbia,AGE25-PLUS,Female,133.8,128.9,138.8,Serbia 1999,
2000,2000,EUR,Europe,SRB,Serbia,AGE25-PLUS,Female,133.5,128.7,138.4,Serbia 2000,
2001,2001,EUR,Europe,SRB,Serbia,AGE25-PLUS,Female,133.4,128.7,138.1,Serbia 2001,
2007,2007,EUR,Europe,SRB,Serbia,AGE25-PLUS,Female,132.8,128.1,137.9,Serbia 2007,
2008,2008,EUR,Europe,SRB,Serbia,AGE25-PLUS,Female,132.8,127.4,138.2,Serbia 2008,
2009,2009,EUR,Europe,SMR,San Marino,AGE25-PLUS,Male,,,,San Marino 2009,No data available.  Estimate could not be calculated due to lack of covariate data.
1980,1980,AFR,Africa,SYC,Seychelles,AGE25-PLUS,Female,130.6,121.8,139.4,Seychelles 1980,
1985,1985,AFR,Africa,SYC,Seychelles,AGE25-PLUS,Female,129.7,124.4,134.9,Seychelles 1985,
1986,1986,AFR,Africa,SYC,Seychelles,AGE25-PLUS,Female,129.5,124.7,134.3,Seychelles 1986,
1987,1987,AFR,Africa,SYC,Seychelles,AGE25-PLUS,Female,129.1,124.8,133.5,Seychelles 1987,
1988,1988,AFR,Africa,SYC,Seychelles,AGE25-PLUS,Female,129,124.9,133.1,Seychelles 1988,
1993,1993,AFR,Africa,SYC,Seychelles,AGE25-PLUS,Female,128.7,125,132.3,Seychelles 1993,
1994,1994,AFR,Africa,SYC,Seychelles,AGE25-PLUS,Female,128.4,124.7,132,Seychelles 1994,
1995,1995,AFR,Africa,SYC,Seychelles,AGE25-PLUS,Female,128.8,125.1,132.5,Seychelles 1995,
1996,1996,AFR,Africa,SYC,Seychelles,AGE25-PLUS,Female,128.6,124.8,132.3,Seychelles 1996,
2002,2002,AFR,Africa,SYC,Seychelles,AGE25-PLUS,Female,127.4,123.4,131.4,Seychelles 2002,
2003,2003,AFR,Africa,SYC,Seychelles,AGE25-PLUS,Female,127.4,123.4,131.5,Seychelles 2003,
2004,2004,AFR,Africa,SYC,Seychelles,AGE25-PLUS,Female,127.6,123.3,131.7,Seychelles 2004,
2005,2005,AFR,Africa,SYC,Seychelles,AGE25-PLUS,Female,127.6,123,132,Seychelles 2005,
1980,1980,AFR,Africa,SLE,Sierra Leone,AGE25-PLUS,Female,127.9,118.2,137.6,Sierra Leone 1980,
1981,1981,AFR,Africa,SLE,Sierra Leone,AGE25-PLUS,Female,128.2,119.2,137,Sierra Leone 1981,
1982,1982,AFR,Africa,SLE,Sierra Leone,AGE25-PLUS,Female,128.5,120.1,136.6,Sierra Leone 1982,
1983,1983,AFR,Africa,SLE,Sierra Leone,AGE25-PLUS,Female,128.7,121,136.3,Sierra Leone 1983,
1988,1988,AFR,Africa,SLE,Sierra Leone,AGE25-PLUS,Female,129.7,123.9,135.5,Sierra Leone 1988,
1989,1989,AFR,Africa,SLE,Sierra Leone,AGE25-PLUS,Female,129.9,124.2,135.5,Sierra Leone 1989,
1990,1990,AFR,Africa,SLE,Sierra Leone,AGE25-PLUS,Female,130.1,124.6,135.4,Sierra Leone 1990,
1991,1991,AFR,Africa,SLE,Sierra Leone,AGE25-PLUS,Female,130.2,124.9,135.4,Sierra Leone 1991,
1997,1997,AFR,Africa,SLE,Sierra Leone,AGE25-PLUS,Female,130.6,125.7,135.5,Sierra Leone 1997,
1998,1998,AFR,Africa,SLE,Sierra Leone,AGE25-PLUS,Female,130.7,125.8,135.5,Sierra Leone 1998,
1999,1999,AFR,Africa,SLE,Sierra Leone,AGE25-PLUS,Female,130.7,125.8,135.5,Sierra Leone 1999,
2000,2000,AFR,Africa,SLE,Sierra Leone,AGE25-PLUS,Female,130.8,126,135.4,Sierra Leone 2000,
2005,2005,AFR,Africa,SLE,Sierra Leone,AGE25-PLUS,Female,131.6,127.3,135.8,Sierra Leone 2005,
2006,2006,AFR,Africa,SLE,Sierra Leone,AGE25-PLUS,Female,131.8,127.6,136,Sierra Leone 2006,
2007,2007,AFR,Africa,SLE,Sierra Leone,AGE25-PLUS,Female,132,127.8,136.2,Sierra Leone 2007,
2008,2008,AFR,Africa,SLE,Sierra Leone,AGE25-PLUS,Female,132.1,127.8,136.5,Sierra Leone 2008,
1983,1983,WPR,Western Pacific,SGP,Singapore,AGE25-PLUS,Female,125.1,120.3,130,Singapore 1983,
1984,1984,WPR,Western Pacific,SGP,Singapore,AGE25-PLUS,Female,124.8,120.4,129.1,Singapore 1984,
1985,1985,WPR,Western Pacific,SGP,Singapore,AGE25-PLUS,Female,124.4,120.3,128.4,Singapore 1985,
1986,1986,WPR,Western Pacific,SGP,Singapore,AGE25-PLUS,Female,124,120.3,127.7,Singapore 1986,
1987,1987,WPR,Western Pacific,SGP,Singapore,AGE25-PLUS,Female,123.6,120.1,127.2,Singapore 1987,
1992,1992,WPR,Western Pacific,SGP,Singapore,AGE25-PLUS,Female,122.8,119.7,125.7,Singapore 1992,
