"","AreaName","ItemName","ElementName","Value","DerivedFrom","CO2RR","CO2SE","VegOrMeat","order","countrycode","CO2.SE.weighted","protein.amb.cal","proteinCO2","protein.cal.CO2"
"255","Africa","Pulses, Other and products","Protein supply quantity (g/capita/day)",4,"Pulse",0.9701329595,0.0442203974233508,"Veg",2,"AFRICA",0.0312870967724654,17,3.880531838,16.4922603115
"256","Africa","Palm kernels","Protein supply quantity (g/capita/day)",0,"Oil",1.00125130270504,0.0150475664700888,"Veg",2,"AFRICA",0,0,0,0
"257","Africa","Palm Oil","Protein supply quantity (g/capita/day)",0,"Oil",1.00125130270504,0.0150475664700888,"Veg",2,"AFRICA",0,0,0,0
"258","Africa","Fats, Animals, Raw","Protein supply quantity (g/capita/day)",0,"nonveg",1,0,"nonveg",2,"AFRICA",0,0,0,0
"259","Africa","Sorghum and products","Protein supply quantity (g/capita/day)",4,"Sorghum",1.00261891758065,0.0238594868227217,"Veg",2,"AFRICA",0.00910840178309809,17,4.0104756703226,17.0445215988711
"260","Africa","Sweet potatoes","Protein supply quantity (g/capita/day)",1,"Root",0.940980303366666,0.0211127441867069,"Veg",2,"AFRICA",0.000445747967093326,4.25,0.940980303366666,3.99916628930833
"261","Africa","Oats","Protein supply quantity (g/capita/day)",0,"C3",0.915265392641176,0.0190588912548012,"Veg",2,"AFRICA",0,0,0,0
"262","Africa","Olives (including preserved)","Protein supply quantity (g/capita/day)",0,"Oil",1.00125130270504,0.0150475664700888,"Veg",2,"AFRICA",0,0,0,0
"263","Africa","Fish, Liver Oil","Protein supply quantity (g/capita/day)",0,"nonveg",1,0,"nonveg",2,"AFRICA",0,0,0,0
"265","Africa","Aquatic Plants","Protein supply quantity (g/capita/day)",0,"Veg",0.83109783,0.0229918382760213,"Veg",2,"AFRICA",0,0,0,0
"266","Africa","Pineapples and products","Protein supply quantity (g/capita/day)",0,"Veg",0.83109783,0.0229918382760213,"Veg",2,"AFRICA",0,0,0,0
"267","Africa","Coffee and products","Protein supply quantity (g/capita/day)",0,"Veg",0.83109783,0.0229918382760213,"Veg",2,"AFRICA",0,0,0,0
"268","Africa","Dates","Protein supply quantity (g/capita/day)",0,"Veg",0.83109783,0.0229918382760213,"Veg",2,"AFRICA",0,0,0,0
"269","Africa","Roots, Other","Protein supply quantity (g/capita/day)",0,"Root",0.940980303366666,0.0211127441867069,"Veg",2,"AFRICA",0,0,0,0
"270","Africa","Bananas","Protein supply quantity (g/capita/day)",0,"Veg",0.83109783,0.0229918382760213,"Veg",2,"AFRICA",0,0,0,0
"271","Africa","Groundnuts (Shelled Eq)","Protein supply quantity (g/capita/day)",2,"Oil",1.00125130270504,0.0150475664700888,"Veg",2,"AFRICA",0.000905717026686963,8.5,2.00250260541008,8.51063607299284
"272","Africa","Peas","Protein supply quantity (g/capita/day)",0,"Peas",0.969286173217391,0.104739889965233,"Veg",2,"AFRICA",0,0,0,0
"273","Africa","Beverages, Fermented","Protein supply quantity (g/capita/day)",0,"nonveg",1,0,"nonveg",2,"AFRICA",0,0,0,0
"274","Africa","Marine Fish, Other","Protein supply quantity (g/capita/day)",0,"nonveg",1,0,"nonveg",2,"AFRICA",0,0,0,0
"275","Africa","Molluscs, Other","Protein supply quantity (g/capita/day)",0,"nonveg",1,0,"nonveg",2,"AFRICA",0,0,0,0
"276","Africa","Rice (Milled Equivalent)","Protein supply quantity (g/capita/day)",5,"Rice",0.924991483223464,0.0176579829645862,"Veg",2,"AFRICA",0.00779510905944041,21.25,4.62495741611732,19.6560690184986
"277","Africa","Cocoa Beans and products","Protein supply quantity (g/capita/day)",0,"Oil",1.00125130270504,0.0150475664700888,"Veg",2,"AFRICA",0,0,0,0
"278","Africa","Pimento","Protein supply quantity (g/capita/day)",0,"Veg",0.83109783,0.0229918382760213,"Veg",2,"AFRICA",0,0,0,0
"279","Africa","Sesame seed","Protein supply quantity (g/capita/day)",0,"Oil",1.00125130270504,0.0150475664700888,"Veg",2,"AFRICA",0,0,0,0
"280","Africa","Aquatic Animals, Others","Protein supply quantity (g/capita/day)",0,"nonveg",1,0,"nonveg",2,"AFRICA",0,0,0,0
"281","Africa","Tea (including mate)","Protein supply quantity (g/capita/day)",0,"nonveg",1,0,"nonveg",2,"AFRICA",0,0,0,0
"282","Africa","Plantains","Protein supply quantity (g/capita/day)",0,"Veg",0.83109783,0.0229918382760213,"Veg",2,"AFRICA",0,0,0,0
"283","Africa","Pepper","Protein supply quantity (g/capita/day)",0,"Veg",0.83109783,0.0229918382760213,"Veg",2,"AFRICA",0,0,0,0
"285","Africa","Pelagic Fish","Protein supply quantity (g/capita/day)",1,"nonveg",1,0,"nonveg",2,"AFRICA",0,4.25,1,4.25
"286","Africa","Wine","Protein supply quantity (g/capita/day)",0,"nonveg",1,0,"nonveg",2,"AFRICA",0,0,0,0
"287","Africa","Lemons, Limes and products","Protein supply quantity (g/capita/day)",0,"Veg",0.83109783,0.0229918382760213,"Veg",2,"AFRICA",0,0,0,0
"288","Albania","Oilcrops Oil, Other","Protein supply quantity (g/capita/day)",0,"Oil",1.00125130270504,0.0150475664700888,"Veg",3,"ALB",0,0,0,0
"289","Albania","Sunflowerseed Oil","Protein supply quantity (g/capita/day)",0,"Oil",1.00125130270504,0.0150475664700888,"Veg",3,"ALB",0,0,0,0
"290","Albania","Onions","Protein supply quantity (g/capita/day)",1,"Veg",0.83109783,0.0229918382760213,"Veg",3,"ALB",0.000528624627310718,4.25,0.83109783,3.5321657775
"291","Albania","Rye and products","Protein supply quantity (g/capita/day)",0,"C3",0.915265392641176,0.0190588912548012,"Veg",3,"ALB",0,0,0,0
"292","Albania","Apples and products","Protein supply quantity (g/capita/day)",0,"Veg",0.83109783,0.0229918382760213,"Veg",3,"ALB",0,0,0,0
"293","Albania","Olives (including preserved)","Protein supply quantity (g/capita/day)",1,"Oil",1.00125130270504,0.0150475664700888,"Veg",3,"ALB",0.000226429256671741,4.25,1.00125130270504,4.25531803649642
"294","Albania","Fruits, Other","Protein supply quantity (g/capita/day)",1,"Veg",0.83109783,0.0229918382760213,"Veg",3,"ALB",0.000528624627310718,4.25,0.83109783,3.5321657775
"295","Albania","Tomatoes and products","Protein supply quantity (g/capita/day)",1,"Veg",0.83109783,0.0229918382760213,"Veg",3,"ALB",0.000528624627310718,4.25,0.83109783,3.5321657775
"296","Albania","Grapes and products (excl wine)","Protein supply quantity (g/capita/day)",1,"Veg",0.83109783,0.0229918382760213,"Veg",3,"ALB",0.000528624627310718,4.25,0.83109783,3.5321657775
"297","Albania","Lemons, Limes and products","Protein supply quantity (g/capita/day)",0,"Veg",0.83109783,0.0229918382760213,"Veg",3,"ALB",0,0,0,0
"298","Albania","Potatoes and products","Protein supply quantity (g/capita/day)",2,"Root",0.940980303366666,0.0211127441867069,"Veg",3,"ALB",0.0017829918683733,8.5,1.88196060673333,7.99833257861666
"299","Albania","Coconuts - Incl Copra","Protein supply quantity (g/capita/day)",0,"Oil",1.00125130270504,0.0150475664700888,"Veg",3,"ALB",0,0,0,0
"300","Albania","Bananas","Protein supply quantity (g/capita/day)",0,"Veg",0.83109783,0.0229918382760213,"Veg",3,"ALB",0,0,0,0
"301","Albania","Peas","Protein supply quantity (g/capita/day)",0,"Peas",0.969286173217391,0.104739889965233,"Veg",3,"ALB",0,0,0,0
"302","Albania","Coffee and products","Protein supply quantity (g/capita/day)",0,"Veg",0.83109783,0.0229918382760213,"Veg",3,"ALB",0,0,0,0
"303","Albania","Cocoa Beans and products","Protein supply quantity (g/capita/day)",0,"Oil",1.00125130270504,0.0150475664700888,"Veg",3,"ALB",0,0,0,0
"304","Albania","Honey","Protein supply quantity (g/capita/day)",0,"nonveg",1,0,"nonveg",3,"ALB",0,0,0,0
"305","Albania","Pulses, Other and products","Protein supply quantity (g/capita/day)",0,"Pulse",0.9701329595,0.0442203974233508,"Veg",3,"ALB",0,0,0,0
"306","Albania","Oranges, Mandarines","Protein supply quantity (g/capita/day)",0,"Veg",0.83109783,0.0229918382760213,"Veg",3,"ALB",0,0,0,0
"307","Albania","Beans","Protein supply quantity (g/capita/day)",3,"Beans",0.96018227925,0.0449272691775596,"Veg",3,"ALB",0.0181661356417761,12.75,2.88054683775,12.2423240604375
"308","Albania","Aquatic Plants","Protein supply quantity (g/capita/day)",0,"Veg",0.83109783,0.0229918382760213,"Veg",3,"ALB",0,0,0,0
"309","Albania","Tea (including mate)","Protein supply quantity (g/capita/day)",0,"nonveg",1,0,"nonveg",3,"ALB",0,0,0,0
"310","Albania","Citrus, Other","Protein supply quantity (g/capita/day)",0,"Veg",0.83109783,0.0229918382760213,"Veg",3,"ALB",0,0,0,0
"311","Albania","Maize and products","Protein supply quantity (g/capita/day)",1,"Maize",0.956870944,0.0585431094272955,"Veg",3,"ALB",0.0034272956614163,4.25,0.956870944,4.066701512
"312","Albania","Pigmeat","Protein supply quantity (g/capita/day)",2,"nonveg",1,0,"nonveg",3,"ALB",0,8.5,2,8.5
"313","Albania","Meat, Other","Protein supply quantity (g/capita/day)",0,"nonveg",1,0,"nonveg",3,"ALB",0,0,0,0
"314","Albania","Beer","Protein supply quantity (g/capita/day)",0,"nonveg",1,0,"nonveg",3,"ALB",0,0,0,0
"315","Albania","Poultry Meat","Protein supply quantity (g/capita/day)",5,"nonveg",1,0,"nonveg",3,"ALB",0,21.25,5,21.25
"316","Albania","Cephalopods","Protein supply quantity (g/capita/day)",0,"nonveg",1,0,"nonveg",3,"ALB",0,0,0,0
"317","Albania","Demersal Fish","Protein supply quantity (g/capita/day)",0,"nonveg",1,0,"nonveg",3,"ALB",0,0,0,0
"318","Albania","Grapefruit and products","Protein supply quantity (g/capita/day)",0,"Veg",0.83109783,0.0229918382760213,"Veg",3,"ALB",0,0,0,0
"319","Albania","Barley and products","Protein supply quantity (g/capita/day)",0,"Barley",0.861118902,0.0259112120197859,"Veg",3,"ALB",0,0,0,0
"320","Albania","Pelagic Fish","Protein supply quantity (g/capita/day)",1,"nonveg",1,0,"nonveg",3,"ALB",0,4.25,1,4.25
"321","Albania","Fish, Liver Oil","Protein supply quantity (g/capita/day)",0,"nonveg",1,0,"nonveg",3,"ALB",0,0,0,0
"322","Albania","Bovine Meat","Protein supply quantity (g/capita/day)",6,"nonveg",1,0,"nonveg",3,"ALB",0,25.5,6,25.5
"323","Albania","Crustaceans","Protein supply quantity (g/capita/day)",0,"nonveg",1,0,"nonveg",3,"ALB",0,0,0,0
"324","Albania","Spices, Other","Protein supply quantity (g/capita/day)",0,"Veg",0.83109783,0.0229918382760213,"Veg",3,"ALB",0,0,0,0
"325","Albania","Fish, Body Oil","Protein supply quantity (g/capita/day)",0,"nonveg",1,0,"nonveg",3,"ALB",0,0,0,0
"326","Albania","Pimento","Protein supply quantity (g/capita/day)",0,"Veg",0.83109783,0.0229918382760213,"Veg",3,"ALB",0,0,0,0
"327","Albania","Pepper","Protein supply quantity (g/capita/day)",0,"Veg",0.83109783,0.0229918382760213,"Veg",3,"ALB",0,0,0,0
"328","Albania","Rape and Mustardseed","Protein supply quantity (g/capita/day)",0,"Mustard",0.960392799590909,0.0951416018385209,"Veg",3,"ALB",0,0,0,0
"329","Albania","Mutton & Goat Meat","Protein supply quantity (g/capita/day)",3,"nonveg",1,0,"nonveg",3,"ALB",0,12.75,3,12.75
"330","Albania","Groundnuts (Shelled Eq)","Protein supply quantity (g/capita/day)",0,"Oil",1.00125130270504,0.0150475664700888,"Veg",3,"ALB",0,0,0,0
"331","Albania","Dates","Protein supply quantity (g/capita/day)",0,"Veg",0.83109783,0.0229918382760213,"Veg",3,"ALB",0,0,0,0
"332","Albania","Marine Fish, Other","Protein supply quantity (g/capita/day)",0,"nonveg",1,0,"nonveg",3,"ALB",0,0,0,0
"333","Albania","Aquatic Animals, Others","Protein supply quantity (g/capita/day)",0,"nonveg",1,0,"nonveg",3,"ALB",0,0,0,0
"335","Albania","Sweet potatoes","Protein supply quantity (g/capita/day)",0,"Root",0.940980303366666,0.0211127441867069,"Veg",3,"ALB",0,0,0,0
"336","Albania","Molluscs, Other","Protein supply quantity (g/capita/day)",0,"nonveg",1,0,"nonveg",3,"ALB",0,0,0,0
"337","Albania","Wheat and products","Protein supply quantity (g/capita/day)",34,"Wheat",0.920571043841237,0.0253603990315093,"Veg",3,"ALB",0.743481213927209,144.5,31.2994154906021,133.022515835059
"338","Albania","Fats, Animals, Raw","Protein supply quantity (g/capita/day)",0,"nonveg",1,0,"nonveg",3,"ALB",0,0,0,0
"340","Albania","Freshwater Fish","Protein supply quantity (g/capita/day)",0,"nonveg",1,0,"nonveg",3,"ALB",0,0,0,0
"341","Albania","Rice (Milled Equivalent)","Protein supply quantity (g/capita/day)",1,"Rice",0.924991483223464,0.0176579829645862,"Veg",3,"ALB",0.000311804362377617,4.25,0.924991483223464,3.93121380369972
"342","Albania","Cream","Protein supply quantity (g/capita/day)",0,"nonveg",1,0,"nonveg",3,"ALB",0,0,0,0
"343","Albania","Butter, Ghee","Protein supply quantity (g/capita/day)",0,"nonveg",1,0,"nonveg",3,"ALB",0,0,0,0
"344","Algeria","Pineapples and products","Protein supply quantity (g/capita/day)",0,"Veg",0.83109783,0.0229918382760213,"Veg",4,"DZA",0,0,0,0
"345","Algeria","Honey","Protein supply quantity (g/capita/day)",0,"nonveg",1,0,"nonveg",4,"DZA",0,0,0,0
"346","Algeria","Grapefruit and products","Protein supply quantity (g/capita/day)",0,"Veg",0.83109783,0.0229918382760213,"Veg",4,"DZA",0,0,0,0
"347","Algeria","Peas","Protein supply quantity (g/capita/day)",0,"Peas",0.969286173217391,0.104739889965233,"Veg",4,"DZA",0,0,0,0
"348","Algeria","Marine Fish, Other","Protein supply quantity (g/capita/day)",0,"nonveg",1,0,"nonveg",4,"DZA",0,0,0,0
"350","Algeria","Coffee and products","Protein supply quantity (g/capita/day)",1,"Veg",0.83109783,0.0229918382760213,"Veg",4,"DZA",0.000528624627310718,4.25,0.83109783,3.5321657775
"351","Algeria","Crustaceans","Protein supply quantity (g/capita/day)",0,"nonveg",1,0,"nonveg",4,"DZA",0,0,0,0
"352","Algeria","Lemons, Limes and products","Protein supply quantity (g/capita/day)",0,"Veg",0.83109783,0.0229918382760213,"Veg",4,"DZA",0,0,0,0
"353","Algeria","Fish, Liver Oil","Protein supply quantity (g/capita/day)",0,"nonveg",1,0,"nonveg",4,"DZA",0,0,0,0
"354","Algeria","Spices, Other","Protein supply quantity (g/capita/day)",0,"Veg",0.83109783,0.0229918382760213,"Veg",4,"DZA",0,0,0,0
"355","Algeria","Soyabeans","Protein supply quantity (g/capita/day)",0,"Oil",1.00125130270504,0.0150475664700888,"Veg",4,"DZA",0,0,0,0
"356","Algeria","Bananas","Protein supply quantity (g/capita/day)",0,"Veg",0.83109783,0.0229918382760213,"Veg",4,"DZA",0,0,0,0
"357","Algeria","Cephalopods","Protein supply quantity (g/capita/day)",0,"nonveg",1,0,"nonveg",4,"DZA",0,0,0,0
"358","Algeria","Onions","Protein supply quantity (g/capita/day)",1,"Veg",0.83109783,0.0229918382760213,"Veg",4,"DZA",0.000528624627310718,4.25,0.83109783,3.5321657775
"359","Algeria","Butter, Ghee","Protein supply quantity (g/capita/day)",0,"nonveg",1,0,"nonveg",4,"DZA",0,0,0,0
"360","Algeria","Potatoes and products","Protein supply quantity (g/capita/day)",3,"Root",0.940980303366666,0.0211127441867069,"Veg",4,"DZA",0.00401173170383993,12.75,2.8229409101,11.997498867925
"361","Algeria","Rye and products","Protein supply quantity (g/capita/day)",0,"C3",0.915265392641176,0.0190588912548012,"Veg",4,"DZA",0,0,0,0
"362","Algeria","Maize and products","Protein supply quantity (g/capita/day)",3,"Maize",0.956870944,0.0585431094272955,"Veg",4,"DZA",0.0308456609527467,12.75,2.870612832,12.200104536
"363","Algeria","Fish, Body Oil","Protein supply quantity (g/capita/day)",0,"nonveg",1,0,"nonveg",4,"DZA",0,0,0,0
"364","Algeria","Rice (Milled Equivalent)","Protein supply quantity (g/capita/day)",0,"Rice",0.924991483223464,0.0176579829645862,"Veg",4,"DZA",0,0,0,0
"365","Algeria","Oilcrops Oil, Other","Protein supply quantity (g/capita/day)",0,"Oil",1.00125130270504,0.0150475664700888,"Veg",4,"DZA",0,0,0,0
"366","Algeria","Aquatic Plants","Protein supply quantity (g/capita/day)",0,"Veg",0.83109783,0.0229918382760213,"Veg",4,"DZA",0,0,0,0
"367","Algeria","Rape and Mustardseed","Protein supply quantity (g/capita/day)",0,"Mustard",0.960392799590909,0.0951416018385209,"Veg",4,"DZA",0,0,0,0
"368","Algeria","Pulses, Other and products","Protein supply quantity (g/capita/day)",3,"Pulse",0.9701329595,0.0442203974233508,"Veg",4,"DZA",0.0175989919345118,12.75,2.9103988785,12.369195233625
"369","Algeria","Roots, Other","Protein supply quantity (g/capita/day)",0,"Root",0.940980303366666,0.0211127441867069,"Veg",4,"DZA",0,0,0,0
"370","Algeria","Tea (including mate)","Protein supply quantity (g/capita/day)",0,"nonveg",1,0,"nonveg",4,"DZA",0,0,0,0
"371","Algeria","Fruits, Other","Protein supply quantity (g/capita/day)",1,"Veg",0.83109783,0.0229918382760213,"Veg",4,"DZA",0.000528624627310718,4.25,0.83109783,3.5321657775
"372","Algeria","Oranges, Mandarines","Protein supply quantity (g/capita/day)",0,"Veg",0.83109783,0.0229918382760213,"Veg",4,"DZA",0,0,0,0
"373","Algeria","Grapes and products (excl wine)","Protein supply quantity (g/capita/day)",0,"Veg",0.83109783,0.0229918382760213,"Veg",4,"DZA",0,0,0,0
"374","Algeria","Olives (including preserved)","Protein supply quantity (g/capita/day)",0,"Oil",1.00125130270504,0.0150475664700888,"Veg",4,"DZA",0,0,0,0
"375","Algeria","Sorghum and products","Protein supply quantity (g/capita/day)",0,"Sorghum",1.00261891758065,0.0238594868227217,"Veg",4,"DZA",0,0,0,0
"376","Algeria","Apples and products","Protein supply quantity (g/capita/day)",0,"Veg",0.83109783,0.0229918382760213,"Veg",4,"DZA",0,0,0,0
"377","Algeria","Meat, Other","Protein supply quantity (g/capita/day)",0,"nonveg",1,0,"nonveg",4,"DZA",0,0,0,0
"378","Algeria","Dates","Protein supply quantity (g/capita/day)",1,"Veg",0.83109783,0.0229918382760213,"Veg",4,"DZA",0.000528624627310718,4.25,0.83109783,3.5321657775
"379","Algeria","Molluscs, Other","Protein supply quantity (g/capita/day)",0,"nonveg",1,0,"nonveg",4,"DZA",0,0,0,0
"380","Algeria","Citrus, Other","Protein supply quantity (g/capita/day)",0,"Veg",0.83109783,0.0229918382760213,"Veg",4,"DZA",0,0,0,0
"381","Algeria","Tomatoes and products","Protein supply quantity (g/capita/day)",1,"Veg",0.83109783,0.0229918382760213,"Veg",4,"DZA",0.000528624627310718,4.25,0.83109783,3.5321657775
"382","Algeria","Oats","Protein supply quantity (g/capita/day)",0,"C3",0.915265392641176,0.0190588912548012,"Veg",4,"DZA",0,0,0,0
"383","Algeria","Barley and products","Protein supply quantity (g/capita/day)",3,"Barley",0.861118902,0.0259112120197859,"Veg",4,"DZA",0.00604251817500868,12.75,2.583356706,10.9792660005
"384","Algeria","Beans","Protein supply quantity (g/capita/day)",1,"Beans",0.96018227925,0.0449272691775596,"Veg",4,"DZA",0.0020184595157529,4.25,0.96018227925,4.0807746868125
"385","Algeria","Bovine Meat","Protein supply quantity (g/capita/day)",2,"nonveg",1,0,"nonveg",4,"DZA",0,8.5,2,8.5
"386","Algeria","Pelagic Fish","Protein supply quantity (g/capita/day)",1,"nonveg",1,0,"nonveg",4,"DZA",0,4.25,1,4.25
"387","Algeria","Sesame seed","Protein supply quantity (g/capita/day)",0,"Oil",1.00125130270504,0.0150475664700888,"Veg",4,"DZA",0,0,0,0
"388","Algeria","Beer","Protein supply quantity (g/capita/day)",0,"nonveg",1,0,"nonveg",4,"DZA",0,0,0,0
"389","Algeria","Pigmeat","Protein supply quantity (g/capita/day)",0,"nonveg",1,0,"nonveg",4,"DZA",0,0,0,0
"390","Algeria","Rape and Mustard Oil","Protein supply quantity (g/capita/day)",0,"Oil",1.00125130270504,0.0150475664700888,"Veg",4,"DZA",0,0,0,0
"391","Algeria","Wheat and products","Protein supply quantity (g/capita/day)",43,"Wheat",0.920571043841237,0.0253603990315093,"Veg",4,"DZA",1.18918405238011,182.75,39.5845548851732,168.234358261986
"392","Algeria","Cocoa Beans and products","Protein supply quantity (g/capita/day)",0,"Oil",1.00125130270504,0.0150475664700888,"Veg",4,"DZA",0,0,0,0
"393","Algeria","Groundnuts (Shelled Eq)","Protein supply quantity (g/capita/day)",0,"Oil",1.00125130270504,0.0150475664700888,"Veg",4,"DZA",0,0,0,0
"394","Algeria","Pepper","Protein supply quantity (g/capita/day)",0,"Veg",0.83109783,0.0229918382760213,"Veg",4,"DZA",0,0,0,0
"395","Algeria","Coconuts - Incl Copra","Protein supply quantity (g/capita/day)",0,"Oil",1.00125130270504,0.0150475664700888,"Veg",4,"DZA",0,0,0,0
"396","Algeria","Pimento","Protein supply quantity (g/capita/day)",0,"Veg",0.83109783,0.0229918382760213,"Veg",4,"DZA",0,0,0,0
"398","Algeria","Mutton & Goat Meat","Protein supply quantity (g/capita/day)",3,"nonveg",1,0,"nonveg",4,"DZA",0,12.75,3,12.75
"399","Algeria","Freshwater Fish","Protein supply quantity (g/capita/day)",0,"nonveg",1,0,"nonveg",4,"DZA",0,0,0,0
"400","Algeria","Cloves","Protein supply quantity (g/capita/day)",0,"Veg",0.83109783,0.0229918382760213,"Veg",4,"DZA",0,0,0,0
"401","Algeria","Poultry Meat","Protein supply quantity (g/capita/day)",2,"nonveg",1,0,"nonveg",4,"DZA",0,8.5,2,8.5
"402","Algeria","Demersal Fish","Protein supply quantity (g/capita/day)",0,"nonveg",1,0,"nonveg",4,"DZA",0,0,0,0
"403","Algeria","Fats, Animals, Raw","Protein supply quantity (g/capita/day)",0,"nonveg",1,0,"nonveg",4,"DZA",0,0,0,0
"404","Americas","Oats","Protein supply quantity (g/capita/day)",0,"C3",0.915265392641176,0.0190588912548012,"Veg",5,"Americas",0,0,0,0
"405","Americas","Pelagic Fish","Protein supply quantity (g/capita/day)",1,"nonveg",1,0,"nonveg",5,"Americas",0,4.25,1,4.25
"406","Americas","Peas","Protein supply quantity (g/capita/day)",0,"Peas",0.969286173217391,0.104739889965233,"Veg",5,"Americas",0,0,0,0
"407","Americas","Fish, Body Oil","Protein supply quantity (g/capita/day)",0,"nonveg",1,0,"nonveg",5,"Americas",0,0,0,0
"408","Americas","Meat, Other","Protein supply quantity (g/capita/day)",0,"nonveg",1,0,"nonveg",5,"Americas",0,0,0,0
"409","Americas","Wine","Protein supply quantity (g/capita/day)",0,"nonveg",1,0,"nonveg",5,"Americas",0,0,0,0
"410","Americas","Apples and products","Protein supply quantity (g/capita/day)",0,"Veg",0.83109783,0.0229918382760213,"Veg",5,"Americas",0,0,0,0
"411","Americas","Pepper","Protein supply quantity (g/capita/day)",0,"Veg",0.83109783,0.0229918382760213,"Veg",5,"Americas",0,0,0,0
"412","Americas","Grapefruit and products","Protein supply quantity (g/capita/day)",0,"Veg",0.83109783,0.0229918382760213,"Veg",5,"Americas",0,0,0,0
"414","Americas","Lemons, Limes and products","Protein supply quantity (g/capita/day)",0,"Veg",0.83109783,0.0229918382760213,"Veg",5,"Americas",0,0,0,0
"415","Americas","Soyabeans","Protein supply quantity (g/capita/day)",1,"Oil",1.00125130270504,0.0150475664700888,"Veg",5,"Americas",0.000226429256671741,4.25,1.00125130270504,4.25531803649642
"416","Americas","Aquatic Animals, Others","Protein supply quantity (g/capita/day)",0,"nonveg",1,0,"nonveg",5,"Americas",0,0,0,0
"417","Americas","Honey","Protein supply quantity (g/capita/day)",0,"nonveg",1,0,"nonveg",5,"Americas",0,0,0,0
"419","Americas","Sugar beet","Protein supply quantity (g/capita/day)",0,"Root",0.940980303366666,0.0211127441867069,"Veg",5,"Americas",0,0,0,0
"420","Americas","Sesameseed Oil","Protein supply quantity (g/capita/day)",0,"Oil",1.00125130270504,0.0150475664700888,"Veg",5,"Americas",0,0,0,0
"421","Americas","Fish, Liver Oil","Protein supply quantity (g/capita/day)",0,"nonveg",1,0,"nonveg",5,"Americas",0,0,0,0
"422","Americas","Coconuts - Incl Copra","Protein supply quantity (g/capita/day)",0,"Oil",1.00125130270504,0.0150475664700888,"Veg",5,"Americas",0,0,0,0
"423","Americas","Plantains","Protein supply quantity (g/capita/day)",0,"Veg",0.83109783,0.0229918382760213,"Veg",5,"Americas",0,0,0,0
"424","Americas","Bovine Meat","Protein supply quantity (g/capita/day)",11,"nonveg",1,0,"nonveg",5,"Americas",0,46.75,11,46.75
"425","Americas","Groundnuts (Shelled Eq)","Protein supply quantity (g/capita/day)",1,"Oil",1.00125130270504,0.0150475664700888,"Veg",5,"Americas",0.000226429256671741,4.25,1.00125130270504,4.25531803649642
"426","Americas","Rye and products","Protein supply quantity (g/capita/day)",0,"C3",0.915265392641176,0.0190588912548012,"Veg",5,"Americas",0,0,0,0
"427","Americas","Citrus, Other","Protein supply quantity (g/capita/day)",0,"Veg",0.83109783,0.0229918382760213,"Veg",5,"Americas",0,0,0,0
"428","Americas","Olives (including preserved)","Protein supply quantity (g/capita/day)",0,"Oil",1.00125130270504,0.0150475664700888,"Veg",5,"Americas",0,0,0,0
"429","Americas","Sesame seed","Protein supply quantity (g/capita/day)",0,"Oil",1.00125130270504,0.0150475664700888,"Veg",5,"Americas",0,0,0,0
"430","Americas","Bananas","Protein supply quantity (g/capita/day)",0,"Veg",0.83109783,0.0229918382760213,"Veg",5,"Americas",0,0,0,0
"431","Americas","Aquatic Plants","Protein supply quantity (g/capita/day)",0,"Veg",0.83109783,0.0229918382760213,"Veg",5,"Americas",0,0,0,0
"432","Americas","Pigmeat","Protein supply quantity (g/capita/day)",5,"nonveg",1,0,"nonveg",5,"Americas",0,21.25,5,21.25
"433","Americas","Freshwater Fish","Protein supply quantity (g/capita/day)",1,"nonveg",1,0,"nonveg",5,"Americas",0,4.25,1,4.25
"434","Americas","Oilcrops, Other","Protein supply quantity (g/capita/day)",0,"Oil",1.00125130270504,0.0150475664700888,"Veg",5,"Americas",0,0,0,0
"435","Americas","Sugar non-centrifugal","Protein supply quantity (g/capita/day)",0,"Veg",0.83109783,0.0229918382760213,"Veg",5,"Americas",0,0,0,0
"436","Americas","Rice (Milled Equivalent)","Protein supply quantity (g/capita/day)",4,"Rice",0.924991483223464,0.0176579829645862,"Veg",5,"Americas",0.00498886979804186,17,3.69996593289386,15.7248552147989
"437","Americas","Maize Germ Oil","Protein supply quantity (g/capita/day)",0,"Oil",1.00125130270504,0.0150475664700888,"Veg",5,"Americas",0,0,0,0
"438","Americas","Oranges, Mandarines","Protein supply quantity (g/capita/day)",0,"Veg",0.83109783,0.0229918382760213,"Veg",5,"Americas",0,0,0,0
"439","Americas","Fats, Animals, Raw","Protein supply quantity (g/capita/day)",0,"nonveg",1,0,"nonveg",5,"Americas",0,0,0,0
"440","Americas","Cassava and products","Protein supply quantity (g/capita/day)",0,"Root",0.940980303366666,0.0211127441867069,"Veg",5,"Americas",0,0,0,0
"441","Americas","Cream","Protein supply quantity (g/capita/day)",0,"nonveg",1,0,"nonveg",5,"Americas",0,0,0,0
