plantorder,plantnumber,type,plant,ambient,elevated,facility,field01,fieldpots,percent_decrease_N,replicate_facilities,SE,Var,aN,eN,SE_a,SE_e,watering,nitrogen,other,cultivar,concatenate,Author,site_of_expt,year_of_experiment,Sitecode,yearcode,exclude,notes
2,2,C3_cereal,rice,350,700,GC,0,pots,0.881217086,1,0.043385696,0.001882319,1.709,1.506,0.0415,0.0645,NA,2,[P]_=_120,default,"2-University_of_Western_Sydney,_Australia700NANAambientNA[P]_=_120",Seneweera_et_al_1996_Seneweera_&_Conroy_1997_,"University_of_Western_Sydney,_Australia",,UWS,1,ok,
2,2,C3_cereal,rice,350,700,GC,0,pots,0.882733149,1,0.048326717,0.002335472,2.166,1.912,0.051,0.0945,NA,2,[P]_=_30,default,"2-University_of_Western_Sydney,_Australia700NANAambientNA[P]_=_30",Seneweera_et_al_1996_Seneweera_&_Conroy_1997_,"University_of_Western_Sydney,_Australia",,UWS,1,no_samplesize,
2,2,C3_cereal,rice,350,700,GC,0,pots,0.838810642,1,0.037097019,0.001376189,1.917,1.608,0.081,0.021,NA,2,[P]_=_60,default,"2-University_of_Western_Sydney,_Australia700NANAambientNA[P]_=_60",Seneweera_et_al_1996_Seneweera_&_Conroy_1997_,"University_of_Western_Sydney,_Australia",,UWS,1,ok,
2,2,C3_cereal,rice,350,700,GC,0,pots,0.778023192,1,0.058347155,0.00340439,1.811,1.409,0.1,0.0715,NA,2,[P]=240,default,"2-University_of_Western_Sydney,_Australia700NANAambientNA[P]=240",Seneweera_et_al_1996_Seneweera_&_Conroy_1997_,"University_of_Western_Sydney,_Australia",,UWS,1,no_samplesize,
2,2,C3_cereal,rice,350,700,GC,0,pots,1,1,0.10724033,0.011500488,1.6,1.6,0.159,0.0645,NA,2,[P]_=_480,default,"2-University_of_Western_Sydney,_Australia700NANAambientNA[P]_=_480",Seneweera_et_al_1996_Seneweera_&_Conroy_1997_,"University_of_Western_Sydney,_Australia",,UWS,1,ok,
2,2,C3_cereal,rice,370,700,GC,0,pots,0.721623668,1,0.093099971,0.008667605,17.171,12.391,1.1755,1.355,NA,2,,default,"2-University_of_Western_Sydney,_Australia700NANAambientNA",Seneweera_et_al_2011,"University_of_Western_Sydney,_Australia",,UWS,2,ok,
2,2,C3_cereal,rice,350,550,FACE,1,field,0.933330684,6,0.029538452,0.00087252,75.492,70.459,1.313,1.863,NA,2,,default,"2-Wuxi_Experimental_Station,_Jiangsu_Province,_China2002-2003550NANAambientmedium",Yang_et_al_2007,"Wuxi_Experimental_Station,_Jiangsu_Province,_China",2002-2003,Wuxi,1,ok,
2,2,C3_cereal,rice,350,550,FACE,1,field,0.950618503,9,0.030942474,0.000957437,70.897,67.396,1.5315,1.641,NA,1,,default,"2-Wuxi_Experimental_Station,_Jiangsu_Province,_China2001-2003550NANAambientlow",Yang_et_al_2007,"Wuxi_Experimental_Station,_Jiangsu_Province,_China",2001-2003,Wuxi,1,ok,
2,2,C3_cereal,rice,350,550,FACE,1,field,0.936461647,9,0.031326664,0.00098136,79.212,74.179,1.754,1.86,NA,3,,default,"2-Wuxi_Experimental_Station,_Jiangsu_Province,_China2001-2003550NANAambienthigh",Yang_et_al_2007,"Wuxi_Experimental_Station,_Jiangsu_Province,_China",2001-2003,Wuxi,1,ok,
3,3,C3_cereal,barley,384,718,OTC,0,pots,0.7604,2,0.062913908,0.00395816,21.7,16.5,,,NA,2,,alexis,"3-Braunschweig,_Germany1992718NAalexisambientNA",Manderscheid_et_al_1995_,"Braunschweig,_Germany",1992,Brau,1,ok,
3,3,C3_cereal,barley,384,718,OTC,0,pots,0.8242,2,0.096593353,0.009330276,27.3,22.5,,,NA,2,,arena,"3-Braunschweig,_Germany1992718NAarenaambientNA",Manderscheid_et_al_1995_,"Braunschweig,_Germany",1992,Brau,1,ok,
3,3,C3_cereal,barley,365,700,OTC,0,pots,0.852272727,2,0.069057157,0.004768891,2.64,2.25,,,NA,3,,Franken_1930,"3-Braunschweig,_Germany1995700NAFranken_1930ambienthigh",Weigel_and_Manderscheid_2005,"Braunschweig,_Germany",1995,Brau,3,no_SE,
3,3,C3_cereal,barley,365,700,OTC,0,pots,0.850877193,2,0.069647848,0.004850823,2.28,1.94,,,NA,3,,Baronesse_1989,"3-Braunschweig,_Germany1995700NABaronesse_1989ambienthigh",Weigel_and_Manderscheid_2005,"Braunschweig,_Germany",1995,Brau,3,no_SE,
3,3,C3_cereal,barley,365,700,OTC,0,pots,0.935222672,2,0.038063599,0.001448838,2.47,2.31,,,NA,3,,Krona_1990,"3-Braunschweig,_Germany1995700NAKrona_1990ambienthigh",Weigel_and_Manderscheid_2005,"Braunschweig,_Germany",1995,Brau,3,ok,
3,3,C3_cereal,barley,365,700,OTC,0,pots,0.887550201,2,0.053718942,0.002885725,2.49,2.21,,,NA,3,,Intensiv_1921,"3-Braunschweig,_Germany1995700NAIntensiv_1921ambienthigh",Weigel_and_Manderscheid_2005,"Braunschweig,_Germany",1995,Brau,3,ok,
3,3,C3_cereal,barley,365,700,OTC,0,pots,0.882352941,2,0.056026915,0.003139015,2.21,1.95,,,NA,3,,alexis,"3-Braunschweig,_Germany1995700NAalexisambienthigh",Weigel_and_Manderscheid_2005,"Braunschweig,_Germany",1995,Brau,3,ok,
3,3,C3_cereal,barley,365,700,OTC,0,pots,0.810169492,2,0.086317133,0.007450647,2.95,2.39,,,NA,3,,Heines_Hanna_1899,"3-Braunschweig,_Germany1995700NAHeines_Hanna_1899ambienthigh",Weigel_and_Manderscheid_2005,"Braunschweig,_Germany",1995,Brau,3,ok,
3,3,C3_cereal,barley,380,550,FACE,1,field,0.834710744,2,0.045299964,0.002052087,121,101,,,NA,3,,theresa,"3-Braunschweig,_Germany1999/2000550NAtheresaambienthigh",Wroblewitz_et_al_2013_,"Braunschweig,_Germany",1999/2000,Brau,4,ok,
3,3,C3_cereal,barley,380,550,FACE,1,field,0.822222222,2,0.048322587,0.002335072,99,81.4,,,NA,1,,theresa,"3-Braunschweig,_Germany1999/2000550NAtheresaambientlow",Wroblewitz_et_al_2013_,"Braunschweig,_Germany",1999/2000,Brau,4,ok,
3,3,C3_cereal,barley,370,550,FACE,1,field,0.897959184,2,0.049047628,0.00240567,1.96,1.76,,,NA,3,,eckendorfer_mammut,"3-Braunschweig,_Germany1999/2000550NAeckendorfer_mammutambienthigh",Manderscheid_et_al_2001,"Braunschweig,_Germany",1999/2000,Brau,4,ok,"1998_is_pot,_1999_is_field_grown"
3,3,C3_cereal,barley,370,550,FACE,1,field,0.824742268,2,0.080476348,0.006476443,1.94,1.6,,,NA,1,,eckendorfer_mammut,"3-Braunschweig,_Germany1999/2000550NAeckendorfer_mammutambientlow",Manderscheid_et_al_2001,"Braunschweig,_Germany",1999/2000,Brau,4,ok,
3,3,C3_cereal,barley,375,550,FACE,1,field,0.891774892,2,0.030732553,0.00094449,92.4,82.4,,,NA,1,,theresa,"3-Braunschweig,_Germany2002/2003550NAtheresaambientlow",Wroblewitz_et_al_2013_,"Braunschweig,_Germany",2002/2003,Brau,6,ok,"1998_is_pot,_1999_is_field_grown"
3,3,C3_cereal,barley,375,550,FACE,1,field,0.884545455,2,0.032644454,0.00106566,110,97.3,,,NA,3,,theresa,"3-Braunschweig,_Germany2002/2003550NAtheresaambienthigh",Wroblewitz_et_al_2013_,"Braunschweig,_Germany",2002/2003,Brau,6,ok,
3,3,C3_cereal,barley,350,700,GH,0,pots,0.835312339,1,0.020180322,0.000407245,1.937,1.618,0.03,0.03,NA,1,,default,"3-Cambridge,_UK1990700NANAambientlow",Thompson_and_Woodward_1994,"Cambridge,_UK",1990,Camb,1,no_samplesize,
3,3,C3_cereal,barley,350,700,GH,0,pots,0.854777673,1,0.024700554,0.000610117,2.114,1.807,0.05,0.03,NA,2,,default,"3-Cambridge,_UK1990700NANAambientmedium",Thompson_and_Woodward_1994,"Cambridge,_UK",1990,Camb,1,no_samplesize,
3,3,C3_cereal,barley,350,700,GH,0,pots,0.853833866,1,0.020838001,0.000434222,2.504,2.138,0.05,0.03,NA,3,,default,"3-Cambridge,_UK1990700NANAambienthigh",Thompson_and_Woodward_1994,"Cambridge,_UK",1990,Camb,1,ok,
3,3,C3_cereal,barley,365,650,OTC,0,pots,0.729166667,3,0.025008752,0.000625438,1.92,1.4,0.057735027,0.023094011,NA,2,,default,"3-Giessen,_Germany1997650NANAambientmedium",Fangmeier_et_al_2000,"Giessen,_Germany",1997,Gies,2,ok,
3,3,C3_cereal,barley,365,650,OTC,0,pots,0.794285714,3,0.029570654,0.000874424,1.75,1.39,0.06350853,0.011547005,NA,1,,default,"3-Giessen,_Germany1997650NANAambientlow",Fangmeier_et_al_2000,"Giessen,_Germany",1997,Gies,2,ok,
3,3,C3_cereal,barley,380,550,GC,0,pots,0.900653604,3,0.000201334,4.05354E-08,2.373833333,2.135,,,NA,2,,default,"3-Heidfeldhof,_Stuttgart550NAmanyambientNA",Franzaring_et_al_2013,"Heidfeldhof,_Stuttgart",,Heid,5,ok,
3,3,C3_cereal,barley,400,700,GH,0,pots,0.927631579,3,0.021167285,0.000448054,1.52,1.41,,,NA,1,,default,"3-Helsinki,_Finland1992700NANAambientlow",Kleemola_et_al_1994,"Helsinki,_Finland",1992,Helsi,1,ok,
3,3,C3_cereal,barley,400,700,GH,0,pots,0.812227074,3,0.051151973,0.002616524,2.29,1.86,,,NA,3,,default,"3-Helsinki,_Finland1992700NANAambienthigh",Kleemola_et_al_1994,"Helsinki,_Finland",1992,Helsi,1,ok,
3,3,C3_cereal,barley,368,676,OTC,1,field,0.923529412,5,0.075634036,0.005720507,17,15.7,0.5,1.2,NA,2,,default,"3-Saerheim,_Norway676NAambientNA",Sæbø_and_Mortensen_1996,"Saerheim,_Norway",,Saer,1,ok,
4,4,C4_cereal,maize,375,550,FACE,1,field,0.988980716,4,0.048979968,0.002399037,0.9075,0.8975,0.0125,0.042695628,dry,1,,DKC61-19,4-Champaign_Illinois2008550dryDKC61-19ambientlow,,Champaign_Illinois,2008,Illn,6,ok,
4,4,C4_cereal,maize,375,550,FACE,1,field,0.885106383,4,0.06215561,0.00386332,1.175,1.04,0.023979158,0.069880851,dry,2,,DKC61-19,4-Champaign_Illinois2008550dryDKC61-19ambientmedium,,Champaign_Illinois,2008,Illn,6,ok,
4,4,C4_cereal,maize,375,550,FACE,1,field,1.070680628,4,0.077042552,0.005935555,0.955,1.0225,0.025980762,0.068114487,dry,1,,34B43,4-Champaign_Illinois2008550dry34B43ambientlow,,Champaign_Illinois,2008,Illn,6,ok,
4,4,C4_cereal,maize,375,550,FACE,1,field,0.882716049,4,0.049271537,0.002427684,1.215,1.0725,0.06664583,0.011086779,dry,2,,34B43,4-Champaign_Illinois2008550dry34B43ambientmedium,,Champaign_Illinois,2008,Illn,6,ok,
5,5,C3_cereal,rye,380,550,GC,0,pots,0.805,3,0.0006005,3.606E-07,,,,,NA,2,,default,"5-Heidfeldhof,_Stuttgart550NANAambientNA",Franzaring_et_al_2013,"Heidfeldhof,_Stuttgart",,Heid,5,ok,
6,6,C3_cereal,oat,368,676,OTC,1,field,0.963414634,5,0.058225031,0.003390154,16.4,15.8,0.9,0.4,NA,2,,default,"6-Saerheim,_Norway676NANAambientNA",Sæbø_and_Mortensen_1996,"Saerheim,_Norway",,Saer,1,ok,
7,8,C4_cereal,sorghum,364,731,otc,1,field,0.823573017,3,0.060088174,0.003610589,13.49,11.11,,,NA,2,,default,"8-Auburn,_Alabama,_USA1992731NANAambientNA",Prior_et_al_2003_2008,"Auburn,_Alabama,_USA",1992,Alab,1,ok,
7,8,C4_cereal,sorghum,359,707,otc,1,field,1.001321004,3,0.015962123,0.000254789,15.14,15.16,,,NA,2,,default,"8-Auburn,_Alabama,_USA1993707NANAambientNA",Prior_et_al_2003_2008,"Auburn,_Alabama,_USA",1993,Alab,2,ok,
7,8,C4_cereal,sorghum,360,715,OTC,1,field,0.809373021,3,0.051828609,0.002686205,15.79,12.78,,,NA,2,,default,"8-Auburn,_Alabama,_USA1994715NANAambientNA",Prior_et_al_2003_2008,"Auburn,_Alabama,_USA",1994,Alab,3,ok,
7,8,C4_cereal,sorghum,369,561,FACE,1,field,1.022715267,3.5,0.024523292,0.000601392,1.5775,1.613333333,0.01652019,0.034801022,wet,2,,default,"8-Maricopa,_Arizona1998561wetNAambientmedium",,"Maricopa,_Arizona",1998,Mari,3,ok,
7,8,C4_cereal,sorghum,369,561,FACE,1,field,0.957325747,4,0.047459827,0.002252435,1.7575,1.6825,0.049560569,0.068602114,dry,2,,default,"8-Maricopa,_Arizona1998561dryNAambientmedium",,"Maricopa,_Arizona",1998,Mari,3,ok,
7,8,C4_cereal,sorghum,369,561,FACE,1,field,1.068627451,4,0.017125701,0.00029329,1.785,1.9075,0.019364917,0.0225,wet,2,,default,"8-Maricopa,_Arizona1999561wetNAambientmedium",,"Maricopa,_Arizona",1999,Mari,4,ok,
7,8,C4_cereal,sorghum,369,561,FACE,1,field,0.964319249,4,0.038467929,0.001479782,2.6625,2.5675,0.047147817,0.091776449,dry,2,,default,"8-Maricopa,_Arizona1999561dryNAambientmedium",,"Maricopa,_Arizona",1999,Mari,4,ok,
8,501,C3_cereal,spelt,380,550,GC,0,pots,0.824858286,3,0.000191753,3.67692E-08,,,,,NA,2,,default,"501-Heidfeldhof,_Stuttgart550NANAambientNA",Franzaring_et_al_2013,"Heidfeldhof,_Stuttgart",,Heid,5,ok,
8,9,C3_cereal,buckwheat,370,700,OTC,0,pots,0.929889299,2,0.04214797,0.001776451,3.2,2.97,,,NA,2,,default,9-Tohoku_uni_Sendai_Japan2003700NANAambientNA,Miyagi_et_al_2007,Tohoku_uni_Sendai_Japan,2003,Toho,1,no_SE,
9,17,root_vegetable,cassava,360,546,GH,0,pots,0.861728395,1,0.153830124,0.023663707,0.405,0.349,0.05,0.045,NA,1,,default,17-546NANAambientlow,Gleadow_et_al_2009,,,ANUg,1,no_SE,
9,17,root_vegetable,cassava,360,709,GH,0,pots,0.834567901,1,0.117647493,0.013840933,0.405,0.338,0.05,0.023,NA,1,,default,17-709NANAambientlow,Gleadow_et_al_2009,,,ANUg,1,no_SE,
9,17,root_vegetable,cassava,360,709,GH,0,pots,1.054187192,1,0.110893717,0.012297416,0.609,0.642,0.062,0.017,NA,3,,default,17-709NANAambienthigh,Gleadow_et_al_2009,,,ANUg,1,no_SE,
9,17,root_vegetable,cassava,360,546,GH,0,pots,1.385878489,1,0.430974314,0.185738859,0.609,0.844,0.062,0.248,NA,3,,default,17-546NANAambienthigh,Gleadow_et_al_2009,,,ANUg,1,no_SE,
10,18,root_vegetable,potato,367.2,554.3,OTC,0.5,both,0.938,4,0.029798315,0.00088794,1,0.938,,,NA,2,,default,"18-Giessen,_Germany1998,_1999554.3NANAambientNA",Hogy_&_Fangmeier_2009,"Giessen,_Germany","1998,_1999",Gies,3,included below,
10,18,root_vegetable,potato,367.2,671.6,OTC,0.5,both,0.903,4,0.045705835,0.002089023,1,0.903,,,NA,2,,default,"18-Giessen,_Germany1998,_1999671.6NANAambientNA",Hogy_&_Fangmeier_2009,"Giessen,_Germany","1998,_1999",Gies,3,included below,
10,18,root_vegetable,potato,401,429,FACE,1,field,0.976596768,1,,0,0.71464695,0.697921902,,,wet,2,,bintje,,Fangmeier et al. CHIP dataset,"Giessen, Germany",1998,Gies,6,NO_se,
10,18,root_vegetable,potato,373,615.5,OTC,1,field,0.846309044,1,0.05222638,0.002727595,0.933985427,0.790440314,0,0.048778678,wet,2,,bintje,,Fangmeier et al. CHIP dataset,"Giessen, Germany",1998,Gies,6,ok,avg of the two CO2 treatments below as they have no SE
10,18,root_vegetable,potato,373,541,OTC,1,field,0.794082665,1,,0,0.933985427,0.741661636,,,wet,2,,bintje,,Fangmeier et al. CHIP dataset,"Giessen, Germany",1998,Gies,6,NO_se,
10,18,root_vegetable,potato,373,690,OTC,1,field,0.898535424,1,,0,0.933985427,0.839218991,,,wet,2,,bintje,,Fangmeier et al. CHIP dataset,"Giessen, Germany",1998,Gies,6,NO_se,
10,18,root_vegetable,potato,374,491,FACE,1,field,0.931972789,2,0.12386933,0.015343611,0.735,0.685,0.035,0.085,wet,2,,bintje,,Fangmeier et al. CHIP dataset,"Giessen, Germany",1999,Gies,7,ok,
10,18,root_vegetable,potato,380,541,OTC,1,field,0.945,2,0.039777003,0.00158221,1,0.945,0.02,0.035,wet,2,,bintje,,Fangmeier et al. CHIP dataset,"Giessen, Germany",1999,Gies,7,ok,
10,18,root_vegetable,potato,380,708,OTC,1,field,0.88,2,0.0176,0.00030976,1,0.88,0.02,0,wet,2,,bintje,,Fangmeier et al. CHIP dataset,"Giessen, Germany",1999,Gies,7,ok,
10,18,root_vegetable,potato,404,708,OTC,1,field,1.046002191,6,0.090899948,0.008262801,0.91,0.96,0.047216993,0.066695827,wet,2,,bintje,,Fangmeier et al. CHIP dataset,"Göteborg, Sweden",1998,Gote,6,ok,
10,18,root_vegetable,potato,375,550,OTC,1,field,0.879874221,3,0.023195434,0.000538028,0.956617924,0.841703451,0.015378725,0.017585844,wet,2,,bintje,,Fangmeier et al. CHIP dataset,"Jokioinen, Finland",1999,Joko,7,ok,
10,18,root_vegetable,potato,379,680,OTC,1,field,0.980269557,3,0.047716295,0.002276845,1.1995,1.175833333,0.05735271,0.010728985,wet,2,,bintje,,Fangmeier et al. CHIP dataset,"Sutton Bonnington, UK",1998,Sutt,1,ok,
10,18,root_vegetable,potato,379,563,OTC,1,field,0.994720022,3,0.053516312,0.002863996,1.1995,1.193166667,0.05735271,0.02942835,wet,2,,bintje,,Fangmeier et al. CHIP dataset,"Sutton Bonnington, UK",1998,Sutt,1,ok,
10,18,root_vegetable,potato,399,680,OTC,1,field,0.856755758,3,0.067836318,0.004601766,1.353166667,1.159333333,0.10057018,0.03165219,wet,2,,bintje,,Fangmeier et al. CHIP dataset,"Sutton Bonnington, UK",1999,Sutt,2,ok,
10,18,root_vegetable,potato,399,543,OTC,1,field,0.948392659,3,0.083168287,0.006916964,1.353166667,1.283333333,0.10057018,0.059732971,wet,2,,bintje,,Fangmeier et al. CHIP dataset,"Sutton Bonnington, UK",1999,Sutt,2,ok,
10,18,root_vegetable,potato,386,676,OTC,1,field,0.857045016,3,0.036213348,0.001311407,1.532567792,1.313479588,0.05586439,0.028068724,wet,2,,bintje,,Fangmeier et al. CHIP dataset,"Tervuren, Belgium",1998,Terv,1,ok,
10,18,root_vegetable,potato,370,664,OTC,1,field,1.060642786,3,0.059393353,0.00352757,0.917053035,0.972665686,0.046110451,0.023974388,wet,2,,bintje,,Fangmeier et al. CHIP dataset,"Tervuren, Belgium",1999,Terv,2,ok,
11,26,root_vegetable,sugar_beet,315,695,GC,0,pots,1.08,3,0.042201196,0.001780941,100,108,,,NA,2,,default,26-695NANAambientmedium,wolf_1998_sugar_beet,,,Zwolf,1,no_SE,
11,26,root_vegetable,sugar_beet,315,695,GC,0,pots,1.03,3,0.015464532,0.000239152,100,103,,,NA,1,,default,26-695NANAambientlow,wolf_1998_sugar_beet,,,Zwolf,1,ok,
11,26,root_vegetable,sugar_beet,315,695,GC,0,pots,0.89,3,0.052625379,0.002769431,100,89,,,NA,1,,default,26-695NANAambientvery_low,wolf_1998_sugar_beet,,,Zwolf,1,ok,
12,31,pulses,red_kidney_bean,354,696,GC,0,pots,0.938669439,2,0.030168951,0.000910166,100,93.86694387,,,NA,2,,default,"31-Florida,_USA2000696NANAlowNA",Thomas_et_al_2009,"Florida,_USA",2000,Flori,3,ok,
12,31,pulses,bean,350,700,GC,0,pots,0.968503937,2,0.063090474,0.003980408,38.1,36.9,1,2.2,NA,2,,default,"31-Montpellier,_France700NANAambientNA",joutei_et_al_2003_bean,"Montpellier,_France",,Mont,1,ok,
12,31,pulses,Beans_adzuki,370,700,OTC,0,pots,1.024464832,2,0.029109946,0.000847389,3.27,3.35,,,NA,2,,adzuki,31-Tohoku_uni_Sendai_Japan2003700NAadzukiambientNA,Miyagi_et_al_2007,Tohoku_uni_Sendai_Japan,2003,Toho,1,ok,
12,31,pulses,Beans_phaseolus,370,700,OTC,0,pots,0.909090909,2,0.101788887,0.010360978,3.3,3,,,NA,2,,phaseolus,31-Tohoku_uni_Sendai_Japan2003700NAphaseolusambientNA,Miyagi_et_al_2007,Tohoku_uni_Sendai_Japan,2003,Toho,1,ok,
12,33,pulses,broad_bean,315,695,GC,0,pots,1.01,3,0.006109815,3.73298E-05,100,101,,,NA,2,,default,33-695NAambientmedium,wolf_1996_faba_bean,,,Zwolf,1,no_SE,
12,33,pulses,broad_bean,315,695,GC,0,pots,0.96,3,0.023821982,0.000567487,100,96,,,NA,1,,default,33-695NAambientlow,wolf_1996_faba_bean,,,Zwolf,1,no_SE,
13,32,pulses,peas,380,550,FACE,1,field,0.988505747,4,0.013970079,0.000195163,3.2625,3.225,0.013149778,0.043684475,dry,1,TOS_1_maybe,Sturt,"32-Horsham,_Australia2010550drySturtambientlowTOS_1_maybe",,"Horsham,_Australia",2010,Hors,4,ok,
13,32,pulses,peas,380,550,FACE,1,field,0.9486427,4,0.01501731,0.00022552,3.4075,3.2325,0.01652019,0.048712592,wet,1,TOS_2_maybe,Bohatyr,"32-Horsham,_Australia2010550wetBohatyrambientlowTOS_2_maybe",,"Horsham,_Australia",2010,Hors,4,ok,
13,32,pulses,peas,380,550,FACE,1,field,0.993655829,4,0.031637071,0.001000904,3.1525,3.1325,0.03473111,0.093574836,dry,1,TOS_1_maybe,OZP0601,"32-Horsham,_Australia2010550dryOZP0601ambientlowTOS_1_maybe",,"Horsham,_Australia",2010,Hors,4,ok,
13,32,pulses,peas,380,550,FACE,1,field,1.003861004,4,0.018444349,0.000340194,3.2375,3.25,0.034970225,0.048304589,wet,1,TOS_2_maybe,OZP0601,"32-Horsham,_Australia2010550wetOZP0601ambientlowTOS_2_maybe",,"Horsham,_Australia",2010,Hors,4,ok,
13,32,pulses,peas,380,550,FACE,1,field,1.004555809,4,0.031814016,0.001012132,3.2925,3.3075,0.053599596,0.089849411,dry,1,TOS_1_maybe,Kaspa,"32-Horsham,_Australia2010550dryKaspaambientlowTOS_1_maybe",,"Horsham,_Australia",2010,Hors,4,ok,
13,32,pulses,peas,380,550,FACE,1,field,1.024700599,4,0.018412856,0.000339033,3.34,3.4225,0.056421036,0.020966243,wet,1,TOS_2_maybe,Kaspa,"32-Horsham,_Australia2010550wetKaspaambientlowTOS_2_maybe",,"Horsham,_Australia",2010,Hors,4,ok,
13,32,pulses,peas,380,550,FACE,1,field,0.989575577,4,0.018898744,0.000357163,3.3575,3.3225,0.057933151,0.027195281,dry,1,TOS_1_maybe,Bohatyr,"32-Horsham,_Australia2010550dryBohatyrambientlowTOS_1_maybe",,"Horsham,_Australia",2010,Hors,4,ok,
13,32,pulses,peas,380,550,FACE,1,field,0.925636008,4,0.029418654,0.000865457,3.8325,3.5475,0.078567911,0.08615635,dry,1,TOS_1_maybe,OZP0902,"32-Horsham,_Australia2010550dryOZP0902ambientlowTOS_1_maybe",,"Horsham,_Australia",2010,Hors,4,ok,
13,32,pulses,peas,380,550,FACE,1,field,0.926364234,4,0.028676709,0.000822354,3.8025,3.5225,0.085574042,0.074874896,wet,1,TOS_2_maybe,OZP0902,"32-Horsham,_Australia2010550wetOZP0902ambientlowTOS_2_maybe",,"Horsham,_Australia",2010,Hors,4,ok,
13,32,pulses,peas,380,550,FACE,1,field,0.974493623,4,0.028529645,0.000813941,3.3325,3.2475,0.089849411,0.03705289,wet,1,TOS_2_maybe,Sturt,"32-Horsham,_Australia2010550wetSturtambientlowTOS_2_maybe",,"Horsham,_Australia",2010,Hors,4,ok,
13,32,pulses,peas,390,700,GH,0,pots,0.824267782,2,0.00772261,5.96387E-05,23.9,19.7,,,NA,2,high_P,default,"32-Horsham,_Australia2010700NAambientNAhigh_P",Lam_et_al_2012a,"Horsham,_Australia",2010,Hors,4,ok,
13,32,pulses,peas,390,700,GH,0,pots,0.83,2,0.009263589,8.58141E-05,20,16.6,,,NA,2,low_P,default,"32-Horsham,_Australia2010700NAambientNAlow_P",Lam_et_al_2012a,"Horsham,_Australia",2010,Hors,4,ok,
13,32,pulses,peas,370,700,OTC,0,pots,1.079331942,2,0.09682592,0.009375259,4.79,5.17,,,NA,2,,default,32-Tohoku_uni_Sendai_Japan2003700NANAambientNA,Miyagi_et_al_2007,Tohoku_uni_Sendai_Japan,2003,Toho,1,ok,
14,34,pulses,chickpea,390,700,GH,0,pots,1.105960265,2,0.020763708,0.000431132,15.1,16.7,,,NA,2,low_P,default,"34-Horsham,_Australia2010700NAambientNAlow_P",lam_et_al_2012,"Horsham,_Australia",2010,Hors,4,no_SE,
14,34,pulses,chickpea,390,700,GH,0,pots,1.029411765,2,0.017814045,0.00031734,17,17.5,,,NA,2,high_P,default,"34-Horsham,_Australia2010700NAambientNAhigh_P",lam_et_al_2012,"Horsham,_Australia",2010,Hors,4,ok,
15,54,oilcrop,soybean,360,720,OTC,1,field,1.516129032,3,0.187346842,0.035098839,0.31,0.47,,,NA,2,,default,"54-Auburn,_Alabama,_USA1992720NANAambientNA",Amthor_et_al_1994,"Auburn,_Alabama,_USA",1992,Alab,1,ok,
15,54,oilcrop,soybean,364,731,OTC,1,field,0.960756501,3,0.01450115,0.000210283,63.45,60.96,,,NA,2,,default,"54-Auburn,_Alabama,_USA1993731NANAambientNA",Prior_et_al_2003_2008,"Auburn,_Alabama,_USA",1993,Alab,2,no_SE,
15,54,oilcrop,soybean,360,715,OTC,1,field,0.949912481,3,0.014830731,0.000219951,74.27,70.55,,,NA,2,,default,"54-Auburn,_Alabama,_USA1994715NANAambientNA",Prior_et_al_2003_2008,"Auburn,_Alabama,_USA",1994,Alab,3,ok,
15,54,oilcrop,soybean,359,707,OTC,1,field,0.99789237,3,0.02542353,0.000646356,71.17,71.02,,,NA,2,,default,"54-Auburn,_Alabama,_USA1994707NANAambientNA",Prior_et_al_2003_2008,"Auburn,_Alabama,_USA",1994,Alab,3,ok,
15,54,oilcrop,soybean,350,500,OTC,1,field,0.98540146,4,1.30E-05,1.69E-10,41.1,40.5,,,NA,2,,default,"54-USDA-BARC1989,_1990500NANAambientNA",Mulchi_et_al_1995,USDA-BARC,"1989,_1990",BARC,1,no_SE,
15,54,oilcrop,soybean,350,400,OTC,1,field,0.98783455,4,1.30E-05,1.69E-10,41.1,40.6,,,NA,2,,default,"54-USDA-BARC1989,_1990400NANAambientNA",Mulchi_et_al_1995,USDA-BARC,"1989,_1990",BARC,1,no_SE,
15,54,oilcrop,soybean,324,516,OTC,1,field,0.952908587,3,0.027167163,0.000738055,36.1,34.4,0.71,0.71,NA,2,4_straw,default,54-Belgium516NANAambientNA4_straw,Shivashankar_and_Vlassak_1978,Belgium,,Belg,1,no_SE,
15,54,oilcrop,soybean,324,516,OTC,1,field,1.01179941,3,0.029794479,0.000887711,33.9,34.3,0.71,0.71,NA,2,2_straw,default,54-Belgium516NANAambientNA2_straw,Shivashankar_and_Vlassak_1978,Belgium,,Belg,1,ok,
15,54,oilcrop,soybean,324,516,OTC,1,field,1.00952381,3,0.032028075,0.001025798,31.5,31.8,0.71,0.71,NA,2,0_straw,default,54-Belgium516NANAambientNA0_straw,Shivashankar_and_Vlassak_1978,Belgium,,Belg,1,ok,
15,54,oilcrop,soybean,350,700,GC,0,pots,0.98184668,1,0.041480212,0.001720608,70.18,68.906,1.028,2.7305,NA,2,,default,"54-Florida,_USA1993700NANAambientNA",Thomas_et_al_2001;_2003,"Florida,_USA",1993,Flori,1,ok,
15,54,oilcrop,soybean,350,700,GC,0,pots,0.967853079,1,0.105245297,0.011076573,62.401,60.395,5.2675,4.14,NA,2,,default,"54-Florida,_USA1994700NANAambientNA",Thomas_et_al_2001;_2003,"Florida,_USA",1994,Flori,2,no_samplesize,
