plantorder,plantnumber,type,plant,paircount,CO2_quant,CO2_qual,facility,field01,fieldpots,replicate_facilities,N_est,SE_est,Var,watering,nitrogen,other,cultivar,concatenate,Author,site_of_expt,year_of_experiment,Sitecode,yearcode,exclude
13,32,pulses,peas,172,550,1,FACE,1,field,4,3.3075,0.089849411,0.008072917,dry,1,TOS_1_maybe,Kaspa,"32-Horsham,_Australia2010550dryKaspaambientlowTOS_1_maybe",,"Horsham,_Australia",2010,Hors,4,
2,2,C3_cereal,rice,173,571,1,FACE,1,field,3,1.226666667,0.043333333,0.001877778,wet,2,,tanakari,"2-Shizukuishi,_Japan2008571wettanakariambientmedium",,"Shizukuishi,_Japan",2008,Shiz,4,
3,3,C3_cereal,barley,174,550,1,FACE,1,field,2,101,,,NA,3,,theresa,"3-Braunschweig,_Germany1999/2000550NAtheresaambienthigh",Wroblewitz_et_al_2013_,"Braunschweig,_Germany",1999/2000,Brau,4,
2,2,C3_cereal,rice,175,584,1,FACE,1,field,4,1.3675,0.021746647,0.000472917,wet,3,,Lemont,"2-Tsukubamirai,_Japan2010584wetLemontambienthigh",,"Tsukubamirai,_Japan",2010,Tsuk,1,
2,2,C3_cereal,rice,176,650,1,tunnel,1,field,3,83.171,3.25,10.5625,wet,2,,default,"2-Chonnam_National_University,_Gwangju,_Korea2010650wetNAambientNA",lee_et_al_2013_rice,"Chonnam_National_University,_Gwangju,_Korea",2010,Kore,2,
18,57,oilcrop,mustardseed,177,550,1,OTC,1,field,3,21.25,0.64,0.4096,NA,2,,default,"57-Indian_Agricultural_Research_Institute,_New_Delhi2009-10550NANAambientNA",Singh_et_al_2013,"Indian_Agricultural_Research_Institute,_New_Delhi",2009-10,NDelh,1,
,56,oilcrop,sunflower,178,700,1,OTC,0,pots,2,2.98,,,NA,2,,default,56-Tohoku_uni_Sendai_Japan2003700NANAambientNA,Miyagi_et_al_2007,Tohoku_uni_Sendai_Japan,2003,Toho,1,
2,2,C3_cereal,rice,179,584,1,FACE,1,field,4,1.1225,0.01652019,0.000272917,wet,2,,Akita63,"2-Tsukubamirai,_Japan2010584wetAkita63ambientmedium",,"Tsukubamirai,_Japan",2010,Tsuk,1,
3,3,C3_cereal,barley,180,550,1,FACE,1,field,2,81.4,,,NA,1,,theresa,"3-Braunschweig,_Germany1999/2000550NAtheresaambientlow",Wroblewitz_et_al_2013_,"Braunschweig,_Germany",1999/2000,Brau,4,
20,84,vegetable,cassava_leaves,181,709,1,GH,0,pots,1,4.106,0.068,0.004624,NA,1,,default,84-709NANAambientlow,Gleadow_et_al_2009,,,ANUg,1,
1,1,C3_cereal,wheat,182,695,1,GC,0,pots,3,93.21865367,,,NA,1,,default,1-695NANAambientlow,Wolf_1996,,,Zwolf,1,
1,1,C3_cereal,wheat,183,550,1,FACE,1,field,4,13.55334,0.461473873,0.212958135,dry,1,TOS1_maybe,zebu,"1-Horsham,_Australia2009550dryzebuambientlowTOS1_maybe",,"Horsham,_Australia",2009,Hors,3,
3,3,C3_cereal,barley,184,550,1,FACE,1,field,2,1.76,,,NA,3,,eckendorfer_mammut,"3-Braunschweig,_Germany1999/2000550NAeckendorfer_mammutambienthigh",Manderscheid_et_al_2001,"Braunschweig,_Germany",1999/2000,Brau,4,"1998_is_pot,_1999_is_field_grown"
2,2,C3_cereal,rice,185,584,1,FACE,1,field,4,1.31,0.041231056,0.0017,wet,2,,Aikoku,"2-Tsukubamirai,_Japan2010584wetAikokuambientmedium",,"Tsukubamirai,_Japan",2010,Tsuk,1,
1,1,C3_cereal,wheat,186,696,1,OTC,1,field,5,13.9,0.44,0.1936,extra_wet,2,,Dragon,"1-Göteborg,_Sweden1996696",Pleijel_and_Danielsson_2009,"Göteborg,_Sweden",1996,Gote,3,
1,1,C3_cereal,wheat,187,550,1,FACE,1,field,4,16.001625,0.525674377,0.276333551,dry,1,TOS_2_maybe,silverstar,"1-Horsham,_Australia2009550drysilverstarambientlowTOS_2_maybe",,"Horsham,_Australia",2009,Hors,3,SE_combined_with_sorghum
15,54,oilcrop,soybean,188,550,1,FACE,1,field,4,6.585,0.127442798,0.016241667,dry,1,,spencer,54-Champaign_Illinois2004550dryspencerambientlow,,Champaign_Illinois,2004,Illn,3,
2,2,C3_cereal,rice,189,550,1,FACE,1,field,6,70.459,1.863,3.470769,NA,2,,default,"2-Wuxi_Experimental_Station,_Jiangsu_Province,_China2002-2003550NANAambientmedium",Yang_et_al_2007,"Wuxi_Experimental_Station,_Jiangsu_Province,_China",2002-2003,Wuxi,1,
1,1,C3_cereal,wheat,190,550,1,FACE,1,field,4,13.11167875,0.308004434,0.094866731,dry,1,TOS2,janz,"1-Horsham,_Australia2007550dryjanzambientlowTOS2",,"Horsham,_Australia",2007,Hors,1,
2,2,C3_cereal,rice,191,584,1,FACE,1,field,4,1.085,0.029580399,0.000875,wet,2,,koshihikari,"2-Tsukubamirai,_Japan2010584wetkoshihikariambientmedium",zhang_et_al_2013_rice_own_data,"Tsukubamirai,_Japan",2010,Tsuk,1,
11,26,root_vegetable,sugar_beet,192,695,1,GC,0,pots,3,108,,,NA,2,,default,26-695NANAambientmedium,wolf_1998_sugar_beet,,,Zwolf,1,no_SE
1,1,C3_cereal,wheat,193,736,1,OTC,1,field,3,34.4,,,NA,2,,default,1-Wageningen1995736NANAambientNA,van_Oijen_et_al_1999,Wageningen,1995,Wage,2,
1,1,C3_cereal,wheat,194,550,1,FACE,1,field,2,6.08,0.28,0.0784,NA,1,,batis,"1-Braunschweig,_Germany2004/2005550NAbatisambientlow",Wieser_et_al_2008_not_averaged,"Braunschweig,_Germany",2004/2005,Brau,7,
1,1,C3_cereal,wheat,195,550,1,FACE,1,field,4,14.348855,0.54523789,0.297284357,wet,1,TOS1_maybe,yitpi,"1-Horsham,_Australia2009550wetyitpiambientlowTOS1_maybe",,"Horsham,_Australia",2009,Hors,3,
1,1,C3_cereal,wheat,196,550,1,FACE,1,field,4,13.92378,0.448029734,0.200730643,wet,1,TOS1_maybe,hartog,"1-Horsham,_Australia2009550wethartogambientlowTOS1_maybe",,"Horsham,_Australia",2009,Hors,3,
1,1,C3_cereal,wheat,197,715,1,GC,0,pots,4,20.204,0.5865,0.34398225,NA,2,,marquis,1-South_Dakota715NAmarquisambientNA,Ziska_et_al_2004,South_Dakota,,SoDa,1,
3,3,C3_cereal,barley,198,650,1,OTC,0,pots,3,1.4,0.04,0.0016,NA,2,,default,"3-Giessen,_Germany1997650NANAambientmedium",Fangmeier_et_al_2000,"Giessen,_Germany",1997,Gies,2,
2,2,C3_cereal,rice,199,584,1,FACE,1,field,4,1.23,0.031358146,0.000983333,wet,2,,86Y8,"2-Tsukubamirai,_Japan2010584wet86Y8ambientmedium",,"Tsukubamirai,_Japan",2010,Tsuk,1,
1,1,C3_cereal,wheat,200,550,1,FACE,1,field,4,109,,,NA,3,-13.771,batis,"1-Braunschweig,_Germany2004/2005550NAbatisambienthigh-13.771",Wieser_et_al_2008_Erbs_et_al_2010_Wroblewitz_et_al_2013,"Braunschweig,_Germany",2004/2005,Brau,7,
2,2,C3_cereal,rice,201,584,1,FACE,1,field,4,1.135,0.036170891,0.001308333,wet,3,,Koshihikari,"2-Tsukubamirai,_Japan2010584wetKoshihikariambienthigh",,"Tsukubamirai,_Japan",2010,Tsuk,1,
3,3,C3_cereal,barley,202,700,1,OTC,0,pots,2,2.21,,,NA,3,,Intensiv_1921,"3-Braunschweig,_Germany1995700NAIntensiv_1921ambienthigh",Weigel_and_Manderscheid_2005,"Braunschweig,_Germany",1995,Brau,3,
1,1,C3_cereal,wheat,203,675,1,OTC,1,field,5,14.7,0.5,0.25,wet,2,,Dragon,"1-Göteborg,_Sweden1996675",Pleijel_and_Danielsson_2009,"Göteborg,_Sweden",1996,Gote,3,
1,1,C3_cereal,wheat,204,550,1,FACE,1,field,4,12.600355,0.497593784,0.247599574,wet,1,TOS1,janz,"1-Horsham,_Australia2007550wetjanzambientlowTOS1",,"Horsham,_Australia",2007,Hors,1,
7,8,C4_cereal,sorghum,205,561,1,FACE,1,field,4,2.5675,0.091776449,0.008422917,dry,2,,default,"8-Maricopa,_Arizona1999561dryNAambientmedium",,"Maricopa,_Arizona",1999,Mari,4,
1,1,C3_cereal,wheat,206,715,1,GC,0,pots,4,16.592,0.4075,0.16605625,NA,2,,oxen,1-South_Dakota715NAoxenambientNA,Ziska_et_al_2004,South_Dakota,,SoDa,1,
1,1,C3_cereal,wheat,207,550,1,FACE,1,field,4,14.56323,0.350906947,0.123135685,dry,1,TOS1_maybe,yitpi,"1-Horsham,_Australia2009550dryyitpiambientlowTOS1_maybe",,"Horsham,_Australia",2009,Hors,3,
1,1,C3_cereal,wheat,208,550,1,FACE,1,field,4,13.236065,0.387021918,0.149785965,dry,1,TOS1_maybe,silverstar,"1-Horsham,_Australia2009550drysilverstarambientlowTOS1_maybe",,"Horsham,_Australia",2009,Hors,3,
3,3,C3_cereal,barley,209,700,1,OTC,0,pots,2,1.95,,,NA,3,,alexis,"3-Braunschweig,_Germany1995700NAalexisambienthigh",Weigel_and_Manderscheid_2005,"Braunschweig,_Germany",1995,Brau,3,
1,1,C3_cereal,wheat,210,550,1,FACE,1,field,4,13.213035,0.499145818,0.249146548,wet,1,TOS_2_maybe,janz,"1-Horsham,_Australia2009550wetjanzambientlowTOS_2_maybe",,"Horsham,_Australia",2009,Hors,3,
18,57,oilcrop,mustardseed,211,550,1,OTC,1,field,3,22.18,0.79,0.6241,NA,2,,default,"57-Indian_Agricultural_Research_Institute,_New_Delhi2010-11550NANAambientNA",Singh_et_al_2013,"Indian_Agricultural_Research_Institute,_New_Delhi",2010-11,NDelh,2,
2,2,C3_cereal,rice,212,550,1,OTC,1,field,2,9.096,0.4,0.16,NA,2,,default,"2-Cuttack,_India2010550NANAambientNA",roy_et_al_2012_rice,"Cuttack,_India",2010,Indi,2,
1,1,C3_cereal,wheat,213,515,1,OTC,1,field,4,12.2,0.54,0.2916,wet,2,,Dragon,"1-Göteborg,_Sweden1995515wetDragonambientmedium",Pleijel_and_Danielsson_2009,"Göteborg,_Sweden",1995,Gote,2,
2,2,C3_cereal,rice,214,584,1,FACE,1,field,4,1.08,0.038944405,0.001516667,wet,3,,Miriroman,"2-Tsukubamirai,_Japan2010584wetMiriromanambienthigh",,"Tsukubamirai,_Japan",2010,Tsuk,1,
1,1,C3_cereal,wheat,215,550,1,FACE,1,field,4,15.792529,0.504459634,0.254479522,wet,1,TOS_2_maybe,yitpi,"1-Horsham,_Australia2008550wetyitpiambientlowTOS_2_maybe",,"Horsham,_Australia",2008,Hors,2,
18,57,oilcrop,rapeseed,216,494,1,FACE,1,field,5,22.43,0.71,0.5041,NA,2,,default,"57-Heidfeldhof,_Stuttgart2007494NANAambientNA",Hogy_et_al_2010,"Heidfeldhof,_Stuttgart",2007,Heid,3,
1,1,C3_cereal,wheat,217,550,1,FACE,1,field,4,14.237625,0.376132668,0.141475784,dry,1,TOS1_maybe,janz,"1-Horsham,_Australia2009550dryjanzambientlowTOS1_maybe",,"Horsham,_Australia",2009,Hors,3,
2,2,C3_cereal,rice,218,571,1,FACE,1,field,3,1.013333333,0.018559215,0.000344444,wet,2,,koshihikari,"2-Shizukuishi,_Japan2008571wetkoshihikariambientmedium",,"Shizukuishi,_Japan",2008,Shiz,4,
2,2,C3_cereal,rice,219,550,1,OTC,1,field,2,8.907,0.4,0.16,NA,2,,default,"2-Cuttack,_India2009550NANAambientNA",roy_et_al_2012_rice,"Cuttack,_India",2009,Indi,1,
2,2,C3_cereal,rice,220,571,1,OTC,1,field,6,93,,,NA,2,,default,2-Philippines1994571NANAwarmed?NA,Ziska_et_al_1997,Philippines,1994,Phil,1,
1,1,C3_cereal,wheat,221,550,1,FACE,1,field,4,13.8562975,0.463865276,0.215170994,dry,1,TOS1,janz,"1-Horsham,_Australia2007550dryjanzambientlowTOS1",,"Horsham,_Australia",2007,Hors,1,
1,1,C3_cereal,wheat,222,550,1,FACE,1,field,4,15.177359,0.606797156,0.368202789,wet,2,TOS_2_maybe,yitpi,"1-Horsham,_Australia2008550wetyitpiambientmediumTOS_2_maybe",,"Horsham,_Australia",2008,Hors,2,
3,3,C3_cereal,barley,223,700,1,GH,0,pots,3,1.86,,,NA,3,,default,"3-Helsinki,_Finland1992700NANAambienthigh",Kleemola_et_al_1994,"Helsinki,_Finland",1992,Helsi,1,
1,1,C3_cereal,wheat,224,550,1,FACE,1,field,4,15.178721,0.50618528,0.256223538,wet,1,TOS1_maybe,janz,"1-Horsham,_Australia2008550wetjanzambientlowTOS1_maybe",,"Horsham,_Australia",2008,Hors,2,
3,3,C3_cereal,barley,225,650,1,OTC,0,pots,3,1.39,0.02,0.0004,NA,1,,default,"3-Giessen,_Germany1997650NANAambientlow",Fangmeier_et_al_2000,"Giessen,_Germany",1997,Gies,2,
3,3,C3_cereal,barley,226,718,1,OTC,0,pots,2,16.5,,,NA,2,,alexis,"3-Braunschweig,_Germany1992718NAalexisambientNA",Manderscheid_et_al_1995_,"Braunschweig,_Germany",1992,Brau,1,
12,31,pulses,bean,227,700,1,GC,0,pots,2,36.9,2.2,4.84,NA,2,,default,"31-Montpellier,_France700NANAambientNA",joutei_et_al_2003_bean,"Montpellier,_France",,Mont,1,
1,1,C3_cereal,wheat,228,550,1,FACE,1,field,4,14.84302,0.669877971,0.448736496,dry,2,TOS1_maybe,yitpi,"1-Horsham,_Australia2009550dryyitpiambientmediumTOS1_maybe",,"Horsham,_Australia",2009,Hors,3,
7,8,C4_cereal,sorghum,229,715,1,OTC,1,field,3,12.78,,,NA,2,,default,"8-Auburn,_Alabama,_USA1994715NANAambientNA",Prior_et_al_2003_2008,"Auburn,_Alabama,_USA",1994,Alab,3,
1,1,C3_cereal,wheat,230,550,1,FACE,1,field,4,14.33587,0.592538194,0.351101511,wet,1,TOS1_maybe,drysdale,"1-Horsham,_Australia2009550wetdrysdaleambientlowTOS1_maybe",,"Horsham,_Australia",2009,Hors,3,
1,1,C3_cereal,wheat,231,550,1,FACE,1,field,4,14.692835,0.651644044,0.42463996,dry,1,TOS_2_maybe,h45,"1-Horsham,_Australia2009550dryh45ambientlowTOS_2_maybe",,"Horsham,_Australia",2009,Hors,3,
2,2,C3_cereal,rice,232,584,1,FACE,1,field,4,1.23,0.026770631,0.000716667,wet,2,,SY63,"2-Tsukubamirai,_Japan2010584wetSY63ambientmedium",,"Tsukubamirai,_Japan",2010,Tsuk,1,
11,26,root_vegetable,sugar_beet,233,695,1,GC,0,pots,3,89,,,NA,1,,default,26-695NANAambientvery_low,wolf_1998_sugar_beet,,,Zwolf,1,
10,18,root_vegetable,potato,234,671.6,1,OTC,0.5,both,4,0.903,,,NA,2,,default,"18-Giessen,_Germany1998,_1999671.6NANAambientNA",Hogy_&_Fangmeier_2009,"Giessen,_Germany","1998,_1999",Gies,3,
20,83,vegetable,spinach,235,600,1,OTC,1,field,3,5.21,0.14,0.0196,NA,2,,default,83-600NANAambientNA,Jain_2007,,,Zjai,1,
2,2,C3_cereal,rice,236,550,1,FACE,1,field,9,67.396,1.641,2.692881,NA,1,,default,"2-Wuxi_Experimental_Station,_Jiangsu_Province,_China2001-2003550NANAambientlow",Yang_et_al_2007,"Wuxi_Experimental_Station,_Jiangsu_Province,_China",2001-2003,Wuxi,1,
1,1,C3_cereal,wheat,237,736,1,OTC,1,field,3,33.1,,,NA,2,,default,1-Wageningen1995736NANAlowNA,van_Oijen_et_al_1999,Wageningen,1995,Wage,2,
2,2,C3_cereal,rice,238,550,1,FACE,1,field,9,74.179,1.86,3.4596,NA,3,,default,"2-Wuxi_Experimental_Station,_Jiangsu_Province,_China2001-2003550NANAambienthigh",Yang_et_al_2007,"Wuxi_Experimental_Station,_Jiangsu_Province,_China",2001-2003,Wuxi,1,
7,8,C4_cereal,sorghum,239,561,1,FACE,1,field,4,1.6825,0.068602114,0.00470625,dry,2,,default,"8-Maricopa,_Arizona1998561dryNAambientmedium",,"Maricopa,_Arizona",1998,Mari,3,
1,1,C3_cereal,wheat,240,550,1,FACE,1,field,4,13.00356,0.489062386,0.239182017,wet,1,TOS1_maybe,silverstar,"1-Horsham,_Australia2009550wetsilverstarambientlowTOS1_maybe",,"Horsham,_Australia",2009,Hors,3,
2,2,C3_cereal,rice,241,622,1,tunnel,0,pots,3,0.791666667,,,NA,2,,default,"2-Chonnam_National_University,_South_Korea622NANAambientNA",Kim_et_al_2011,"Chonnam_National_University,_South_Korea",,Kore,1,
18,57,oilcrop,rapeseed,242,720,1,GC,0,pots,1,1.9,0.2,0.04,NA,2,,tulli,57-Jokonien720NAtulliambientNA,reddy_et_al_2004_brassica,Jokonien,,Joko,1,
1,1,C3_cereal,wheat,243,550,1,FACE,1,field,4,17.12152,0.79063541,0.625104352,dry,1,TOS_2_maybe,zebu,"1-Horsham,_Australia2009550dryzebuambientlowTOS_2_maybe",,"Horsham,_Australia",2009,Hors,3,
1,1,C3_cereal,wheat,244,550,1,FACE,1,field,4,15.556215,0.43427794,0.188597329,dry,1,TOS_2_maybe,gladius,"1-Horsham,_Australia2009550drygladiusambientlowTOS_2_maybe",,"Horsham,_Australia",2009,Hors,3,
3,3,C3_cereal,barley,245,700,1,OTC,0,pots,2,2.25,,,NA,3,,Franken_1930,"3-Braunschweig,_Germany1995700NAFranken_1930ambienthigh",Weigel_and_Manderscheid_2005,"Braunschweig,_Germany",1995,Brau,3,no_SE
4,4,C4_cereal,maize,246,550,1,FACE,1,field,4,0.8975,0.042695628,0.001822917,dry,1,,DKC61-19,4-Champaign_Illinois2008550dryDKC61-19ambientlow,,Champaign_Illinois,2008,Illn,6,
1,1,C3_cereal,wheat,247,550,1,FACE,1,field,4,139,,,NA,3,,default,1-1996550NANAambienthigh,Porteaus_et_al_2009,,1996,Zport,1,no_SE
1,1,C3_cereal,wheat,248,550,1,FACE,1,field,4,85,,,NA,1,,default,1-1996550NANAambientlow,Porteaus_et_al_2009,,1996,Zport,1,
3,3,C3_cereal,barley,249,700,1,OTC,0,pots,2,1.94,,,NA,3,,Baronesse_1989,"3-Braunschweig,_Germany1995700NABaronesse_1989ambienthigh",Weigel_and_Manderscheid_2005,"Braunschweig,_Germany",1995,Brau,3,no_SE
4,4,C4_cereal,maize,250,550,1,FACE,1,field,4,1.0725,0.011086779,0.000122917,dry,2,,34B43,4-Champaign_Illinois2008550dry34B43ambientmedium,,Champaign_Illinois,2008,Illn,6,
1,1,C3_cereal,wheat,251,718,1,OTC_,0,pots,2,17.5,,,NA,2,,turbo,"1-Braunschweig,_Germany1992718NAturboambientNA",Manderschied_et_al_1995,"Braunschweig,_Germany",1992,Brau,1,
1,1,C3_cereal,wheat,252,550,1,FACE,1,field,4,14.778747,0.632962232,0.400641187,wet,2,TOS1_maybe,yitpi,"1-Horsham,_Australia2008550wetyitpiambientmediumTOS1_maybe",,"Horsham,_Australia",2008,Hors,2,
1,1,C3_cereal,wheat,253,736,1,OTC,1,field,3,18.1,,,NA,2,,default,1-Wageningen1996736NANAambientNA,van_Oijen_et_al_1999,Wageningen,1996,Wage,3,
1,1,C3_cereal,wheat,254,550,1,FACE,1,field,4,13.914558,0.371407982,0.137943889,wet,1,TOS1_maybe,yitpi,"1-Horsham,_Australia2008550wetyitpiambientlowTOS1_maybe",,"Horsham,_Australia",2008,Hors,2,
1,1,C3_cereal,wheat,255,550,1,FACE,1,field,4,13.24437,0.581545826,0.338195548,wet,1,TOS2,janz,"1-Horsham,_Australia2007550wetjanzambientlowTOS2",,"Horsham,_Australia",2007,Hors,1,
1,1,C3_cereal,wheat,256,550,1,FACE,1,field,4,14.71268,0.700138159,0.490193442,wet,1,TOS_2_maybe,silverstar,"1-Horsham,_Australia2009550wetsilverstarambientlowTOS_2_maybe",,"Horsham,_Australia",2009,Hors,3,
7,8,C4_cereal,sorghum,257,731,1,otc,1,field,3,11.11,,,NA,2,,default,"8-Auburn,_Alabama,_USA1992731NANAambientNA",Prior_et_al_2003_2008,"Auburn,_Alabama,_USA",1992,Alab,1,
1,1,C3_cereal,wheat,258,718,1,OTC_,0,pots,2,18.8,,,NA,2,,star,"1-Braunschweig,_Germany1992718NAstarambientNA",Manderscheid_et_al_1995,"Braunschweig,_Germany",1992,Brau,1,
1,1,C3_cereal,wheat,259,550,1,FACE,1,field,4,13.03982,0.645992852,0.417306765,wet,1,TOS1_maybe,zebu,"1-Horsham,_Australia2009550wetzebuambientlowTOS1_maybe",,"Horsham,_Australia",2009,Hors,3,
10,18,root_vegetable,potato,260,680,1,OTC,1,field,3,1.153,,,NA,2,,default,"18-Sutton_Bonnington,_UK1999680NANAambientmedium",Donnelly_et_al_2001,"Sutton_Bonnington,_UK",1999,Sutt,2,
15,54,oilcrop,soybean,261,700,1,GC,0,pots,1,60.395,4.14,17.1396,NA,2,,default,"54-Florida,_USA1994700NANAambientNA",Thomas_et_al_2001;_2003,"Florida,_USA",1994,Flori,2,no_samplesize
1,1,C3_cereal,wheat,262,736,1,OTC,1,field,3,17.7,,,NA,2,,default,1-Wageningen1996736NANAlowNA,van_Oijen_et_al_1999,Wageningen,1996,Wage,3,
9,17,root_vegetable,cassava,263,709,1,GH,0,pots,1,0.642,0.017,0.000289,NA,3,,default,17-709NANAambienthigh,Gleadow_et_al_2009,,,ANUg,1,no_SE
1,1,C3_cereal,wheat,264,550,1,FACE,1,field,4,14.922155,0.711636384,0.506426343,dry,1,TOS_2_maybe,drysdale,"1-Horsham,_Australia2009550drydrysdaleambientlowTOS_2_maybe",,"Horsham,_Australia",2009,Hors,3,
1,1,C3_cereal,wheat,265,550,1,FACE,1,field,4,16.50265,0.923754233,0.853321883,wet,2,TOS_2_maybe,yitpi,"1-Horsham,_Australia2009550wetyitpiambientmediumTOS_2_maybe",,"Horsham,_Australia",2009,Hors,3,
18,57,oilcrop,rapeseed,266,550,1,GC,0,pots,3,34.4,,,NA,2,,default,"57-Heidfeldhof,_Stuttgart550NANAambientmedium",Franzaring_et_al_2011_2012,"Heidfeldhof,_Stuttgart",,Heid,5,
3,3,C3_cereal,barley,267,550,1,FACE,1,field,2,1.6,,,NA,1,,eckendorfer_mammut,"3-Braunschweig,_Germany1999/2000550NAeckendorfer_mammutambientlow",Manderscheid_et_al_2001,"Braunschweig,_Germany",1999/2000,Brau,4,
2,2,C3_cereal,rice,268,665,1,OTC,1,field,6,90.32258065,,,NA,2,,default,2-Philippines1995665NANAambientNA,Ziska_et_al_1997,Philippines,1995,Phil,2,
2,2,C3_cereal,rice,269,700,1,GC,0,pots,1,1.506,0.0645,0.00416025,NA,2,[P]_=_120,default,"2-University_of_Western_Sydney,_Australia700NANAambientNA[P]_=_120",Seneweera_et_al_1996_Seneweera_&_Conroy_1997_,"University_of_Western_Sydney,_Australia",,UWS,1,
1,1,C3_cereal,wheat,270,550,1,FACE,1,field,4,15.570915,0.848694464,0.720282293,dry,1,TOS_2_maybe,yitpi,"1-Horsham,_Australia2009550dryyitpiambientlowTOS_2_maybe",,"Horsham,_Australia",2009,Hors,3,
1,1,C3_cereal,wheat,271,800,1,GC,0,pots,1,3.201,0.091,0.008281,wet,2,,norman,1-Berlin800wetnormanambientmedium,Mueller_et_al_1993,Berlin,,Berl,1,
1,1,C3_cereal,wheat,272,526,1,FACE,1,field,5,13.76,0.7,0.49,NA,2,,default,"1-Heidfeldhof,_Stuttgart2008526NANAambientNA",Hogy_et_al_2013_,"Heidfeldhof,_Stuttgart",2008,Heid,4,
1,1,C3_cereal,wheat,273,550,1,FACE,1,field,4,14.100425,0.666514489,0.444241564,dry,1,TOS1_maybe,drysdale,"1-Horsham,_Australia2009550drydrysdaleambientlowTOS1_maybe",,"Horsham,_Australia",2009,Hors,3,
1,1,C3_cereal,wheat,274,550,1,FACE,1,field,4,14.2511,0.905031017,0.819081142,wet,2,TOS1_maybe,yitpi,"1-Horsham,_Australia2009550wetyitpiambientmediumTOS1_maybe",,"Horsham,_Australia",2009,Hors,3,
3,3,C3_cereal,barley,275,700,1,OTC,0,pots,2,2.39,,,NA,3,,Heines_Hanna_1899,"3-Braunschweig,_Germany1995700NAHeines_Hanna_1899ambienthigh",Weigel_and_Manderscheid_2005,"Braunschweig,_Germany",1995,Brau,3,
4,4,C4_cereal,maize,276,550,1,FACE,1,field,4,1.04,0.069880851,0.004883333,dry,2,,DKC61-19,4-Champaign_Illinois2008550dryDKC61-19ambientmedium,,Champaign_Illinois,2008,Illn,6,
1,1,C3_cereal,wheat,277,550,1,FACE,1,field,4,14.376785,0.896669776,0.804016687,dry,1,TOS1_maybe,hartog,"1-Horsham,_Australia2009550dryhartogambientlowTOS1_maybe",,"Horsham,_Australia",2009,Hors,3,
1,1,C3_cereal,wheat,278,550,1,FACE,1,field,4,12.68457,0.684754561,0.468888809,dry,1,TOS1_maybe,h45,"1-Horsham,_Australia2009550dryh45ambientlowTOS1_maybe",,"Horsham,_Australia",2009,Hors,3,
1,1,C3_cereal,wheat,279,550,1,FACE,1,field,4,14.03925667,0.465128238,0.216344278,wet,1,TOS_2_maybe,yitpi,"1-Walpeup,_Australia2008550wetyitpiambientlowTOS_2_maybe",,"Walpeup,_Australia",2008,Walp,1,
1,1,C3_cereal,wheat,280,550,1,FACE,1,field,4,15.984965,0.964430657,0.930126492,wet,1,TOS_2_maybe,gladius,"1-Horsham,_Australia2009550wetgladiusambientlowTOS_2_maybe",,"Horsham,_Australia",2009,Hors,3,
1,1,C3_cereal,wheat,281,684,1,GH,0,pots,1,2.6,,,NA,2,entry_21,default,"1-Saskatoon,_Canada1994684NANAambientNAentry_21",Bai_et_al_2003,"Saskatoon,_Canada",1994,Sask,1,
1,1,C3_cereal,wheat,282,550,1,FACE,1,field,4,15.081565,0.716393623,0.513219823,dry,1,TOS_2_maybe,yitpi,"1-Horsham,_Australia2008550dryyitpiambientlowTOS_2_maybe",,"Horsham,_Australia",2008,Hors,2,no_SE
1,1,C3_cereal,wheat,283,550,1,FACE,1,field,4,16.228985,0.784862066,0.616008463,dry,2,TOS_2_maybe,yitpi,"1-Horsham,_Australia2009550dryyitpiambientmediumTOS_2_maybe",,"Horsham,_Australia",2009,Hors,3,
1,1,C3_cereal,wheat,284,550,1,FACE,1,field,4,14.911865,0.883655316,0.780846717,wet,1,TOS_2_maybe,hartog,"1-Horsham,_Australia2009550wethartogambientlowTOS_2_maybe",,"Horsham,_Australia",2009,Hors,3,
6,6,C3_cereal,oat,285,676,1,OTC,1,field,5,15.8,0.4,0.16,NA,2,,default,"6-Saerheim,_Norway676NANAambientNA",Sæbø_and_Mortensen_1996,"Saerheim,_Norway",,Saer,1,
1,1,C3_cereal,wheat,286,550,1,FACE,1,field,4,14.90574,0.676538654,0.45770455,dry,1,TOS1_maybe,gladius,"1-Horsham,_Australia2009550drygladiusambientlowTOS1_maybe",,"Horsham,_Australia",2009,Hors,3,
2,2,C3_cereal,rice,287,700,1,GC,0,pots,1,12.391,1.355,1.836025,NA,2,,default,"2-University_of_Western_Sydney,_Australia700NANAambientNA",Seneweera_et_al_2011,"University_of_Western_Sydney,_Australia",,UWS,2,
1,1,C3_cereal,wheat,288,550,1,FACE,1,field,4,10.3500905,0.146722348,0.021527447,wet,1,TOS1_maybe,yitpi,"1-Walpeup,_Australia2008550wetyitpiambientlowTOS1_maybe",,"Walpeup,_Australia",2008,Walp,1,
1,1,C3_cereal,wheat,289,550,1,FACE,1,field,4,15.35298133,0.975116471,0.950852132,dry,1,TOS_2_maybe,janz,"1-Horsham,_Australia2008550dryjanzambientlowTOS_2_maybe",,"Horsham,_Australia",2008,Hors,2,
1,1,C3_cereal,wheat,290,680,1,OTC_,1,field,8,0.8256,,,NA,2,,default,1-europeas_described_by_Jaeger_et_al_1999680NANAambientNA,Fangmeier_et_al_1999,europe,as_described_by_Jaeger_et_al_1999,Euro,1,
