plantorder,plantnumber,type,plant,paircount,CO2_quant,CO2_qual,facility,field01,fieldpots,replicate_facilities,N_est,SE_est,Var,watering,nitrogen,other,cultivar,concatenate,Author,site_of_expt,year_of_experiment,Sitecode,yearcode,exclude
1,1,C3_cereal,wheat,291,684,1,GH,0,pots,1,2.8,,,NA,2,entry_13,default,"1-Saskatoon,_Canada1994684NANAambientNAentry_13",Bai_et_al_2003,"Saskatoon,_Canada",1994,Sask,1,
3,3,C3_cereal,barley,292,718,1,OTC,0,pots,2,22.5,,,NA,2,,arena,"3-Braunschweig,_Germany1992718NAarenaambientNA",Manderscheid_et_al_1995_,"Braunschweig,_Germany",1992,Brau,1,
13,32,pulses,peas,293,700,1,OTC,0,pots,2,5.17,,,NA,2,,default,32-Tohoku_uni_Sendai_Japan2003700NANAambientNA,Miyagi_et_al_2007,Tohoku_uni_Sendai_Japan,2003,Toho,1,
1,1,C3_cereal,wheat,294,550,1,FACE,1,field,4,15.797523,0.937942931,0.879736942,dry,1,TOS1_maybe,janz,"1-Horsham,_Australia2008550dryjanzambientlowTOS1_maybe",,"Horsham,_Australia",2008,Hors,2,
1,1,C3_cereal,wheat,295,550,1,FACE,1,field,4,14.793775,0.928774836,0.862622696,dry,1,TOS_2_maybe,janz,"1-Horsham,_Australia2009550dryjanzambientlowTOS_2_maybe",,"Horsham,_Australia",2009,Hors,3,
12,31,pulses,Beans_phaseolus,296,700,1,OTC,0,pots,2,3,,,NA,2,,phaseolus,31-Tohoku_uni_Sendai_Japan2003700NAphaseolusambientNA,Miyagi_et_al_2007,Tohoku_uni_Sendai_Japan,2003,Toho,1,
1,1,C3_cereal,wheat,297,800,1,GC,0,pots,1,3.587,0.188,0.035344,wet,2,,alcedo,1-Berlin800wetalcedoambientmedium,Mueller_et_al_1993,Berlin,,Berl,1,
1,1,C3_cereal,wheat,298,550,1,FACE,1,field,4,13.86841,0.593459187,0.352193807,wet,1,TOS_2_maybe,h45,"1-Horsham,_Australia2009550weth45ambientlowTOS_2_maybe",,"Horsham,_Australia",2009,Hors,3,
1,1,C3_cereal,wheat,299,550,1,FACE,1,field,4,14.918235,0.914746175,0.836760565,dry,1,TOS_2_maybe,hartog,"1-Horsham,_Australia2009550dryhartogambientlowTOS_2_maybe",,"Horsham,_Australia",2009,Hors,3,
16,55,oilcrop,peanut,300,700,1,GC,0,pots,1,30.23,3.27,10.6929,NA,2,,default,55-NASA700NANAambientNA,Wu_et_al_1997,NASA,,NASA,1,no_samplesize
1,1,C3_cereal,wheat,301,550,1,FACE,1,field,4,15.07822,1.130464939,1.277950978,wet,1,TOS_2_maybe,drysdale,"1-Horsham,_Australia2009550wetdrysdaleambientlowTOS_2_maybe",,"Horsham,_Australia",2009,Hors,3,
9,17,root_vegetable,cassava,302,546,1,GH,0,pots,1,0.349,0.045,0.002025,NA,1,,default,17-546NANAambientlow,Gleadow_et_al_2009,,,ANUg,1,no_SE
4,4,C4_cereal,maize,303,550,1,FACE,1,field,4,1.0225,0.068114487,0.004639583,dry,1,,34B43,4-Champaign_Illinois2008550dry34B43ambientlow,,Champaign_Illinois,2008,Illn,6,
1,1,C3_cereal,wheat,304,550,1,FACE,1,field,4,11.508325,0.913572937,0.834615511,wet,1,TOS1_maybe,yitpi,"1-Walpeup,_Australia2009550wetyitpiambientlowTOS1_maybe",,"Walpeup,_Australia",2009,Walp,2,
1,1,C3_cereal,wheat,305,550,1,FACE,1,field,4,15.450865,1.257804541,1.582072263,wet,1,TOS_2_maybe,zebu,"1-Horsham,_Australia2009550wetzebuambientlowTOS_2_maybe",,"Horsham,_Australia",2009,Hors,3,
10,18,root_vegetable,potato,306,680,1,OTC,1,field,3,1.19,,,NA,2,,default,"18-Sutton_Bonnington,_UK1998680NANAambientmedium",Donnelly_et_al_2001,"Sutton_Bonnington,_UK",1998,Sutt,1,
1,1,C3_cereal,wheat,307,689,1,OTC,0,pots,4,2.97,,,NA,3,,turbo,"1-Braunschweig,_Germany1994689NAturboambienthigh",Manderscheid_and_Weigel_1997,"Braunschweig,_Germany",1994,Brau,2,
1,1,C3_cereal,wheat,308,695,1,GC,0,pots,3,82.95333333,,,NA,2,,default,1-695NANAambientmedium,Wolf_1996,,,Zwolf,1,
1,1,C3_cereal,wheat,309,550,1,FACE,1,field,4,14.337459,0.934579437,0.873438724,dry,1,TOS1_maybe,yitpi,"1-Horsham,_Australia2008550dryyitpiambientlowTOS1_maybe",,"Horsham,_Australia",2008,Hors,2,
1,1,C3_cereal,wheat,310,550,1,FACE,1,field,4,16.747895,1.273510935,1.621830102,wet,1,TOS_2_maybe,yitpi,"1-Horsham,_Australia2009550wetyitpiambientlowTOS_2_maybe",,"Horsham,_Australia",2009,Hors,3,
1,1,C3_cereal,wheat,311,700,1,OTC,1,field,12,93.07359307,,,NA,2,,default,"1-Jokonien,_Finland1992700NANAambientNA",Hakala_1998,"Jokonien,_Finland",1992,Joko,1,
9,17,root_vegetable,cassava,312,709,1,GH,0,pots,1,0.338,0.023,0.000529,NA,1,,default,17-709NANAambientlow,Gleadow_et_al_2009,,,ANUg,1,no_SE
1,1,C3_cereal,wheat,313,700,1,OTC,1,field,12,92.98892989,,,NA,2,,default,"1-Jokonien,_Finland1994700NANAambientNA",Hakala_1998,"Jokonien,_Finland",1994,Joko,2,
3,3,C3_cereal,barley,314,676,1,OTC,1,field,5,15.7,1.2,1.44,NA,2,,default,"3-Saerheim,_Norway676NAambientNA",Sæbø_and_Mortensen_1996,"Saerheim,_Norway",,Saer,1,
1,1,C3_cereal,wheat,315,700,1,GH,0,pots,1,1.782,0.145,0.021025,NA,2,,default,"1-Cambridge,_UK1990700NANAambientmedium",Thompson_and_Woodward_1994,"Cambridge,_UK",1990,Camb,1,
1,1,C3_cereal,wheat,316,550,1,FACE,1,field,4,14.861602,1.078594348,1.163365768,dry,2,TOS1_maybe,yitpi,"1-Horsham,_Australia2008550dryyitpiambientmediumTOS1_maybe",,"Horsham,_Australia",2008,Hors,2,
1,1,C3_cereal,wheat,317,700,1,OTC,0,pots,2,2.29,,,NA,1,,nandu,"1-Braunschweig,_Germany1994700NAnanduambientlow",Weigel_and_Manderscheid_2005,"Braunschweig,_Germany",1994,Brau,2,
1,1,C3_cereal,wheat,318,700,1,OTC,0,pots,2,1.92,,,NA,1,,minaret,"1-Braunschweig,_Germany1994700NAminaretambientlow",Weigel_and_Manderscheid_2005,"Braunschweig,_Germany",1994,Brau,2,
20,84,vegetable,cassava_leaves,319,546,1,GH,0,pots,1,4.498,0.428,0.183184,NA,2,,default,84-546NANAambientmedium,Gleadow_et_al_2009,,,ANUg,1,no_SE
1,1,C3_cereal,wheat,320,700,1,OTC,1,field,2,1.6,,,NA,2,,minaret,"1-Braunschweig,_Germany1999700NAminaretambientmedium",Manderscheid_et_al_2000,"Braunschweig,_Germany",1999,Brau,4,
15,54,oilcrop,soybean,321,650,1,CTC,0,pots,1,53,,,NA,2,high_P,default,54-Korea2001650NANAambientNAhigh_P,kim_et_al_2005_soy,Korea,2001,Kore,1,
20,84,vegetable,cassava_leaves,322,680,1,OTC,1,field,5,2.545,0.3,0.09,NA,2,,default,"84-Instituto_Nacional_de_Investigaciones_Agrícolas_(INIA-CENIAP)_in_Maracay,_Estado_Aragua,_Venezuela,_680NANAambientNA",Fernandez_et_al_2002,"Instituto_Nacional_de_Investigaciones_Agrícolas_(INIA-CENIAP)_in_Maracay,_Estado_Aragua,_Venezuela,_",,Vene,1,no_SE
20,84,vegetable,cassava_leaves,323,546,1,GH,0,pots,1,3.381,0.298,0.088804,NA,1,,default,84-546NANAambientlow,Gleadow_et_al_2009,,,ANUg,1,no_SE
15,54,oilcrop,soybean,324,700,1,OTC,0,pots,2,6.83,,,NA,2,,default,54-Tohoku_uni_Sendai_Japan2003700NANAambientNA,Miyagi_et_al_2007,Tohoku_uni_Sendai_Japan,2003,Toho,1,
10,18,root_vegetable,potato,325,670,1,OTC,1,field,27,10.3,,,NA,2,,default,"18-CHIP_5_sites_around_europe1998,_1999670NANAambientNA",Fangmeier_et_al_2002_,CHIP_5_sites_around_europe,"1998,_1999",Euro,1,
1,1,C3_cereal,wheat,326,684,1,GH,0,pots,1,2.5,,,NA,2,entry_1,default,"1-Saskatoon,_Canada1994684NANAambientNAentry_1",Bai_et_al_2003,"Saskatoon,_Canada",1994,Sask,1,
1,1,C3_cereal,wheat,327,695,1,GC,0,pots,3,74.00410678,,,NA,1,,default,1-695NANAambientvery_low,Wolf_1996,,,Zwolf,1,
21,133,fruit,strawberry,328,720,1,GC,0,pots,1,11.74,2.93,8.5849,NA,1,,default,133-China720NANAambientlow,sun_et_al_2012_strawberry,China,,Chin,1,no_samplesize
2,2,C3_cereal,rice,329,700,1,GC,0,pots,1,1.6,0.0645,0.00416025,NA,2,[P]_=_480,default,"2-University_of_Western_Sydney,_Australia700NANAambientNA[P]_=_480",Seneweera_et_al_1996_Seneweera_&_Conroy_1997_,"University_of_Western_Sydney,_Australia",,UWS,1,
15,54,oilcrop,soybean,330,650,1,CTC,0,pots,1,57,,,NA,1,,default,54-Korea2001650NANAambientlow,kim_et_al_2005_soy,Korea,2001,Kore,1,
20,79,vegetable,collard,331,725,1,OTC,1,field,3,9.1,1,1,NA,2,,collard,"79-Beltsville,_MD1999,_2000725NAcollardambientNA",Bunce_&_Sicher_2003,"Beltsville,_MD","1999,_2000",Belt,1,no_SE
20,95,vegetable,alfalfa,332,450,1,OTC,0,pots,1,31.5,1.4,1.96,NA,2,,default,"95-University_of_Swansea,_U.K450NANAambientNA",Al-Rawahy_et_al_2013,"University_of_Swansea,_U.K",,Swan,1,
20,84,vegetable,cassava_leaves,333,709,1,GH,0,pots,1,5.358,0.2985,0.08910225,NA,2,,default,84-709NANAambientmedium,Gleadow_et_al_2009,,,ANUg,1,
20,97,vegetable,cabbage,334,720,1,GC,0,pots,1,0.6,0.07,0.0049,NA,2,,rinda,97-Jokonien720NArindaambientNA,reddy_et_al_2004_brassica,Jokonien,,Joko,1,no_SE
21,133,fruit,strawberry,335,720,1,GC,0,pots,1,13.72,0.88,0.7744,NA,3,,default,133-China720NANAambienthigh,sun_et_al_2012_strawberry,China,,Chin,1,no_samplesize
20,97,vegetable,cabbage,336,720,1,GC,0,pots,1,0.65,0.06,0.0036,NA,2,,lennox,97-Jokonien720NAlennoxambientNA,reddy_et_al_2004_brassica,Jokonien,,Joko,1,no_SE
20,79,vegetable,kohlrabi,337,725,1,OTC,1,field,3,8.7,0.9,0.81,NA,2,,kohlrabi,"79-Beltsville,_MD1999,_2000725NAkohlrabiambientNA",Bunce_&_Sicher_2003,"Beltsville,_MD","1999,_2000",Belt,1,e_only_CO2_on_sunny_days?
15,54,oilcrop,soybean,338,700,1,GC,0,pots,1,68.906,2.7305,7.45563025,NA,2,,default,"54-Florida,_USA1993700NANAambientNA",Thomas_et_al_2001;_2003,"Florida,_USA",1993,Flori,1,
15,54,oilcrop,soybean,339,720,1,OTC,1,field,3,0.47,,,NA,2,,default,"54-Auburn,_Alabama,_USA1992720NANAambientNA",Amthor_et_al_1994,"Auburn,_Alabama,_USA",1992,Alab,1,
1,1,C3_cereal,wheat,340,549,1,FACE,1,field,15,13.89,1.01,1.0201,wet,2,,Triso,"1-Heidfeldhof,_Stuttgart2004549wetTrisoambientmedium",Högy_et_al_2009_the_other_one,"Heidfeldhof,_Stuttgart",2004,Heid,1,
10,18,root_vegetable,potato,341,644,1,OTC,1,field,6,9.9,1.6,2.56,NA,2,,default,"18-Göteborg,_Sweden1998644NANAambientmedium",Piikki_et_al_2007,"Göteborg,_Sweden",1998,Gote,4,
9,17,root_vegetable,cassava,342,546,1,GH,0,pots,1,0.844,0.248,0.061504,NA,3,,default,17-546NANAambienthigh,Gleadow_et_al_2009,,,ANUg,1,no_SE
1,1,C3_cereal,wheat,343,565,1,CTC,0,pots,1,15.01,0.00255102,6.5077E-06,NA,2,,Beijing_9701,1-Chinese_Academy_of_Agricultural_Science_experiment_station_in_Beijing2001-2002565NABeijing_9701ambientmedium,Lin_et_al_2005,Chinese_Academy_of_Agricultural_Science_experiment_station_in_Beijing,2001-2002,Beij,1,
1,1,C3_cereal,wheat,344,800,1,GC,0,pots,1,3.72,0.199,0.039601,dry,2,,norman,1-Berlin800drynormanambientmedium,Mueller_et_al_1993,Berlin,,Berl,1,
1,1,C3_cereal,wheat,345,684,1,GH,0,pots,1,2.4,,,NA,2,entry_6,default,"1-Saskatoon,_Canada1994684NANAambientNAentry_6",Bai_et_al_2003,"Saskatoon,_Canada",1994,Sask,1,
1,1,C3_cereal,wheat,346,550,1,GH,0,pots,1,16.3,,,NA,3,,default,1-550NANAambientvery_high,Rogers_et_al_1996,,,Zrog96,1,
1,1,C3_cereal,wheat,347,550,1,GH,0,pots,1,16.2,,,NA,1,,default,1-550NANAambientlow,Rogers_et_al_1996,,,Zrog96,1,
1,1,C3_cereal,wheat,348,565,1,CTC,1,field,1,12.86,0.051020408,0.002603082,NA,2,,ZhongYu_five,1-Chinese_Academy_of_Agricultural_Science_experiment_station_in_Beijing2001-2002565NAZhongYu_fiveambientmedium,Lin_et_al_2005,Chinese_Academy_of_Agricultural_Science_experiment_station_in_Beijing,2001-2002,Beij,1,
1,1,C3_cereal,wheat,349,660,1,OTC,1,field,3,13.7,0.28,0.0784,wet,2,,Dragon,"1-Göteborg,_Sweden1994660wetDragonambientmedium",Pleijel_and_Danielsson_2009,"Göteborg,_Sweden",1994,Gote,1,49_days_pre_CO2
