plantorder,plantnumber,type,plant,ambient,elevated,facility,field01,fieldpots,percent_decrease_N,replicate_facilities,plants_per_rep,SE,SD,aN,eN,SE_a,SE_e,watering,nitrogen,other,cultivar,concatenate,Author,site_of_expt,year_of_experiment,exclude
1,1,C3_cereal,wheat,380,550,FACE,1,field,-5.718847519,4,123456,3.900284181,7.800568363,14.03893,13.236065,0.410837363,0.387021918,dry,low,TOS1_maybe,silverstar,"1-Horsham,_Australia2009550drysilverstarambientlowTOS1_maybe",,"Horsham,_Australia",2009,
1,1,C3_cereal,wheat,380,550,FACE,1,field,-10.12137231,4,123456,5.744199623,11.48839925,17.32438,15.570915,0.578167609,0.848694464,dry,low,TOS_2_maybe,yitpi,"1-Horsham,_Australia2009550dryyitpiambientlowTOS_2_maybe",,"Horsham,_Australia",2009,
1,1,C3_cereal,wheat,380,550,FACE,1,field,-4.212340976,4,123456,3.859050943,7.718101887,15.20366,14.56323,0.490891968,0.350906947,dry,low,TOS1_maybe,yitpi,"1-Horsham,_Australia2009550dryyitpiambientlowTOS1_maybe",,"Horsham,_Australia",2009,
1,1,C3_cereal,wheat,380,550,FACE,1,field,-11.68341503,4,123456,6.457723432,12.91544686,18.37592,16.228985,1.007781465,0.784862066,dry,medium,TOS_2_maybe,yitpi,"1-Horsham,_Australia2009550dryyitpiambientmediumTOS_2_maybe",,"Horsham,_Australia",2009,
1,1,C3_cereal,wheat,380,550,FACE,1,field,-7.637922226,4,123456,4.480929235,8.96185847,16.07047,14.84302,0.286079021,0.669877971,dry,medium,TOS1_maybe,yitpi,"1-Horsham,_Australia2009550dryyitpiambientmediumTOS1_maybe",,"Horsham,_Australia",2009,
1,1,C3_cereal,wheat,380,550,FACE,1,field,-10.08816302,4,123456,4.841654505,9.683309009,19.042565,17.12152,0.527485607,0.79063541,dry,low,TOS_2_maybe,zebu,"1-Horsham,_Australia2009550dryzebuambientlowTOS_2_maybe",,"Horsham,_Australia",2009,
1,1,C3_cereal,wheat,380,550,FACE,1,field,-6.36586312,4,123456,3.454133676,6.908267352,14.474785,13.55334,0.205487631,0.461473873,dry,low,TOS1_maybe,zebu,"1-Horsham,_Australia2009550dryzebuambientlowTOS1_maybe",,"Horsham,_Australia",2009,
1,1,C3_cereal,wheat,380,550,FACE,1,field,-3.569315818,4,123456,7.626936663,15.25387333,15.63633,15.07822,0.393900777,1.130464939,wet,low,TOS_2_maybe,drysdale,"1-Horsham,_Australia2009550wetdrysdaleambientlowTOS_2_maybe",,"Horsham,_Australia",2009,
1,1,C3_cereal,wheat,380,550,FACE,1,field,-0.216572927,4,123456,4.523038153,9.046076306,14.366985,14.33587,0.267356075,0.592538194,wet,low,TOS1_maybe,drysdale,"1-Horsham,_Australia2009550wetdrysdaleambientlowTOS1_maybe",,"Horsham,_Australia",2009,
1,1,C3_cereal,wheat,380,550,FACE,1,field,-6.544555573,4,123456,6.385516646,12.77103329,17.10437,15.984965,0.548518397,0.964430657,wet,low,TOS_2_maybe,gladius,"1-Horsham,_Australia2009550wetgladiusambientlowTOS_2_maybe",,"Horsham,_Australia",2009,
1,1,C3_cereal,wheat,380,550,FACE,1,field,-5.9336578,4,123456,2.710904072,5.421808145,15.09145,14.195975,0.342041644,0.252694153,wet,low,TOS1_maybe,gladius,"1-Horsham,_Australia2009550wetgladiusambientlowTOS1_maybe",,"Horsham,_Australia",2009,
1,1,C3_cereal,wheat,380,550,FACE,1,field,-15.00350873,4,123456,7.361654581,14.72330916,16.31645,13.86841,1.228656248,0.593459187,wet,low,TOS_2_maybe,h45,"1-Horsham,_Australia2009550weth45ambientlowTOS_2_maybe",,"Horsham,_Australia",2009,
1,1,C3_cereal,wheat,380,550,FACE,1,field,-11.12493888,4,123456,2.261954919,4.523909839,13.631985,12.115435,0.251814992,0.212114495,wet,low,TOS1_maybe,h45,"1-Horsham,_Australia2009550weth45ambientlowTOS1_maybe",,"Horsham,_Australia",2009,
1,1,C3_cereal,wheat,380,550,FACE,1,field,-5.666393696,4,123456,6.502934463,13.00586893,15.807585,14.911865,0.556761247,0.883655316,wet,low,TOS_2_maybe,hartog,"1-Horsham,_Australia2009550wethartogambientlowTOS_2_maybe",,"Horsham,_Australia",2009,
1,1,C3_cereal,wheat,380,550,FACE,1,field,-4.042160367,4,123456,3.715827067,7.431654135,14.51031,13.92378,0.312606559,0.448029734,wet,low,TOS1_maybe,hartog,"1-Horsham,_Australia2009550wethartogambientlowTOS1_maybe",,"Horsham,_Australia",2009,
1,1,C3_cereal,wheat,380,550,FACE,1,field,-14.38034453,4,123456,3.984168647,7.968337294,15.432245,13.213035,0.419310682,0.499145818,wet,low,TOS_2_maybe,janz,"1-Horsham,_Australia2009550wetjanzambientlowTOS_2_maybe",,"Horsham,_Australia",2009,
1,1,C3_cereal,wheat,380,550,FACE,1,field,-6.377127949,4,123456,2.818367658,5.636735317,14.902555,13.9522,0.327825839,0.286718536,wet,low,TOS1_maybe,janz,"1-Horsham,_Australia2009550wetjanzambientlowTOS1_maybe",,"Horsham,_Australia",2009,
1,1,C3_cereal,wheat,380,550,FACE,1,field,-13.30113704,4,123456,5.079054357,10.15810871,16.969865,14.71268,0.579806791,0.700138159,wet,low,TOS_2_maybe,silverstar,"1-Horsham,_Australia2009550wetsilverstarambientlowTOS_2_maybe",,"Horsham,_Australia",2009,
1,1,C3_cereal,wheat,380,550,FACE,1,field,-3.311852134,4,123456,4.799396621,9.598793243,13.44897,13.00356,0.435675586,0.489062386,wet,low,TOS1_maybe,silverstar,"1-Horsham,_Australia2009550wetsilverstarambientlowTOS1_maybe",,"Horsham,_Australia",2009,
1,1,C3_cereal,wheat,380,550,FACE,1,field,-2.225567404,4,123456,8.164313565,16.32862713,17.129115,16.747895,0.590994899,1.273510935,wet,low,TOS_2_maybe,yitpi,"1-Horsham,_Australia2009550wetyitpiambientlowTOS_2_maybe",,"Horsham,_Australia",2009,
1,1,C3_cereal,wheat,380,550,FACE,1,field,-6.12911319,4,123456,3.702430103,7.404860206,15.285735,14.348855,0.161587298,0.54523789,wet,low,TOS1_maybe,yitpi,"1-Horsham,_Australia2009550wetyitpiambientlowTOS1_maybe",,"Horsham,_Australia",2009,
1,1,C3_cereal,wheat,380,550,FACE,1,field,-2.925588235,4,123456,5.591107515,11.18221503,17,16.50265,0.230589995,0.923754233,wet,medium,TOS_2_maybe,yitpi,"1-Horsham,_Australia2009550wetyitpiambientmediumTOS_2_maybe",,"Horsham,_Australia",2009,
1,1,C3_cereal,wheat,380,550,FACE,1,field,-9.317987091,4,123456,5.868244278,11.73648856,15.715465,14.2511,0.195446079,0.905031017,wet,medium,TOS1_maybe,yitpi,"1-Horsham,_Australia2009550wetyitpiambientmediumTOS1_maybe",,"Horsham,_Australia",2009,
1,1,C3_cereal,wheat,380,550,FACE,1,field,-8.246432129,4,123456,7.971374104,15.94274821,16.839525,15.450865,0.510974602,1.257804541,wet,low,TOS_2_maybe,zebu,"1-Horsham,_Australia2009550wetzebuambientlowTOS_2_maybe",,"Horsham,_Australia",2009,
1,1,C3_cereal,wheat,380,550,FACE,1,field,-6.425949361,4,123456,5.22738078,10.45476156,13.935295,13.03982,0.359769772,0.645992852,wet,low,TOS1_maybe,zebu,"1-Horsham,_Australia2009550wetzebuambientlowTOS1_maybe",,"Horsham,_Australia",2009,
1,1,C3_cereal,wheat,350,700,OTC,1,field,-6.926406926,12,10,4.752730145,16.46394017,100,93.07359307,,,NA,NA,,NA,"1-Jokonien,_Finland1992700NANAambientNA",Hakala_1998,"Jokonien,_Finland",1992,no_SE
1,1,C3_cereal,wheat,350,700,OTC,1,field,-7.011070111,12,5,4.808556399,16.65732799,100,92.98892989,,,NA,NA,,NA,"1-Jokonien,_Finland1994700NANAambientNA",Hakala_1998,"Jokonien,_Finland",1994,no_SE
1,1,C3_cereal,wheat,350,700,GC,0,pots,-15.14195584,1,6,0.623262467,1.52667502,19.02,16.14,0.102,0.081,wet,NA,,NA,"1-Lanzhou_university,_China700wetNAambientNA",Wu_et_al_2004,"Lanzhou_university,_China",,
1,1,C3_cereal,wheat,370,550,FACE,1,field,-13.3,4,18.1_m2,1.1,2.2,,,,,dry,NA,,NA,"1-Maricopa,_Arizona1996550dryNAambientNA",Kimball_et_al._2001;_Pinter_et_al._1997,"Maricopa,_Arizona",1996,
1,1,C3_cereal,wheat,370,550,FACE,1,field,-19.3,4,18.1_m2,1,2,,,,,wet,NA,,NA,"1-Maricopa,_Arizona1996550wetNAambientNA",Kimball_et_al._2001;_Pinter_et_al._1997,"Maricopa,_Arizona",1996,
1,1,C3_cereal,wheat,367,554,FACE,1,field,1.212318841,4,18.1_m2,1.9,3.8,,,,,NA,high,,NA,"1-Maricopa,_Arizona1997554NANAambienthigh",Pinter_et_al._1997;_Kimball_et_al._2001;_Porteaus_et_al._2009,"Maricopa,_Arizona",1997,
1,1,C3_cereal,wheat,367,554,FACE,1,field,-26.71206897,4,18.1_m2,2.8,5.6,,,,,NA,low,,NA,"1-Maricopa,_Arizona1997554NANAambientlow",Pinter_et_al._1997;_Kimball_et_al._2001;_Porteaus_et_al._2009,"Maricopa,_Arizona",1997,
1,1,C3_cereal,wheat,368,676,OTC,1,field,-1.401869159,5,40,2.324710339,5.198210346,21.4,21.1,0.3,0.4,NA,NA,,NA,"1-Saerheim,_Norway676NANAambientNA",Sæbø_and_Mortensen_1996,"Saerheim,_Norway",,
1,1,C3_cereal,wheat,391,684,GH,0,pots,-7.407407407,1,5,6.647993991,14.86536648,2.7,2.5,,,NA,NA,entry_1,NA,"1-Saskatoon,_Canada1994684NANAambientNAentry_1",Bai_et_al._2003,"Saskatoon,_Canada",1994,
1,1,C3_cereal,wheat,391,684,GH,0,pots,7.692307692,1,5,6.045601821,13.51837664,2.6,2.8,,,NA,NA,entry_13,NA,"1-Saskatoon,_Canada1994684NANAambientNAentry_13",Bai_et_al._2003,"Saskatoon,_Canada",1994,
1,1,C3_cereal,wheat,391,684,GH,0,pots,0,1,5,0,0.000001,2.2,2.2,,,NA,NA,entry_17,NA,"1-Saskatoon,_Canada1994684NANAambientNAentry_17",Bai_et_al._2003,"Saskatoon,_Canada",1994,
1,1,C3_cereal,wheat,391,684,GH,0,pots,0,1,5,0,0.000001,2.5,2.5,,,NA,NA,entry_19,NA,"1-Saskatoon,_Canada1994684NANAambientNAentry_19",Bai_et_al._2003,"Saskatoon,_Canada",1994,
1,1,C3_cereal,wheat,391,684,GH,0,pots,8.333333333,1,5,12.84921923,12.84921923,2.4,2.6,,,NA,NA,entry_21,NA,"1-Saskatoon,_Canada1994684NANAambientNAentry_21",Bai_et_al._2003,"Saskatoon,_Canada",1994,
1,1,C3_cereal,wheat,391,684,GH,0,pots,-14.28571429,1,5,269.6759785,269.6759785,2.8,2.4,,,NA,NA,entry_6,NA,"1-Saskatoon,_Canada1994684NANAambientNAentry_6",Bai_et_al._2003,"Saskatoon,_Canada",1994,
1,1,C3_cereal,wheat,385,715,GC,0,pots,-3.633153192,4,8,2.188540367,4.377080733,18.689,18.01,0.4015,0.4015,NA,NA,,chris,1-South_Dakota715NAchrisambientNA,Ziska_et_al._2004,South_Dakota,,
1,1,C3_cereal,wheat,385,715,GC,0,pots,-0.951073635,4,8,2.915475936,5.830951873,20.398,20.204,0.4875,0.5865,NA,NA,,marquis,1-South_Dakota715NAmarquisambientNA,Ziska_et_al._2004,South_Dakota,,
1,1,C3_cereal,wheat,385,715,GC,0,pots,-0.581221164,4,8,3.446385045,6.89277009,16.689,16.592,0.5,0.4075,NA,NA,,oxen,1-South_Dakota715NAoxenambientNA,Ziska_et_al._2004,South_Dakota,,
1,1,C3_cereal,wheat,385,715,GC,0,pots,-3.015734266,4,8,2.431024091,4.862048182,20.592,19.971,0.41,0.5,NA,NA,,thatcher,1-South_Dakota715NAthatcherambientNA,Ziska_et_al._2004,South_Dakota,,
1,1,C3_cereal,wheat,350,550,GC,0,pots,-4.117647059,1,1,2.688278488,2.688278488,17,16.3,,,NA,high,,NA,"1-University_of_Western_Sydney,_Australia550NANAambienthigh",Conroy_et_al._1994,"University_of_Western_Sydney,_Australia",,
1,1,C3_cereal,wheat,350,550,GC,0,pots,-13.5483871,1,1,2.792897934,2.792897934,15.5,13.4,,,NA,low,,NA,"1-University_of_Western_Sydney,_Australia550NANAambientlow",Conroy_et_al._1994,"University_of_Western_Sydney,_Australia",,
1,1,C3_cereal,wheat,350,550,GC,0,pots,-1.226993865,1,1,2.846250165,2.846250165,16.3,16.1,,,NA,medium,,NA,"1-University_of_Western_Sydney,_Australia550NANAambientmedium",Conroy_et_al._1994,"University_of_Western_Sydney,_Australia",,
1,1,C3_cereal,wheat,388,712,OTC,1,field,-2.183406114,3,702,1.389401382,2.406513785,22.9,22.4,0.2,0.3,NA,NA,,NA,"1-wageningen?_Same_site_as_Dijkstra_et_al_1995_whatever_that_is1993,_1994712NANAambientNA",Dijkstra_et_al._1999,wageningen?_Same_site_as_Dijkstra_et_al_1995_whatever_that_is,"1993,_1994",
1,1,C3_cereal,wheat,373,736,OTC,1,field,-11.79487179,3,168.4,4.232562974,7.331014117,39,34.4,,,NA,NA,,NA,1-Wageningen1995736NANAambientNA,van_Oijen_et_al._1999,Wageningen,1995,
1,1,C3_cereal,wheat,373,736,OTC,1,field,-15.34526854,3,168.4,5.386579952,9.329830155,39.1,33.1,,,NA,NA,,NA,1-Wageningen1995736NANAlowNA,van_Oijen_et_al._1999,Wageningen,1995,
1,1,C3_cereal,wheat,373,736,OTC,1,field,-12.13592233,3,188.4,5.766532591,9.987927432,20.6,18.1,,,NA,NA,,NA,1-Wageningen1996736NANAambientNA,van_Oijen_et_al._1999,Wageningen,1996,
1,1,C3_cereal,wheat,373,736,OTC,1,field,-13.23529412,3,188.4,6.246780417,10.81974107,20.4,17.7,,,NA,NA,,NA,1-Wageningen1996736NANAlowNA,van_Oijen_et_al._1999,Wageningen,1996,
1,1,C3_cereal,wheat,380,550,FACE,1,field,-12.24513906,4,123456,6.372436913,12.74487383,15.99826667,14.03925667,1.033777728,0.465128238,wet,low,TOS_2_maybe,yitpi,"1-Walpeup,_Australia2008550wetyitpiambientlowTOS_2_maybe",,"Walpeup,_Australia",2008,
1,1,C3_cereal,wheat,380,550,FACE,1,field,-10.142563,4,123456,6.672588544,13.34517709,11.518346,10.3500905,0.839593301,0.146722348,wet,low,TOS1_maybe,yitpi,"1-Walpeup,_Australia2008550wetyitpiambientlowTOS1_maybe",,"Walpeup,_Australia",2008,
1,1,C3_cereal,wheat,380,550,FACE,1,field,-14.56265335,4,123456,2.141335166,4.282670333,15.383735,13.143455,0.238476973,0.258848152,wet,low,TOS_2_maybe,yitpi,"1-Walpeup,_Australia2009550wetyitpiambientlowTOS_2_maybe",,"Walpeup,_Australia",2009,
1,1,C3_cereal,wheat,380,550,FACE,1,field,-11.0444599,4,123456,7.761393097,15.52278619,12.937165,11.508325,0.468397008,0.913572937,wet,low,TOS1_maybe,yitpi,"1-Walpeup,_Australia2009550wetyitpiambientlowTOS1_maybe",,"Walpeup,_Australia",2009,
11,26,root_vegetable,sugar_beet,315,695,GC,0,pots,3,3,7,1.546453245,2.678535592,100,103,,,NA,low,,NA,26-695NANAambientlow,wolf_1998_sugar_beet,,,no_SE
11,26,root_vegetable,sugar_beet,315,695,GC,0,pots,8,3,7,4.22011961,7.309461579,100,108,,,NA,medium,,NA,26-695NANAambientmedium,wolf_1998_sugar_beet,,,no_SE
11,26,root_vegetable,sugar_beet,315,695,GC,0,pots,-11,3,7,5.262537946,9.1149831,100,89,,,NA,very_low,,NA,26-695NANAambientvery_low,wolf_1998_sugar_beet,,,no_SE
2,2,C3_cereal,rice,390,650,tunnel,1,field,-2.438146649,3,9,3.532220482,6.117985339,77.805,75.908,2.71,0.75,NA,NA,,NA,"2-Chonnam_National_University,_Gwangju,_Korea2009650NANAambientNA",lee_et_al_2013_rice,"Chonnam_National_University,_Gwangju,_Korea",2009,
2,2,C3_cereal,rice,390,650,tunnel,1,field,-8.34860137,3,9,2.346942848,4.065024255,85.691,78.537,0.75,1.89,wet,NA,,NA,"2-Chonnam_National_University,_Gwangju,_Korea2009650wetNAambientNA",lee_et_al_2013_rice,"Chonnam_National_University,_Gwangju,_Korea",2009,
2,2,C3_cereal,rice,390,650,tunnel,1,field,-6.819347746,3,8,3.544062335,6.138496029,81.87,76.287,2.005,2.22,NA,NA,,NA,"2-Chonnam_National_University,_Gwangju,_Korea2010650NANAambientNA",lee_et_al_2013_rice,"Chonnam_National_University,_Gwangju,_Korea",2010,
2,2,C3_cereal,rice,390,650,tunnel,1,field,-10.02607125,3,8,3.770667613,6.530987883,92.439,83.171,1.4,3.25,wet,NA,,NA,"2-Chonnam_National_University,_Gwangju,_Korea2010650wetNAambientNA",lee_et_al_2013_rice,"Chonnam_National_University,_Gwangju,_Korea",2010,
2,2,C3_cereal,rice,380,622,tunnel,0,pots,-20.83333333,3,3,5.545347174,9.604823051,1,0.791666667,,,NA,NA,,NA,"2-Chonnam_National_University,_South_Korea622NANAambientNA",Kim_et_al._2011,"Chonnam_National_University,_South_Korea",,
2,2,C3_cereal,rice,390,550,OTC,1,field,-5.174065794,2,45,5.868681456,8.299568909,9.393,8.907,0.4,0.4,NA,NA,,NA,"2-Cuttack,_India2009550NANAambientNA",roy_et_al_2012_rice,"Cuttack,_India",2009,
2,2,C3_cereal,rice,390,550,OTC,1,field,-6.13003096,2,45,5.661724703,8.006887862,9.69,9.096,0.4,0.4,NA,NA,,NA,"2-Cuttack,_India2010550NANAambientNA",roy_et_al_2012_rice,"Cuttack,_India",2010,
2,2,C3_cereal,rice,390,550,OTC,1,field,-7.07723372,2,45,2.756360547,3.898082469,9.905,9.204,0.2,0.2,NA,NA,,NA,"2-Cuttack,_India2011550NANAambientNA",roy_et_al_2012_rice,"Cuttack,_India",2011,
2,2,C3_cereal,rice,369,571,OTC,1,field,1,6,5,0.510504611,1.250475808,100,101,,,NA,NA,,NA,2-Philippines1994571NANAambientNA,Ziska_et_al._1997,Philippines,1994,no_SE
2,2,C3_cereal,rice,369,571,OTC,1,field,-7,6,5,3.426873178,8.394090699,100,93,,,NA,NA,,NA,2-Philippines1994571NANAwarmed?NA,Ziska_et_al._1997,Philippines,1994,no_SE
2,2,C3_cereal,rice,369,571,OTC,1,field,-1.075268817,6,5,0.543259717,1.330709105,100,98.92473118,,,NA,NA,,NA,2-Philippines1995571NANAambientNA,Ziska_et_al._1997,Philippines,1995,no_SE
2,2,C3_cereal,rice,369,665,OTC,1,field,-9.677419355,6,5,4.665948418,11.42919279,100,90.32258065,,,NA,NA,,NA,2-Philippines1995665NANAambientNA,Ziska_et_al._1997,Philippines,1995,no_SE
2,2,C3_cereal,rice,393,625,FACE,1,field,-12.25165563,3,12,1.868841606,3.236928614,15.1,13.25,0.226090365,0.200686954,wet,,,akitakomachi,"2-Shizukuishi,_Japan1999625wetakitakomachi",Lieffering_et_al._2004,"Shizukuishi,_Japan",1999,included_below
2,2,C3_cereal,rice,393,570,FACE,1,field,-4.285714286,3,12,1.323667412,2.29265921,12.25,11.725,0.130192486,0.103749843,wet,,,akitakomachi,"2-Shizukuishi,_Japan2000570wetakitakomachi",Lieffering_et_al._2004,"Shizukuishi,_Japan",2000,included_below
2,2,C3_cereal,rice,375,571,FACE,1,field,-8.101265823,3,1,2.877502988,4.983981375,1.316666667,1.21,0.036666667,0.017320508,wet,medium,,akitakomachi,"2-Shizukuishi,_Japan2007571wetakitakomachiambientmedium",,"Shizukuishi,_Japan",2007,
2,2,C3_cereal,rice,375,571,FACE,1,field,-7.754010695,3,123456,2.161957748,3.744620663,1.246666667,1.15,0.018559215,0.02081666,wet,medium,,akitakomachi,"2-Shizukuishi,_Japan2008571wetakitakomachiambientmedium",,"Shizukuishi,_Japan",2008,
2,2,C3_cereal,rice,375,571,FACE,1,field,-4.702194357,3,123456,4.73418872,8.199855396,1.063333333,1.013333333,0.049103066,0.018559215,wet,medium,,koshihikari,"2-Shizukuishi,_Japan2008571wetkoshihikariambientmedium",,"Shizukuishi,_Japan",2008,
2,2,C3_cereal,rice,375,571,FACE,1,field,-4.909560724,3,123456,3.693052937,6.396555323,1.29,1.226666667,0.02081666,0.043333333,wet,medium,,tanakari,"2-Shizukuishi,_Japan2008571wettanakariambientmedium",,"Shizukuishi,_Japan",2008,
2,2,C3_cereal,rice,386,584,FACE,1,field,-6.94980695,4,123456,1.82877654,3.657553079,1.295,1.205,0.017078251,0.017559423,wet,high,,86y8,"2-Tsukubamirai,_Japan2010584wet86y8ambienthigh",,"Tsukubamirai,_Japan",2010,
2,2,C3_cereal,rice,386,584,FACE,1,field,-1.796407186,4,123456,3.75413159,7.508263179,1.2525,1.23,0.035677958,0.031358146,wet,medium,,86Y8,"2-Tsukubamirai,_Japan2010584wet86Y8ambientmedium",,"Tsukubamirai,_Japan",2010,
2,2,C3_cereal,rice,386,584,FACE,1,field,-12.66666667,4,123456,3.499259416,6.998518832,1.5,1.31,0.037193189,0.041231056,wet,medium,,Aikoku,"2-Tsukubamirai,_Japan2010584wetAikokuambientmedium",,"Tsukubamirai,_Japan",2010,
2,2,C3_cereal,rice,386,584,FACE,1,field,-9.333333333,4,123456,2.637832521,5.275665042,1.3125,1.19,0.032755407,0.01779513,wet,medium,,Akidawara,"2-Tsukubamirai,_Japan2010584wetAkidawaraambientmedium",,"Tsukubamirai,_Japan",2010,
2,2,C3_cereal,rice,386,584,FACE,1,field,-6.930693069,4,123456,3.024077996,6.048155991,1.2625,1.175,0.034247871,0.021015867,wet,medium,,Akihikari,"2-Tsukubamirai,_Japan2010584wetAkihikariambientmedium",,"Tsukubamirai,_Japan",2010,
2,2,C3_cereal,rice,386,584,FACE,1,field,-6.066945607,4,123456,3.412138497,6.824276993,1.195,1.1225,0.03968627,0.01652019,wet,medium,,Akita63,"2-Tsukubamirai,_Japan2010584wetAkita63ambientmedium",,"Tsukubamirai,_Japan",2010,
2,2,C3_cereal,rice,386,584,FACE,1,field,-3.711340206,4,123456,1.886464628,3.772929257,1.2125,1.1675,0.023228933,0.004787136,wet,medium,,Akitakomachi,"2-Tsukubamirai,_Japan2010584wetAkitakomachiambientmedium",,"Tsukubamirai,_Japan",2010,
2,2,C3_cereal,rice,386,584,FACE,1,field,-10.47794118,4,123456,2.712135387,5.424270775,1.36,1.2175,0.025495098,0.028975564,wet,high,,Bekoaoba,"2-Tsukubamirai,_Japan2010584wetBekoaobaambienthigh",,"Tsukubamirai,_Japan",2010,
2,2,C3_cereal,rice,386,584,FACE,1,field,-10.26086957,4,123456,1.406388844,2.812777689,1.4375,1.29,0.008539126,0.018708287,wet,high,,Hoshiaoba,"2-Tsukubamirai,_Japan2010584wetHoshiaobaambienthigh",,"Tsukubamirai,_Japan",2010,
2,2,C3_cereal,rice,386,584,FACE,1,field,-9.289617486,4,123456,3.172944782,6.345889563,1.3725,1.245,0.043469338,0.018484228,wet,high,,IR72,"2-Tsukubamirai,_Japan2010584wetIR72ambienthigh",,"Tsukubamirai,_Japan",2010,
2,2,C3_cereal,rice,386,584,FACE,1,field,-8.847736626,4,123456,1.731732181,3.463464362,1.215,1.1075,0.020615528,0.009464847,wet,high,,Kokuriku193,"2-Tsukubamirai,_Japan2010584wetKokuriku193ambienthigh",,"Tsukubamirai,_Japan",2010,
2,2,C3_cereal,rice,386,584,FACE,1,field,-10.62992126,4,123456,3.792645697,7.585291395,1.27,1.135,0.035590261,0.036170891,wet,high,,Koshihikari,"2-Tsukubamirai,_Japan2010584wetKoshihikariambienthigh",,"Tsukubamirai,_Japan",2010,
2,2,C3_cereal,rice,386,584,FACE,1,field,-4.952830189,4,63,1.872435,3.744869999,1.06,1.0075,0.017320508,0.011086779,wet,low,,koshihikari,"2-Tsukubamirai,_Japan2010584wetkoshihikariambientlow","zhang_et_al_2013_rice,_own_data","Tsukubamirai,_Japan",2010,
2,2,C3_cereal,rice,386,584,FACE,1,field,-8.438818565,4,63,3.625828477,7.251656953,1.185,1.085,0.034034296,0.029580399,wet,medium,,koshihikari,"2-Tsukubamirai,_Japan2010584wetkoshihikariambientmedium","zhang_et_al_2013_rice,_own_data","Tsukubamirai,_Japan",2010,
2,2,C3_cereal,rice,386,584,FACE,1,field,-7.601351351,4,123456,3.22632341,6.45264682,1.48,1.3675,0.046007246,0.021746647,wet,high,,Lemont,"2-Tsukubamirai,_Japan2010584wetLemontambienthigh",,"Tsukubamirai,_Japan",2010,
2,2,C3_cereal,rice,386,584,FACE,1,field,-10.04862237,4,123456,1.611030799,3.222061598,1.5425,1.3875,0.017969882,0.018874586,wet,high,,Milyang23,"2-Tsukubamirai,_Japan2010584wetMilyang23ambienthigh",,"Tsukubamirai,_Japan",2010,
2,2,C3_cereal,rice,386,584,FACE,1,field,-12.01629328,4,123456,4.011454447,8.022908894,1.2275,1.08,0.034247871,0.038944405,wet,high,,Miriroman,"2-Tsukubamirai,_Japan2010584wetMiriromanambienthigh",,"Tsukubamirai,_Japan",2010,
2,2,C3_cereal,rice,386,584,FACE,1,field,-7.721280603,4,123456,1.593537896,3.187075792,1.3275,1.225,0.018427787,0.012583057,wet,high,,Nihonbare,"2-Tsukubamirai,_Japan2010584wetNihonbareambienthigh",,"Tsukubamirai,_Japan",2010,
2,2,C3_cereal,rice,386,584,FACE,1,field,-11.71717172,4,123456,1.804417118,3.608834237,1.2375,1.0925,0.017017148,0.01652019,wet,medium,,Norin8,"2-Tsukubamirai,_Japan2010584wetNorin8ambientmedium",,"Tsukubamirai,_Japan",2010,
2,2,C3_cereal,rice,386,584,FACE,1,field,-11.35135135,4,123456,4.548478796,9.096957593,1.3875,1.23,0.064468985,0.026770631,wet,medium,,SY63,"2-Tsukubamirai,_Japan2010584wetSY63ambientmedium",,"Tsukubamirai,_Japan",2010,
2,2,C3_cereal,rice,386,584,FACE,1,field,-8.976660682,4,123456,1.912208626,3.824417251,1.3925,1.2675,0.0225,0.017017148,wet,high,,Takanari,"2-Tsukubamirai,_Japan2010584wetTakanariambienthigh",,"Tsukubamirai,_Japan",2010,
2,2,C3_cereal,rice,386,584,FACE,1,field,-4.339250493,4,123456,2.754801564,5.509603128,1.2675,1.2125,0.026575365,0.023935678,wet,medium,,Takanari,"2-Tsukubamirai,_Japan2010584wetTakanariambientmedium",,"Tsukubamirai,_Japan",2010,
2,2,C3_cereal,rice,386,560,FACE,1,field,-6,4,15,2.22600018,4.452000361,1,0.94,,,NA,low,,NA,"2-Tsukubamirai,_Japan2011560NANAambientlow",zhang_et_al_2013_rice,"Tsukubamirai,_Japan",2011,
2,2,C3_cereal,rice,386,560,FACE,1,field,-6,4,15,2.22600018,4.452000361,1,0.94,,,NA,medium,,NA,"2-Tsukubamirai,_Japan2011560NANAambientmedium",zhang_et_al_2013_rice,"Tsukubamirai,_Japan",2011,
2,2,C3_cereal,rice,370,700,GC,0,pots,-27.83763322,1,15,9.30999714,36.05746388,17.171,12.391,1.1755,1.355,NA,NA,,NA,"2-University_of_Western_Sydney,_Australia700NANAambientNA",Seneweera_et_al._2011,"University_of_Western_Sydney,_Australia",,
2,2,C3_cereal,rice,350,700,GC,0,pots,-22.1402214,1,5,0,0.000001,2.71,2.11,0,0,NA,NA,[P]_=_0,NA,"2-University_of_Western_Sydney,_Australia700NANAambientNA[P]_=_0","Seneweera_et_al._1996,_Seneweera_&_Conroy_1997_","University_of_Western_Sydney,_Australia",,
2,2,C3_cereal,rice,350,700,GC,0,pots,-11.8782914,1,5,4.338569565,9.701336473,1.709,1.506,0.0415,0.0645,NA,NA,[P]_=_120,NA,"2-University_of_Western_Sydney,_Australia700NANAambientNA[P]_=_120","Seneweera_et_al._1996,_Seneweera_&_Conroy_1997_","University_of_Western_Sydney,_Australia",,
