"","Year.of.study","Crop","Elevated_CO2_Target_ppm","Elevated_CO2_Achieved_ppm","Ambient_CO2_ppm","FACE_ring_diameter_m","code","Level1","Level2","Level3","WateringRegime","Pptn","Irrign","TotH2O","NapplicnQ","Napplicn","TOS","Cultivar","RRB","RRCa","RRCu","RRFe","RRK","RRMg","RRMn","RRN","RRP","RRP","RRS","RRZn","Location"
"16",2001,"soybean",550,548.6,370,"20","13","3","13","24","Dry",NA,0,NA,"Low",0,"26/05/1997","Dwight",1.1236442516269,1.01166180758017,0.868055555555556,0.946251768033946,0.973958333333333,0.94047619047619,1.19034090909091,1.06456953642384,0.95045871559633,0.95045871559633,0.979661016949153,0.938875305623472,"Champaign__Illinois"
"17",2001,"soybean",550,548.6,370,"20","21","3","13","21","Dry",NA,0,NA,"Low",0,"26/05/1997","Flyer",0.900423728813559,1.10958904109589,0.770992366412214,0.81702668360864,0.938775510204082,0.964601769911504,1.2809364548495,1.02857142857143,0.884972170686456,0.884972170686456,0.937888198757764,0.928205128205128,"Champaign__Illinois"
"18",2001,"soybean",550,548.6,370,"20","29","3","13","23","Dry",NA,0,NA,"Low",0,"26/05/1997","Loda",0.798449612403101,1.02281368821293,0.959459459459459,0.930769230769231,0.974619289340101,0.94921875,0.886842105263158,1.04865771812081,0.892436974789916,0.892436974789916,0.990476190476191,0.990521327014218,"Champaign__Illinois"
"19",2001,"soybean",550,548.6,370,"20","37","3","13","6","Dry",NA,0,NA,"Low",0,"26/05/1997","Pana",1.05325443786982,1.01445086705202,0.985611510791367,0.926470588235294,0.948979591836735,0.995884773662551,1.20891364902507,1.03826955074875,0.932676518883415,0.932676518883415,1.0242214532872,1.02995391705069,"Champaign__Illinois"
"20",2001,"soybean",550,548.6,370,"20","45","3","13","14","Dry",NA,0,NA,"Low",0,"26/05/1997","Spencer",0.968814968814969,0.938931297709924,0.921739130434783,0.96373779637378,0.970443349753695,0.953781512605042,1.14497041420118,1.02427184466019,0.846023688663283,0.846023688663283,0.947019867549669,0.97911227154047,"Champaign__Illinois"
"21",2001,"soybean",550,548.6,370,"20","53","3","13","17","Dry",NA,0,NA,"Low",0,"26/05/1997","Williams",0.989399293286219,1.02024291497976,1.08264462809917,0.94965034965035,1.01507537688442,0.990867579908676,1.11945392491468,1.0205047318612,0.988074957410562,0.988074957410562,0.958199356913183,1.04427083333333,"Champaign__Illinois"
"22",2001,"soybean",550,548.6,370,"20","8","4","16","18","Dry",NA,0,NA,"Low",0,"26/05/1997","Clark",0.786423841059603,0.929971988795518,1.04166666666667,1.03763440860215,1.03157894736842,0.956862745098039,1.09872611464968,1.01217656012177,1.03846153846154,1.03846153846154,0.964856230031949,0.986206896551724,"Champaign__Illinois"
"23",2001,"soybean",550,548.6,370,"20","16","4","16","13","Dry",NA,0,NA,"Low",0,"26/05/1997","Dwight",0.995680345572354,0.922252010723861,1.04424778761062,0.882275132275132,1,0.992125984251969,1.19230769230769,0.964458804523425,0.86709886547812,0.86709886547812,0.970394736842105,0.941772151898734,"Champaign__Illinois"
"24",2001,"soybean",550,548.6,370,"20","24","4","16","20","Dry",NA,0,NA,"Low",0,"26/05/1997","Flyer",1.02788844621514,1.0224358974359,0.947916666666667,0.849259757738896,0.98941798941799,0.982062780269058,1.16015625,0.989113530326594,0.908771929824562,0.908771929824562,0.911042944785276,0.923705722070845,"Champaign__Illinois"
"25",2001,"soybean",550,548.6,370,"20","32","4","16","21","Dry",NA,0,NA,"Low",0,"26/05/1997","Loda",1.24102564102564,1,0.977611940298507,0.871394230769231,1.02020202020202,0.983935742971888,1.01282051282051,1.00503355704698,0.911353032659409,0.911353032659409,0.99025974025974,0.972972972972973,"Champaign__Illinois"
"26",2001,"soybean",550,548.6,370,"20","40","4","16","9","Dry",NA,0,NA,"Low",0,"26/05/1997","Pana",0.752122241086587,0.849009900990099,0.992805755395683,0.948466257668712,1.00540540540541,0.871698113207547,1.12698412698413,0.959876543209876,0.96271186440678,0.96271186440678,0.916398713826367,0.928104575163399,"Champaign__Illinois"
"27",2001,"soybean",550,548.6,370,"20","48","4","16","25","Dry",NA,0,NA,"Low",0,"26/05/1997","Spencer",0.735494880546075,0.951127819548872,1.01904761904762,0.869510664993726,1,0.917355371900826,1.04318936877076,0.971556886227545,0.822804314329738,0.822804314329738,0.904458598726115,0.846534653465347,"Champaign__Illinois"
"28",2001,"soybean",550,548.6,370,"20","56","4","16","6","Dry",NA,0,NA,"Low",0,"26/05/1997","Williams",1.026,1.04659498207885,1.08928571428571,0.979367262723521,0.994818652849741,0.991189427312775,1.24014336917563,0.965354330708662,0.846801346801347,0.846801346801347,0.887459807073955,1.03030303030303,"Champaign__Illinois"
"29",2002,"soybean",550,551.8,370,"20","57","1","17","13","Dry",363.1,0,363.1,"Low",0,"31/05/1998","Clark",0.933920704845815,0.896907216494846,0.992063492063492,0.987603305785124,0.990196078431373,0.915178571428571,0.875,1.0193740685544,0.991680532445923,0.991680532445923,0.955128205128205,0.95959595959596,"Champaign__Illinois"
"30",2002,"soybean",550,551.8,370,"20","65","1","17","14","Dry",363.1,0,363.1,"Low",0,"31/05/1998","Dwight",1.04398148148148,0.861460957178841,1.01408450704225,0.904569892473118,1,0.971544715447154,0.907284768211921,0.976635514018692,0.969105691056911,0.969105691056911,0.970873786407767,0.948780487804878,"Champaign__Illinois"
"31",2002,"soybean",550,551.8,370,"20","73","1","17","3","Dry",363.1,0,363.1,"Low",0,"31/05/1998","Flyer",0.99273607748184,0.981132075471698,0.904,0.895027624309392,0.969387755102041,0.925233644859813,0.884,0.980797636632201,0.943396226415094,0.943396226415094,0.970149253731343,0.938888888888889,"Champaign__Illinois"
"32",2002,"soybean",550,551.8,370,"20","81","1","17","15","Dry",363.1,0,363.1,"Low",0,"31/05/1998","Loda",0.962765957446809,0.904458598726115,1.00714285714286,0.842403628117914,0.984771573604061,0.951417004048583,0.879120879120879,0.951070336391437,0.982315112540193,0.982315112540193,0.92,0.972292191435768,"Champaign__Illinois"
"33",2002,"soybean",550,551.8,370,"20","89","1","17","12","Dry",363.1,0,363.1,"Low",0,"31/05/1998","Pana",0.942528735632184,0.934604904632153,0.942675159235669,0.951005025125628,0.964646464646465,0.922077922077922,0.877133105802048,0.9888,0.938110749185668,0.938110749185668,0.956810631229236,0.963942307692308,"Champaign__Illinois"
"34",2002,"soybean",550,551.8,370,"20","97","1","17","4","Dry",363.1,0,363.1,"Low",0,"31/05/1998","Spencer",0.908096280087527,0.94017094017094,0.931818181818182,0.833122629582807,0.92018779342723,0.923423423423423,0.89922480620155,0.983458646616541,0.931357254290172,0.931357254290172,0.933534743202417,0.926952141057934,"Champaign__Illinois"
"35",2002,"soybean",550,551.8,370,"20","105","1","17","19","Dry",363.1,0,363.1,"Low",0,"31/05/1998","Williams",0.965277777777778,0.987124463519313,0.92,0.998633879781421,0.974358974358974,0.943661971830986,0.876404494382022,0.979289940828402,0.98134328358209,0.98134328358209,0.954983922829582,0.935294117647059,"Champaign__Illinois"
"36",2002,"soybean",550,551.8,370,"20","60","2","24","19","Dry",363.1,0,363.1,"Low",0,"31/05/1998","Clark",1.03764705882353,0.972413793103448,0.891156462585034,1.02165087956698,1.01951219512195,1.03947368421053,1.17768595041322,0.993993993993994,0.934189406099518,0.934189406099518,1.02631578947368,0.890995260663507,"Champaign__Illinois"
"37",2002,"soybean",550,551.8,370,"20","68","2","24","18","Dry",363.1,0,363.1,"Low",0,"31/05/1998","Dwight",0.947368421052632,0.825065274151436,0.864864864864865,1.00275862068966,1.03174603174603,0.942622950819672,1.24723247232472,0.973520249221184,0.962903225806452,0.962903225806452,0.954098360655738,0.910958904109589,"Champaign__Illinois"
"38",2002,"soybean",550,551.8,370,"20","76","2","24","10","Dry",363.1,0,363.1,"Low",0,"31/05/1998","Flyer",1.0757180156658,0.965384615384615,0.954198473282443,1.0624133148405,0.95959595959596,0.971428571428571,1.14529914529915,0.972181551976574,0.941176470588235,0.941176470588235,0.985119047619048,0.983827493261455,"Champaign__Illinois"
"39",2002,"soybean",550,551.8,370,"20","84","2","24","20","Dry",363.1,0,363.1,"Low",0,"31/05/1998","Loda",1.03351955307263,0.988970588235294,0.888157894736842,0.958656330749354,0.979899497487437,0.962962962962963,1.23206751054852,0.9872,0.880989180834621,0.880989180834621,0.971246006389776,0.905339805825243,"Champaign__Illinois"
"40",2002,"soybean",550,551.8,370,"20","92","2","24","3","Dry",363.1,0,363.1,"Low",0,"31/05/1998","Pana",0.981438515081206,0.878048780487805,0.779141104294478,0.984231274638634,0.969230769230769,0.977777777777778,1.21343873517787,1.02100161550889,0.869431643625192,0.869431643625192,0.973941368078176,0.849438202247191,"Champaign__Illinois"
"41",2002,"soybean",550,551.8,370,"20","100","2","24","11","Dry",363.1,0,363.1,"Low",0,"31/05/1998","Spencer",0.914081145584726,0.97196261682243,0.902255639097744,0.987551867219917,0.990291262135922,0.972477064220183,1.13127413127413,0.988023952095808,0.886877828054299,0.886877828054299,0.93558282208589,0.96,"Champaign__Illinois"
"42",2002,"soybean",550,551.8,370,"20","108","2","24","15","Dry",363.1,0,363.1,"Low",0,"31/05/1998","Williams",0.988558352402746,1.0521327014218,1.008,1.14626391096979,0.995,1.00490196078431,1.11583011583012,0.948571428571429,0.944444444444445,0.944444444444445,0.941358024691358,0.988636363636363,"Champaign__Illinois"
"43",2002,"soybean",550,551.8,370,"20","61","3","25","5","Dry",363.1,0,363.1,"Low",0,"31/05/1998","Clark",0.881696428571429,1.15867158671587,1.10294117647059,0.940731399747793,1.025,0.962025316455696,0.891156462585034,0.982683982683983,1.14695340501792,1.14695340501792,1.01298701298701,1.08585858585859,"Champaign__Illinois"
"44",2002,"soybean",550,551.8,370,"20","69","3","25","4","Dry",363.1,0,363.1,"Low",0,"31/05/1998","Dwight",1.04449648711944,1.08433734939759,1.12121212121212,0.994194484760522,1.08064516129032,0.963562753036437,0.861861861861862,0.954682779456193,1.17948717948718,1.17948717948718,0.996732026143791,1.07387862796834,"Champaign__Illinois"
"45",2002,"soybean",550,551.8,370,"20","77","3","25","7","Dry",363.1,0,363.1,"Low",0,"31/05/1998","Flyer",1.00527704485488,0.941634241245136,1.12389380530973,0.850467289719626,1.05820105820106,1.05102040816327,0.751748251748252,0.963872832369942,1.32688172043011,1.32688172043011,1.06369426751592,1.05830903790087,"Champaign__Illinois"
"46",2002,"soybean",550,551.8,370,"20","85","3","25","3","Dry",363.1,0,363.1,"Low",0,"31/05/1998","Loda",0.950777202072539,0.968858131487889,1.09285714285714,0.910843373493976,1.0531914893617,1.00423728813559,0.757188498402556,0.96998420221169,1.17690875232775,1.17690875232775,0.962025316455696,0.954326923076923,"Champaign__Illinois"
"47",2002,"soybean",550,551.8,370,"20","93","3","25","19","Dry",363.1,0,363.1,"Low",0,"31/05/1998","Pana",0.962616822429907,0.983050847457627,1.01960784313725,0.883570504527814,1.07103825136612,0.995594713656388,0.750724637681159,0.982084690553746,1.23529411764706,1.23529411764706,0.996527777777778,1.02189781021898,"Champaign__Illinois"
"48",2002,"soybean",550,551.8,370,"20","101","3","25","9","Dry",363.1,0,363.1,"Low",0,"31/05/1998","Spencer",0.97979797979798,0.868778280542986,1.14285714285714,0.905732484076433,1.11794871794872,1.00925925925926,0.810289389067524,0.974664679582712,1.32581967213115,1.32581967213115,0.968152866242038,1.08011869436202,"Champaign__Illinois"
"49",2002,"soybean",550,551.8,370,"20","109","3","25","13","Dry",363.1,0,363.1,"Low",0,"31/05/1998","Williams",0.890995260663507,0.878260869565217,1.03225806451613,0.92338177014531,1.01554404145078,0.961538461538462,0.822064056939502,0.995548961424332,1.12016293279022,1.12016293279022,0.90625,0.967930029154519,"Champaign__Illinois"
"50",2002,"soybean",550,551.8,370,"20","64","4","32","15","Dry",363.1,0,363.1,"Low",0,"31/05/1998","Clark",0.928270042194093,0.917197452229299,0.772413793103448,1.01519337016575,1.0049504950495,0.991031390134529,1.35114503816794,0.987654320987654,0.958609271523179,0.958609271523179,0.968152866242038,0.821510297482837,"Champaign__Illinois"
"51",2002,"soybean",550,551.8,370,"20","72","4","32","14","Dry",363.1,0,363.1,"Low",0,"31/05/1998","Dwight",0.938189845474614,0.755813953488372,0.414473684210526,0.982288828337874,1.04761904761905,0.987603305785124,1.16053511705686,1.08710801393728,0.987240829346092,0.987240829346092,1.03741496598639,0.790286975717439,"Champaign__Illinois"
"52",2002,"soybean",550,551.8,370,"20","80","4","32","20","Dry",363.1,0,363.1,"Low",0,"31/05/1998","Flyer",0.938823529411765,0.945054945054945,0.72093023255814,1.0469696969697,0.989637305699482,1,1.02429149797571,0.969343065693431,0.947107438016529,0.947107438016529,0.949554896142433,0.814814814814815,"Champaign__Illinois"
"53",2002,"soybean",550,551.8,370,"20","88","4","32","16","Dry",363.1,0,363.1,"Low",0,"31/05/1998","Loda",0.965333333333333,0.896440129449838,0.888111888111888,0.982521847690387,1.05882352941176,1.02586206896552,1.22692307692308,1.01294498381877,1.00475435816165,1.00475435816165,0.993569131832797,0.872340425531915,"Champaign__Illinois"
"54",2002,"soybean",550,551.8,370,"20","96","4","32","9","Dry",363.1,0,363.1,"Low",0,"31/05/1998","Pana",0.944038929440389,0.924581005586592,0.794520547945205,1.06896551724138,1.03260869565217,0.982608695652174,1.23247232472325,1.05308219178082,0.927884615384615,0.927884615384615,1.03610108303249,0.805288461538462,"Champaign__Illinois"
"55",2002,"soybean",550,551.8,370,"20","104","4","32","19","Dry",363.1,0,363.1,"Low",0,"31/05/1998","Spencer",1,1.00460829493088,0.704545454545455,0.978082191780822,1.01492537313433,1.0188679245283,1.20300751879699,0.97428139183056,0.944723618090452,0.944723618090452,0.945686900958466,0.819148936170213,"Champaign__Illinois"
"56",2002,"soybean",550,551.8,370,"20","112","4","32","6","Dry",363.1,0,363.1,"Low",0,"31/05/1998","Williams",0.941176470588235,0.866412213740458,0.836065573770492,1.10928143712575,1.08152173913043,1.04060913705584,1.20242914979757,0.975720789074355,1.06311637080868,1.06311637080868,0.996742671009772,0.875,"Champaign__Illinois"
"57",2004,"soybean",550,550,375,"20","119","1","17","5","Dry",431.4,0,431.4,"Low",0,"27/05/2000","Dwight",0.984340044742729,0.863501483679525,0.953020134228188,0.880407124681934,0.973118279569892,0.914893617021277,0.940972222222222,1.07885906040268,1.02242990654206,1.02242990654206,0.996644295302013,0.972451790633609,"Champaign__Illinois"
"58",2004,"soybean",550,550,375,"20","127","1","17","10","Dry",431.4,0,431.4,"Low",0,"27/05/2000","Flyer",0.985781990521327,0.967741935483871,1.01550387596899,0.931451612903226,0.968253968253968,0.93719806763285,0.94468085106383,1.03767660910518,1.04174573055028,1.04174573055028,0.993975903614458,0.997101449275362,"Champaign__Illinois"
"59",2004,"soybean",550,550,375,"20","134","1","17","6","Dry",431.4,0,431.4,"Low",0,"27/05/2000","Loda",0.888607594936709,0.850574712643678,0.903846153846154,0.924731182795699,0.915789473684211,0.904166666666667,0.871794871794872,1.03225806451613,1.0141592920354,1.0141592920354,0.958990536277603,0.919395465994962,"Champaign__Illinois"
"60",2004,"soybean",550,550,375,"20","142","1","17","16","Dry",431.4,0,431.4,"Low",0,"27/05/2000","Pana",0.96043956043956,1.07668711656442,1.09615384615385,0.949214026602176,0.972067039106145,0.991489361702128,0.931297709923664,1.04485049833887,1.10456273764259,1.10456273764259,1.02622950819672,1.02,"Champaign__Illinois"
"61",2004,"soybean",550,550,375,"20","150","1","17","11","Dry",431.4,0,431.4,"Low",0,"27/05/2000","Spencer",0.922431865828092,0.912820512820513,0.97037037037037,0.936314363143631,1.01015228426396,0.899543378995434,0.983333333333333,1.03522205206738,1.10564663023679,1.10564663023679,0.920245398773006,1.14285714285714,"Champaign__Illinois"
"62",2004,"soybean",550,550,375,"20","158","1","17","22","Dry",431.4,0,431.4,"Low",0,"27/05/2000","Williams",0.857142857142857,0.898496240601504,0.971014492753623,0.849435382685069,0.927835051546392,0.942857142857143,0.846153846153846,1.06965174129353,1.01234567901235,1.01234567901235,0.974522292993631,0.992063492063492,"Champaign__Illinois"
"63",2004,"soybean",550,550,375,"20","115","2","24","4","Dry",431.4,0,431.4,"Low",0,"27/05/2000","Clark",0.943052391799544,0.899653979238754,0.916083916083916,0.891129032258064,1.02197802197802,0.936936936936937,0.995951417004049,1.06688417618271,0.951035781544256,0.951035781544256,1.02105263157895,1.03988603988604,"Champaign__Illinois"
"64",2004,"soybean",550,550,375,"20","122","2","24","22","Dry",431.4,0,431.4,"Low",0,"27/05/2000","Dwight",0.961098398169336,0.920415224913495,0.901315789473684,1.04945054945055,0.989583333333333,0.929515418502203,1.14509803921569,1.03666666666667,0.802385008517888,0.802385008517888,0.953488372093023,0.870801033591731,"Champaign__Illinois"
"65",2004,"soybean",550,550,375,"20","130","2","24","7","Dry",431.4,0,431.4,"Low",0,"27/05/2000","Flyer",0.933497536945813,0.898039215686275,0.893617021276596,1.06373937677054,1.06285714285714,1.01005025125628,1.19431279620853,1.0148588410104,0.897111913357401,0.897111913357401,0.964391691394659,0.900804289544236,"Champaign__Illinois"
"66",2004,"soybean",550,550,375,"20","137","2","24","17","Dry",431.4,0,431.4,"Low",0,"27/05/2000","Loda",0.905013192612137,0.887445887445887,0.898648648648649,0.930521091811414,0.967914438502674,0.942982456140351,1.16143497757848,1.04501607717042,0.851674641148325,0.851674641148325,1.01302931596091,0.8828125,"Champaign__Illinois"
"67",2004,"soybean",550,550,375,"20","145","2","24","5","Dry",431.4,0,431.4,"Low",0,"27/05/2000","Pana",0.915929203539823,0.913649025069638,0.803468208092486,0.996268656716418,0.938888888888889,0.927966101694915,1.14754098360656,1.05115511551155,0.717628705148206,0.717628705148206,0.952681388012618,0.84367816091954,"Champaign__Illinois"
"68",2004,"soybean",550,550,375,"20","153","2","24","9","Dry",431.4,0,431.4,"Low",0,"27/05/2000","Spencer",0.914096916299559,0.845454545454545,0.864285714285714,0.978962131837307,1.02185792349727,0.967289719626168,1.1528384279476,1.00593471810089,0.894915254237288,0.894915254237288,0.956386292834891,0.93,"Champaign__Illinois"
"69",2004,"soybean",550,550,375,"20","161","2","24","15","Dry",431.4,0,431.4,"Low",0,"27/05/2000","Williams",0.898648648648649,0.979166666666667,0.86986301369863,0.872170439414115,0.994565217391304,0.925373134328358,1.09090909090909,0.973926380368098,0.792321116928447,0.792321116928447,0.937106918238994,0.878552971576227,"Champaign__Illinois"
"70",2004,"soybean",550,550,375,"20","116","3","25","15","Dry",431.4,0,431.4,"Low",0,"27/05/2000","Clark",0.926267281105991,0.985074626865672,1.02797202797203,0.916552667578659,0.989847715736041,0.945945945945946,0.782608695652174,0.990811638591118,1.1009900990099,1.1009900990099,0.959876543209877,0.992105263157895,"Champaign__Illinois"
"71",2004,"soybean",550,550,375,"20","123","3","25","5","Dry",431.4,0,431.4,"Low",0,"27/05/2000","Dwight",1.0765306122449,0.986254295532646,1.02205882352941,0.911051212938005,0.968085106382979,0.99537037037037,0.848580441640378,1.00810372771475,1.31034482758621,1.31034482758621,0.979865771812081,1.16307692307692,"Champaign__Illinois"
"72",2004,"soybean",550,550,375,"20","131","3","25","10","Dry",431.4,0,431.4,"Low",0,"27/05/2000","Flyer",0.972704714640199,0.951219512195122,1.06779661016949,0.991689750692521,1.03954802259887,1.06282722513089,0.849802371541502,0.973053892215569,1.26739130434783,1.26739130434783,0.978851963746224,1.00581395348837,"Champaign__Illinois"
"73",2004,"soybean",550,550,375,"20","138","3","25","6","Dry",431.4,0,431.4,"Low",0,"27/05/2000","Loda",0.957983193277311,1.0045045045045,1,0.935483870967742,1,0.974137931034483,0.789473684210526,0.984152139461173,1.24279835390946,1.24279835390946,0.968553459119497,0.988919667590028,"Champaign__Illinois"
"74",2004,"soybean",550,550,375,"20","146","3","25","12","Dry",431.4,0,431.4,"Low",0,"27/05/2000","Pana",0.960829493087558,1.00593471810089,1.10810810810811,0.995115995115995,1.06976744186047,1.01276595744681,0.774603174603175,0.9484375,1.24795081967213,1.24795081967213,0.977491961414791,1.02985074626866,"Champaign__Illinois"
"75",2004,"soybean",550,550,375,"20","154","3","25","13","Dry",431.4,0,431.4,"Low",0,"27/05/2000","Spencer",0.94279176201373,1.05464480874317,1.05426356589147,0.91580310880829,1.01570680628272,0.976303317535545,0.843283582089552,0.929850746268657,1.26078028747433,1.26078028747433,0.962616822429907,0.9921875,"Champaign__Illinois"
"76",2004,"soybean",550,550,375,"20","162","3","25","22","Dry",431.4,0,431.4,"Low",0,"27/05/2000","Williams",1.0354609929078,0.90295358649789,1.04411764705882,0.972183588317107,1.01587301587302,0.97979797979798,0.760714285714286,0.953416149068323,1.33479212253829,1.33479212253829,0.968051118210863,1.0864553314121,"Champaign__Illinois"
"77",2004,"soybean",550,550,375,"20","126","4","32","21","Dry",431.4,0,431.4,"Low",0,"27/05/2000","Dwight",0.995433789954338,0.888544891640867,0.860759493670886,1.03673469387755,0.954773869346734,0.944915254237288,1.13937282229965,1.11573236889693,0.8736,0.8736,1,0.827160493827161,"Champaign__Illinois"
"78",2004,"soybean",550,550,375,"20","141","4","32","19","Dry",431.4,0,431.4,"Low",0,"27/05/2000","Loda",1.00537634408602,0.870229007633588,0.850299401197605,1.06674612634088,1,0.98744769874477,1.11328125,1.04940374787053,0.970948012232416,0.970948012232416,0.984025559105431,0.875894988066826,"Champaign__Illinois"
"79",2004,"soybean",550,550,375,"20","149","4","32","7","Dry",431.4,0,431.4,"Low",0,"27/05/2000","Pana",0.864016736401674,0.878706199460916,0.726775956284153,0.947494033412888,0.950819672131147,0.930894308943089,1.17131474103586,1.06551724137931,0.801815431164902,0.801815431164902,0.960264900662252,0.785407725321888,"Champaign__Illinois"
"80",2004,"soybean",550,550,375,"20","157","4","32","3","Dry",431.4,0,431.4,"Low",0,"27/05/2000","Spencer",0.967592592592592,0.792156862745098,0.801282051282051,1.06413994169096,0.970731707317073,1.06829268292683,1.1566265060241,1.1079258010118,0.995334370139969,0.995334370139969,1.00323624595469,0.872941176470588,"Champaign__Illinois"
"81",2006,"soybean",550,NA,375,"20","165","1","17","9","Dry",511.9,0,511.9,"Low",0,"24/05/2002","Pana",0.993087557603687,0.965397923875433,0.939597315436242,0.938255033557047,1.01081081081081,0.9375,0.804428044280443,0.99021207177814,0.948837209302326,0.948837209302326,0.907590759075908,0.997422680412371,"Champaign__Illinois"
