Study,Location,Year,Crop,Cultivar,WateringRegime,Pptn,Irrign,TotH2O,CO2treatment,NapplicnQ,Napplicn,Phos_App,Temperature_treatment,TOS,CO2_indicator,Pair_Count,Pair-CO2_ID,24hCO2,Yield,Zn,Fe,Ph,N,P,K,S,B,Ca,Mg,Mn,Cu
AGFACE_Australia_Wheat,Horsham_Australia,2009,wheat,Zebu,Wet,187,60,247,eCO2,Low,0,0,,TOS2,1,58,581,No,308.2894737,26.205,43.1425,2.71745,15.450865,,,,,,,,
AGFACE_Australia_Wheat,Horsham_Australia,2009,wheat,Janz,Wet,223,70,293,aCO2,Low,0,0,,TOS1,0,59,590,No,287.6677632,30.2925,38.0725,2.731733333,14.902555,,,,,,,,
AGFACE_Australia_Wheat,Horsham_Australia,2009,wheat,Janz,Wet,223,70,293,eCO2,Low,0,0,,TOS1,1,59,591,No,401.5427632,29.2,34.6875,3.286191667,13.9522,,,,,,,,
AGFACE_Australia_Wheat,Horsham_Australia,2009,wheat,Yitpi,Wet,223,70,293,aCO2,Low,0,0,,TOS1,0,60,600,No,263.5986842,31.0125,41.1325,3.164575,15.285735,,,,,,,,
AGFACE_Australia_Wheat,Horsham_Australia,2009,wheat,Yitpi,Wet,223,70,293,eCO2,Low,0,0,,TOS1,1,60,601,No,366.5131579,29.8475,37.885,2.818091667,14.348855,,,,,,,,
AGFACE_Australia_Wheat,Horsham_Australia,2009,wheat,Janz,Wet,187,60,247,aCO2,Low,0,0,,TOS2,0,61,610,No,175.0263158,25.0275,40.135,2.947058333,15.432245,,,,,,,,
AGFACE_Australia_Wheat,Horsham_Australia,2009,wheat,Janz,Wet,187,60,247,eCO2,Low,0,0,,TOS2,1,61,611,No,258.9276316,22.895,33.6875,2.13075,13.213035,,,,,,,,
AGFACE_Australia_Wheat,Horsham_Australia,2009,wheat,Yitpi,Wet,187,60,247,aCO2,Low,0,0,,TOS2,0,62,620,No,138.1875,36.285,47.5125,3.207383333,17.129115,,,,,,,,
AGFACE_Australia_Wheat,Horsham_Australia,2009,wheat,Yitpi,Wet,187,60,247,eCO2,Low,0,0,,TOS2,1,62,621,No,192.25,29.14,46.4525,2.487,16.747895,,,,,,,,
AGFACE_Australia_Wheat,Horsham_Australia,2009,wheat,Yitpi,Wet,223,70,293,aCO2,Medium,50,0,,TOS1,0,63,630,No,256.6056432,34.03,41.36,2.685875,15.715465,,,,,,,,
AGFACE_Australia_Wheat,Horsham_Australia,2009,wheat,Yitpi,Wet,223,70,293,eCO2,Medium,50,0,,TOS1,1,63,631,No,305.2589381,30.9775,35.7025,2.547383333,14.2511,,,,,,,,
AGFACE_Australia_Wheat,Horsham_Australia,2009,wheat,Yitpi,Wet,187,60,247,aCO2,Medium,50,0,,TOS2,0,64,640,No,131.0263158,31.5225,47.375,2.815433333,17,,,,,,,,
AGFACE_Australia_Wheat,Horsham_Australia,2009,wheat,Yitpi,Wet,187,60,247,eCO2,Medium,50,0,,TOS2,1,64,641,No,168.3651316,31.6375,47.4975,3.003458333,16.50265,,,,,,,,
SoyFACE_Soy,Champaign_Illinois,2001,soybean,Clark,Dry,,0,,aCO2,Low,0,,,26/05/1997,0,65,650,No,,42.825,80.65,,6.3975,0.58325,1.9825,3177.5,57.3,0.339,0.2575,32.875,12
SoyFACE_Soy,Champaign_Illinois,2001,soybean,Clark,Dry,,0,,eCO2,Low,0,,,26/05/1997,1,65,651,No,,43.725,79.45,,6.5925,0.59925,1.9825,3087.5,47.775,0.3305,0.245,32.25,12.375
SoyFACE_Soy,Champaign_Illinois,2001,soybean,Dwight,Dry,,0,,aCO2,Low,0,,,26/05/1997,0,66,660,No,,41.1,76.05,,6.09,0.57475,1.96,3040,45.05,0.34725,0.2555,33.6,12.8
SoyFACE_Soy,Champaign_Illinois,2001,soybean,Dwight,Dry,,0,,eCO2,Low,0,,,26/05/1997,1,66,661,No,,39.325,70.95,,6.105,0.56475,1.955,2985,48.55,0.3385,0.243,34.475,12.75
SoyFACE_Soy,Champaign_Illinois,2001,soybean,Flyer,Dry,,0,,aCO2,Low,0,,,26/05/1997,0,67,670,No,,38.75,80.25,,6.5,0.5585,1.91,3332.5,60.525,0.31775,0.23,28.35,11.225
SoyFACE_Soy,Champaign_Illinois,2001,soybean,Flyer,Dry,,0,,eCO2,Low,0,,,26/05/1997,1,67,671,No,,35.95,72.675,,6.4025,0.537,1.9075,3162.5,46.125,0.3185,0.22375,30.05,10.3
SoyFACE_Soy,Champaign_Illinois,2001,soybean,Loda,Dry,,0,,aCO2,Low,0,,,26/05/1997,0,68,680,No,,42.475,83.625,,5.9525,0.63525,2.035,3132.5,46.95,0.27375,0.255,32.475,14.175
SoyFACE_Soy,Champaign_Illinois,2001,soybean,Loda,Dry,,0,,eCO2,Low,0,,,26/05/1997,1,68,681,No,,40.05,74.7,,6.0825,0.59075,2.0225,3077.5,45.825,0.2765,0.24325,29.35,13.275
SoyFACE_Soy,Champaign_Illinois,2001,soybean,Pana,Dry,,0,,aCO2,Low,0,,,26/05/1997,0,69,690,No,,45.75,79.475,,6.155,0.6315,1.95,3080,56.625,0.36525,0.253,32.7,13.8
SoyFACE_Soy,Champaign_Illinois,2001,soybean,Pana,Dry,,0,,eCO2,Low,0,,,26/05/1997,1,69,691,No,,42.675,76.175,,6.21,0.5945,1.905,2955,48.3,0.351,0.23775,34.15,13.4
SoyFACE_Soy,Champaign_Illinois,2001,soybean,Spencer,Dry,,0,,aCO2,Low,0,,,26/05/1997,0,70,700,No,,40.25,78.65,,6.4175,0.61825,2.0475,3157.5,51.65,0.26,0.244,32.475,10.65
SoyFACE_Soy,Champaign_Illinois,2001,soybean,Spencer,Dry,,0,,eCO2,Low,0,,,26/05/1997,1,70,701,No,,37.55,72.65,,6.435,0.58075,2.0375,3015,45.875,0.24075,0.22725,31.75,10.85
SoyFACE_Soy,Champaign_Illinois,2001,soybean,Williams,Dry,,0,,aCO2,Low,0,,,26/05/1997,0,71,710,No,,41.6,75.975,,6.3825,0.61025,1.9775,3212.5,67.75,0.26125,0.23425,28.85,12.65
SoyFACE_Soy,Champaign_Illinois,2001,soybean,Williams,Dry,,0,,eCO2,Low,0,,,26/05/1997,1,71,711,No,,39.125,73.2,,6.36,0.575,1.97,3007.5,54.3,0.26825,0.226,30.75,12.725
SoyFACE_Soy,Champaign_Illinois,2002,soybean,Clark,Dry,363.1,0,363.1,aCO2,Low,0,,,31/05/1998,0,72,720,No,,41.275,74.55,,6.695,0.5965,2.0275,3095,45.025,0.2915,0.228,26.95,13.85
SoyFACE_Soy,Champaign_Illinois,2002,soybean,Clark,Dry,363.1,0,363.1,eCO2,Low,0,,,31/05/1998,1,72,721,No,,38.625,73.825,,6.6675,0.59925,2.0475,3065,42.5,0.28625,0.22275,28.65,12.95
SoyFACE_Soy,Champaign_Illinois,2002,soybean,Dwight,Dry,363.1,0,363.1,aCO2,Low,0,,,31/05/1998,0,73,730,No,,42,72.3,,6.3,0.602,1.8975,3035,44.2,0.3855,0.24475,30.125,18.15
SoyFACE_Soy,Champaign_Illinois,2002,soybean,Dwight,Dry,363.1,0,363.1,eCO2,Low,0,,,31/05/1998,1,73,731,No,,38.825,70.15,,6.27,0.614,1.9725,3002.5,43.85,0.33575,0.2365,31.15,13.65
SoyFACE_Soy,Champaign_Illinois,2002,soybean,Flyer,Dry,363.1,0,363.1,aCO2,Low,0,,,31/05/1998,0,74,740,No,,36.3,71.35,,6.8425,0.562,1.94,3305,40,0.26375,0.20475,25.425,12.45
SoyFACE_Soy,Champaign_Illinois,2002,soybean,Flyer,Dry,363.1,0,363.1,eCO2,Low,0,,,31/05/1998,1,74,741,No,,34.35,68.55,,6.6475,0.575,1.9275,3275,40.05,0.25275,0.20175,23.925,11.45
SoyFACE_Soy,Champaign_Illinois,2002,soybean,Loda,Dry,363.1,0,363.1,aCO2,Low,0,,,31/05/1998,0,75,750,No,,41.2,82.175,,6.325,0.60925,1.9275,3162.5,37.375,0.296,0.2395,27.075,14.375
SoyFACE_Soy,Champaign_Illinois,2002,soybean,Loda,Dry,363.1,0,363.1,eCO2,Low,0,,,31/05/1998,1,75,751,No,,38.125,75.7,,6.1975,0.61175,1.9625,3040,36.525,0.2775,0.236,27.2,13.9
SoyFACE_Soy,Champaign_Illinois,2002,soybean,Pana,Dry,363.1,0,363.1,aCO2,Low,0,,,31/05/1998,0,76,760,No,,42.2,76.375,,6.105,0.604,1.9,2932.5,42.625,0.362,0.22825,29.05,15.475
SoyFACE_Soy,Champaign_Illinois,2002,soybean,Pana,Dry,363.1,0,363.1,eCO2,Low,0,,,31/05/1998,1,76,761,No,,38.35,74.1,,6.17,0.593,1.915,2902.5,40.825,0.3365,0.22125,28.925,13.675
SoyFACE_Soy,Champaign_Illinois,2002,soybean,Spencer,Dry,363.1,0,363.1,aCO2,Low,0,,,31/05/1998,0,77,770,No,,37.75,75.725,,6.6625,0.59725,2.0375,3210,42.15,0.2215,0.217,27.35,12.9
SoyFACE_Soy,Champaign_Illinois,2002,soybean,Spencer,Dry,363.1,0,363.1,eCO2,Low,0,,,31/05/1998,1,77,771,No,,35.6,69.95,,6.53,0.599,2.055,3035,40,0.2095,0.21275,27.425,11.8
SoyFACE_Soy,Champaign_Illinois,2002,soybean,Williams,Dry,363.1,0,363.1,aCO2,Low,0,,,31/05/1998,0,78,780,No,,34.475,69.65,,6.7725,0.532,1.93,3155,43.75,0.234,0.2055,26.35,12.4
SoyFACE_Soy,Champaign_Illinois,2002,soybean,Williams,Dry,363.1,0,363.1,eCO2,Low,0,,,31/05/1998,1,78,781,No,,32.475,72.3,,6.6,0.544,1.96,2995,41.425,0.22025,0.20275,26.275,11.775
SoyFACE_Soy,Champaign_Illinois,2004,soybean,Clark,Dry,431.4,0,431.4,aCO2,Low,0,,,27/05/2000,0,79,790,No,,36.55,73.75,,6.33,0.518,1.895,3045,43.65,0.2785,0.222,27.3,14.3
SoyFACE_Soy,Champaign_Illinois,2004,soybean,Clark,Dry,431.4,0,431.4,eCO2,Low,0,,,27/05/2000,1,79,791,No,,37.1,66.65,,6.505,0.5305,1.905,3010,40.8,0.262,0.209,24,13.9
SoyFACE_Soy,Champaign_Illinois,2004,soybean,Dwight,Dry,431.4,0,431.4,aCO2,Low,0,,,27/05/2000,0,80,800,No,,37,74.775,,5.915,0.5455,1.9125,2975,42.85,0.31,0.2285,28.675,14.875
SoyFACE_Soy,Champaign_Illinois,2004,soybean,Dwight,Dry,431.4,0,431.4,eCO2,Low,0,,,27/05/2000,1,80,801,No,,35.075,72.35,,6.26,0.5335,1.8575,2922.5,42.95,0.28275,0.216,28.975,13.85
SoyFACE_Soy,Champaign_Illinois,2004,soybean,Flyer,Dry,431.4,0,431.4,aCO2,Low,0,,,27/05/2000,0,81,810,No,,35.4,72.4,,6.593333333,0.513666667,1.803333333,3333.333333,41.03333333,0.249666667,0.199,23.3,12.93333333
SoyFACE_Soy,Champaign_Illinois,2004,soybean,Flyer,Dry,431.4,0,431.4,eCO2,Low,0,,,27/05/2000,1,81,811,No,,34.2,72,,6.646666667,0.543,1.843333333,3263.333333,39.56666667,0.234333333,0.199333333,22.96666667,12.76666667
SoyFACE_Soy,Champaign_Illinois,2004,soybean,Loda,Dry,431.4,0,431.4,aCO2,Low,0,,,27/05/2000,0,82,820,No,,39.025,82.975,,6.15,0.583,1.8825,3137.5,37.575,0.244,0.23475,25.925,15.225
SoyFACE_Soy,Champaign_Illinois,2004,soybean,Loda,Dry,431.4,0,431.4,eCO2,Low,0,,,27/05/2000,1,82,821,No,,35.7,80.05,,6.3175,0.5865,1.8275,3077.5,35.25,0.2195,0.2235,25.175,13.85
SoyFACE_Soy,Champaign_Illinois,2004,soybean,Pana,Dry,431.4,0,431.4,aCO2,Low,0,,,27/05/2000,0,83,830,No,,42.575,82.2,,6.07,0.579,1.785,3087.5,45.475,0.34825,0.238,26.8,16.5
SoyFACE_Soy,Champaign_Illinois,2004,soybean,Pana,Dry,431.4,0,431.4,eCO2,Low,0,,,27/05/2000,1,83,831,No,,38.875,79.875,,6.2275,0.545,1.7525,3022.5,42.025,0.336,0.22975,26.55,15.175
SoyFACE_Soy,Champaign_Illinois,2004,soybean,Spencer,Dry,431.4,0,431.4,aCO2,Low,0,,,27/05/2000,0,84,840,No,,39.325,72.725,,6.475,0.56725,1.94,3192.5,45,0.21325,0.21225,24.65,14
SoyFACE_Soy,Champaign_Illinois,2004,soybean,Spencer,Dry,431.4,0,431.4,eCO2,Low,0,,,27/05/2000,1,84,841,No,,38.5,70.65,,6.585,0.59725,1.9475,3065,42.125,0.18975,0.20725,25.35,12.825
SoyFACE_Soy,Champaign_Illinois,2004,soybean,Williams,Dry,431.4,0,431.4,aCO2,Low,0,,,27/05/2000,0,85,850,No,,37.06666667,75.56666667,,6.33,0.532333333,1.89,3150,44.76666667,0.247666667,0.203,25.33333333,14
SoyFACE_Soy,Champaign_Illinois,2004,soybean,Williams,Dry,431.4,0,431.4,eCO2,Low,0,,,27/05/2000,1,85,851,No,,36.4,67.7,,6.313333333,0.546,1.85,3023.333333,41.5,0.229333333,0.192666667,22.43333333,13.43333333
SoyFACE_Soy,Champaign_Illinois,2006,soybean,Pana,Dry,511.9,0,511.9,aCO2,Low,0,,,24/05/2002,0,86,860,No,,40.375,72.8,,6.27,0.60975,1.825,2942.5,43.55,0.31425,0.24075,25.25,15.275
SoyFACE_Soy,Champaign_Illinois,2006,soybean,Pana,Dry,511.9,0,511.9,eCO2,Low,0,,,24/05/2002,1,86,861,No,,39.125,74.975,,6.1175,0.629,1.935,2872.5,42.2,0.27675,0.2345,24.325,14.475
SoyFACE_Soy,Champaign_Illinois,2007,soybean,Pana,Dry,233,0,233,aCO2,Low,0,,,21/05/2003,0,87,870,No,,42.1,81.35,,6.025,0.60125,1.9525,2985,41.85,0.37125,0.25525,29.825,14.6
SoyFACE_Soy,Champaign_Illinois,2007,soybean,Pana,Dry,233,0,233,eCO2,Low,0,,,21/05/2003,1,87,871,No,,39.5,74.5,,6.0825,0.5595,1.86,2867.5,40.325,0.3505,0.23875,26.325,14
SoyFACE_Soy,Champaign_Illinois,2008,soybean,Loda,Dry,432,0,432,aCO2,Low,0,,,16/06/2004,0,88,880,No,,39.425,74.05,,6.115,0.54,1.8425,3082.5,37.4,0.22575,0.241,23.325,14.575
SoyFACE_Soy,Champaign_Illinois,2008,soybean,Loda,Dry,432,0,432,eCO2,Low,0,,,16/06/2004,1,88,881,No,,35.95,73.825,,6.14,0.53575,1.865,2977.5,35.725,0.205,0.2335,23.225,13.175
SoyFACE_Soy,Champaign_Illinois,2008,soybean,Pana,Dry,432,0,432,aCO2,Low,0,,,16/06/2004,0,89,890,No,,38.25,69.4,,5.9025,0.55225,1.7625,2977.5,40.35,0.313,0.239,23.6,14.75
SoyFACE_Soy,Champaign_Illinois,2008,soybean,Pana,Dry,432,0,432,eCO2,Low,0,,,16/06/2004,1,89,891,No,,38.825,71.95,,5.98,0.56425,1.79,2967.5,40.3,0.2915,0.23725,23.475,14.775
Maricopa_Sorghum,Maricopa_Arizona,1998,Sorghum,,Dry,20,454,474,aCO2,Medium,279,41,,,0,90,900,Yes,472,23,27.725,,1.7575,0.29175,0.3975,1005,5.475,0.0155,0.138,21.75,3.475
Maricopa_Sorghum,Maricopa_Arizona,1998,Sorghum,,Dry,20,454,474,eCO2,Medium,279,41,,,1,90,901,Yes,553,22.225,26.575,,1.6825,0.281,0.4,992.5,5.4,0.01625,0.1335,20.95,3.275
Maricopa_Sorghum,Maricopa_Arizona,1998,Sorghum,,Wet,20,1198,1218,aCO2,Medium,279,41,,,0,91,910,Yes,671,20.5,25.26666667,,1.59,0.323,0.523333333,916.6666667,5.8,0.016333333,0.137333333,23.16666667,3.133333333
Maricopa_Sorghum,Maricopa_Arizona,1998,Sorghum,,Wet,20,1198,1218,eCO2,Medium,279,41,,,1,91,911,Yes,678,21.23333333,26.63333333,,1.613333333,0.331,0.526666667,940,5.333333333,0.018666667,0.14,23.3,3.166666667
Maricopa_Sorghum,Maricopa_Arizona,1999,Sorghum,,Dry,153,338,491,aCO2,Medium,265,41,,,0,92,920,Yes,106,43,49.15,,2.6625,0.48375,0.515,1705,8.725,0.03275,0.2025,32.125,6.15
Maricopa_Sorghum,Maricopa_Arizona,1999,Sorghum,,Dry,153,338,491,eCO2,Medium,265,41,,,1,92,921,Yes,142,39.85,46.575,,2.5675,0.46925,0.51,1585,8.3,0.0305,0.192,31.8,5.7
Maricopa_Sorghum,Maricopa_Arizona,1999,Sorghum,,Wet,153,894,1047,aCO2,Medium,265,41,,,0,93,930,Yes,476,27.3,30.225,,1.785,0.386,0.425,1182.5,4.825,0.019,0.16275,25.7,3.5
Maricopa_Sorghum,Maricopa_Arizona,1999,Sorghum,,Wet,153,894,1047,eCO2,Medium,265,41,,,1,93,931,Yes,424,27.9,33.7,,1.9075,0.4085,0.4775,1245,5.525,0.026,0.17275,28.675,3.525
SoyFACE_Corn,Champaign_Illinois,2008,Corn,Cv34B43,Dry,432,0,432,aCO2,Low,0,,,,0,94,940,No,207,19.175,14.5,,0.955,0.26575,0.35,860,4.35,0.00525,0.094,3.775,1.775
SoyFACE_Corn,Champaign_Illinois,2008,Corn,Cv34B43,Dry,432,0,432,eCO2,Low,0,,,,1,94,941,No,209,16.9,14.35,,1.0225,0.24025,0.3425,930,4.925,0.00575,0.086,3.675,1.825
SoyFACE_Corn,Champaign_Illinois,2008,Corn,DKC61-19,Dry,432,0,432,aCO2,Low,0,,,,0,95,950,No,,18.775,12.925,,0.9075,0.25725,0.3225,912.5,4.4,0.004,0.09875,3.925,1.85
SoyFACE_Corn,Champaign_Illinois,2008,Corn,DKC61-19,Dry,432,0,432,eCO2,Low,0,,,,1,95,951,No,,18.225,12.65,,0.8975,0.24075,0.3125,945,4.325,0.00425,0.0935,3.925,1.775
SoyFACE_Corn,Champaign_Illinois,2008,Corn,Cv34B43,Dry,432,0,432,aCO2,Medium,157,,,,0,96,960,No,256,18.05,17.525,,1.215,0.2355,0.33,965,4.35,0.0065,0.08925,3.9,2.475
SoyFACE_Corn,Champaign_Illinois,2008,Corn,Cv34B43,Dry,432,0,432,eCO2,Medium,157,,,,1,96,961,No,268,16.75,16.35,,1.0725,0.2185,0.32,947.5,4.475,0.005,0.081,3.375,2.15
SoyFACE_Corn,Champaign_Illinois,2008,Corn,DKC61-19,Dry,432,0,432,aCO2,Medium,157,,,,0,97,970,No,,19.225,13.925,,1.175,0.254,0.31,987.5,4,0.00325,0.09675,3.825,2.4
SoyFACE_Corn,Champaign_Illinois,2008,Corn,DKC61-19,Dry,432,0,432,eCO2,Medium,157,,,,1,97,971,No,,19.525,12.15,,1.04,0.2415,0.3025,977.5,4.225,0.00325,0.09725,3.825,1.85
RiceFACE,Tsukubamirai_Japan,2010,Rice,86Y8,Wet,,,,aCO2,Medium,80,,NormalTemperature,,0,98,980,,,33.525,11.2,,1.2525,0.346,0.3,992.5,2.3,0.01575,0.13,68.05,3.85
RiceFACE,Tsukubamirai_Japan,2010,Rice,86Y8,Wet,,,,eCO2,Medium,80,,NormalTemperature,,1,98,981,,,33.425,10.875,,1.23,0.33975,0.295,960,2.075,0.01575,0.12725,57.1,3.45
RiceFACE,Tsukubamirai_Japan,2010,Rice,86Y8,Wet,,,,aCO2,Medium,80,,ElevatedTemperature,,0,99,990,,,33.425,11.525,,1.2775,0.33475,0.285,1030,2,0.015,0.1255,61.575,4.05
RiceFACE,Tsukubamirai_Japan,2010,Rice,86Y8,Wet,,,,eCO2,Medium,80,,ElevatedTemperature,,1,99,991,,,34.3,11.5,,1.2625,0.3455,0.3,1020,2.175,0.016,0.1295,52.6,3.75
RiceFACE,Tsukubamirai_Japan,2010,Rice,86Y8,Wet,,,,aCO2,High,160,,NormalTemperature,,0,100,1000,,,28.275,10.775,,1.295,0.31775,0.26,982.5,1.625,0.01375,0.1165,50.075,3.9
RiceFACE,Tsukubamirai_Japan,2010,Rice,86Y8,Wet,,,,eCO2,High,160,,NormalTemperature,,1,100,1001,,,28.8,11.2,,1.205,0.32875,0.285,927.5,2.225,0.0155,0.11975,52.375,3.275
RiceFACE,Tsukubamirai_Japan,2010,Rice,Aikoku,Wet,,,,aCO2,Medium,80,,NormalTemperature,,0,101,1010,,479,32.025,11.35,,1.5,0.3965,0.3975,1087.5,2.325,0.01425,0.14925,46.2,3.575
RiceFACE,Tsukubamirai_Japan,2010,Rice,Aikoku,Wet,,,,eCO2,Medium,80,,NormalTemperature,,1,101,1011,,606,28.075,9.85,,1.31,0.3535,0.37,962.5,2.3,0.01375,0.13375,33.875,2.85
RiceFACE,Tsukubamirai_Japan,2010,Rice,Akidawara,Wet,,,,aCO2,Medium,80,,NormalTemperature,,0,102,1020,,513,33.925,12.3,,1.3125,0.33975,0.2925,985,2.475,0.01225,0.135,38.825,3.05
RiceFACE,Tsukubamirai_Japan,2010,Rice,Akidawara,Wet,,,,eCO2,Medium,80,,NormalTemperature,,1,102,1021,,647,30.725,11.15,,1.19,0.332,0.295,877.5,2.525,0.01275,0.135,32.45,2.85
RiceFACE,Tsukubamirai_Japan,2010,Rice,Akihikari,Wet,,,,aCO2,Medium,80,,NormalTemperature,,0,103,1030,,545,28.825,17.375,,1.2625,0.3345,0.335,905,2.625,0.0105,0.13075,29.8,4.225
RiceFACE,Tsukubamirai_Japan,2010,Rice,Akihikari,Wet,,,,eCO2,Medium,80,,NormalTemperature,,1,103,1031,,560,28.4,16.125,,1.175,0.32725,0.33,832.5,2.6,,0.127,24.975,3.05
RiceFACE,Tsukubamirai_Japan,2010,Rice,Akita63,Wet,,,,aCO2,Medium,80,,NormalTemperature,,0,104,1040,,577,24.875,10.975,,1.195,0.3075,0.3175,862.5,2.175,,0.1295,34.325,3
RiceFACE,Tsukubamirai_Japan,2010,Rice,Akita63,Wet,,,,eCO2,Medium,80,,NormalTemperature,,1,104,1041,,691,23.625,10.625,,1.1225,0.304,0.32,805,2.3,,0.1285,29.875,2.725
RiceFACE,Shizukuishi_Japan,2007,Rice,Akitakomachi,Wet,,,,aCO2,Medium,80,131,NormalTemperature,,0,105,1050,,556,26.9,9.766666667,,1.316666667,0.355666667,0.263333333,926.6666667,1.333333333,,0.131333333,22.03333333,1.633333333
RiceFACE,Shizukuishi_Japan,2007,Rice,Akitakomachi,Wet,,,,eCO2,Medium,80,131,NormalTemperature,,1,105,1051,,671,25.1,9.2,,1.21,0.359333333,0.27,896.6666667,1.366666667,0.010333333,0.133333333,26.2,1.633333333
RiceFACE,Shizukuishi_Japan,2007,Rice,Akitakomachi,Wet,,,,aCO2,Medium,80,131,ElevatedTemperature,,0,106,1060,,,31.2,11.3,,1.356666667,0.378666667,0.28,1006.666667,1.6,,0.142,22.13333333,1.533333333
RiceFACE,Shizukuishi_Japan,2007,Rice,Akitakomachi,Wet,,,,eCO2,Medium,80,131,ElevatedTemperature,,1,106,1061,,,30.03333333,10.96666667,,1.296666667,0.383,0.283333333,980,1.666666667,0.010333333,0.142,26.63333333,1.8
RiceFACE,Shizukuishi_Japan,2008,Rice,Akitakomachi,Wet,,,,aCO2,Medium,80,131,NormalTemperature,,0,107,1070,,622,24.5,8.933333333,,1.246666667,0.339333333,0.26,896.6666667,1.266666667,0.010666667,0.126,24.13333333,1.666666667
RiceFACE,Shizukuishi_Japan,2008,Rice,Akitakomachi,Wet,,,,eCO2,Medium,80,131,NormalTemperature,,1,107,1071,,748,24,8.3,,1.15,0.346333333,0.266666667,843.3333333,1.333333333,0.011666667,0.130666667,29.33333333,1.7
RiceFACE,Shizukuishi_Japan,2008,Rice,Akitakomachi,Wet,,,,aCO2,Medium,80,131,ElevatedTemperature,,0,108,1080,,,28.96666667,10.86666667,,1.323333333,0.347333333,0.25,983.3333333,1.5,0.012,0.134333333,23.4,1.666666667
RiceFACE,Shizukuishi_Japan,2008,Rice,Akitakomachi,Wet,,,,eCO2,Medium,80,131,ElevatedTemperature,,1,108,1081,,,25.73333333,9.166666667,,1.193333333,0.331666667,0.246666667,873.3333333,1.366666667,0.012333333,0.126666667,27.63333333,1.666666667
RiceFACE,Tsukubamirai_Japan,2010,Rice,Akitakomachi,Wet,,,,aCO2,Medium,80,,NormalTemperature,,0,109,1090,,507,30.8,12.4,,1.2125,0.3335,0.305,882.5,2.6,,0.13375,37.475,3.575
RiceFACE,Tsukubamirai_Japan,2010,Rice,Akitakomachi,Wet,,,,eCO2,Medium,80,,NormalTemperature,,1,109,1091,,528,31.2,12.425,,1.1675,0.33375,0.3075,820,2.875,,0.131,31.05,3.025
RiceFACE,Tsukubamirai_Japan,2010,Rice,Bekoaoba,Wet,,,,aCO2,High,160,,NormalTemperature,,0,110,1100,,,25,10.125,,1.36,0.3515,0.36,987.5,2.05,,0.13075,29.775,3.125
RiceFACE,Tsukubamirai_Japan,2010,Rice,Bekoaoba,Wet,,,,eCO2,High,160,,NormalTemperature,,1,110,1101,,,23.725,9.775,,1.2175,0.3535,0.3625,872.5,2.25,,0.1295,23.85,2.625
RiceFACE,Tsukubamirai_Japan,2010,Rice,Hoshiaoba,Wet,,,,aCO2,High,160,,NormalTemperature,,0,111,1110,,,28.35,11.75,,1.4375,0.35025,0.3225,1060,2.1,0.0115,0.14025,44.65,4
RiceFACE,Tsukubamirai_Japan,2010,Rice,Hoshiaoba,Wet,,,,eCO2,High,160,,NormalTemperature,,1,111,1111,,,27.225,10.85,,1.29,0.36075,0.345,952.5,2.3,0.013,0.144,43.55,3.125
RiceFACE,Tsukubamirai_Japan,2010,Rice,IR72,Wet,,,,aCO2,High,160,,NormalTemperature,,0,112,1120,,,22.15,9.5,,1.3725,0.36,0.285,1077.5,1.875,0.013,0.13925,28.475,3.475
RiceFACE,Tsukubamirai_Japan,2010,Rice,IR72,Wet,,,,eCO2,High,160,,NormalTemperature,,1,112,1121,,,22.475,8.95,,1.245,0.3415,0.2725,967.5,2.125,0.01225,0.13275,24.45,3.525
RiceFACE,Tsukubamirai_Japan,2010,Rice,Kokuriku193,Wet,,,,aCO2,High,160,,NormalTemperature,,0,113,1130,,,20.575,10.75,,1.215,0.3395,0.31,1110,1.825,,0.132,30.7,3.275
RiceFACE,Tsukubamirai_Japan,2010,Rice,Kokuriku193,Wet,,,,eCO2,High,160,,NormalTemperature,,1,113,1131,,,20.925,11.075,,1.1075,0.361,0.335,1005,2.225,0.012,0.1445,31.95,2.925
RiceFACE,Shizukuishi_Japan,2008,Rice,Koshihikari,Wet,,,,aCO2,Medium,80,131,NormalTemperature,,0,114,1140,,612,21.13333333,7.766666667,,1.063333333,0.312,0.246666667,796.6666667,1.166666667,,0.12,19.96666667,1.466666667
RiceFACE,Shizukuishi_Japan,2008,Rice,Koshihikari,Wet,,,,eCO2,Medium,80,131,NormalTemperature,,1,114,1141,,672,20.7,7.6,,1.013333333,0.32,0.256666667,773.3333333,1.233333333,0.011333333,0.125333333,23.36666667,1.566666667
RiceFACE,Tsukubamirai_Japan,2010,Rice,Koshihikari,Wet,,,,aCO2,Low,0,,NormalTemperature,,0,115,1150,,400,29.875,11.125,,1.06,0.324,0.2975,815,2.85,0.0105,0.13625,29.75,3.325
RiceFACE,Tsukubamirai_Japan,2010,Rice,Koshihikari,Wet,,,,eCO2,Low,0,,NormalTemperature,,1,115,1151,,455,30.65,11.25,,1.0075,0.32525,0.3,752.5,3.25,0.0115,0.13425,27.925,2.675
RiceFACE,Tsukubamirai_Japan,2010,Rice,Koshihikari,Wet,,,,aCO2,Medium,80,,NormalTemperature,,0,116,1160,,552,28.9,11.375,,1.185,0.32825,0.2925,857.5,2.4,,0.138,30.475,3
