num,locyrwntc,Location,year,Crop,WateringRegime,NapplicnQ,TOS,Cultivar,Zn,Fe,N,P,K,S,B,Ca,Mg,Mn,Cu,Yield,CorrYield,protein,LocYrCrL1L2L3WNTC,LocYrCrL1L2WNTC,LocYrCrWNTC,CropCO2,PairedFACEdata$Location,RRB,RRCa,RRCu,RRFe,RRK,RRMg,RRMn,RRN,RRP,RRP,RRS,RRZn,RRyield
314,Horsham__Australia 2009 wheat 3 Wet Low TOS_2 Zebu,Horsham__Australia,2009,wheat,Wet,Low,TOS_2,Zebu,33.47,48.11,,,,,,,,,,258.62,258.62,16.1,Horsham__Australia 2009 wheat 3 11 T Wet Low TOS_2 Zebu,Horsham__Australia 2009 wheat 3 11 Wet Low TOS_2 Zebu,Horsham__Australia 2009 wheat Wet Low TOS_2 Zebu,wheat aCO2,Horsham__Australia,,,,1.029931407,,,,,,,,1.13205856,0.5876189
315,Horsham__Australia 2009 wheat 3 Wet Medium TOS_1 Yitpi,Horsham__Australia,2009,wheat,Wet,Medium,TOS_1,Yitpi,36.57,43.88,,,,,,,,,,234.38,234.38,15.72,Horsham__Australia 2009 wheat 3 12 U Wet Medium TOS_1 Yitpi,Horsham__Australia 2009 wheat 3 12 Wet Medium TOS_1 Yitpi,Horsham__Australia 2009 wheat Wet Medium TOS_1 Yitpi,wheat aCO2,Horsham__Australia,,,,0.745670009,,,,,,,,0.680885972,0.989034901
316,Horsham__Australia 2009 wheat 3 Wet Medium TOS_2 Yitpi,Horsham__Australia,2009,wheat,Wet,Medium,TOS_2,Yitpi,29.83,45.96,,,,,,,,,,108.89,108.89,16.61,Horsham__Australia 2009 wheat 3 11 N Wet Medium TOS_2 Yitpi,Horsham__Australia 2009 wheat 3 11 Wet Medium TOS_2 Yitpi,Horsham__Australia 2009 wheat Wet Medium TOS_2 Yitpi,wheat aCO2,Horsham__Australia,,,,1.040905135,,,,,,,,1.420046933,1.131049683
317,Horsham__Australia 2009 wheat 4 Dry Low TOS_1 Drysdale,Horsham__Australia,2009,wheat,Dry,Low,TOS_1,Drysdale,32.08,43.71,,,,,,,,,,293.31,293.31,15.93,Horsham__Australia 2009 wheat 4 14 H Dry Low TOS_1 Drysdale,Horsham__Australia 2009 wheat 4 14 Dry Low TOS_1 Drysdale,Horsham__Australia 2009 wheat Dry Low TOS_1 Drysdale,wheat aCO2,Horsham__Australia,,,,0.911004347,,,,,,,,1.153678304,1.221710818
318,Horsham__Australia 2009 wheat 4 Dry Low TOS_1 Gladius,Horsham__Australia,2009,wheat,Dry,Low,TOS_1,Gladius,28,37.4,,,,,,,,,,325.67,325.67,15.71,Horsham__Australia 2009 wheat 4 14 A Dry Low TOS_1 Gladius,Horsham__Australia 2009 wheat 4 14 Dry Low TOS_1 Gladius,Horsham__Australia 2009 wheat Dry Low TOS_1 Gladius,wheat aCO2,Horsham__Australia,,,,1.035026738,,,,,,,,0.854285714,1.073325759
319,Horsham__Australia 2009 wheat 4 Dry Low TOS_1 H45,Horsham__Australia,2009,wheat,Dry,Low,TOS_1,H45,28.37,34.4,,,,,,,,,,,317.13,13.48,Horsham__Australia 2009 wheat 4 14 L Dry Low TOS_1 H45,Horsham__Australia 2009 wheat 4 14 Dry Low TOS_1 H45,Horsham__Australia 2009 wheat Dry Low TOS_1 H45,wheat aCO2,Horsham__Australia,,,,0.988953488,,,,,,,,0.890729644,
320,Horsham__Australia 2009 wheat 4 Dry Low TOS_1 Hartog,Horsham__Australia,2009,wheat,Dry,Low,TOS_1,Hartog,25.3,40.56,,,,,,,,,,,239.59,14.75,Horsham__Australia 2009 wheat 4 14 I Dry Low TOS_1 Hartog,Horsham__Australia 2009 wheat 4 14 Dry Low TOS_1 Hartog,Horsham__Australia 2009 wheat Dry Low TOS_1 Hartog,wheat aCO2,Horsham__Australia,,,,1.021696252,,,,,,,,1.34229249,
321,Horsham__Australia 2009 wheat 4 Dry Low TOS_1 Janz,Horsham__Australia,2009,wheat,Dry,Low,TOS_1,Janz,32.41,37.94,,,,,,,,,,278.5,278.5,15.61,Horsham__Australia 2009 wheat 4 14 K Dry Low TOS_1 Janz,Horsham__Australia 2009 wheat 4 14 Dry Low TOS_1 Janz,Horsham__Australia 2009 wheat Dry Low TOS_1 Janz,wheat aCO2,Horsham__Australia,,,,0.949657354,,,,,,,,0.898488121,1.044883303
322,Horsham__Australia 2009 wheat 4 Dry Low TOS_1 Silverstar,Horsham__Australia,2009,wheat,Dry,Low,TOS_1,Silverstar,29.84,36.59,,,,,,,,,,344.29,344.29,14.72,Horsham__Australia 2009 wheat 4 14 B Dry Low TOS_1 Silverstar,Horsham__Australia 2009 wheat 4 14 Dry Low TOS_1 Silverstar,Horsham__Australia 2009 wheat Dry Low TOS_1 Silverstar,wheat aCO2,Horsham__Australia,,,,1.040174911,,,,,,,,1.027815013,1.354846205
323,Horsham__Australia 2009 wheat 4 Dry Low TOS_1 Yitpi,Horsham__Australia,2009,wheat,Dry,Low,TOS_1,Yitpi,27.3,41.46,,,,,,,,,,285.07,285.07,15.38,Horsham__Australia 2009 wheat 4 14 J Dry Low TOS_1 Yitpi,Horsham__Australia 2009 wheat 4 14 Dry Low TOS_1 Yitpi,Horsham__Australia 2009 wheat Dry Low TOS_1 Yitpi,wheat aCO2,Horsham__Australia,,,,0.950313555,,,,,,,,1.083150183,1.373838005
324,Horsham__Australia 2009 wheat 4 Dry Low TOS_1 Zebu,Horsham__Australia,2009,wheat,Dry,Low,TOS_1,Zebu,25.95,41.55,,,,,,,,,,226.46,226.46,14.62,Horsham__Australia 2009 wheat 4 14 E Dry Low TOS_1 Zebu,Horsham__Australia 2009 wheat 4 14 Dry Low TOS_1 Zebu,Horsham__Australia 2009 wheat Dry Low TOS_1 Zebu,wheat aCO2,Horsham__Australia,,,,1.027436823,,,,,,,,0.978420039,2.015764373
325,Horsham__Australia 2009 wheat 4 Dry Low TOS_2 Drysdale,Horsham__Australia,2009,wheat,Dry,Low,TOS_2,Drysdale,51.72,44.21,,,,,,,,,,148.43,148.43,15.04,Horsham__Australia 2009 wheat 4 16 Q Dry Low TOS_2 Drysdale,Horsham__Australia 2009 wheat 4 16 Dry Low TOS_2 Drysdale,Horsham__Australia 2009 wheat Dry Low TOS_2 Drysdale,wheat aCO2,Horsham__Australia,,,,0.985976024,,,,,,,,0.609242073,1.206494644
326,Horsham__Australia 2009 wheat 4 Dry Low TOS_2 Gladius,Horsham__Australia,2009,wheat,Dry,Low,TOS_2,Gladius,36.33,42.78,,,,,,,,,,152.7,152.7,15.99,Horsham__Australia 2009 wheat 4 16 P Dry Low TOS_2 Gladius,Horsham__Australia 2009 wheat 4 16 Dry Low TOS_2 Gladius,Horsham__Australia 2009 wheat Dry Low TOS_2 Gladius,wheat aCO2,Horsham__Australia,,,,1.039504441,,,,,,,,0.807321773,0.698886706
327,Horsham__Australia 2009 wheat 4 Dry Low TOS_2 H45,Horsham__Australia,2009,wheat,Dry,Low,TOS_2,H45,27.29,40.91,,,,,,,,,,134.66,134.66,15.74,Horsham__Australia 2009 wheat 4 16 T Dry Low TOS_2 H45,Horsham__Australia 2009 wheat 4 16 Dry Low TOS_2 H45,Horsham__Australia 2009 wheat Dry Low TOS_2 H45,wheat aCO2,Horsham__Australia,,,,0.896602298,,,,,,,,0.902528399,1.786499332
328,Horsham__Australia 2009 wheat 4 Dry Low TOS_2 Hartog,Horsham__Australia,2009,wheat,Dry,Low,TOS_2,Hartog,37.51,42.54,,,,,,,,,,284.89,284.89,13.97,Horsham__Australia 2009 wheat 4 16 M Dry Low TOS_2 Hartog,Horsham__Australia 2009 wheat 4 16 Dry Low TOS_2 Hartog,Horsham__Australia 2009 wheat Dry Low TOS_2 Hartog,wheat aCO2,Horsham__Australia,,,,0.948989187,,,,,,,,0.721940816,0.399908737
329,Horsham__Australia 2009 wheat 4 Dry Low TOS_2 Janz,Horsham__Australia,2009,wheat,Dry,Low,TOS_2,Janz,32.34,32.88,,,,,,,,,,187.86,187.86,14.32,Horsham__Australia 2009 wheat 4 16 O Dry Low TOS_2 Janz,Horsham__Australia 2009 wheat 4 16 Dry Low TOS_2 Janz,Horsham__Australia 2009 wheat Dry Low TOS_2 Janz,wheat aCO2,Horsham__Australia,,,,1.240875912,,,,,,,,0.775200989,0.975673374
330,Horsham__Australia 2009 wheat 4 Dry Low TOS_2 Silverstar,Horsham__Australia,2009,wheat,Dry,Low,TOS_2,Silverstar,37.69,54,,,,,,,,,,84.89,84.89,17.06,Horsham__Australia 2009 wheat 4 16 W Dry Low TOS_2 Silverstar,Horsham__Australia 2009 wheat 4 16 Dry Low TOS_2 Silverstar,Horsham__Australia 2009 wheat Dry Low TOS_2 Silverstar,wheat aCO2,Horsham__Australia,,,,0.875740741,,,,,,,,0.895197665,1.386146778
331,Horsham__Australia 2009 wheat 4 Dry Low TOS_2 Yitpi,Horsham__Australia,2009,wheat,Dry,Low,TOS_2,Yitpi,30.29,47.84,,,,,,,,,,149.8,149.8,16,Horsham__Australia 2009 wheat 4 16 S Dry Low TOS_2 Yitpi,Horsham__Australia 2009 wheat 4 16 Dry Low TOS_2 Yitpi,Horsham__Australia 2009 wheat Dry Low TOS_2 Yitpi,wheat aCO2,Horsham__Australia,,,,0.933528428,,,,,,,,0.939914163,1.40987984
332,Horsham__Australia 2009 wheat 4 Dry Low TOS_2 Zebu,Horsham__Australia,2009,wheat,Dry,Low,TOS_2,Zebu,35.99,54.52,,,,,,,,,,103.03,103.03,18.72,Horsham__Australia 2009 wheat 4 16 X Dry Low TOS_2 Zebu,Horsham__Australia 2009 wheat 4 16 Dry Low TOS_2 Zebu,Horsham__Australia 2009 wheat Dry Low TOS_2 Zebu,wheat aCO2,Horsham__Australia,,,,0.760454879,,,,,,,,0.856626841,1.141997476
333,Horsham__Australia 2009 wheat 4 Dry Medium TOS_1 Yitpi,Horsham__Australia,2009,wheat,Dry,Medium,TOS_1,Yitpi,37.24,44.34,,,,,,,,,,254.91,254.91,16.45,Horsham__Australia 2009 wheat 4 14 G Dry Medium TOS_1 Yitpi,Horsham__Australia 2009 wheat 4 14 Dry Medium TOS_1 Yitpi,Horsham__Australia 2009 wheat Dry Medium TOS_1 Yitpi,wheat aCO2,Horsham__Australia,,,,0.948353631,,,,,,,,0.700859291,1.266368522
334,Horsham__Australia 2009 wheat 4 Dry Medium TOS_2 Yitpi,Horsham__Australia,2009,wheat,Dry,Medium,TOS_2,Yitpi,40.07,44.28,,,,,,,,,,148.33,148.33,15.39,Horsham__Australia 2009 wheat 4 16 N Dry Medium TOS_2 Yitpi,Horsham__Australia 2009 wheat 4 16 Dry Medium TOS_2 Yitpi,Horsham__Australia 2009 wheat Dry Medium TOS_2 Yitpi,wheat aCO2,Horsham__Australia,,,,1.149277326,,,,,,,,0.704267532,1.044697634
335,Horsham__Australia 2009 wheat 4 Wet Low TOS_1 Drysdale,Horsham__Australia,2009,wheat,Wet,Low,TOS_1,Drysdale,31.66,39.68,,,,,,,,,,342.08,342.08,14.39,Horsham__Australia 2009 wheat 4 14 W Wet Low TOS_1 Drysdale,Horsham__Australia 2009 wheat 4 14 Wet Low TOS_1 Drysdale,Horsham__Australia 2009 wheat Wet Low TOS_1 Drysdale,wheat aCO2,Horsham__Australia,,,,0.878024194,,,,,,,,1.223626027,0.976116698
336,Horsham__Australia 2009 wheat 4 Wet Low TOS_1 Gladius,Horsham__Australia,2009,wheat,Wet,Low,TOS_1,Gladius,28.03,42.87,,,,,,,,,,224.74,224.74,15.37,Horsham__Australia 2009 wheat 4 14 P Wet Low TOS_1 Gladius,Horsham__Australia 2009 wheat 4 14 Wet Low TOS_1 Gladius,Horsham__Australia 2009 wheat Wet Low TOS_1 Gladius,wheat aCO2,Horsham__Australia,,,,0.877303476,,,,,,,,1.240456654,2.25193557
337,Horsham__Australia 2009 wheat 4 Wet Low TOS_1 H45,Horsham__Australia,2009,wheat,Wet,Low,TOS_1,H45,23.62,36.62,,,,,,,,,,407.82,407.82,13.31,Horsham__Australia 2009 wheat 4 14 X Wet Low TOS_1 H45,Horsham__Australia 2009 wheat 4 14 Wet Low TOS_1 H45,Horsham__Australia 2009 wheat Wet Low TOS_1 H45,wheat aCO2,Horsham__Australia,,,,0.929000546,,,,,,,,1.247248095,0.762566819
338,Horsham__Australia 2009 wheat 4 Wet Low TOS_1 Hartog,Horsham__Australia,2009,wheat,Wet,Low,TOS_1,Hartog,26.44,41.74,,,,,,,,,,263.64,263.64,14.52,Horsham__Australia 2009 wheat 4 14 Q Wet Low TOS_1 Hartog,Horsham__Australia 2009 wheat 4 14 Wet Low TOS_1 Hartog,Horsham__Australia 2009 wheat Wet Low TOS_1 Hartog,wheat aCO2,Horsham__Australia,,,,1.019405846,,,,,,,,1.479576399,1.057388864
339,Horsham__Australia 2009 wheat 4 Wet Low TOS_1 Janz,Horsham__Australia,2009,wheat,Wet,Low,TOS_1,Janz,31.72,36.89,,,,,,,,,,209.53,209.53,15.17,Horsham__Australia 2009 wheat 4 14 R Wet Low TOS_1 Janz,Horsham__Australia 2009 wheat 4 14 Wet Low TOS_1 Janz,Horsham__Australia 2009 wheat Wet Low TOS_1 Janz,wheat aCO2,Horsham__Australia,,,,0.936839252,,,,,,,,0.975725095,1.848756741
340,Horsham__Australia 2009 wheat 4 Wet Low TOS_1 Silverstar,Horsham__Australia,2009,wheat,Wet,Low,TOS_1,Silverstar,28.44,41.2,,,,,,,,,,231.22,231.22,14.18,Horsham__Australia 2009 wheat 4 14 T Wet Low TOS_1 Silverstar,Horsham__Australia 2009 wheat 4 14 Wet Low TOS_1 Silverstar,Horsham__Australia 2009 wheat Wet Low TOS_1 Silverstar,wheat aCO2,Horsham__Australia,,,,0.82038835,,,,,,,,0.882559775,1.99096099
341,Horsham__Australia 2009 wheat 4 Wet Low TOS_1 Yitpi,Horsham__Australia,2009,wheat,Wet,Low,TOS_1,Yitpi,31.37,46.66,,,,,,,,,,285.24,285.24,15.54,Horsham__Australia 2009 wheat 4 14 O Wet Low TOS_1 Yitpi,Horsham__Australia 2009 wheat 4 14 Wet Low TOS_1 Yitpi,Horsham__Australia 2009 wheat Wet Low TOS_1 Yitpi,wheat aCO2,Horsham__Australia,,,,0.800900129,,,,,,,,0.898310488,1.570747441
342,Horsham__Australia 2009 wheat 4 Wet Low TOS_1 Zebu,Horsham__Australia,2009,wheat,Wet,Low,TOS_1,Zebu,28.47,41.91,,,,,,,,,,388.7,388.7,14.2,Horsham__Australia 2009 wheat 4 14 M Wet Low TOS_1 Zebu,Horsham__Australia 2009 wheat 4 14 Wet Low TOS_1 Zebu,Horsham__Australia 2009 wheat Wet Low TOS_1 Zebu,wheat aCO2,Horsham__Australia,,,,0.880458125,,,,,,,,0.953986653,1.178955493
343,Horsham__Australia 2009 wheat 4 Wet Low TOS_2 Drysdale,Horsham__Australia,2009,wheat,Wet,Low,TOS_2,Drysdale,39.93,39.73,,,,,,,,,,141.46,141.46,14.49,Horsham__Australia 2009 wheat 4 16 E Wet Low TOS_2 Drysdale,Horsham__Australia 2009 wheat 4 16 Wet Low TOS_2 Drysdale,Horsham__Australia 2009 wheat Wet Low TOS_2 Drysdale,wheat aCO2,Horsham__Australia,,,,0.955197584,,,,,,,,0.667918858,1.310759225
344,Horsham__Australia 2009 wheat 4 Wet Low TOS_2 Gladius,Horsham__Australia,2009,wheat,Wet,Low,TOS_2,Gladius,33.75,45.77,,,,,,,,,,90.2,90.2,16.86,Horsham__Australia 2009 wheat 4 16 A Wet Low TOS_2 Gladius,Horsham__Australia 2009 wheat 4 16 Wet Low TOS_2 Gladius,Horsham__Australia 2009 wheat Wet Low TOS_2 Gladius,wheat aCO2,Horsham__Australia,,,,0.96067293,,,,,,,,0.929481481,1.566851441
345,Horsham__Australia 2009 wheat 4 Wet Low TOS_2 H45,Horsham__Australia,2009,wheat,Wet,Low,TOS_2,H45,28.41,46.08,,,,,,,,,,152.04,152.04,17.31,Horsham__Australia 2009 wheat 4 16 B Wet Low TOS_2 H45,Horsham__Australia 2009 wheat 4 16 Wet Low TOS_2 H45,Horsham__Australia 2009 wheat Wet Low TOS_2 H45,wheat aCO2,Horsham__Australia,,,,0.764105903,,,,,,,,0.931714185,1.2627598
346,Horsham__Australia 2009 wheat 4 Wet Low TOS_2 Hartog,Horsham__Australia,2009,wheat,Wet,Low,TOS_2,Hartog,46.06,40.46,,,,,,,,,,152.24,152.24,14.22,Horsham__Australia 2009 wheat 4 16 I Wet Low TOS_2 Hartog,Horsham__Australia 2009 wheat 4 16 Wet Low TOS_2 Hartog,Horsham__Australia 2009 wheat Wet Low TOS_2 Hartog,wheat aCO2,Horsham__Australia,,,,1.029658922,,,,,,,,0.720798958,0.745993169
347,Horsham__Australia 2009 wheat 4 Wet Low TOS_2 Janz,Horsham__Australia,2009,wheat,Wet,Low,TOS_2,Janz,29.14,39.46,,,,,,,,,,141.21,141.21,15.25,Horsham__Australia 2009 wheat 4 16 C Wet Low TOS_2 Janz,Horsham__Australia 2009 wheat 4 16 Wet Low TOS_2 Janz,Horsham__Australia 2009 wheat Wet Low TOS_2 Janz,wheat aCO2,Horsham__Australia,,,,0.84186518,,,,,,,,0.840082361,1.645209263
348,Horsham__Australia 2009 wheat 4 Wet Low TOS_2 Silverstar,Horsham__Australia,2009,wheat,Wet,Low,TOS_2,Silverstar,31.05,44.9,,,,,,,,,,143.38,143.38,15.24,Horsham__Australia 2009 wheat 4 16 L Wet Low TOS_2 Silverstar,Horsham__Australia 2009 wheat 4 16 Wet Low TOS_2 Silverstar,Horsham__Australia 2009 wheat Wet Low TOS_2 Silverstar,wheat aCO2,Horsham__Australia,,,,0.955233853,,,,,,,,0.877616747,1.443437021
349,Horsham__Australia 2009 wheat 4 Wet Low TOS_2 Yitpi,Horsham__Australia,2009,wheat,Wet,Low,TOS_2,Yitpi,43.01,45.03,,,,,,,,,,104.59,104.59,15.51,Horsham__Australia 2009 wheat 4 16 J Wet Low TOS_2 Yitpi,Horsham__Australia 2009 wheat 4 16 Wet Low TOS_2 Yitpi,Horsham__Australia 2009 wheat Wet Low TOS_2 Yitpi,wheat aCO2,Horsham__Australia,,,,1.000222074,,,,,,,,0.597070449,1.772062339
350,Horsham__Australia 2009 wheat 4 Wet Low TOS_2 Zebu,Horsham__Australia,2009,wheat,Wet,Low,TOS_2,Zebu,30.63,47.54,,,,,,,,,,186.01,186.01,15.82,Horsham__Australia 2009 wheat 4 16 H Wet Low TOS_2 Zebu,Horsham__Australia 2009 wheat 4 16 Wet Low TOS_2 Zebu,Horsham__Australia 2009 wheat Wet Low TOS_2 Zebu,wheat aCO2,Horsham__Australia,,,,0.838241481,,,,,,,,0.822722821,1.355948605
351,Horsham__Australia 2009 wheat 4 Wet Medium TOS_1 Yitpi,Horsham__Australia,2009,wheat,Wet,Medium,TOS_1,Yitpi,35.43,44.06,,,,,,,,,,309.09,309.09,16,Horsham__Australia 2009 wheat 4 14 V Wet Medium TOS_1 Yitpi,Horsham__Australia 2009 wheat 4 14 Wet Medium TOS_1 Yitpi,Horsham__Australia 2009 wheat Wet Medium TOS_1 Yitpi,wheat aCO2,Horsham__Australia,,,,0.952564685,,,,,,,,1.062658764,1.182471125
352,Horsham__Australia 2009 wheat 4 Wet Medium TOS_2 Yitpi,Horsham__Australia,2009,wheat,Wet,Medium,TOS_2,Yitpi,37.75,48.03,,,,,,,,,,135.13,135.13,16.59,Horsham__Australia 2009 wheat 4 16 F Wet Medium TOS_2 Yitpi,Horsham__Australia 2009 wheat 4 16 Wet Medium TOS_2 Yitpi,Horsham__Australia 2009 wheat Wet Medium TOS_2 Yitpi,wheat aCO2,Horsham__Australia,,,,0.954195295,,,,,,,,0.722913907,1.088877377
353,Maricopa__Arizona 1998 Sorghum 1 Dry Medium NA NA,Maricopa__Arizona,1998,Sorghum,Dry,Medium,,,24.8,31.6,1.89,0.3,0.39,1080,5,0.015,0.147,20.4,3.5,,,,Maricopa__Arizona 1998 Sorghum 1 2 W Dry Medium NA NA,Maricopa__Arizona 1998 Sorghum 1 2 Dry Medium NA NA,Maricopa__Arizona 1998 Sorghum Dry Medium NA NA,Sorghum aCO2,Maricopa__Arizona,1.18,1.133333333,0.942857143,0.905063291,1.051282051,0.904761905,1.009803922,0.846560847,0.906666667,0.906666667,0.888888889,0.899193548,
354,Maricopa__Arizona 1998 Sorghum 1 Wet Medium NA NA,Maricopa__Arizona,1998,Sorghum,Wet,Medium,,,20.2,26.1,1.62,0.318,0.52,900,5.1,0.018,0.139,22.9,3.1,,,,Maricopa__Arizona 1998 Sorghum 1 2 E Wet Medium NA NA,Maricopa__Arizona 1998 Sorghum 1 2 Wet Medium NA NA,Maricopa__Arizona 1998 Sorghum Wet Medium NA NA,Sorghum aCO2,Maricopa__Arizona,1.078431373,1.166666667,1.096774194,1.076628352,1.019230769,1.057553957,1.034934498,1.030864198,1.01572327,1.01572327,1.066666667,1.04950495,
355,Maricopa__Arizona 1998 Sorghum 2 Dry Medium NA NA,Maricopa__Arizona,1998,Sorghum,Dry,Medium,,,22.6,27.3,1.71,0.292,0.43,990,5.3,0.016,0.138,21.5,4,,,,Maricopa__Arizona 1998 Sorghum 2 3 E Dry Medium NA NA,Maricopa__Arizona 1998 Sorghum 2 3 Dry Medium NA NA,Maricopa__Arizona 1998 Sorghum Dry Medium NA NA,Sorghum aCO2,Maricopa__Arizona,1.018867925,1.0625,0.875,1.073260073,0.837209302,1,1,1.099415205,1.003424658,1.003424658,1.080808081,1.048672566,
356,Maricopa__Arizona 1998 Sorghum 2 Wet Medium NA NA,Maricopa__Arizona,1998,Sorghum,Wet,Medium,,,20.5,25.3,1.58,0.333,0.55,910,6.1,0.016,0.138,23.7,3.1,,,,Maricopa__Arizona 1998 Sorghum 2 3 W Wet Medium NA NA,Maricopa__Arizona 1998 Sorghum 2 3 Wet Medium NA NA,Maricopa__Arizona 1998 Sorghum Wet Medium NA NA,Sorghum aCO2,Maricopa__Arizona,0.852459016,1.125,0.935483871,1.043478261,0.963636364,0.985507246,0.962025316,0.981012658,1.012012012,1.012012012,1.021978022,1.029268293,
357,Maricopa__Arizona 1998 Sorghum 3 Dry Medium NA NA,Maricopa__Arizona,1998,Sorghum,Dry,Medium,,,23.5,26.7,1.77,0.294,0.36,1010,5.6,0.015,0.133,22.9,3.2,,,,Maricopa__Arizona 1998 Sorghum 3 5 W Dry Medium NA NA,Maricopa__Arizona 1998 Sorghum 3 5 Dry Medium NA NA,Maricopa__Arizona 1998 Sorghum Dry Medium NA NA,Sorghum aCO2,Maricopa__Arizona,0.946428571,1.066666667,0.96875,0.891385768,1.166666667,1,0.899563319,0.943502825,0.952380952,0.952380952,0.97029703,0.914893617,
358,Maricopa__Arizona 1998 Sorghum 3 Wet Medium NA NA,Maricopa__Arizona,1998,Sorghum,Wet,Medium,,,20.8,24.4,1.57,0.318,0.5,940,6.2,0.015,0.135,22.9,3.2,,,,Maricopa__Arizona 1998 Sorghum 3 5 E Wet Medium NA NA,Maricopa__Arizona 1998 Sorghum 3 5 Wet Medium NA NA,Maricopa__Arizona 1998 Sorghum Wet Medium NA NA,Sorghum aCO2,Maricopa__Arizona,0.85483871,1.133333333,1,1.040983607,1.04,1.014814815,1.021834061,1.031847134,1.047169811,1.047169811,0.989361702,1.028846154,
359,Maricopa__Arizona 1998 Sorghum 4 Dry Medium NA NA,Maricopa__Arizona,1998,Sorghum,Dry,Medium,,,21.1,25.3,1.66,0.281,0.41,940,6,0.016,0.134,22.2,3.2,,,,Maricopa__Arizona 1998 Sorghum 4 8 W Dry Medium NA NA,Maricopa__Arizona 1998 Sorghum 4 8 Dry Medium NA NA,Maricopa__Arizona 1998 Sorghum Dry Medium NA NA,Sorghum aCO2,Maricopa__Arizona,0.833333333,0.9375,1,0.972332016,1,0.970149254,0.95045045,0.951807229,0.992882562,0.992882562,1.021276596,1.014218009,
360,Maricopa__Arizona 1999 Sorghum 1 Dry Medium NA NA,Maricopa__Arizona,1999,Sorghum,Dry,Medium,,,45.4,51.6,2.73,0.463,0.46,1820,7.8,0.028,0.193,26.7,6.1,,,,Maricopa__Arizona 1999 Sorghum 1 2 W Dry Medium NA NA,Maricopa__Arizona 1999 Sorghum 1 2 Dry Medium NA NA,Maricopa__Arizona 1999 Sorghum Dry Medium NA NA,Sorghum aCO2,Maricopa__Arizona,1.243589744,1.142857143,0.983606557,1.03875969,1.130434783,1.025906736,1.172284644,1.032967033,1.051835853,1.051835853,0.912087912,0.942731278,
361,Maricopa__Arizona 1999 Sorghum 1 Wet Medium NA NA,Maricopa__Arizona,1999,Sorghum,Wet,Medium,,,29,32.2,1.73,0.416,0.45,1170,5,0.02,0.178,26.1,3.6,,,,Maricopa__Arizona 1999 Sorghum 1 2 E Wet Medium NA NA,Maricopa__Arizona 1999 Sorghum 1 2 Wet Medium NA NA,Maricopa__Arizona 1999 Sorghum Wet Medium NA NA,Sorghum aCO2,Maricopa__Arizona,1.12,1.3,0.916666667,1.040372671,1.088888889,0.960674157,1.118773946,1.104046243,0.983173077,0.983173077,1.042735043,0.934482759,
362,Maricopa__Arizona 1999 Sorghum 2 Dry Medium NA NA,Maricopa__Arizona,1999,Sorghum,Dry,Medium,,,44.2,49.8,2.75,0.512,0.55,1720,8.5,0.037,0.218,32.8,6.2,,,,Maricopa__Arizona 1999 Sorghum 2 3 E Dry Medium NA NA,Maricopa__Arizona 1999 Sorghum 2 3 Dry Medium NA NA,Maricopa__Arizona 1999 Sorghum Dry Medium NA NA,Sorghum aCO2,Maricopa__Arizona,0.894117647,0.756756757,1.016129032,0.941767068,0.854545455,0.876146789,0.93902439,0.923636364,0.90234375,0.90234375,0.947674419,0.975113122,
363,Maricopa__Arizona 1999 Sorghum 2 Wet Medium NA NA,Maricopa__Arizona,1999,Sorghum,Wet,Medium,,,26,28.4,1.79,0.373,0.41,1170,4.7,0.018,0.155,24.5,2.9,,,,Maricopa__Arizona 1999 Sorghum 2 3 W Wet Medium NA NA,Maricopa__Arizona 1999 Sorghum 2 3 Wet Medium NA NA,Maricopa__Arizona 1999 Sorghum Wet Medium NA NA,Sorghum aCO2,Maricopa__Arizona,1.042553191,1.388888889,1.275862069,1.193661972,1.12195122,1.103225806,1.134693878,1.067039106,1.08310992,1.08310992,1.05982906,1.080769231,
364,Maricopa__Arizona 1999 Sorghum 3 Dry Medium NA NA,Maricopa__Arizona,1999,Sorghum,Dry,Medium,,,46.1,52.3,2.62,0.49,0.5,1750,10,0.037,0.203,35.2,7.1,,,,Maricopa__Arizona 1999 Sorghum 3 5 W Dry Medium NA NA,Maricopa__Arizona 1999 Sorghum 3 5 Dry Medium NA NA,Maricopa__Arizona 1999 Sorghum Dry Medium NA NA,Sorghum aCO2,Maricopa__Arizona,0.79,0.783783784,0.746478873,0.850860421,1.06,0.960591133,0.9375,0.965648855,0.965306122,0.965306122,0.92,0.817787419,
365,Maricopa__Arizona 1999 Sorghum 3 Wet Medium NA NA,Maricopa__Arizona,1999,Sorghum,Wet,Medium,,,26.2,30.7,1.8,0.371,0.42,1170,4.2,0.019,0.157,26.3,3.1,,,,Maricopa__Arizona 1999 Sorghum 3 5 E Wet Medium NA NA,Maricopa__Arizona 1999 Sorghum 3 5 Wet Medium NA NA,Maricopa__Arizona 1999 Sorghum Wet Medium NA NA,Sorghum aCO2,Maricopa__Arizona,1.476190476,1.631578947,1.258064516,1.172638436,1.19047619,1.152866242,1.209125475,1.088888889,1.132075472,1.132075472,1.111111111,1.103053435,
