"","pred","se","ci.lb","ci.ub","cr.lb","cr.ub","slab","digits","method"
"predict.mr.d.metaplantsC3",-7.13769176451542,0.555604804070149,-8.22665717013034,-6.04872635890049,-17.5160081341426,3.24062460511181,1,4,REML
"predict.mr.d.metaplantsC4",-1.32420225355068,3.12045328169117,-7.4401783011052,4.79177379400384,-16.6666299980363,14.0182254909349,1,4,REML
"predict.mr.d.metaplantsRoot",-13.1847837928605,5.29253964390985,-23.5579708816742,-2.81159670404672,-27.2710049765402,0.901437390819241,1,4,REML
"predict.mr.d.metaplantsPulse",-1.71991337919135,2.40687957650419,-6.43731066426457,2.99748390588188,-15.9835823265798,12.5437555681971,1,4,REML
"predict.mr.d.metaplantsOil",-0.834806885051861,0.929483681622878,-2.6565614252504,0.986947655146674,-13.5893686630937,11.91975489299,1,4,REML
"predict.mr.d.metaplantsVeg",-18.9602482523862,7.24936253386719,-33.1687377296399,-4.75175877513246,-46.1859176014691,8.26542109669673,1,4,REML
