Domain Code,Domain,AreaCode,AreaName,ElementCode,ElementName,ItemCode,ItemName,Year,Unit,Value,Flag,FlagD
"FBS","Food Balance Sheets","53","Benin","674","Protein supply quantity (g/capita/day)","2948","Milk - Excluding Butter","2011","g/capita/day","1","Fc","Calculated data"
"FBS","Food Balance Sheets","53","Benin","674","Protein supply quantity (g/capita/day)","2949","Eggs","2011","g/capita/day","0","Fc","Calculated data"
"FBS","Food Balance Sheets","53","Benin","674","Protein supply quantity (g/capita/day)","2961","Aquatic Products, Other","2011","g/capita/day","0","Fc","Calculated data"
"FBS","Food Balance Sheets","54","Denmark","664","Food supply (kcal/capita/day)","2912","Treenuts","2011","kcal/capita/day","40","Fc","Calculated data"
"FBS","Food Balance Sheets","54","Denmark","664","Food supply (kcal/capita/day)","2928","Miscellaneous","2011","kcal/capita/day","0","Fc","Calculated data"
"FBS","Food Balance Sheets","54","Denmark","664","Food supply (kcal/capita/day)","2945","Offals","2011","kcal/capita/day","18","Fc","Calculated data"
"FBS","Food Balance Sheets","54","Denmark","664","Food supply (kcal/capita/day)","2948","Milk - Excluding Butter","2011","kcal/capita/day","335","Fc","Calculated data"
"FBS","Food Balance Sheets","54","Denmark","664","Food supply (kcal/capita/day)","2949","Eggs","2011","kcal/capita/day","63","Fc","Calculated data"
"FBS","Food Balance Sheets","54","Denmark","664","Food supply (kcal/capita/day)","2961","Aquatic Products, Other","2011","kcal/capita/day","0","Fc","Calculated data"
"FBS","Food Balance Sheets","54","Denmark","674","Protein supply quantity (g/capita/day)","2912","Treenuts","2011","g/capita/day","1","Fc","Calculated data"
"FBS","Food Balance Sheets","54","Denmark","674","Protein supply quantity (g/capita/day)","2928","Miscellaneous","2011","g/capita/day","0","Fc","Calculated data"
"FBS","Food Balance Sheets","54","Denmark","674","Protein supply quantity (g/capita/day)","2945","Offals","2011","g/capita/day","3","Fc","Calculated data"
"FBS","Food Balance Sheets","54","Denmark","674","Protein supply quantity (g/capita/day)","2948","Milk - Excluding Butter","2011","g/capita/day","23","Fc","Calculated data"
"FBS","Food Balance Sheets","54","Denmark","674","Protein supply quantity (g/capita/day)","2949","Eggs","2011","g/capita/day","5","Fc","Calculated data"
"FBS","Food Balance Sheets","54","Denmark","674","Protein supply quantity (g/capita/day)","2961","Aquatic Products, Other","2011","g/capita/day","0","Fc","Calculated data"
"FBS","Food Balance Sheets","55","Dominica","664","Food supply (kcal/capita/day)","2912","Treenuts","2011","kcal/capita/day","24","Fc","Calculated data"
"FBS","Food Balance Sheets","55","Dominica","664","Food supply (kcal/capita/day)","2928","Miscellaneous","2011","kcal/capita/day","3","Fc","Calculated data"
"FBS","Food Balance Sheets","55","Dominica","664","Food supply (kcal/capita/day)","2945","Offals","2011","kcal/capita/day","10","Fc","Calculated data"
"FBS","Food Balance Sheets","55","Dominica","664","Food supply (kcal/capita/day)","2948","Milk - Excluding Butter","2011","kcal/capita/day","304","Fc","Calculated data"
"FBS","Food Balance Sheets","55","Dominica","664","Food supply (kcal/capita/day)","2949","Eggs","2011","kcal/capita/day","9","Fc","Calculated data"
"FBS","Food Balance Sheets","55","Dominica","664","Food supply (kcal/capita/day)","2961","Aquatic Products, Other","2011","kcal/capita/day","0","Fc","Calculated data"
"FBS","Food Balance Sheets","55","Dominica","674","Protein supply quantity (g/capita/day)","2912","Treenuts","2011","g/capita/day","1","Fc","Calculated data"
"FBS","Food Balance Sheets","55","Dominica","674","Protein supply quantity (g/capita/day)","2928","Miscellaneous","2011","g/capita/day","0","Fc","Calculated data"
"FBS","Food Balance Sheets","55","Dominica","674","Protein supply quantity (g/capita/day)","2945","Offals","2011","g/capita/day","2","Fc","Calculated data"
"FBS","Food Balance Sheets","55","Dominica","674","Protein supply quantity (g/capita/day)","2948","Milk - Excluding Butter","2011","g/capita/day","18","Fc","Calculated data"
"FBS","Food Balance Sheets","55","Dominica","674","Protein supply quantity (g/capita/day)","2949","Eggs","2011","g/capita/day","1","Fc","Calculated data"
"FBS","Food Balance Sheets","55","Dominica","674","Protein supply quantity (g/capita/day)","2961","Aquatic Products, Other","2011","g/capita/day","0","Fc","Calculated data"
"FBS","Food Balance Sheets","56","Dominican Republic","664","Food supply (kcal/capita/day)","2912","Treenuts","2011","kcal/capita/day","0","Fc","Calculated data"
"FBS","Food Balance Sheets","56","Dominican Republic","664","Food supply (kcal/capita/day)","2928","Miscellaneous","2011","kcal/capita/day","10","Fc","Calculated data"
"FBS","Food Balance Sheets","56","Dominican Republic","664","Food supply (kcal/capita/day)","2945","Offals","2011","kcal/capita/day","7","Fc","Calculated data"
"FBS","Food Balance Sheets","56","Dominican Republic","664","Food supply (kcal/capita/day)","2948","Milk - Excluding Butter","2011","kcal/capita/day","91","Fc","Calculated data"
"FBS","Food Balance Sheets","56","Dominican Republic","664","Food supply (kcal/capita/day)","2949","Eggs","2011","kcal/capita/day","25","Fc","Calculated data"
"FBS","Food Balance Sheets","56","Dominican Republic","664","Food supply (kcal/capita/day)","2961","Aquatic Products, Other","2011","kcal/capita/day","0","Fc","Calculated data"
"FBS","Food Balance Sheets","56","Dominican Republic","674","Protein supply quantity (g/capita/day)","2912","Treenuts","2011","g/capita/day","0","Fc","Calculated data"
"FBS","Food Balance Sheets","56","Dominican Republic","674","Protein supply quantity (g/capita/day)","2928","Miscellaneous","2011","g/capita/day","0","Fc","Calculated data"
"FBS","Food Balance Sheets","56","Dominican Republic","674","Protein supply quantity (g/capita/day)","2945","Offals","2011","g/capita/day","1","Fc","Calculated data"
"FBS","Food Balance Sheets","56","Dominican Republic","674","Protein supply quantity (g/capita/day)","2948","Milk - Excluding Butter","2011","g/capita/day","5","Fc","Calculated data"
"FBS","Food Balance Sheets","56","Dominican Republic","674","Protein supply quantity (g/capita/day)","2949","Eggs","2011","g/capita/day","2","Fc","Calculated data"
"FBS","Food Balance Sheets","56","Dominican Republic","674","Protein supply quantity (g/capita/day)","2961","Aquatic Products, Other","2011","g/capita/day","0","Fc","Calculated data"
"FBS","Food Balance Sheets","57","Belarus","664","Food supply (kcal/capita/day)","2912","Treenuts","2011","kcal/capita/day","20","Fc","Calculated data"
"FBS","Food Balance Sheets","57","Belarus","664","Food supply (kcal/capita/day)","2928","Miscellaneous","2011","kcal/capita/day","5","Fc","Calculated data"
"FBS","Food Balance Sheets","57","Belarus","664","Food supply (kcal/capita/day)","2945","Offals","2011","kcal/capita/day","22","Fc","Calculated data"
"FBS","Food Balance Sheets","57","Belarus","664","Food supply (kcal/capita/day)","2948","Milk - Excluding Butter","2011","kcal/capita/day","179","Fc","Calculated data"
"FBS","Food Balance Sheets","57","Belarus","664","Food supply (kcal/capita/day)","2949","Eggs","2011","kcal/capita/day","63","Fc","Calculated data"
"FBS","Food Balance Sheets","57","Belarus","664","Food supply (kcal/capita/day)","2961","Aquatic Products, Other","2011","kcal/capita/day","0","Fc","Calculated data"
"FBS","Food Balance Sheets","57","Belarus","674","Protein supply quantity (g/capita/day)","2912","Treenuts","2011","g/capita/day","1","Fc","Calculated data"
"FBS","Food Balance Sheets","57","Belarus","674","Protein supply quantity (g/capita/day)","2928","Miscellaneous","2011","g/capita/day","0","Fc","Calculated data"
"FBS","Food Balance Sheets","57","Belarus","674","Protein supply quantity (g/capita/day)","2945","Offals","2011","g/capita/day","4","Fc","Calculated data"
"FBS","Food Balance Sheets","57","Belarus","674","Protein supply quantity (g/capita/day)","2948","Milk - Excluding Butter","2011","g/capita/day","12","Fc","Calculated data"
"FBS","Food Balance Sheets","57","Belarus","674","Protein supply quantity (g/capita/day)","2949","Eggs","2011","g/capita/day","5","Fc","Calculated data"
"FBS","Food Balance Sheets","57","Belarus","674","Protein supply quantity (g/capita/day)","2961","Aquatic Products, Other","2011","g/capita/day","0","Fc","Calculated data"
"FBS","Food Balance Sheets","58","Ecuador","664","Food supply (kcal/capita/day)","2912","Treenuts","2011","kcal/capita/day","1","Fc","Calculated data"
"FBS","Food Balance Sheets","58","Ecuador","664","Food supply (kcal/capita/day)","2928","Miscellaneous","2011","kcal/capita/day","5","Fc","Calculated data"
"FBS","Food Balance Sheets","58","Ecuador","664","Food supply (kcal/capita/day)","2945","Offals","2011","kcal/capita/day","10","Fc","Calculated data"
"FBS","Food Balance Sheets","58","Ecuador","664","Food supply (kcal/capita/day)","2948","Milk - Excluding Butter","2011","kcal/capita/day","321","Fc","Calculated data"
"FBS","Food Balance Sheets","58","Ecuador","664","Food supply (kcal/capita/day)","2949","Eggs","2011","kcal/capita/day","27","Fc","Calculated data"
"FBS","Food Balance Sheets","58","Ecuador","664","Food supply (kcal/capita/day)","2961","Aquatic Products, Other","2011","kcal/capita/day","0","Fc","Calculated data"
"FBS","Food Balance Sheets","58","Ecuador","674","Protein supply quantity (g/capita/day)","2912","Treenuts","2011","g/capita/day","0","Fc","Calculated data"
"FBS","Food Balance Sheets","58","Ecuador","674","Protein supply quantity (g/capita/day)","2928","Miscellaneous","2011","g/capita/day","0","Fc","Calculated data"
"FBS","Food Balance Sheets","58","Ecuador","674","Protein supply quantity (g/capita/day)","2945","Offals","2011","g/capita/day","2","Fc","Calculated data"
"FBS","Food Balance Sheets","58","Ecuador","674","Protein supply quantity (g/capita/day)","2948","Milk - Excluding Butter","2011","g/capita/day","17","Fc","Calculated data"
"FBS","Food Balance Sheets","58","Ecuador","674","Protein supply quantity (g/capita/day)","2949","Eggs","2011","g/capita/day","2","Fc","Calculated data"
"FBS","Food Balance Sheets","58","Ecuador","674","Protein supply quantity (g/capita/day)","2961","Aquatic Products, Other","2011","g/capita/day","0","Fc","Calculated data"
"FBS","Food Balance Sheets","59","Egypt","664","Food supply (kcal/capita/day)","2912","Treenuts","2011","kcal/capita/day","6","Fc","Calculated data"
"FBS","Food Balance Sheets","59","Egypt","664","Food supply (kcal/capita/day)","2928","Miscellaneous","2011","kcal/capita/day","7","Fc","Calculated data"
"FBS","Food Balance Sheets","59","Egypt","664","Food supply (kcal/capita/day)","2945","Offals","2011","kcal/capita/day","6","Fc","Calculated data"
"FBS","Food Balance Sheets","59","Egypt","664","Food supply (kcal/capita/day)","2948","Milk - Excluding Butter","2011","kcal/capita/day","104","Fc","Calculated data"
"FBS","Food Balance Sheets","59","Egypt","664","Food supply (kcal/capita/day)","2949","Eggs","2011","kcal/capita/day","11","Fc","Calculated data"
"FBS","Food Balance Sheets","59","Egypt","664","Food supply (kcal/capita/day)","2961","Aquatic Products, Other","2011","kcal/capita/day","0","Fc","Calculated data"
"FBS","Food Balance Sheets","59","Egypt","674","Protein supply quantity (g/capita/day)","2912","Treenuts","2011","g/capita/day","0","Fc","Calculated data"
"FBS","Food Balance Sheets","59","Egypt","674","Protein supply quantity (g/capita/day)","2928","Miscellaneous","2011","g/capita/day","0","Fc","Calculated data"
"FBS","Food Balance Sheets","59","Egypt","674","Protein supply quantity (g/capita/day)","2945","Offals","2011","g/capita/day","1","Fc","Calculated data"
"FBS","Food Balance Sheets","59","Egypt","674","Protein supply quantity (g/capita/day)","2948","Milk - Excluding Butter","2011","g/capita/day","6","Fc","Calculated data"
"FBS","Food Balance Sheets","59","Egypt","674","Protein supply quantity (g/capita/day)","2949","Eggs","2011","g/capita/day","1","Fc","Calculated data"
"FBS","Food Balance Sheets","59","Egypt","674","Protein supply quantity (g/capita/day)","2961","Aquatic Products, Other","2011","g/capita/day","0","Fc","Calculated data"
"FBS","Food Balance Sheets","60","El Salvador","664","Food supply (kcal/capita/day)","2912","Treenuts","2011","kcal/capita/day","3","Fc","Calculated data"
"FBS","Food Balance Sheets","60","El Salvador","664","Food supply (kcal/capita/day)","2928","Miscellaneous","2011","kcal/capita/day","14","Fc","Calculated data"
"FBS","Food Balance Sheets","60","El Salvador","664","Food supply (kcal/capita/day)","2945","Offals","2011","kcal/capita/day","3","Fc","Calculated data"
"FBS","Food Balance Sheets","60","El Salvador","664","Food supply (kcal/capita/day)","2948","Milk - Excluding Butter","2011","kcal/capita/day","161","Fc","Calculated data"
"FBS","Food Balance Sheets","60","El Salvador","664","Food supply (kcal/capita/day)","2949","Eggs","2011","kcal/capita/day","28","Fc","Calculated data"
"FBS","Food Balance Sheets","60","El Salvador","664","Food supply (kcal/capita/day)","2961","Aquatic Products, Other","2011","kcal/capita/day","0","Fc","Calculated data"
"FBS","Food Balance Sheets","60","El Salvador","674","Protein supply quantity (g/capita/day)","2912","Treenuts","2011","g/capita/day","0","Fc","Calculated data"
"FBS","Food Balance Sheets","60","El Salvador","674","Protein supply quantity (g/capita/day)","2928","Miscellaneous","2011","g/capita/day","1","Fc","Calculated data"
"FBS","Food Balance Sheets","60","El Salvador","674","Protein supply quantity (g/capita/day)","2945","Offals","2011","g/capita/day","1","Fc","Calculated data"
"FBS","Food Balance Sheets","60","El Salvador","674","Protein supply quantity (g/capita/day)","2948","Milk - Excluding Butter","2011","g/capita/day","9","Fc","Calculated data"
"FBS","Food Balance Sheets","60","El Salvador","674","Protein supply quantity (g/capita/day)","2949","Eggs","2011","g/capita/day","2","Fc","Calculated data"
"FBS","Food Balance Sheets","60","El Salvador","674","Protein supply quantity (g/capita/day)","2961","Aquatic Products, Other","2011","g/capita/day","0","Fc","Calculated data"
"FBS","Food Balance Sheets","63","Estonia","664","Food supply (kcal/capita/day)","2912","Treenuts","2011","kcal/capita/day","18","Fc","Calculated data"
"FBS","Food Balance Sheets","63","Estonia","664","Food supply (kcal/capita/day)","2928","Miscellaneous","2011","kcal/capita/day","3","Fc","Calculated data"
"FBS","Food Balance Sheets","63","Estonia","664","Food supply (kcal/capita/day)","2945","Offals","2011","kcal/capita/day","16","Fc","Calculated data"
"FBS","Food Balance Sheets","63","Estonia","664","Food supply (kcal/capita/day)","2948","Milk - Excluding Butter","2011","kcal/capita/day","376","Fc","Calculated data"
"FBS","Food Balance Sheets","63","Estonia","664","Food supply (kcal/capita/day)","2949","Eggs","2011","kcal/capita/day","42","Fc","Calculated data"
"FBS","Food Balance Sheets","63","Estonia","664","Food supply (kcal/capita/day)","2961","Aquatic Products, Other","2011","kcal/capita/day","0","Fc","Calculated data"
"FBS","Food Balance Sheets","63","Estonia","674","Protein supply quantity (g/capita/day)","2912","Treenuts","2011","g/capita/day","1","Fc","Calculated data"
"FBS","Food Balance Sheets","63","Estonia","674","Protein supply quantity (g/capita/day)","2928","Miscellaneous","2011","g/capita/day","0","Fc","Calculated data"
"FBS","Food Balance Sheets","63","Estonia","674","Protein supply quantity (g/capita/day)","2945","Offals","2011","g/capita/day","3","Fc","Calculated data"
"FBS","Food Balance Sheets","63","Estonia","674","Protein supply quantity (g/capita/day)","2948","Milk - Excluding Butter","2011","g/capita/day","23","Fc","Calculated data"
"FBS","Food Balance Sheets","63","Estonia","674","Protein supply quantity (g/capita/day)","2949","Eggs","2011","g/capita/day","3","Fc","Calculated data"
"FBS","Food Balance Sheets","63","Estonia","674","Protein supply quantity (g/capita/day)","2961","Aquatic Products, Other","2011","g/capita/day","0","Fc","Calculated data"
"FBS","Food Balance Sheets","66","Fiji","664","Food supply (kcal/capita/day)","2912","Treenuts","2011","kcal/capita/day","3","Fc","Calculated data"
"FBS","Food Balance Sheets","66","Fiji","664","Food supply (kcal/capita/day)","2928","Miscellaneous","2011","kcal/capita/day","3","Fc","Calculated data"
"FBS","Food Balance Sheets","66","Fiji","664","Food supply (kcal/capita/day)","2945","Offals","2011","kcal/capita/day","9","Fc","Calculated data"
"FBS","Food Balance Sheets","66","Fiji","664","Food supply (kcal/capita/day)","2948","Milk - Excluding Butter","2011","kcal/capita/day","83","Fc","Calculated data"
"FBS","Food Balance Sheets","66","Fiji","664","Food supply (kcal/capita/day)","2949","Eggs","2011","kcal/capita/day","16","Fc","Calculated data"
"FBS","Food Balance Sheets","66","Fiji","664","Food supply (kcal/capita/day)","2961","Aquatic Products, Other","2011","kcal/capita/day","0","Fc","Calculated data"
"FBS","Food Balance Sheets","66","Fiji","674","Protein supply quantity (g/capita/day)","2912","Treenuts","2011","g/capita/day","0","Fc","Calculated data"
"FBS","Food Balance Sheets","66","Fiji","674","Protein supply quantity (g/capita/day)","2928","Miscellaneous","2011","g/capita/day","0","Fc","Calculated data"
"FBS","Food Balance Sheets","66","Fiji","674","Protein supply quantity (g/capita/day)","2945","Offals","2011","g/capita/day","2","Fc","Calculated data"
"FBS","Food Balance Sheets","66","Fiji","674","Protein supply quantity (g/capita/day)","2948","Milk - Excluding Butter","2011","g/capita/day","5","Fc","Calculated data"
"FBS","Food Balance Sheets","66","Fiji","674","Protein supply quantity (g/capita/day)","2949","Eggs","2011","g/capita/day","1","Fc","Calculated data"
"FBS","Food Balance Sheets","66","Fiji","674","Protein supply quantity (g/capita/day)","2961","Aquatic Products, Other","2011","g/capita/day","0","Fc","Calculated data"
"FBS","Food Balance Sheets","67","Finland","664","Food supply (kcal/capita/day)","2912","Treenuts","2011","kcal/capita/day","14","Fc","Calculated data"
"FBS","Food Balance Sheets","67","Finland","664","Food supply (kcal/capita/day)","2928","Miscellaneous","2011","kcal/capita/day","23","Fc","Calculated data"
"FBS","Food Balance Sheets","67","Finland","664","Food supply (kcal/capita/day)","2945","Offals","2011","kcal/capita/day","5","Fc","Calculated data"
"FBS","Food Balance Sheets","67","Finland","664","Food supply (kcal/capita/day)","2948","Milk - Excluding Butter","2011","kcal/capita/day","477","Fc","Calculated data"
"FBS","Food Balance Sheets","67","Finland","664","Food supply (kcal/capita/day)","2949","Eggs","2011","kcal/capita/day","35","Fc","Calculated data"
"FBS","Food Balance Sheets","67","Finland","664","Food supply (kcal/capita/day)","2961","Aquatic Products, Other","2011","kcal/capita/day","0","Fc","Calculated data"
"FBS","Food Balance Sheets","67","Finland","674","Protein supply quantity (g/capita/day)","2912","Treenuts","2011","g/capita/day","0","Fc","Calculated data"
"FBS","Food Balance Sheets","67","Finland","674","Protein supply quantity (g/capita/day)","2928","Miscellaneous","2011","g/capita/day","1","Fc","Calculated data"
"FBS","Food Balance Sheets","67","Finland","674","Protein supply quantity (g/capita/day)","2945","Offals","2011","g/capita/day","1","Fc","Calculated data"
"FBS","Food Balance Sheets","67","Finland","674","Protein supply quantity (g/capita/day)","2948","Milk - Excluding Butter","2011","g/capita/day","30","Fc","Calculated data"
"FBS","Food Balance Sheets","67","Finland","674","Protein supply quantity (g/capita/day)","2949","Eggs","2011","g/capita/day","3","Fc","Calculated data"
"FBS","Food Balance Sheets","67","Finland","674","Protein supply quantity (g/capita/day)","2961","Aquatic Products, Other","2011","g/capita/day","0","Fc","Calculated data"
"FBS","Food Balance Sheets","68","France","664","Food supply (kcal/capita/day)","2912","Treenuts","2011","kcal/capita/day","25","Fc","Calculated data"
"FBS","Food Balance Sheets","68","France","664","Food supply (kcal/capita/day)","2928","Miscellaneous","2011","kcal/capita/day","4","Fc","Calculated data"
"FBS","Food Balance Sheets","68","France","664","Food supply (kcal/capita/day)","2945","Offals","2011","kcal/capita/day","19","Fc","Calculated data"
"FBS","Food Balance Sheets","68","France","664","Food supply (kcal/capita/day)","2948","Milk - Excluding Butter","2011","kcal/capita/day","353","Fc","Calculated data"
"FBS","Food Balance Sheets","68","France","664","Food supply (kcal/capita/day)","2949","Eggs","2011","kcal/capita/day","48","Fc","Calculated data"
"FBS","Food Balance Sheets","68","France","664","Food supply (kcal/capita/day)","2961","Aquatic Products, Other","2011","kcal/capita/day","0","Fc","Calculated data"
"FBS","Food Balance Sheets","68","France","674","Protein supply quantity (g/capita/day)","2912","Treenuts","2011","g/capita/day","1","Fc","Calculated data"
"FBS","Food Balance Sheets","68","France","674","Protein supply quantity (g/capita/day)","2928","Miscellaneous","2011","g/capita/day","0","Fc","Calculated data"
"FBS","Food Balance Sheets","68","France","674","Protein supply quantity (g/capita/day)","2945","Offals","2011","g/capita/day","3","Fc","Calculated data"
"FBS","Food Balance Sheets","68","France","674","Protein supply quantity (g/capita/day)","2948","Milk - Excluding Butter","2011","g/capita/day","24","Fc","Calculated data"
"FBS","Food Balance Sheets","68","France","674","Protein supply quantity (g/capita/day)","2949","Eggs","2011","g/capita/day","4","Fc","Calculated data"
"FBS","Food Balance Sheets","68","France","674","Protein supply quantity (g/capita/day)","2961","Aquatic Products, Other","2011","g/capita/day","0","Fc","Calculated data"
"FBS","Food Balance Sheets","70","French Polynesia","664","Food supply (kcal/capita/day)","2912","Treenuts","2011","kcal/capita/day","12","Fc","Calculated data"
"FBS","Food Balance Sheets","70","French Polynesia","664","Food supply (kcal/capita/day)","2928","Miscellaneous","2011","kcal/capita/day","52","Fc","Calculated data"
"FBS","Food Balance Sheets","70","French Polynesia","664","Food supply (kcal/capita/day)","2945","Offals","2011","kcal/capita/day","16","Fc","Calculated data"
"FBS","Food Balance Sheets","70","French Polynesia","664","Food supply (kcal/capita/day)","2948","Milk - Excluding Butter","2011","kcal/capita/day","162","Fc","Calculated data"
"FBS","Food Balance Sheets","70","French Polynesia","664","Food supply (kcal/capita/day)","2949","Eggs","2011","kcal/capita/day","33","Fc","Calculated data"
"FBS","Food Balance Sheets","70","French Polynesia","664","Food supply (kcal/capita/day)","2961","Aquatic Products, Other","2011","kcal/capita/day","0","Fc","Calculated data"
"FBS","Food Balance Sheets","70","French Polynesia","674","Protein supply quantity (g/capita/day)","2912","Treenuts","2011","g/capita/day","0","Fc","Calculated data"
"FBS","Food Balance Sheets","70","French Polynesia","674","Protein supply quantity (g/capita/day)","2928","Miscellaneous","2011","g/capita/day","2","Fc","Calculated data"
"FBS","Food Balance Sheets","70","French Polynesia","674","Protein supply quantity (g/capita/day)","2945","Offals","2011","g/capita/day","2","Fc","Calculated data"
"FBS","Food Balance Sheets","70","French Polynesia","674","Protein supply quantity (g/capita/day)","2948","Milk - Excluding Butter","2011","g/capita/day","9","Fc","Calculated data"
"FBS","Food Balance Sheets","70","French Polynesia","674","Protein supply quantity (g/capita/day)","2949","Eggs","2011","g/capita/day","3","Fc","Calculated data"
"FBS","Food Balance Sheets","70","French Polynesia","674","Protein supply quantity (g/capita/day)","2961","Aquatic Products, Other","2011","g/capita/day","0","Fc","Calculated data"
"FBS","Food Balance Sheets","72","Djibouti","664","Food supply (kcal/capita/day)","2912","Treenuts","2011","kcal/capita/day","0","Fc","Calculated data"
"FBS","Food Balance Sheets","72","Djibouti","664","Food supply (kcal/capita/day)","2928","Miscellaneous","2011","kcal/capita/day","14","Fc","Calculated data"
"FBS","Food Balance Sheets","72","Djibouti","664","Food supply (kcal/capita/day)","2945","Offals","2011","kcal/capita/day","11","Fc","Calculated data"
"FBS","Food Balance Sheets","72","Djibouti","664","Food supply (kcal/capita/day)","2948","Milk - Excluding Butter","2011","kcal/capita/day","70","Fc","Calculated data"
"FBS","Food Balance Sheets","72","Djibouti","664","Food supply (kcal/capita/day)","2949","Eggs","2011","kcal/capita/day","2","Fc","Calculated data"
"FBS","Food Balance Sheets","72","Djibouti","664","Food supply (kcal/capita/day)","2961","Aquatic Products, Other","2011","kcal/capita/day","0","Fc","Calculated data"
"FBS","Food Balance Sheets","72","Djibouti","674","Protein supply quantity (g/capita/day)","2912","Treenuts","2011","g/capita/day","0","Fc","Calculated data"
"FBS","Food Balance Sheets","72","Djibouti","674","Protein supply quantity (g/capita/day)","2928","Miscellaneous","2011","g/capita/day","1","Fc","Calculated data"
"FBS","Food Balance Sheets","72","Djibouti","674","Protein supply quantity (g/capita/day)","2945","Offals","2011","g/capita/day","2","Fc","Calculated data"
"FBS","Food Balance Sheets","72","Djibouti","674","Protein supply quantity (g/capita/day)","2948","Milk - Excluding Butter","2011","g/capita/day","4","Fc","Calculated data"
"FBS","Food Balance Sheets","72","Djibouti","674","Protein supply quantity (g/capita/day)","2949","Eggs","2011","g/capita/day","0","Fc","Calculated data"
"FBS","Food Balance Sheets","72","Djibouti","674","Protein supply quantity (g/capita/day)","2961","Aquatic Products, Other","2011","g/capita/day","0","Fc","Calculated data"
"FBS","Food Balance Sheets","73","Georgia","664","Food supply (kcal/capita/day)","2912","Treenuts","2011","kcal/capita/day","15","Fc","Calculated data"
"FBS","Food Balance Sheets","73","Georgia","664","Food supply (kcal/capita/day)","2928","Miscellaneous","2011","kcal/capita/day","8","Fc","Calculated data"
"FBS","Food Balance Sheets","73","Georgia","664","Food supply (kcal/capita/day)","2945","Offals","2011","kcal/capita/day","6","Fc","Calculated data"
"FBS","Food Balance Sheets","73","Georgia","664","Food supply (kcal/capita/day)","2948","Milk - Excluding Butter","2011","kcal/capita/day","234","Fc","Calculated data"
"FBS","Food Balance Sheets","73","Georgia","664","Food supply (kcal/capita/day)","2949","Eggs","2011","kcal/capita/day","21","Fc","Calculated data"
"FBS","Food Balance Sheets","73","Georgia","664","Food supply (kcal/capita/day)","2961","Aquatic Products, Other","2011","kcal/capita/day","0","Fc","Calculated data"
"FBS","Food Balance Sheets","73","Georgia","674","Protein supply quantity (g/capita/day)","2912","Treenuts","2011","g/capita/day","0","Fc","Calculated data"
"FBS","Food Balance Sheets","73","Georgia","674","Protein supply quantity (g/capita/day)","2928","Miscellaneous","2011","g/capita/day","0","Fc","Calculated data"
"FBS","Food Balance Sheets","73","Georgia","674","Protein supply quantity (g/capita/day)","2945","Offals","2011","g/capita/day","1","Fc","Calculated data"
"FBS","Food Balance Sheets","73","Georgia","674","Protein supply quantity (g/capita/day)","2948","Milk - Excluding Butter","2011","g/capita/day","13","Fc","Calculated data"
"FBS","Food Balance Sheets","73","Georgia","674","Protein supply quantity (g/capita/day)","2949","Eggs","2011","g/capita/day","2","Fc","Calculated data"
"FBS","Food Balance Sheets","73","Georgia","674","Protein supply quantity (g/capita/day)","2961","Aquatic Products, Other","2011","g/capita/day","0","Fc","Calculated data"
"FBS","Food Balance Sheets","74","Gabon","664","Food supply (kcal/capita/day)","2912","Treenuts","2011","kcal/capita/day","0","Fc","Calculated data"
"FBS","Food Balance Sheets","74","Gabon","664","Food supply (kcal/capita/day)","2928","Miscellaneous","2011","kcal/capita/day","17","Fc","Calculated data"
"FBS","Food Balance Sheets","74","Gabon","664","Food supply (kcal/capita/day)","2945","Offals","2011","kcal/capita/day","21","Fc","Calculated data"
"FBS","Food Balance Sheets","74","Gabon","664","Food supply (kcal/capita/day)","2948","Milk - Excluding Butter","2011","kcal/capita/day","61","Fc","Calculated data"
"FBS","Food Balance Sheets","74","Gabon","664","Food supply (kcal/capita/day)","2949","Eggs","2011","kcal/capita/day","4","Fc","Calculated data"
"FBS","Food Balance Sheets","74","Gabon","664","Food supply (kcal/capita/day)","2961","Aquatic Products, Other","2011","kcal/capita/day","0","Fc","Calculated data"
"FBS","Food Balance Sheets","74","Gabon","674","Protein supply quantity (g/capita/day)","2912","Treenuts","2011","g/capita/day","0","Fc","Calculated data"
"FBS","Food Balance Sheets","74","Gabon","674","Protein supply quantity (g/capita/day)","2928","Miscellaneous","2011","g/capita/day","1","Fc","Calculated data"
"FBS","Food Balance Sheets","74","Gabon","674","Protein supply quantity (g/capita/day)","2945","Offals","2011","g/capita/day","4","Fc","Calculated data"
"FBS","Food Balance Sheets","74","Gabon","674","Protein supply quantity (g/capita/day)","2948","Milk - Excluding Butter","2011","g/capita/day","3","Fc","Calculated data"
"FBS","Food Balance Sheets","74","Gabon","674","Protein supply quantity (g/capita/day)","2949","Eggs","2011","g/capita/day","0","Fc","Calculated data"
"FBS","Food Balance Sheets","74","Gabon","674","Protein supply quantity (g/capita/day)","2961","Aquatic Products, Other","2011","g/capita/day","0","Fc","Calculated data"
"FBS","Food Balance Sheets","75","Gambia","664","Food supply (kcal/capita/day)","2912","Treenuts","2011","kcal/capita/day","1","Fc","Calculated data"
"FBS","Food Balance Sheets","75","Gambia","664","Food supply (kcal/capita/day)","2928","Miscellaneous","2011","kcal/capita/day","1","Fc","Calculated data"
"FBS","Food Balance Sheets","75","Gambia","664","Food supply (kcal/capita/day)","2945","Offals","2011","kcal/capita/day","2","Fc","Calculated data"
