"","countrycode","X","country.x","SD_HHS","SD_SOFI","Amb_mean_HHS","Amb_mean_SOFI","CO2_mean_HHS","CO2_CIu_HHS","CO2_CIl_HHS","CO2_mean_SOFI","CO2_CIu_SOFI","CO2_CIl_SOFI","BFP","EAR_1","EAR_2","EAR_2_BFP","Def_amb_HHS_EAR2","Def_CO2_HHS_EAR2","Def_CO2u_HHS_EAR2","Def_CO2l_HHS_EAR2","Difference_HHS2","DifferenceCIu_HHS2","DifferenceCIl_HHS2","pop","country.y","People_made_deficient_HHS2","People_made_deficientCIu_HHS2","People_made_deficientCIl_HHS2"
"314","SVN",429,"Slovenia",0.580238086725481,0.429905148832323,3.79708717152201,3.87301607166916,3.7195157841561,3.7461460787077,3.69215686940988,3.79544468430325,3.82207497885485,3.76808576955703,0.955816102852994,38.9305158585215,42.7819939269208,43.7378100297738,0.487025327958316,0.540288464956468,0.522036333790682,0.558951595043783,0.0532631369981526,0.0350110058323662,0.0719262670854671,2062000,"Slovenia",109828.588490191,72192.6940263391,148311.962730233
"315","SWE",430,"Sweden",0.546717015478097,0.428936867281207,3.6541101494046,3.71156647885473,3.56537554281447,3.58784520058274,3.54238937141068,3.6228318722646,3.64530153003287,3.59984570086082,1.02711899166307,38.4852123620936,40.9980664026208,42.0251853942839,0.56116954806284,0.624089658320847,0.608395779113968,0.63993444061816,0.0629201102580065,0.0472262310511273,0.078764892555319,9449000,"Sweden",594532.121827903,446240.657202102,744249.46975521
"316","SWZ",431,"Swaziland",0.700603325887681,0.474069902733665,3.51654736929168,3.64959874307517,3.45562364875368,3.50469962818549,3.40401435821617,3.58867502253717,3.63775100196897,3.53706573199966,1.06903756302344,33.8047461920735,32.73570862905,33.8047461920735,0.502308353922675,0.536946988294677,0.509054010235665,0.56608254143023,0.0346386343720014,0.00674565631299007,0.0637741875075551,1212000,"Swaziland",41982.0248588657,8175.73545134396,77294.3152591568
"317","SXM",432,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"318","SYC",433,"Seychelles",0.792809635437533,0.443157775521755,3.56335490636019,3.77943405837879,3.49388436400658,3.51774596998903,3.46943943439208,3.70996351602518,3.73382512200763,3.68551858641068,1.39237861639525,37.7404174365892,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"319","SYR",434,"Syrian Arab Republic",0.606384034826625,0.487279033013975,3.83584945438969,3.90097982522848,3.75768450058103,3.79281237943953,3.72127758779656,3.82281487141982,3.85794275027832,3.78640795863535,2.11130946246203,35.4863467807727,35.1520509339614,37.2633603964234,0.359706849520936,0.408914140682139,0.386570347215185,0.432387210815346,0.0492072911612021,0.0268634976942481,0.0726803612944095,21804000,"Syrian Arab Republic",1072915.77647885,585731.703725385,1584722.5976633
"320","TCA",435,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"321","TCD",436,"Chad",0.629584773846649,0.559123025587225,3.79418821299905,3.83606742785791,3.77872733671774,3.79590247230895,3.76125205325649,3.8206065515766,3.83778168716781,3.80313126811535,2.48706746089466,32.4997303593046,28.9505400381671,31.4376074990617,0.291207775983086,0.299686452293325,0.290274622223597,0.309402148374747,0.00847867631023852,-0.00093315375948988,0.0181943723916601,12080000,"Chad",102422.409827681,-11272.4974146377,219788.018491254
"322","TGO",437,"Togo",0.626712715387717,0.50843947048936,3.69242163903715,3.75955070527572,3.64762475431519,3.68648028573786,3.60719822290396,3.71475382055376,3.75360935197643,3.67432728914253,1.99635573431485,33.6748775317111,30.7452490168411,32.7416047511559,0.372534128144549,0.399875284630228,0.376126925547915,0.424982045325391,0.0273411564856794,0.00359279740336638,0.052447917180842,6472000,"Togo",176951.964775317,23252.5847945872,339442.91999441
"323","THA",438,"Thailand",0.627181056387478,0.48969785807916,3.45190766294611,3.52868370558811,3.37155973790139,3.39170786680364,3.35099730004718,3.44833578054339,3.46848390944563,3.42777334268918,0.550085450644328,37.5617535635773,35.5564022923854,36.1064877430297,0.584942903069666,0.634074650216693,0.621924762008287,0.646337168790287,0.0491317471470266,0.0369818589386207,0.0613942657206208,66576000,"Thailand",3270995.19806044,2462104.24069761,4087384.63461605
"324","TJK",439,"Tajikistan",0.578459627734051,0.545783746027881,3.59465253114877,3.61302035289377,3.50637566511629,3.54329288758131,3.46804314561039,3.52474348686129,3.5616607093263,3.48641096735538,1.83069734,35.0946298047585,36.0461686298313,37.8768659698313,0.527349890068032,0.587538102329383,0.562533896427423,0.613128790789683,0.0601882122613505,0.0351840063593913,0.085778900721651,7815000,"Tajikistan",470370.878822454,274963.009698643,670362.109139702
"325","TKM",440,"Turkmenistan",0.63541271865557,0.461182277858062,3.91709513466358,4.01262524947304,3.82932141737072,3.86747864389562,3.78965025848916,3.92485153218017,3.96300875870508,3.88518037329861,0.74424265242808,35.5536179046912,37.1725221256733,37.9167647781014,0.328761106941953,0.380106856920426,0.35746193401662,0.404093156405921,0.0513457499784725,0.0287008270746668,0.0753320494639678,5107000,"Turkmenistan",262222.745140059,146575.123870323,384720.776612484
"326","TLS",441,"Timor-Leste",NA,0.49289570764046,NA,3.62668023630537,NA,NA,NA,3.57134895206808,3.61570402650658,3.52493482223366,1.30882583977855,32.21487917424,28.2497466968219,29.5585725366004,NA,NA,NA,NA,NA,NA,NA,1096000,"Timor-Leste",NA,NA,NA
"327","TON",442,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.30378608652171,35.22589284892,41.5076607595933,43.811446846115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"328","TTO",443,"Trinidad and Tobago",0.632465106834299,0.484842368383255,3.59539751295586,3.67786750754757,3.52152030874101,3.5474725277089,3.49487658620738,3.60399030333272,3.62994252230062,3.5773465807991,0.761573131425913,37.3222843487272,41.7699297897679,42.5315029211938,0.596706642248559,0.641189498776296,0.625745751078088,0.65680792169375,0.0444828565277366,0.0290391088295292,0.0601012794451915,1333000,"Trinidad and Tobago",59295.6477514729,38709.1320697624,80115.0055004403
"329","TUN",444,"Tunisia",0.60798979910284,0.445006573545981,4.10632600475654,4.19213637741352,4.01949930475171,4.05595324942269,3.98166602943883,4.1053096774087,4.14176362207968,4.06747640209582,0.931138764006992,36.9497248100624,38.6879987285381,39.6191374925451,0.241234511142526,0.287900872574153,0.267798224319072,0.309488506078265,0.0466663614316276,0.026563713176546,0.0682539949357393,10753000,"Tunisia",501803.384474292,285639.607787399,733935.207544005
"330","TUR",445,"Turkey",0.631053299595639,0.484026131241554,4.10891533796628,4.19088882356922,4.02412231946939,4.05644234122558,3.99072272498365,4.10609580507233,4.13841582682851,4.07269621058659,0.634173103102277,36.018655831305,38.3679773968459,39.0021504999482,0.240204985227162,0.283906321963023,0.266809240331381,0.302107344316296,0.0437013367358612,0.026604255104219,0.061902359089134,73059000,"Turkey",3192775.96058528,1943680.27365913,4522524.45269304
"331","TUV",446,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"332","TWN",447,"China, Taiwan Province of",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23210000,"China, Taiwan Province of",NA,NA,NA
"333","TZA",448,"United Republic of Tanzania",0.616755084490229,0.539607229108392,3.68900394089032,3.73360937715957,3.64019552152308,3.67391318450499,3.60530118779515,3.68480095779234,3.71851862077424,3.64990662406441,2.19646476830194,33.1180929142886,29.4491693820926,31.6456341503945,0.351950555377091,0.381736893914021,0.36107318139688,0.403481836615441,0.0297863385369299,0.0091226260197893,0.0515312812383494,46355000,"United Republic of Tanzania",1380745.72287939,422879.329147333,2388732.54180369
"334","UGA",449,"Uganda",0.656464005640205,0.531902956703636,3.53792169727412,3.61193381494968,3.48538824752993,3.51277189708065,3.45723357063885,3.55940036520549,3.5867840147562,3.53124568831441,2.38682314113067,32.418017647899,28.7094738025729,31.0962969437036,0.438962518473018,0.470674181822729,0.454107982854163,0.487759629844366,0.0317116633497103,0.0151454643811445,0.0487971113713475,35148000,"Uganda",1114601.54341562,532332.782068467,1715120.87048012
"335","UKR",450,"Ukraine",0.550032947139048,0.438488184159075,3.85504043313172,3.91017261077739,3.76766996442576,3.79335853599813,3.74130405199575,3.82280214207143,3.84849071364381,3.79643622964142,0.428568216570655,38.450129828853,41.7184213997057,42.1469896162764,0.417990480833475,0.480781963953827,0.462199187434503,0.499897883547862,0.062791483120352,0.0442087066010283,0.081907402714387,45803000,"Ukraine",2876038.30136148,2024891.3884469,3751604.76652707
"336","UMC",451,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"337","URY",452,"Uruguay",0.662624323390899,0.434702311372534,3.61978787819184,3.74484032541015,3.54589368633029,3.57336579414675,3.51764549085462,3.6709461335486,3.69841824136506,3.64269793807293,1.26751468916039,37.5666353858171,39.5145057787835,40.7820204679439,0.553096890995114,0.596774509273225,0.580646433100631,0.613188005811193,0.0436776182781115,0.0275495421055177,0.0600911148160796,3383000,"Uruguay",147761.382634851,93200.1009429665,203288.241422797
"338","USA",453,"United States of America",0.635648897341451,0.428936867281207,3.58352354448752,3.69355488677672,3.50820360390094,3.53230275953243,3.48350930705275,3.61823494619013,3.64233410182162,3.59354064934195,1.13832405861433,37.9691338309448,46.4779754614445,47.6162995200588,0.670012115999036,0.711727886117946,0.698651818937247,0.724842633641346,0.0417157701189104,0.0286397029382111,0.0548305176423106,314912000,"United States of America",13136796.5996863,9018986.13167792,17266787.9717753
"339","UZB",454,"Uzbekistan",0.611785783292226,0.450489560363712,3.89461688146517,3.98028738178606,3.79920872250995,3.83562195913976,3.76141929263115,3.88487922283084,3.92129245946066,3.84708979295205,0.786316168490153,35.5533759611277,36.3208331370575,37.1071493055477,0.323118519627957,0.380927506753105,0.358464812613617,0.404670344861334,0.0578089871251479,0.0353462929856603,0.0815518252333778,28152000,"Uzbekistan",1627438.60554716,995068.84013231,2295846.98397005
"340","VAT",455,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"341","VCT",456,"",NA,0.462930451198671,NA,NA,NA,NA,NA,NA,NA,NA,1.50782556552166,37.0484280978417,38.9122077868116,40.4200333523333,NA,NA,NA,NA,NA,NA,NA,109000,"Saint Vincent and the Grenadines",NA,NA,NA
"342","VCT",457,"Saint Vincent and the Grenadines",NA,0.462930451198671,NA,3.76301273826871,NA,NA,NA,3.67668783113986,3.69666562377098,3.65630277628903,1.50782556552166,37.0484280978417,38.9122077868116,40.4200333523333,NA,NA,NA,NA,NA,NA,NA,109000,"Saint Vincent and the Grenadines",NA,NA,NA
"343","VCT",458,"Saint Vincent and the Grenadines",NA,0.462930451198671,NA,3.76301273826871,NA,NA,NA,3.67668783113986,3.69666562377098,3.65630277628903,1.50782556552166,37.0484280978417,38.9122077868116,40.4200333523333,NA,NA,NA,NA,NA,NA,NA,109000,"Saint Vincent and the Grenadines",NA,NA,NA
"344","VCT",459,"",NA,0.462930451198671,NA,NA,NA,NA,NA,NA,NA,NA,1.50782556552166,37.0484280978417,38.9122077868116,40.4200333523333,NA,NA,NA,NA,NA,NA,NA,109000,"Saint Vincent and the Grenadines",NA,NA,NA
"345","VEN",460,"Venezuela (Bolivarian Republic of)",0.659298319393867,0.456770035259898,3.5209419586976,3.63395966311972,3.44943286310553,3.481215794355,3.41660652386025,3.56245056752765,3.59423349877712,3.52962422828238,1.75309005047689,36.4834293552009,38.3617703588511,40.114860409328,0.602209662367645,0.643389314363503,0.625260317582997,0.661778901288256,0.0411796519958575,0.0230506552153517,0.0595692389206113,29501000,"Venezuela (Bolivarian Republic of)",1214840.91352979,680017.379508089,1757352.11739695
"346","VGB",461,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"347","VIR",462,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.22073994302826,37.8353745272432,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"348","VNM",463,"Viet Nam",0.605181535366995,0.49050021908041,3.86511739739879,3.9279445103144,3.78830927691141,3.8078699255679,3.76835836274085,3.85113638982703,3.87069703848351,3.83118547565647,0.940397624398907,37.0116897867938,31.2514419078164,32.1918395322153,0.25782668013639,0.300437485101304,0.289288449309842,0.312004734494954,0.0426108049649138,0.0314617691734526,0.0541780543585637,89914000,"Viet Nam",3831307.91761526,2828853.51346182,4871365.5795959
"349","VUT",464,"Vanuatu",NA,0.499980204875923,NA,3.66045760002472,NA,NA,NA,3.59520660806816,3.61084390348806,3.5793208979641,2.63918557171816,35.2662310800007,34.7005994378378,37.339785009556,NA,NA,NA,NA,NA,NA,NA,242000,"Vanuatu",NA,NA,NA
"350","WeAf",465,"Western Africa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,313570000,"Western Africa",NA,NA,NA
"351","WeAs",466,"Western Asia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,230338000,"Western Asia",NA,NA,NA
"352","WeEu",467,"Western Europe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,191012000,"Western Europe",NA,NA,NA
"353","WLD",468,"World",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.3189191498273,NA,NA,NA,NA,NA,NA,NA,NA,6887310000,"World",NA,NA,NA
"354","WLF",469,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"355","WSM",470,"Samoa",NA,0.464669243895559,NA,3.64845377429718,NA,NA,NA,3.58058536126043,3.59634348192217,3.56457494116252,2.47674911006041,35.1969354734211,38.4741237602182,40.9508728702786,NA,NA,NA,NA,NA,NA,NA,187000,"Samoa",NA,NA,NA
"356","YEM",471,"Yemen",0.617392564747138,0.503851886924174,3.57728848667374,3.64094191419774,3.51215266853063,3.54647280490358,3.47661267059688,3.57580609605463,3.61012623242758,3.54026609812088,1.119724751877,33.1463317341822,31.4266191494142,32.5463439012912,0.439095432286065,0.48095313825421,0.458842440365107,0.503910813700607,0.0418577059681451,0.019747008079042,0.0648153814145417,23304000,"Yemen",975451.979881653,460184.276273995,1510457.64848448
"357","ZAF",472,"South Africa",0.775414367572497,0.45139432596569,3.66002461047604,3.85877991243795,3.60029191160468,3.65223162173988,3.5455059601994,3.79904721356659,3.85098692370179,3.74426126216131,0.746149483640466,35.3265227128046,36.1799455309318,36.9260950145723,0.473725475479327,0.504438185890521,0.477727442806126,0.532588726672855,0.0307127104111937,0.00400196732679892,0.0588632511935278,51949000,"South Africa",1595494.5931511,207898.200659877,3057887.03625257
"358","ZMB",473,"Zambia",0.738654360675486,0.510709915981566,3.5500027928106,3.6923956159421,3.50869300291583,3.57474243928498,3.43797057118538,3.65108582604733,3.71713526241648,3.58036339431689,2.28781357057397,32.8065518899479,28.8378304148859,31.1256439854599,0.439756157164685,0.461894616076362,0.426583013883216,0.50003320152415,0.0221384589116768,-0.0131731432814686,0.060277044359465,13634000,"Zambia",301835.748801801,-179602.635499542,821817.222796946
"359","ZWE",474,"Zimbabwe",0.691942408917317,0.524019878347306,3.52486800005251,3.6269617322301,3.47785623898356,3.54077263409792,3.41071400953081,3.57994997116115,3.6428663662755,3.51280774170839,1.14754883802207,33.2613429807246,31.8076415468963,32.9551903849184,0.482870521680933,0.509969044042415,0.473714419559551,0.54856067066122,0.0270985223614825,-0.00915610212138157,0.0656901489802874,13359000,"Zimbabwe",362009.160227045,-122316.368239536,877554.70022766
