"","countrycode","X","country.x","SD_HHS","SD_SOFI","Amb_mean_HHS","Amb_mean_SOFI","CO2_mean_HHS","CO2_CIu_HHS","CO2_CIl_HHS","CO2_mean_SOFI","CO2_CIu_SOFI","CO2_CIl_SOFI","BFP","EAR_1","EAR_2","EAR_2_BFP","Def_amb_HHS_EAR2","Def_CO2_HHS_EAR2","Def_CO2u_HHS_EAR2","Def_CO2l_HHS_EAR2","Difference_HHS2","DifferenceCIu_HHS2","DifferenceCIl_HHS2","pop","country.y","People_made_deficient_HHS2","People_made_deficientCIu_HHS2","People_made_deficientCIl_HHS2"
"221","MNA",336,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"222","MNE",337,"Montenegro",0.566060531874297,0.440364272662198,3.94768983091125,4.0109417474655,3.85527543106929,3.88406984216585,3.82562725754025,3.91852734762354,3.94732175872011,3.88887917409451,1.16532845865646,38.113585712808,NA,NA,NA,NA,NA,NA,NA,NA,NA,621000,"Montenegro",NA,NA,NA
"223","MNG",338,"Mongolia",0.610633861163176,0.511463329759292,3.50560276641298,3.56124225376827,3.41900622513791,3.45102782146603,3.38592522899091,3.4746457124932,3.50666730882132,3.4415647163462,2.05715546662047,37.2496143465775,38.0986003281913,40.1557557948117,0.620390342982034,0.673038977734701,0.653903362746761,0.692340371155223,0.052648634752667,0.0335130197647272,0.071950028173189,2754000,"Mongolia",144994.340108845,92294.8564320587,198150.377588962
"224","MNP",339,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"225","MoDeR",340,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"226","MOZ",341,"Mozambique",0.664685368057841,0.555175399013077,3.45769086419867,3.5244843216191,3.40943544176322,3.44910576189926,3.36812614478669,3.47622889918365,3.51589921931969,3.43491960220712,2.10586364832962,32.9253076134116,29.0685884911679,31.1744521394975,0.489142605472463,0.518097821211963,0.494294213503187,0.54281523255972,0.0289552157395004,0.00515160803072429,0.0536726270872576,24581000,"Mozambique",711748.158092659,126631.677003234,1319326.84643188
"227","MRT",342,"Mauritania",0.633584190150989,0.505388080453532,3.70437051855237,3.77737642562476,3.64160905121035,3.67050058922503,3.61185789496238,3.71461495828274,3.74350649629742,3.68486380203477,1.85218535640805,33.9192131805076,32.7138630053752,34.5660483617833,0.399401405855898,0.43807997331674,0.420177609175694,0.456648015497953,0.0386785674608425,0.0207762033197956,0.0572466096420546,3703000,"Mauritania",143226.7353075,76934.2808932032,211984.195504528
"228","MSR",343,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"229","MUS",344,"Mauritius",NA,0.479085752531057,NA,3.8558968526065,NA,NA,NA,3.77926842808221,3.80713439519365,3.75060363563605,0.891963481190749,37.5854386217681,38.5579131043025,39.4498765854933,NA,NA,NA,NA,NA,NA,NA,1235000,"Mauritius",NA,NA,NA
"230","MWI",345,"Malawi",0.654117685738547,0.524744149811262,3.92588199998792,4.00213876200532,3.87907304990001,3.93619434217021,3.81849018820246,3.95532981191742,4.01245110418761,3.89474695021987,2.26575122357243,33.0411103721522,29.3578457438174,31.6235969673899,0.235285687549578,0.257849580529679,0.230465415825861,0.288636790058569,0.0225638929801015,-0.00482027172371691,0.0533511025089912,15458000,"Malawi",348792.657686409,-74511.7603052159,824701.342583986
"231","MYS",346,"Malaysia",0.668027411499559,0.444083516117977,3.48841513279253,3.61294035940608,3.40260706902747,3.4224526499643,3.38235965289988,3.52713229564101,3.54697787657784,3.50688487951342,1.43008401397724,36.7090855631577,34.8679015218956,36.2979855358729,0.561473015484974,0.611470916758288,0.600038623716882,0.623035943325267,0.0499979012733136,0.038565608231908,0.0615629278402928,28759000,"Malaysia",1437889.64271923,1109108.32714144,1770488.24175898
"232","NAC",347,"Northern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,349464000,"Northern America",NA,NA,NA
"233","NAFR",348,"Northern Africa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,209622000,"Northern Africa",NA,NA,NA
"234","NAM",349,"Namibia",0.780423319325289,0.473226406157533,3.47039144831413,3.66295011124509,3.41605580594649,3.44525471456859,3.38597861180649,3.60861446887745,3.63781337749956,3.57853727473745,0.941534994740519,33.9470346461822,32.3367280913401,33.2782630860806,0.517636836498853,0.545320340103295,0.530462494928481,0.560558863893415,0.0276835036044424,0.0128256584296281,0.042922027394562,2218000,"Namibia",61402.0109946532,28447.3103969152,95201.0567611384
"235","NCL",350,"New Caledonia",NA,0.488087275732784,NA,3.55233946941327,NA,NA,NA,3.47309990877859,3.49660400138539,3.44903004929307,1.36591734907204,37.4390198162383,NA,NA,NA,NA,NA,NA,NA,NA,NA,250000,"New Caledonia",NA,NA,NA
"236","NeFoIC",351,"Net Food Importing Developing Countries",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1271855000,"Net Food Importing Developing Countries",NA,NA,NA
"237","NER",352,"Niger",0.599363130210716,0.51816913554843,4.04247698038889,4.08784543479938,4.02440117619653,4.05652299839869,3.99121320104732,4.06976963060702,4.10189145280918,4.03658165545781,2.67312738523225,32.3023180067859,28.5646345527704,31.2377619380026,0.158056012077703,0.165445383211908,0.152465947229788,0.179584640484699,0.0073893711342051,-0.00559006484791474,0.0215286284069956,16511000,"Niger",122005.90679686,-92297.5607039203,355459.183627905
"238","NEUR",353,"Northern Europe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99285000,"Northern Europe",NA,NA,NA
"239","NFK",354,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"240","NGA",355,"Nigeria",0.684081808044314,0.493690373536489,3.69670981064205,3.80882867822934,3.65549212676347,3.67793873175064,3.63253007963621,3.76761099435076,3.79005759933793,3.7446489472235,2.2182830738484,33.3365506068123,30.8164579170516,33.0347409909,0.385479688471315,0.408708810386405,0.396013098752006,0.421795832660569,0.0232291219150901,0.0105334102806907,0.0363161441892544,164193000,"Nigeria",3814059.21460439,1729512.23421745,5962856.66286625
"241","NIC",356,"Nicaragua",0.633643123567861,0.535426532885883,3.63923605159997,3.69664706956329,3.58552677462105,3.63316382511325,3.53550642921845,3.64293779258437,3.69057484307657,3.59291744718177,0.863356311320282,34.5943770132688,35.8723672252355,36.7357235365558,0.477669418987113,0.511471573124626,0.481487473581717,0.54288309097912,0.0338021541375129,0.00381805459460449,0.0652136719920069,5905000,"Nicaragua",199601.720182014,22545.6123811395,385086.733112801
"242","NIU",357,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"243","NLD",358,"Netherlands",0.578848346924388,0.428936867281207,3.5487622794026,3.62430156571464,3.46197380451509,3.48658025426028,3.43674656997926,3.53751309082713,3.56211954057232,3.5122858562913,0.886025553456404,38.2113955825925,40.8532713893509,41.7392969428073,0.623844465716635,0.679222773028803,0.663858641870642,0.694661836749813,0.055378307312168,0.0400141761540065,0.0708173710331772,16666000,"Netherlands",922934.869664592,666876.259782672,1180242.30563893
"244","NOC",359,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"245","NOR",360,"Norway",0.550944654978205,0.427965586347602,3.8010091757551,3.8612019106307,3.71481070689314,3.74105427181047,3.68785981274676,3.77500344176875,3.80124700668607,3.74805254762236,1.1260120705551,38.1756252328081,40.4959789692827,41.6219910398378,0.447739214907075,0.510004611432097,0.491003302573233,0.52949404273949,0.0622653965250217,0.0432640876661574,0.0817548278324151,4944000,"Norway",307840.120419707,213897.649421482,404195.86880346
"246","NPL",361,"Nepal",0.589579751168292,0.5189060482667,3.81358258208972,3.85275298011967,3.73860461874636,3.76539086181723,3.71108107813017,3.77777501677631,3.80456125984718,3.75025147616013,1.7167474774982,34.8966832213422,29.0347991425695,30.7515466200677,0.255433220943732,0.297945984386614,0.282392069490958,0.314322835269886,0.0425127634428824,0.0269588485472266,0.0588896143261544,27156000,"Nepal",1154476.60405491,732094.491148485,1599206.36664105
"247","NRU",362,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"248","NZL",363,"New Zealand",0.608621394429013,0.427965586347602,3.82192575098723,3.91555848031667,3.73953593534931,3.75920555620394,3.71947164452171,3.83316866467875,3.85283828553337,3.81310437385114,1.29172016704782,37.9441800120082,41.4147721447606,42.7064923118084,0.455796562582912,0.509710065299105,0.496817913772703,0.52285036017572,0.0539135027161927,0.0410213511897909,0.0670537975928082,4414000,"New Zealand",237974.200989274,181068.244151737,295975.462574655
"249","Oceania",364,"Oceania",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29610000,"Oceania",NA,NA,NA
"250","OEC",365,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"251","OED",366,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"252","OMN",367,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.98651223475514,37.0757496844817,36.7443624689932,38.7308747037484,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"253","OSS",368,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"254","PAK",369,"Pakistan",0.573974596479425,0.516690459418634,3.51501389971182,3.54625280298656,3.44591387330767,3.48021861485819,3.41039038387441,3.47715277658241,3.51145751813293,3.44162928714915,1.47436036948303,34.9902391449294,32.4602259090121,33.9345862784951,0.506547680311477,0.554406343425223,0.530702142627929,0.578748291103532,0.0478586631137461,0.0241544623164524,0.0722006107920558,176166000,"Pakistan",8431069.24609619,4255195.00844015,12719292.8007933
"255","PAN",370,"Panama",0.703294639475334,0.488893547176172,3.39428298976441,3.52208621448653,3.3215726454112,3.34287902096781,3.2998024070505,3.44937587013332,3.47068224568993,3.42760563177262,1.72564227816745,36.4746162262344,38.0140909858645,39.7397332640319,0.658949806522224,0.696018734764938,0.685341671121845,0.706758145291788,0.0370689282427145,0.0263918645996212,0.0478083387695641,3740000,"Panama",138637.791627752,98705.5736025832,178803.18699817
"256","PCN",371,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"257","PER",372,"Peru",0.679832425732438,0.501534271825393,3.66526410126441,3.77058185189532,3.59628231891604,3.61695556604353,3.57517265052612,3.70160006954695,3.72227331667444,3.68049040115703,1.15659375996016,35.8379557335131,36.6665039950184,37.8230977549786,0.481026830061679,0.521489464915528,0.509367440084246,0.533846828994879,0.0404626348538482,0.0283406100225666,0.0528199989332001,29615000,"Peru",1198300.93119671,839307.16581831,1564264.26840672
"258","PHL",373,"Philippines",0.648543069913103,0.533316772407458,3.39169875379667,3.45978942069727,3.30493579239096,3.3297915549294,3.27944643908932,3.37302645929156,3.39788222183,3.34753710598992,0.836161496056467,34.3132276113936,32.7598508444082,33.5960123404647,0.575034550408438,0.626647810529029,0.61204859887236,0.641432491418066,0.0516132601205912,0.037014048463922,0.0663979410096278,95053000,"Philippines",4905995.21424256,3518296.34864118,6311323.48678815
"259","PLW",374,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"260","PNG",375,"",0.696795142317655,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.50195101141568,35.034317797147,32.5323667857313,35.034317797147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"261","POL",376,"Poland",0.589073735048489,0.436600915721268,4.006285835517,4.08447958837466,3.91461639255982,3.93856476593923,3.89008039313177,3.99281014541749,4.01675851879689,3.96827414598943,0.961587782789672,38.8212805340705,41.485516266362,42.4471040491517,0.330685235596673,0.388816273235867,0.373324956019093,0.404872993835481,0.0581310376391936,0.0426397204224194,0.0741877582388072,38205000,"Poland",2220896.29300539,1629050.51873853,2834343.30351363
"262","POLYN",377,"Polynesia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,458000,"Polynesia",NA,NA,NA
"263","PRI",378,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.06879800047745,37.8843054999145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"264","PRK",379,"Democratic People's Republic of Korea",NA,0.472380727077439,NA,3.79578726657582,NA,NA,NA,3.72553176434448,3.75437575966309,3.69583101972584,1.1818206846362,37.5083472561118,32.2228778725908,33.404698557227,NA,NA,NA,NA,NA,NA,NA,24631000,"Democratic People's Republic of Korea",NA,NA,NA
"265","PRT",380,"Portugal",0.621808527189059,0.435653040426273,3.88613145515756,3.98455759158374,3.7942417904585,3.81477474875354,3.77327837580448,3.89266792688468,3.91320088517972,3.87170451223066,0.778982070342285,38.5779991716129,42.0026746915235,42.7816567618658,0.417183918724773,0.475550221223565,0.462417045806588,0.488986082176752,0.0583663024987922,0.0452331270818152,0.071802163451979,10598000,"Portugal",618566.0738822,479380.680813078,760959.328264073
"266","PRY",381,"Paraguay",0.706431157234588,0.496850156416928,3.49284691819529,3.61893936918542,3.43780946643552,3.48713805492216,3.38592073401173,3.56390191742565,3.61323050591229,3.51201318500187,0.857883373496533,34.7313467369283,35.7218399883665,36.579723361863,0.559998774228939,0.59051706460471,0.563184227893026,0.618798673366799,0.0305182903757711,0.00318545366408762,0.0587998991378608,6573000,"Paraguay",200596.722639944,20937.9869340479,386491.737033159
"267","PSE",382,"Occupied Palestinian Territory",0.604781050007863,0.454988098068868,3.56523975096971,3.64461272550186,3.4834960471286,3.51617786600693,3.44970993504764,3.56286902166074,3.59555084053907,3.52908290957979,2.70793120634882,34.713687309979,NA,NA,NA,NA,NA,NA,NA,NA,NA,4114000,"Occupied Palestinian Territory",NA,NA,NA
"268","PSS",383,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"269","PYF",384,"French Polynesia",NA,0.445926965707575,NA,3.57345541304835,NA,NA,NA,3.50155307672502,3.52096937890575,3.48175230444889,1.04238257837694,37.2872101814822,NA,NA,NA,NA,NA,NA,NA,NA,NA,271000,"French Polynesia",NA,NA,NA
"270","QAT",385,"",0.637362827291435,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.840483531343392,38.8076032788949,46.1661961675129,47.0066796988563,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"271","ROU",386,"Romania",0.559740808450716,0.438488184159075,3.97655870978072,4.03707765227969,3.88764869461496,3.91785858930764,3.85649765653913,3.94816763711393,3.97837753180661,3.9170165990381,0.94917036204238,38.7770341442895,39.9205317612985,40.8697021233408,0.317207075879222,0.375742558014886,0.355448020328439,0.397035027751786,0.0585354821356644,0.0382409444492173,0.0798279518725643,21809000,"Romania",1276600.3298967,833996.757492981,1740967.80238875
"272","RUS",387,"Russian Federation",0.6315236820609,0.446844710306128,3.84183519302639,3.94141117596398,3.75418264052059,3.78300085933414,3.72450922580923,3.85375862345819,3.88257684227174,3.82408520874682,1.01939909393309,38.7656768645453,42.4355592604497,43.4549583543828,0.455801202661811,0.511080302849342,0.492877237220605,0.529799071711949,0.0552791001875307,0.0370760345587941,0.0739978690501377,143438000,"Russian Federation",7929123.57269903,5318112.24504431,10614106.3408137
"273","RWA",388,"Rwanda",0.696421186022621,0.530483232004731,3.64976239719473,3.75155740164621,3.59389886999431,3.6267062869212,3.55997851048594,3.6956938744458,3.72850129137268,3.66177351493742,2.18849696581741,33.4969135220238,29.7958838203226,31.98438078614,0.395525139918796,0.426719674547375,0.408330967724494,0.445900681874669,0.0311945346285797,0.0128058278056978,0.0503755419558729,11144000,"Rwanda",347631.893900892,142708.145066697,561385.039556248
"274","SAS",389,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"275","SAU",390,"Saudi Arabia",NA,0.447759824849666,NA,3.86527532240743,NA,NA,NA,3.78089670935783,3.80812582823062,3.75290536235915,1.80866766953304,36.0749442343013,38.6970408253241,40.5057084948571,NA,NA,NA,NA,NA,NA,NA,27762000,"Saudi Arabia",NA,NA,NA
"276","SCE",391,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"277","SDN",392,"Sudan (former)",0.603580638388813,0.586165253482392,3.60691488261764,3.61727482394152,3.57792530020303,3.60229330881681,3.55294862897972,3.58828524152691,3.6126532501407,3.56330857030361,2.80067662980321,34.5543568284977,30.8166657443589,33.6173423741621,0.439509478950515,0.458511810744342,0.44253069985231,0.4749617687828,0.0190023317938277,0.00302122090179541,0.0354522898322849,43552000,"Sudan (former)",827589.554284784,131580.212714994,1544018.12677567
"278","SEN",393,"Senegal",0.632641721854964,0.481565215711001,3.59234815986434,3.67651340548876,3.53634479162321,3.55824772224116,3.51395135915969,3.62051003724763,3.64241296786558,3.59811660478411,2.07302597326765,33.3778796606867,30.7055351650751,32.7785611383428,0.435599699939786,0.470659503770853,0.456905225541411,0.484757955562381,0.0350598038310677,0.021305525601625,0.049158255622595,13331000,"Senegal",467382.244871963,284023.961795263,655328.705704814
"279","SGP",394,"",0.645557944350314,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.875433759870781,38.358653690709,35.9849948028644,36.8604285627352,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"280","SGS",395,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"281","SHN",396,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"282","SLB",397,"Solomon Islands",NA,0.470682769970642,NA,3.64028735224019,NA,NA,NA,3.57190833299142,3.59050578124193,3.55295845501582,2.71472255906689,34.7919474950286,35.6276189167423,38.3423414758092,NA,NA,NA,NA,NA,NA,NA,538000,"Solomon Islands",NA,NA,NA
"283","SLE",398,"Sierra Leone",0.603923453197455,0.551181870467148,3.49655442348171,3.52701546497685,3.43405685040422,3.45586409985913,3.41176342291878,3.46451789189936,3.48632514135427,3.44222446441392,1.91402536429612,33.594056159597,31.3665398141146,33.2805651784107,0.505561393593942,0.546739042960773,0.53240524055467,0.561329581157086,0.0411776493668312,0.0268438469607285,0.0557681875631437,5865000,"Sierra Leone",241506.913536465,157439.162424673,327080.420057838
"284","SLV",399,"El Salvador",0.681001036576664,0.481565215711001,3.62723552025621,3.74316419767406,3.57942124787848,3.62796703672217,3.52839798307382,3.69534992529634,3.74389571414003,3.64432666049168,1.19675163953589,35.6901826775111,36.720082965102,37.9168346046379,0.504779967279715,0.532753632439935,0.504351460265226,0.562423897229936,0.0279736651602203,-0.000428507014489266,0.0576439299502216,6256000,"El Salvador",175003.249242338,-2680.73988264485,360620.425768586
"285","SMR",400,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"286","SOASIA",401,"SOASIA",0.578761301717286,0.502575656579066,3.59435781619967,3.63554899308948,3.51988262931284,3.54508072863496,3.49403313654823,3.56107380620264,3.58627190552476,3.53522431343804,0.396085778736946,45.608557986629,NA,NA,NA,NA,NA,NA,NA,NA,NA,525377000,"SOASIA",NA,NA,NA
"287","SOL",402,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"288","SOM",403,"Somalia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.60667742728019,33.9144468675079,28.3757437159075,31.9824211431877,NA,NA,NA,NA,NA,NA,NA,9908000,"Somalia",NA,NA,NA
"289","SOTRLA",404,"SOTRLA",0.708657027997937,0.50457183588246,3.67040247744672,3.79420350032925,3.59825414119633,3.6215075566303,3.57444710532765,3.72205516407887,3.74530857951283,3.69824812821019,1.44210628277993,38.1695241632991,NA,NA,NA,NA,NA,NA,NA,NA,NA,264928000,"SOTRLA",NA,NA,NA
"290","SouAfr",405,"Southern Africa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59396000,"Southern Africa",NA,NA,NA
"291","SouAm",406,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,398014000,"South America",NA,NA,NA
"292","SouAs",407,"Southern Asia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1703127000,"Southern Asia",NA,NA,NA
"293","SouCeAs",408,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"294","SouEAs",409,"South-Eastern Asia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,599419000,"South-Eastern Asia",NA,NA,NA
"295","SouEur",410,"Southern Europe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,155087000,"Southern Europe",NA,NA,NA
"296","SPM",411,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"297","SRB",417,"Serbia",0.571768614449984,0.440364272662198,3.82078755253038,3.88728688044676,3.74294379783331,3.77166692758716,3.71337119010287,3.80944312574968,3.83816625550353,3.77987051801924,1.07178641684035,38.6003973459463,NA,NA,NA,NA,NA,NA,NA,NA,NA,9597000,"Serbia",NA,NA,NA
"298","SRB",414,"Serbia and Montenegro",0.571768614449984,NA,3.39880698856142,NA,3.31136379685348,3.33663975110592,3.28543236511769,NA,NA,NA,1.07178641684035,38.6003973459463,NA,NA,NA,NA,NA,NA,NA,NA,NA,9597000,"Serbia",NA,NA,NA
"299","SRB",419,"Serbia",0.571768614449984,0.440364272662198,3.82078755253038,3.88728688044676,3.74294379783331,3.77166692758716,3.71337119010287,3.80944312574968,3.83816625550353,3.77987051801924,1.07178641684035,38.6003973459463,NA,NA,NA,NA,NA,NA,NA,NA,NA,9597000,"Serbia",NA,NA,NA
"300","SRB",415,"Serbia and Montenegro",0.571768614449984,0.440364272662198,3.39880698856142,3.4653063164778,3.31136379685348,3.33663975110592,3.28543236511769,3.37786312476985,3.40313907902229,3.35193169303406,1.07178641684035,38.6003973459463,NA,NA,NA,NA,NA,NA,NA,NA,NA,9597000,"Serbia",NA,NA,NA
"301","SRB",412,"Serbia and Montenegro",0.571768614449984,NA,3.39880698856142,NA,3.31136379685348,3.33663975110592,3.28543236511769,NA,NA,NA,1.07178641684035,38.6003973459463,NA,NA,NA,NA,NA,NA,NA,NA,NA,9597000,"Serbia",NA,NA,NA
"302","SRB",418,"Serbia",0.571768614449984,NA,3.82078755253038,NA,3.74294379783331,3.77166692758716,3.71337119010287,NA,NA,NA,1.07178641684035,38.6003973459463,NA,NA,NA,NA,NA,NA,NA,NA,NA,9597000,"Serbia",NA,NA,NA
"303","SRB",416,"Serbia",0.571768614449984,NA,3.82078755253038,NA,3.74294379783331,3.77166692758716,3.71337119010287,NA,NA,NA,1.07178641684035,38.6003973459463,NA,NA,NA,NA,NA,NA,NA,NA,NA,9597000,"Serbia",NA,NA,NA
"304","SRB",413,"Serbia and Montenegro",0.571768614449984,0.440364272662198,3.39880698856142,3.4653063164778,3.31136379685348,3.33663975110592,3.28543236511769,3.37786312476985,3.40313907902229,3.35193169303406,1.07178641684035,38.6003973459463,NA,NA,NA,NA,NA,NA,NA,NA,NA,9597000,"Serbia",NA,NA,NA
"305","SSA",420,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"306","SSD",421,"",0.663896874351497,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.97302942763511,34.5553990593892,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"307","SSF",422,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"308","SST",423,"Small Island Developing States",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46064000,"Small Island Developing States",NA,NA,NA
"309","StKiN",424,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"310","STP",425,"Sao Tome and Principe",0.696421186022621,0.471532852666111,3.5754645129737,3.70679413157255,3.4959835840247,3.51758221718894,3.47390813233231,3.62731320262356,3.64891183578779,3.60523775093117,1.28702001083739,32.9710895423861,30.4228899189177,31.7099099297551,0.432254577146175,0.477468007951078,0.465127846406844,0.490102871012321,0.0452134308049032,0.0328732692606695,0.0578482938661468,183000,"Sao Tome and Principe",8274.05783729729,6015.80827470252,10586.2377775049
"311","SUR",426,"Suriname",0.709323440699519,0.461182277858062,3.33555071846381,3.48077604352153,3.25142476205749,3.27457216549933,3.22772883434556,3.39665008711521,3.41979749055706,3.37295415940328,1.50412182904561,36.4944027521624,37.9015955375637,39.4057173666093,0.683325422774119,0.724284938180507,0.713277591975616,0.73533361145058,0.0409595154063885,0.0299521692014971,0.0520081886764618,530000,"Suriname",21708.5431653859,15874.6496767935,27564.3399985248
"312","SUSAAF",427,"SUSAAF",0.651145347985254,0.521649217114566,3.68501758090868,3.76095376015198,3.63865575514772,3.66571102747359,3.61084809174615,3.71459193439102,3.74164720671689,3.68678427098945,0.611720470088319,25.6099139062026,NA,NA,NA,NA,NA,NA,NA,NA,NA,775971000,"SUSAAF",NA,NA,NA
"313","SVK",428,"Slovakia",0.552072366617744,0.430870452556948,3.6038013528806,3.66336862842875,3.51457144958118,3.54716110386454,3.48088382687363,3.57413872512932,3.60672837941269,3.54045110242177,0.973046945288687,38.8030839077829,42.4745695447253,43.447616490014,0.619384056318497,0.679209947056263,0.657797383619914,0.700733390061547,0.0598258907377656,0.0384133273014167,0.08134933374305,5440000,"Slovakia",325452.845613445,208968.500519707,442540.375562192
