"","countrycode","X","country.x","SD_HHS","SD_SOFI","Amb_mean_HHS","Amb_mean_SOFI","CO2_mean_HHS","CO2_CIu_HHS","CO2_CIl_HHS","CO2_mean_SOFI","CO2_CIu_SOFI","CO2_CIl_SOFI","EAR_1","EAR_2_BFP","Def_amb_HHS_EAR2","Def_CO2_HHS_EAR2","Def_CO2u_HHS_EAR2","Def_CO2l_HHS_EAR2","Difference_HHS2","DifferenceCIu_HHS2","DifferenceCIl_HHS2","pop","country.y","People_already_deficient_HHS2","People_made_deficient_HHS2","People_made_deficientCIu_HHS2","People_made_deficientCIl_HHS2"
"11","ARE",131,"United Arab Emirates",NA,0.441298172206176,NA,4.27207581407077,NA,NA,NA,4.22302365209533,4.24413694534622,4.20145495534322,28.8682000128796,34.3387975841513,NA,NA,NA,NA,NA,NA,NA,8925000,"United Arab Emirates",NA,NA,NA,NA
"12","ARG",132,"Argentina",0.657608912161723,0.435653040426273,4.12758068117642,4.24890863603736,4.09677194893232,4.11233429403232,4.08096358355112,4.21809990379326,4.23366224889326,4.20229153841206,27.2831345412009,30.5828500614299,0.141115310504111,0.151863856337753,0.146368269247042,0.157584940536584,0.0107485458336416,0.00525295874293052,0.0164696300324724,40729000,"Argentina",5747485.48152194,437777.52325839,213947.756640817,670791.561592567
"13","ARM",133,"Armenia",0.581073022504838,0.434702311372534,3.99006015461822,4.06440003360336,3.91423073487219,3.93999100917552,3.88778928284833,3.98857061385733,4.01433088816066,3.96212916183347,27.9150607833379,30.0204152970609,0.155712834679599,0.188959760553268,0.177205224194438,0.201512312496191,0.0332469258736688,0.0214923895148391,0.0457994778165918,2964000,"Armenia",461532.841990331,98543.8882895545,63703.4425219832,135749.652248378
"14","ASIA",134,"Asia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4198188000,"Asia",NA,NA,NA,NA
"15","ASM",135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","ATG",136,"Antigua and Barbuda",NA,0.462057544319324,NA,4.12735791746606,NA,NA,NA,4.09852468238277,4.10862102647233,4.088325361557,27.2152942183392,29.1947612564786,NA,NA,NA,NA,NA,NA,NA,88000,"Antigua and Barbuda",NA,NA,NA,NA
"17","AUS",137,"Australia",0.603009564895096,0.428936867281207,4.18763758478954,4.27745443441051,4.1559735406118,4.16756539896859,4.14424573363758,4.24579039023278,4.25738224858957,4.23406258325856,28.0972915627483,33.6161230798979,0.132327126154917,0.143902795319076,0.139588228198559,0.148358602578253,0.0115756691641583,0.00726110204364178,0.0160314764233353,22741000,"Australia",3009251.17588897,263242.292462125,165124.721574458,364571.805343068
"18","Australia and New Zealand",138,"Australia & New Zealand",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27155000,"Australia & New Zealand",NA,NA,NA,NA
"19","AUT",139,"Austria",0.569184079854203,0.427965586347602,4.20746259408728,4.2778705809181,4.1669231142494,4.18107937344883,4.15256357423606,4.23733110108022,4.25148736027965,4.22297156106688,28.7023399094772,33.0176950340891,0.105990685403042,0.119615347687811,0.11472380969949,0.124725566611893,0.0136246622847688,0.00873312429644783,0.0187348812088504,8433000,"Austria",893819.450003855,114896.777047455,73646.4371919446,157991.253234235
"20","AZE",140,"Azerbaijan",0.594599398816092,0.449582232845265,4.08590565450509,4.16161778499625,4.01406663635832,4.04904223713372,3.97782326809005,4.08977876684948,4.12475436762488,4.05353539858121,27.7104914207668,30.3746390985727,0.12909632223834,0.15628260795551,0.142607803120425,0.171335789257512,0.0271862857171696,0.0135114808820848,0.0422394670191716,9202000,"Azerbaijan",1187944.3572372,250168.201169395,124332.647076944,388687.575510417
"21","BDI",141,"Burundi",0.592114212343904,0.505388080453532,3.56474812045852,3.61233918475608,3.50665830299967,3.54692255245578,3.46470458059262,3.55424936729723,3.59451361675335,3.51229564489018,25.1183570939585,23.3446135052369,0.24201538903371,0.273677418949571,0.251515161911226,0.297752891334887,0.0316620299158612,0.00949977287751622,0.0557375023011769,NA,NA,NA,NA,NA,NA
"22","BEL",142,"Belgium",0.590423760697425,0.427965586347602,4.12976498460613,4.21248782165525,4.08347218000223,4.10146687420791,4.06514773393208,4.16619501705136,4.18418971125704,4.1478705709812,28.3611155040825,31.0349245935608,0.119691390679176,0.136074985515207,0.129532787925428,0.14296587650716,0.0163835948360303,0.00984139724625185,0.0232744858279835,11007000,"Belgium",1317443.13720569,180334.228360186,108324.259489494,256182.265508615
"23","BEN",143,"Benin",0.622799063937535,0.501534271825393,3.81339384821174,3.88156487232476,3.76877430082538,3.79152879563926,3.7454899591873,3.8369453249384,3.85969981975228,3.81366098330032,24.992055883676,24.5379739420827,0.162424491303103,0.180647923085805,0.171199833931712,0.190647678494201,0.0182234317827019,0.00877534262860896,0.0282231871910977,9780000,"Benin",1588511.52494435,178225.162834825,85822.8509077957,276022.770728936
"24","BFA",144,"Burkina Faso",0.629643473548883,0.577590689277607,4.10583964131282,4.13725959103408,4.08688863487774,4.11347750534406,4.0595734402826,4.118308584599,4.14489745506532,4.09099339000386,24.7494857000891,23.6821859824649,0.0674987777113923,0.0715172772857492,0.065929417346793,0.0776290777602978,0.00401849957435695,-0.00156936036459927,0.0101303000489055,15995000,"Burkina Faso",1079642.94949372,64275.9006918393,-25101.9190317654,162034.149282243
