"","countrycode","X","country.x","SD_HHS","SD_SOFI","Amb_mean_HHS","Amb_mean_SOFI","CO2_mean_HHS","CO2_CIu_HHS","CO2_CIl_HHS","CO2_mean_SOFI","CO2_CIu_SOFI","CO2_CIl_SOFI","EAR_1","EAR_2_BFP","Def_amb_HHS_EAR2","Def_amb_SOFI_EAR2","Def_CO2_HHS_EAR2","Def_CO2_SOFI_EAR2","Def_CO2u_HHS_EAR2","Def_CO2u_SOFI_EAR2","Def_CO2l_HHS_EAR2","Def_CO2l_SOFI_EAR2","Difference_HHS2","Difference_SOFI2","DifferenceCIu_HHS2","DifferenceCIu_SOFI2","DifferenceCIl_HHS2","DifferenceCIl_SOFI2","pop","country.y","People_already_deficient_HHS2","People_made_deficient_HHS2","People_made_deficient_SOFI2","People_made_deficientCIu_HHS2","People_made_deficientCIu_SOFI2","People_made_deficientCIl_HHS2","People_made_deficientCIl_SOFI2"
"230","PSE",345,"Occupied Palestinian Territory",0.604781050007863,0.454988098068868,3.70894023888632,3.78831321341846,3.64272028963389,3.67065803630534,3.61397953737768,3.72209326416603,3.75003101083748,3.69335251190982,33.130250860842,35.0796397076522,0.401214345830566,0.306067114961115,0.444049097072589,0.358867641141336,0.425867211137815,0.336187601475587,0.462876904074995,0.382729834815585,0.042834751242023,0.0528005261802209,0.0246528653072491,0.0301204865144711,0.0616625582444299,0.0766627198544699,4114000,"Occupied Palestinian Territory",1650595.81874695,176222.166609683,217221.364705429,101421.887874023,123915.681520534,253679.764617585,315390.429481289
"231","PSS",346,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"232","PYF",347,"French Polynesia",NA,0.445926965707575,NA,4.30729381789167,NA,NA,NA,4.28331857069439,4.2922502304729,4.27430641688425,36.9119823503539,33.6772455771952,NA,0.0381435504845373,NA,0.0428178623462516,NA,0.0410251068043349,NA,0.0446904243999564,NA,0.00467431186171431,NA,0.00288155631979757,NA,0.00654687391541912,271000,"French Polynesia",NA,NA,1266.73851452458,NA,780.901762665142,NA,1774.20283107858
"233","QAT",348,NA,0.637362827291435,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.3411931533088,46.5402695732702,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"234","ROU",349,"Romania",0.559740808450716,0.438488184159075,4.13380455482586,4.19432349732483,4.07129138984334,4.09649635076743,4.04543467606339,4.13181033234231,4.1570152932664,4.10595361856236,38.2135592498299,40.3062272288812,0.217327173949207,0.128123921771661,0.25156610970308,0.160418564088316,0.237428348621323,0.146808355185118,0.266518902369152,0.175210963189334,0.0342389357538732,0.0322946423166547,0.0201011746721161,0.0186844334134567,0.0491917284199447,0.0470870414176727,21809000,"Romania",4739688.33665825,746716.94985622,704313.854283922,438386.51842418,407488.808314076,1072822.40511057,1026921.28627802
"235","RUS",350,"Russian Federation",0.6315236820609,0.446844710306128,4.14439434135181,4.2439703242894,4.09410614642904,4.11470449974315,4.07307456145702,4.19368212936664,4.21428048268075,4.17265054439461,38.184376368216,42.8736578580535,0.27045526474666,0.138522102467798,0.297429930129116,0.164918409481056,0.28623292548351,0.153736224656778,0.309064493096179,0.176865741538218,0.0269746653824559,0.0263963070132582,0.0157776607368504,0.0152141221889797,0.038609228349519,0.0383436390704205,143438000,"Russian Federation",38793562.2647314,3869192.0531287,3786233.48536773,2263116.10077235,2182283.25854287,5538030.49599831,5499934.90098297
"236","RWA",351,"Rwanda",0.696421186022621,0.530483232004731,3.64931906394005,3.75111406839153,3.59696691729033,3.62967545956996,3.56315224440767,3.69876192174181,3.73147046402144,3.66494724885915,33.4969135220238,31.98438078614,0.395770363329566,0.29498510154418,0.424992597581936,0.32989918801612,0.406676013661498,0.30788667133593,0.444099926759696,0.353291783622829,0.0292222342523706,0.0349140864719399,0.0109056503319322,0.0129015697917503,0.04832956343013,0.0583066820786493,11144000,"Rwanda",4410464.92894468,325652.578508418,389082.579643299,121532.567299052,143775.093759266,538584.654865369,649769.665084468
"237","SAS",352,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"238","SAU",353,"Saudi Arabia",NA,0.447759824849666,NA,4.16243544666661,NA,NA,NA,4.10738284921949,4.12710161334932,4.08726742058586,35.0041315686096,39.4348958291655,NA,0.137991331051492,NA,0.166912732724461,NA,0.15613367214419,NA,0.17839143591465,NA,0.0289214016729694,NA,0.0181423410926978,NA,0.0404001048631581,27762000,"Saudi Arabia",NA,NA,802915.953244976,NA,503667.673415476,NA,1121587.71121099
"239","SCE",354,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"240","SDN",355,"Sudan (former)",0.603580638388813,0.586165253482392,3.72986821190922,3.74022815323311,3.70674416762541,3.72819824704867,3.68481970050569,3.71710410894929,3.73855818837255,3.69517964182957,33.563075976752,32.6260615224164,0.342552049974798,0.331697714905396,0.356736183194485,0.346133525994153,0.343569277728843,0.332732220529634,0.370370357706021,0.360030540380569,0.0141841332196866,0.0144358110887566,0.00101722775404467,0.0010345056242379,0.0278183077312221,0.0283328254751729,43552000,"Sudan (former)",14918826.8805024,617747.36998379,628708.444537526,44302.3031441534,45054.7889468091,1211542.93831019,1233951.21509473
"241","SEN",356,"Senegal",0.632641721854964,0.481565215711001,3.78886627244847,3.87303151807288,3.74558195000165,3.76338623911046,3.72745491320895,3.82974719562606,3.84755148473488,3.81162015883337,33.3778796606867,32.7785611383428,0.318190011334005,0.213057703736899,0.342978499469753,0.24010215569938,0.332692462363735,0.228757277603039,0.353571884343268,0.251960820912479,0.024788488135748,0.027044451962481,0.0145024510297295,0.0156995738661404,0.035381873009263,0.03890311717558,13331000,"Senegal",4241791.04109362,330455.335337657,360529.589111834,193332.174677324,209291.019209518,471675.749086486,518617.455067657
"242","SGP",357,NA,0.645557944350314,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.8269940395058,36.328768911532,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"243","SLB",358,"Solomon Islands",NA,0.470682769970642,NA,3.91458055576153,NA,NA,NA,3.8674580829883,3.88132968799592,3.85339134659677,33.7235511094573,37.2739450902379,NA,0.264517007664261,NA,0.29827573935349,NA,0.288136352709383,NA,0.308720518925196,NA,0.0337587316892292,NA,0.0236193450451221,NA,0.0442035112609351,538000,"Solomon Islands",NA,NA,18162.1976488053,NA,12707.2076342757,NA,23781.4890583831
"244","SLE",359,"Sierra Leone",0.603923453197455,0.551181870467148,3.72966123676718,3.76012227826231,3.68379252228196,3.70082128370318,3.66646875124457,3.7142535637771,3.73128232519832,3.6969297927397,33.594056159597,33.2805651784107,0.354929094819333,0.321713737210218,0.383578633963915,0.352086613002867,0.372858399592443,0.340687288895699,0.394576761696364,0.363821378213577,0.0286495391445819,0.0303728757926485,0.01792930477311,0.0189735516854806,0.0396476668770314,0.042107641003359,5865000,"Sierra Leone",2081659.14111539,168029.547082973,178136.916523884,105155.37249429,111279.880635344,232533.566233789,246961.314484701
"245","SLV",360,"El Salvador",0.681001036576664,0.481565215711001,3.75710284065503,3.87303151807288,3.71921568558498,3.76156012756821,3.67499860378825,3.83514436300284,3.87748880498606,3.7909272812061,35.6901826775111,37.9168346046379,0.429079279632117,0.310841488949312,0.451020200011845,0.339147266300479,0.426511013448159,0.307579739736557,0.476812705094581,0.373358222074967,0.0219409203797276,0.0283057773511667,-0.00256826618395845,-0.00326174921275518,0.0477334254624642,0.0625167331256543,6256000,"El Salvador",2684319.97337852,137262.397895576,177080.943108899,-16067.073246844,-20405.5030749964,298620.309693176,391104.682434093
"246","SMR",361,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"247","SOASIA",362,"SOASIA",0.578761301717286,0.502575656579066,3.68227268142149,3.72346385831129,3.61826974009689,3.64113350410223,3.59487096824278,3.6594609169867,3.68232468099204,3.63606214513259,47.570331266424,43.3515366059544,0.559791678364369,0.536367462952851,0.602964212171695,0.586533274559083,0.587657186690711,0.568730495650249,0.618466676409128,0.604569957347389,0.043172533807326,0.0501658116062317,0.0278655083263418,0.0323630326973977,0.0586749980447588,0.0682024943945375,525377000,"SOASIA",294101672.604037,22681856.2940915,26355963.6042472,14639897.1679685,17002793.0294607,30826494.4477613,35832021.8975189
"248","SOM",363,"Somalia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.6405946913581,30.7085689670379,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9908000,"Somalia",NA,NA,NA,NA,NA,NA,NA
"249","SOTRLA",364,"SOTRLA",0.708657027997937,0.50457183588246,4.07822061089657,4.20202163377911,4.04110847371143,4.05610381968653,4.02588483973504,4.16490949659397,4.17990484256907,4.14968586261758,37.2529001619223,7.76942364560759,0.00210630745927366,1.00104906982275e-05,0.00248157240506529,1.38799611623673e-05,0.00232321088611978,1.21705525356961e-05,0.00265226940979289,1.58474656221727e-05,0.00037526494579163,3.86947046413985e-06,0.000216903426846112,2.16006183746864e-06,0.000545961950519232,5.83697492394526e-06,264928000,"SOTRLA",558019.822570453,99418.191558685,1025.13107112364,57463.7910674867,572.260862476892,144640.607627159,1546.37809265097
"250","SouAfr",365,"Southern Africa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59396000,"Southern Africa",NA,NA,NA,NA,NA,NA,NA
"251","SouAm",366,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,398014000,"South America",NA,NA,NA,NA,NA,NA,NA
"252","SouAs",367,"Southern Asia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1703127000,"Southern Asia",NA,NA,NA,NA,NA,NA,NA
"253","SouEAs",368,"South-Eastern Asia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,599419000,"South-Eastern Asia",NA,NA,NA,NA,NA,NA,NA
"254","SouEur",369,"Southern Europe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,155087000,"Southern Europe",NA,NA,NA,NA,NA,NA,NA
"255","SRB",377,"Serbia",0.571768614449984,0.440364272662198,3.96367471081006,4.03017403872644,3.91160991831074,3.93592868893699,3.8866849730394,3.97810924622712,4.00242801685337,3.95318430095578,19.1896550728215,21.2648668104349,0.0564106454470028,0.0135594595134699,0.0675121090893869,0.0182384708813707,0.0621329370639913,0.015904808870188,0.073391769044811,0.0209269513606155,0.0111014636423841,0.0046790113679008,0.00572229161698852,0.00234534935671815,0.0169811235978082,0.00736749184714568,9597000,"Serbia",541372.964354886,106540.74657596,44904.472097744,54916.8326482388,22508.3177764241,162967.843168165,70705.8192570571
"256","SRB",371,"Serbia",0.571768614449984,0.440364272662198,3.96367471081006,4.03017403872644,3.91160991831074,3.93592868893699,3.8866849730394,3.97810924622712,4.00242801685337,3.95318430095578,19.1896550728215,21.2648668104349,0.0564106454470028,0.0135594595134699,0.0675121090893869,0.0182384708813707,0.0621329370639913,0.015904808870188,0.073391769044811,0.0209269513606155,0.0111014636423841,0.0046790113679008,0.00572229161698852,0.00234534935671815,0.0169811235978082,0.00736749184714568,9597000,"Serbia",541372.964354886,106540.74657596,44904.472097744,54916.8326482388,22508.3177764241,162967.843168165,70705.8192570571
"257","SRB",372,"Serbia and Montenegro",0.571768614449984,NA,3.7683659584893,NA,3.72816677094459,3.74489901026555,3.71114979271528,NA,NA,NA,19.1896550728215,21.2648668104349,0.106740275518501,NA,0.120248606327686,NA,0.114486433855411,NA,0.126315360857999,NA,0.0135083308091848,NA,0.00774615833690996,NA,0.0195750853394984,NA,9597000,"Serbia",1024386.42415105,129639.450775747,NA,74339.8815593249,NA,187862.094003166,NA
"258","SRB",370,"Serbia",0.571768614449984,NA,3.96367471081006,NA,3.91160991831074,3.93592868893699,3.8866849730394,NA,NA,NA,19.1896550728215,21.2648668104349,0.0564106454470028,NA,0.0675121090893869,NA,0.0621329370639913,NA,0.073391769044811,NA,0.0111014636423841,NA,0.00572229161698852,NA,0.0169811235978082,NA,9597000,"Serbia",541372.964354886,106540.74657596,NA,54916.8326482388,NA,162967.843168165,NA
"259","SRB",375,"Serbia and Montenegro",0.571768614449984,0.440364272662198,3.7683659584893,3.83486528640567,3.72816677094459,3.74489901026555,3.71114979271528,3.79466609886096,3.81139833818192,3.77764912063165,19.1896550728215,21.2648668104349,0.106740275518501,0.0386739831105302,0.120248606327686,0.0469671878337864,0.114486433855411,0.0433566721633569,0.126315360857999,0.050882518925397,0.0135083308091848,0.00829320472325618,0.00774615833690996,0.00468268905282666,0.0195750853394984,0.0122085358148667,9597000,"Serbia",1024386.42415105,129639.450775747,79589.8857290895,74339.8815593249,44939.7668399775,187862.094003166,117165.318215276
"260","SRB",373,"Serbia and Montenegro",0.571768614449984,0.440364272662198,3.7683659584893,3.83486528640567,3.72816677094459,3.74489901026555,3.71114979271528,3.79466609886096,3.81139833818192,3.77764912063165,19.1896550728215,21.2648668104349,0.106740275518501,0.0386739831105302,0.120248606327686,0.0469671878337864,0.114486433855411,0.0433566721633569,0.126315360857999,0.050882518925397,0.0135083308091848,0.00829320472325618,0.00774615833690996,0.00468268905282666,0.0195750853394984,0.0122085358148667,9597000,"Serbia",1024386.42415105,129639.450775747,79589.8857290895,74339.8815593249,44939.7668399775,187862.094003166,117165.318215276
"261","SRB",376,"Serbia",0.571768614449984,NA,3.96367471081006,NA,3.91160991831074,3.93592868893699,3.8866849730394,NA,NA,NA,19.1896550728215,21.2648668104349,0.0564106454470028,NA,0.0675121090893869,NA,0.0621329370639913,NA,0.073391769044811,NA,0.0111014636423841,NA,0.00572229161698852,NA,0.0169811235978082,NA,9597000,"Serbia",541372.964354886,106540.74657596,NA,54916.8326482388,NA,162967.843168165,NA
"262","SRB",374,"Serbia and Montenegro",0.571768614449984,NA,3.7683659584893,NA,3.72816677094459,3.74489901026555,3.71114979271528,NA,NA,NA,19.1896550728215,21.2648668104349,0.106740275518501,NA,0.120248606327686,NA,0.114486433855411,NA,0.126315360857999,NA,0.0135083308091848,NA,0.00774615833690996,NA,0.0195750853394984,NA,9597000,"Serbia",1024386.42415105,129639.450775747,NA,74339.8815593249,NA,187862.094003166,NA
"263","SSA",378,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"264","SSD",379,NA,0.663896874351497,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.5062521419225,32.5295891462755,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"265","SSF",380,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"266","SST",381,"Small Island Developing States",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46064000,"Small Island Developing States",NA,NA,NA,NA,NA,NA,NA
"267","STP",382,"Sao Tome and Principe",0.696421186022621,0.471532852666111,3.78285045656457,3.91418007516343,3.72383980223826,3.74107515239981,3.70630217735702,3.85516942083712,3.87240477099866,3.83763179595588,32.9710895423861,31.7099099297551,0.319740288011556,0.165936599997913,0.35060373514819,0.198999232660931,0.341475528274072,0.188955187667945,0.359981396214714,0.209542847624303,0.0308634471366339,0.0330626326630185,0.0217352402625156,0.0230185876700322,0.040241108203158,0.0436062476263899,183000,"Sao Tome and Principe",58512.4727061148,5648.010826004,6050.46177733239,3977.54896804036,4212.40154361589,7364.12280117791,7979.94331562936
"268","SUR",383,"Suriname",0.709323440699519,0.461182277858062,3.71872204178922,3.86394736684695,3.67037928816818,3.68566428699335,3.65485702690688,3.8156046132259,3.83088961205108,3.80008235196461,35.7893433093952,38.700657923842,0.464689044444017,0.325918546193747,0.491832626622271,0.364525566326203,0.483240300869643,0.352146761695006,0.500562186467721,0.37724272129677,0.0271435821782545,0.038607020132456,0.0185512564256259,0.026228215501259,0.0358731420237042,0.0513241751030232,530000,"Suriname",246285.193555329,14386.0985544749,20461.7206702017,9832.16590558175,13900.9542156673,19012.7652725632,27201.8128046023
"269","SUSAAF",384,"SUSAAF",0.651145347985254,0.521649217114566,3.80967965891211,3.88561583815541,3.7719145792935,3.79563409151032,3.74761875428259,3.84785075853679,3.87157027075362,3.82355493352589,19.5798244679689,18.8888683899715,0.0904796597109213,0.0347251850763039,0.100306124301003,0.0406595417992973,0.0940473270757806,0.0368433818206311,0.107026669102337,0.0448948420673803,0.0098264645900818,0.0059343567229934,0.00356766736485922,0.00211819674432722,0.0165470093914155,0.0101696569910764,775971000,"SUSAAF",70209592.0255433,7625051.55443036,4604888.72069791,2768406.41277718,1643659.24589234,12839999.4244661,7891358.90502252
"270","SVK",385,"Slovakia",0.552072366617744,0.430870452556948,3.81789996456066,3.87746724010881,3.76498328160158,3.79044470275825,3.73885660115303,3.82455055714972,3.85001197830639,3.79842387670117,38.2397103770726,42.8842429593037,0.457161875109966,0.391236123495125,0.495318338492142,0.439086656272067,0.47693199574024,0.415905972622438,0.514195073538724,0.463091485189613,0.0381564633821757,0.0478505327769422,0.0197701206302746,0.024669849127313,0.0570331984287585,0.0718553616944876,5440000,"Slovakia",2486960.60059821,207571.160799036,260306.898306566,107549.456228694,134203.979252583,310260.599452446,390893.167618012
"271","SVN",386,"Slovenia",0.580238086725481,0.429905148832323,4.09434175839789,4.17027065854504,4.05138189514481,4.07056293333736,4.03182573782622,4.12731079529196,4.14649183348451,4.10775463797337,38.3727152747049,43.1800094459572,0.285375170288212,0.173142552315295,0.311038641033187,0.199924565114935,0.299456044558691,0.187672025341893,0.323043564719771,0.21289942851941,0.0256634707449756,0.0267820127996407,0.0140808742704794,0.014529473026598,0.0376683944315591,0.0397568762041155,2062000,"Slovenia",588443.601134292,52918.0766761397,55224.5103928591,29034.7627457285,29959.7733808451,77672.2293178749,81978.6787328862
"272","SWE",387,"Sweden",0.546717015478097,0.428936867281207,4.12721637150942,4.18467270095955,4.08874734722183,4.10212191769668,4.07519146997208,4.14620367667196,4.15957824714681,4.13264779942222,37.8644325829848,41.4044056151751,0.230061689740873,0.14109434429056,0.251977433388292,0.162132555892182,0.244235285919633,0.154597697817304,0.259954734101853,0.170009525662102,0.0219157436474193,0.0210382116016214,0.0141735961787608,0.0135033535267443,0.0298930443609806,0.0289151813715418,9449000,"Sweden",2173852.90636151,207081.861724465,198790.061423721,133926.310293111,127593.187474207,282459.376166905,273219.548779699
"273","SWZ",388,"Swaziland",0.700603325887681,0.474069902733665,3.64639778798819,3.77944916177167,3.59821255464292,3.64090395457298,3.55361700624956,3.73126392842641,3.77395532835647,3.68666838003304,33.8047461920735,33.8047461920735,0.428751110316716,0.292528776456396,0.455896248401143,0.328387341406961,0.431831558333176,0.29652426791959,0.481206879667453,0.36305640227019,0.0271451380844275,0.035858564950565,0.00308044801646046,0.00399549146319383,0.0524557693507368,0.0705276258137937,1212000,"Swaziland",519646.34570386,32899.9073583262,43460.5807200848,3733.50299595007,4842.53565339093,63576.392453093,85479.4824863179
"274","SXM",389,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"275","SYC",390,"Seychelles",0.792809635437533,0.443157775521755,3.95121925939663,4.16729841141523,3.91229662382329,3.92806362356595,3.89627703795796,4.1283757758419,4.14414277558455,4.11235618997656,37.2583638110189,35.7869457688651,0.318720059898767,0.0916419492188354,0.336444486331992,0.106955755479155,0.329217868653055,0.100543599293323,0.343849262605174,0.113767538861249,0.0177244264332244,0.0153138062603193,0.0104978087542883,0.00890165007448747,0.0251292027064066,0.0221255896424133,NA,NA,NA,NA,NA,NA,NA,NA,NA
"276","SYR",391,"Syrian Arab Republic",0.606384034826625,0.487279033013975,3.927023065327,3.99215343616579,3.86078196971322,3.89252269699026,3.82800064926023,3.92591234055201,3.95765306782906,3.89313102009903,34.2566279743333,36.033641589984,0.28605758049082,0.201384025795796,0.324302994820197,0.241730440763847,0.305711280421345,0.221872137008477,0.343974751745185,0.263212458169471,0.0382454143293775,0.0403464149680518,0.0196536999305251,0.0204881112126815,0.0579171712543651,0.0618284323736759,21804000,"Syrian Arab Republic",6237199.48502183,833903.014037747,879713.231963402,428529.27328517,446722.776881308,1262826.00203018,1348107.13947563
"277","TCA",392,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"278","TCD",393,"Chad",0.629584773846649,0.559123025587225,3.86225451681665,3.90413373167551,3.84840417196499,3.8644325513419,3.83211469295782,3.89028338682385,3.90631176620076,3.87399390781668,32.4997303593046,31.4376074990617,0.255277808221373,0.207309159305826,0.262396809726767,0.214465626069129,0.254167569435295,0.206196759550577,0.270897701720532,0.223063470722122,0.00711900150539468,0.00715646676330253,-0.00111023878607741,-0.00111239975524954,0.0156198934991594,0.0157543114162962,12080000,"Chad",3083755.92331418,85997.5381851678,86450.1185006946,-13411.6845358151,-13437.7890434145,188688.313469845,190312.081908858
"279","TGO",394,"Togo",0.626712715387717,0.50843947048936,3.79259963274995,3.85972869898852,3.75372421704299,3.78873600090953,3.71744199332269,3.82085328328156,3.8558650671481,3.78457105956126,33.6748775317111,32.7416047511559,0.313839655471758,0.232742402359048,0.336160347649546,0.256754069703553,0.316029465231021,0.235071558148016,0.357528745415861,0.28027492674707,0.0223206921777881,0.0240116673445057,0.00218980975926342,0.00232915578896833,0.0436890899441028,0.0475325243880222,6472000,"Togo",2031170.25021322,144459.519774645,155403.511053641,14172.4487619528,15074.2962662031,282755.790118233,307630.49783928
"280","THA",395,"Thailand",0.627181056387478,0.48969785807916,3.69514225936497,3.77191830200697,3.6417467028422,3.65716104474667,3.62609103425635,3.7185227454842,3.73393708738867,3.70286707689835,37.5786705116429,36.1234046910953,0.431514370394209,0.352812748460058,0.465183061851573,0.394080318040571,0.455427011922081,0.382021020390515,0.475113290252613,0.406433194594161,0.0336686914573644,0.0412675695805124,0.0239126415278718,0.0292082719304566,0.0435989198584044,0.0536204461341024,66576000,"Thailand",28728500.7233648,2241526.80246549,2747429.71239219,1592008.02235959,1944569.91204208,2902641.68849313,3569834.821824
"281","TJK",396,"Tajikistan",0.578459627734051,0.545783746027881,3.66133362602999,3.67970144777498,3.5830383536319,3.61727725916492,3.54758545692291,3.60140617537689,3.63564508090992,3.56595327866791,35.0946298047585,37.8768659698313,0.481390610097293,0.466881431564324,0.535334892138391,0.524058863698924,0.511766201914157,0.499046434849423,0.559608232414971,0.54985737068596,0.0539442820410986,0.0571774321345991,0.0303755918168645,0.0321650032850987,0.0782176223176786,0.0829759391216351,7815000,"Tajikistan",3762067.61791034,421574.564151186,446841.632131892,237385.250048796,251369.500673047,611270.718412659,648456.964235578
"282","TKM",397,"Turkmenistan",0.63541271865557,0.461182277858062,4.10219043168954,4.19772054649899,4.04253186414379,4.07347443144099,4.01060119873249,4.13806197895325,4.16900454625044,4.10613131354195,35.5536179046912,37.9167647781014,0.231280595416186,0.111362032334866,0.260843682383041,0.137866152783953,0.245272154999044,0.123625862402286,0.277429519336888,0.153693567220308,0.0295630869668557,0.0265041204490867,0.013991559582858,0.0122638300674198,0.0461489239207026,0.0423315348854422,5107000,"Turkmenistan",1181150.00079046,150978.685139732,135356.543133486,71454.8947896559,62631.380154313,235682.554463028,216187.148659953
"283","TLS",398,"Timor-Leste",NA,0.49289570764046,NA,3.84881882424693,NA,NA,NA,3.8094604295738,3.84458018772327,3.7730622396203,32.21487917424,29.5585725366004,NA,0.174065468026005,NA,0.195344241398192,NA,0.176283579350742,NA,0.216366398383243,NA,0.0212787733721871,NA,0.00221811132473779,NA,0.0423009303572386,1096000,"Timor-Leste",NA,NA,23321.535615917,NA,2431.05001191261,NA,46361.8196715335
"284","TON",399,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.3145574743019,42.9001114714968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"285","TTO",400,"Trinidad and Tobago",0.632465106834299,0.484842368383255,3.95887702767821,4.04134702226993,3.91683476254838,3.93438659019974,3.89896935616938,3.9993047571401,4.01685658479146,3.9814393507611,37.2382435766162,42.4474621490828,0.369567726033423,0.272760649134635,0.394917531171771,0.30230880203087,0.384273407372671,0.289798748841089,0.405832920179867,0.31528533570666,0.0253498051383484,0.0295481528962349,0.0147056813392486,0.0170380997064548,0.0362651941464447,0.0425246865720253,1333000,"Trinidad and Tobago",492633.778802552,33791.2902494184,39387.6878106811,19602.6732252184,22711.7869087042,48341.5037972108,56685.4072005098
"286","TUN",401,"Tunisia",0.60798979910284,0.445006573545981,4.2218934493577,4.30770382201469,4.14934481106519,4.18143020530282,4.11619572092785,4.23515518372218,4.26724057795981,4.20200609358484,36.6739363818608,39.3433490643435,0.183022239301519,0.0766758500495836,0.21634933489904,0.102977990478646,0.20119654162549,0.0906333813664635,0.232676881938741,0.116969623661265,0.0333270955975204,0.0263021404290622,0.0181743023239707,0.01395753131688,0.0496546426372211,0.040293773611681,10753000,"Tunisia",1968038.13920924,358366.258960137,282826.916033706,195428.272889657,150085.33425041,533936.372278039,433278.947646406
"287","TUR",402,"Turkey",0.631053299595639,0.484026131241554,4.21972647433133,4.30169995993427,4.14974947313723,4.17830784476049,4.12035148407756,4.23172295874017,4.26028133036342,4.2023249696805,36.018655831305,39.0021504999482,0.189093847115661,0.0937045498750055,0.220545786531337,0.120255658581499,0.207362666941694,0.108841722813161,0.234604812046738,0.132859937998001,0.0314519394156754,0.0265511087064938,0.0182688198260331,0.0151371729381556,0.045510964931077,0.0391553881229959,73059000,"Turkey",13815007.3764231,2297847.24176983,1939797.45098773,1334701.70767015,1105906.71768871,3324985.58689956,2860653.50087796
"288","TUV",403,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"289","TWN",404,"China, Taiwan Province of",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23210000,"China, Taiwan Province of",NA,NA,NA,NA,NA,NA,NA
